Symbol	Monocytes_CD14+CD16-	Monocytes_CD16+CD14-	NK_cells	Neutrophils	T_cells_(CD4+)	B_cells	T_cells_(CD8+)	Endothelial_cells	Fibroblasts	Macrophage
GTSF1	83.625	65.5	47.91666667	44.8	89.18181818	187.5	135.8076923	25	22.625	63.72727273
GTSF1L	37	32.66666667	25.16666667	44.8	36.68181818	59.75	39.57692308	22.81818182	17.5	27.81818182
GUCA1A	108.4375	101.8333333	95	101.4	80.09090909	123.5	120.5	74	68	81.45454545
GUCA1B	49.9375	50.83333333	54.66666667	60	44.72727273	56	51.69230769	43.45454545	41.375	44
GUCA1C	23.75	22.16666667	17.5	26	21.5	25	27.88461538	17.81818182	15.125	18.18181818
GUCA2B	35	31.83333333	30	27.6	28.90909091	38.25	31.03846154	27.45454545	24.125	30.27272727
GUCY1A2	39.375	41.5	25.25	42.4	32.27272727	50.25	38.61538462	36.27272727	44.5	31.18181818
GUCY1A3	54.3125	234.5	106.1666667	37	42.09090909	42.25	54.30769231	131.3636364	30.375	46.81818182
GUCY1B2	30.3125	28	21	23.8	25.31818182	29.25	30.15384615	24.63636364	22.375	25
GUCY1B3	31.375	237.1666667	17.91666667	38.2	23.86363636	27.5	27.96153846	72.09090909	50.25	44.63636364
GUCY2C	19.875	19.5	16	16.6	15.13636364	33.5	15.38461538	14.90909091	14.125	14.45454545
GUCY2D	48.125	42.5	41.25	39	33.36363636	35.25	35.15384615	40.81818182	36.625	39.63636364
GUCY2F	16.1875	15.83333333	16.83333333	19.8	14.40909091	17.75	15.84615385	13.36363636	14.25	14.63636364
GUF1	31.8125	34.5	18.08333333	13.6	33.77272727	29.25	41.92307692	101.0909091	78.5	97.72727273
GUK1	559	874.6666667	1833.916667	660	1024.136364	117	561.1923077	1790	1724.375	1083
GULP1	10.8125	12.16666667	11	12	9.454545455	10.75	10.38461538	354.5454545	802.375	10
GUSB	1011.25	1265.333333	1789.75	316.8	604.0909091	210.5	377.0384615	739.4545455	485.75	3918.090909
GUSBL1	13.5625	14.66666667	26.58333333	16.4	15.13636364	14.5	16.65384615	11.36363636	10.5	13.45454545
GUSBL2	43.6875	52	52.66666667	31.2	78.95454545	69.25	61.11538462	32.09090909	44	27.27272727
GVIN1	89.9375	108.1666667	112.8333333	204	622.7727273	320.25	383.0384615	27.81818182	17.625	67.81818182
GXYLT1	97.75	89	89.75	84.4	151.4545455	80.25	95.53846154	255.4545455	115.125	108.8181818
GXYLT2	16.5	16.5	17.5	16	16.77272727	19.25	17.96153846	54.18181818	181.75	22.36363636
GYG1	1594.375	1587.5	821.8333333	851.4	516.1363636	471.25	1041.653846	1204.545455	1290.25	1259
GYG2	36.1875	32.33333333	27.5	50.4	29.36363636	45.25	31	30.81818182	80	33.81818182
GYLTL1B	89.625	85.33333333	88.83333333	93.6	111.1363636	217.5	110.3846154	80.18181818	65.625	73.45454545
GYPA	10.75	9.666666667	8.833333333	9.4	9.909090909	15	10.53846154	9.181818182	9.125	9.545454545
GYPB	59	54	40.75	53.6	53.45454545	79	59.19230769	45.81818182	41.75	41.54545455
GYPC	240.3125	286.1666667	1195.25	186.8	1174	199.75	393.5769231	139.2727273	497	464.9090909
GYPE	7.625	6.833333333	7.666666667	7.4	7.090909091	9.75	7.576923077	6.909090909	7	6.818181818
GYS1	167.4375	128.6666667	99.25	85.8	217	83	101.2692308	325.3636364	384	226.1818182
GYS2	8.875	8.666666667	8.666666667	9	9.590909091	10	10.07692308	8.636363636	7.75	8.454545455
GZF1	196.9375	244.8333333	635.75	601.4	110.5454545	34.75	121.9615385	201.1818182	408.75	248.5454545
GZMA	39.375	300	5611.5	134.8	1386.454545	153.75	3165.153846	29.90909091	18.25	98.45454545
GZMB	37.5625	217.8333333	7056.666667	74.8	131.7272727	88.25	1203.307692	19.81818182	17	46.90909091
GZMH	47.9375	100.6666667	6722.666667	99.2	117.2272727	112	2389.115385	33	21.375	49.09090909
GZMK	48.25	38.66666667	1090.583333	113.6	1038.5	76.75	2680.461538	25.81818182	20.375	66.18181818
GZMM	46.8125	79.33333333	2276.583333	62.2	188.5909091	46.5	113.1153846	35.45454545	31	43.36363636
H19	50.8125	47.16666667	67.16666667	56	46.09090909	50.5	40.23076923	124.2727273	2799	52.90909091
H1F0	414.5	557.1666667	41.91666667	149.8	113.4090909	53.25	63.53846154	651.5454545	763.5	478.0909091
H1FNT	45	40.5	34.5	49.2	30.31818182	51	36.03846154	33.09090909	26.625	38.27272727
H1FOO	44.3125	47.66666667	35.66666667	49.8	38.40909091	53.5	40.80769231	38	29.5	44.36363636
H1FX	751.375	1087.833333	1090.666667	159	1438.545455	23.75	101.3846154	485.1818182	333.875	386.5454545
H2AFJ	783.75	612.1666667	1204.416667	353.4	344.3181818	214.25	508.8461538	1023.272727	1188.875	1011.909091
H2AFV	160.9375	204.3333333	633.8333333	132	282.4090909	79.75	303.7692308	506.3636364	455.5	352.8181818
H2AFX	78.25	77	49.66666667	66.2	58.5	71.5	61.15384615	126.2727273	100.875	84.72727273
H2AFY	4670.6875	4620.833333	2337.083333	3062.6	1870.363636	790.25	1216.730769	2038.727273	1749.25	6060.727273
H2AFY2	135.8125	123.3333333	57.91666667	101.6	165.1363636	199.25	154.8846154	83	176.25	212.7272727
H2AFZ	3196.0625	3608.666667	3233.666667	4153	3055.227273	3223.75	3712.115385	5720.727273	3729.5	3980.363636
H2BFM	28.875	29.33333333	26.16666667	26	27.95454545	31.25	27.5	31.45454545	20	30
H2BFXP	18.625	18.33333333	20	21.6	20.31818182	18	17.76923077	28.63636364	21.75	20.18181818
H3F3B	8465.375	7897.666667	12786.25	20509.2	6527.363636	7108	11664.38462	6554.909091	4304.875	6401.363636
H6PD	209.5625	271.8333333	93.5	107.6	145.3636364	124.5	115.5	218	216.875	500.5454545
HAAO	153.125	131.1666667	103.25	103.2	81	106.25	90.96153846	91.81818182	89.25	167.1818182
HAB1	100.9375	99	71	117.6	71.13636364	100.75	86.42307692	73.72727273	86.625	76.18181818
HABP2	45.1875	42	32	46.8	40.68181818	40.5	42.34615385	34.36363636	31.875	33.27272727
HABP4	126.75	142.8333333	95.91666667	112.6	283.9545455	122.75	183.5	178.3636364	301.625	116.0909091
HACE1	70.1875	91.5	195.9166667	24.4	129.7727273	48.25	68.53846154	148.3636364	233.625	72.72727273
HACL1	198.125	213.1666667	331.3333333	80.8	226.0909091	262	334.2692308	338	254	228.2727273
HADH	127.625	125.1666667	100.75	18.8	207.3181818	239	101.0769231	235.3636364	424.5	299.7272727
HADHA	1901.3125	1960.666667	762.8333333	633.6	1274.772727	963.5	779.5769231	1592.454545	958.125	1885.909091
HADHB	2362.875	1613.833333	684.3333333	998.6	1024.045455	1493	882.1538462	1948.909091	2114.125	2832.727273
HAGH	262.3125	451.8333333	240.1666667	203.2	282.8636364	140.5	150.3076923	452.5454545	340.875	512.2727273
HAGHL	115.75	107.8333333	136.4166667	135.8	104.6818182	130.75	103.3846154	116	115.5	161.7272727
HAL	8.875	9.166666667	7.083333333	10.2	8.318181818	9.5	8.692307692	8.272727273	7.375	7.909090909
HAMP	55.0625	43.33333333	45.91666667	106.2	52.09090909	79.25	53.26923077	41.81818182	35	1513.363636
HAND1	67.125	71	43.66666667	54.4	58.22727273	79	67.88461538	43.72727273	47	46.63636364
HAND2	40.9375	44.16666667	38.58333333	47.4	32.36363636	52.75	39.96153846	42.27272727	48.25	41.90909091
HAO1	13.875	12.66666667	12.08333333	13.2	11.90909091	13.5	13.96153846	11.45454545	11.5	13
HAO2	43.625	40.33333333	22.66666667	65.8	31.63636364	53.25	41.15384615	27.81818182	27	33.09090909
HAP1	23.4375	22.16666667	29.33333333	35.8	19.90909091	28	23.73076923	21.36363636	17.375	22.09090909
HAPLN1	10.4375	8.833333333	7.916666667	13.2	8.681818182	12.25	11.03846154	49	99.125	8.363636364
HAPLN2	40	41	38.16666667	50.4	30.86363636	37.5	35.80769231	37	27.25	46.27272727
HAPLN3	146.375	143	248.8333333	126.8	405	150.75	180.2307692	287.1818182	235.75	148.1818182
HAPLN4	52.3125	49.16666667	40.75	42	44.22727273	55.5	55.38461538	31.63636364	33.125	44.09090909
HAR1A	21.5625	22.33333333	67.41666667	22.4	55.22727273	22.25	31.61538462	19.18181818	20.375	19.90909091
HARBI1	59.5	60	53.75	42.8	46.13636364	50.25	54.76923077	58.18181818	66.25	64.45454545
HARS	255.9375	330.1666667	626.0833333	212	621.8636364	195	430.8076923	1030.909091	737.125	408.0909091
HARS2	257.25	218.1666667	401.3333333	437.2	376.0454545	279.25	291.7307692	417.1818182	361.125	345.6363636
HAS1	37.3125	31.66666667	38.5	92	30	39.25	40.11538462	55.54545455	53.75	37.54545455
HAS2	15.0625	14.33333333	13.16666667	16.8	13.86363636	18.5	17.03846154	13.81818182	106.25	13
HAS3	41.125	43.33333333	23.66666667	31.2	29.86363636	29.75	27.53846154	41.63636364	33.5	36.45454545
HAT1	462.4375	398.8333333	771.3333333	612.4	401.1818182	345.75	541.1538462	935.3636364	782	814.0909091
HAUS1	316	281.8333333	252	49.2	323.9545455	396.75	280.1153846	878.6363636	398.75	409.7272727
HAUS2	62.625	65.83333333	85	29.4	42.63636364	29.5	46.15384615	113.0909091	106.25	121.9090909
HAUS3	153.25	224.3333333	2397.75	160.8	503.4545455	140.75	1223.461538	218.1818182	149	180.6363636
HAUS4	694.25	374.6666667	199.0833333	1094	312.7727273	267.5	136.1153846	375.5454545	228.625	439.0909091
HAUS5	93.375	97.66666667	103.3333333	115.4	108.1363636	130.5	95.38461538	94.36363636	80.625	80.90909091
HAUS6	47.5625	58.83333333	243.9166667	18	234.9545455	56.25	180.3076923	339.5454545	273.75	107.6363636
HAUS7	181.9375	190.5	134.3333333	60.6	127.4090909	61.75	59.88461538	199.3636364	167.5	121
HAUS8	57.75	99	91.5	72.8	75.45454545	67.25	58.73076923	120.2727273	72	118
HAVCR1	13	10.5	12	14.2	17.54545455	12.25	15.46153846	11.09090909	9.25	14.18181818
HAVCR2	229.125	162.1666667	101.9166667	37	49.90909091	100	69.61538462	24.72727273	22.125	1084.181818
HAX1	1026.375	1075.833333	414.9166667	748.6	1488.136364	1761.5	1236.230769	1484.363636	2293.5	1455.545455
HBB	472.5	1439.333333	3698.083333	15128	3298.909091	3929	2838.692308	38.54545455	37.125	115.2727273
HBBP1	24.0625	21.16666667	18.41666667	27.2	20.40909091	25.5	20.11538462	16.27272727	14.625	15.36363636
HBD	46.5625	46	45.91666667	182.2	58.40909091	161.75	62.15384615	32	30.25	42
HBE1	56.5	49.83333333	40.25	72.6	49.77272727	65	60.53846154	47.90909091	38.875	43.63636364
HBEGF	839.25	479.8333333	283.4166667	217.6	72.13636364	119.25	86.84615385	973.9090909	146.25	878.9090909
HBM	30.8125	29.16666667	31.08333333	32.6	28.86363636	35.75	30	30.45454545	26.125	26.90909091
HBP1	718.125	665.1666667	977.1666667	2302.4	634.1363636	678.5	1162.923077	742	820.375	886.0909091
HBQ1	40.9375	39.16666667	84.91666667	44.6	29.5	36	39.30769231	46.45454545	35.625	36.81818182
HBS1L	269.375	267.1666667	395.5	139.2	269.1363636	207.75	464.7692308	587.9090909	871.625	386.8181818
HBXIP	1540.1875	1409.166667	1860.916667	1794	771.5909091	1810.25	1113.307692	2017.090909	1495.875	2211.636364
HBZ	31.3125	38.66666667	33.66666667	29.8	31.5	34.25	37.30769231	32.36363636	24.75	32.36363636
HCCS	236.4375	244.8333333	100.25	88	155.2272727	88	77.38461538	381.0909091	555.125	420.7272727
HCFC1	247.6875	299.1666667	307.75	148.2	316.1363636	148.25	155.3846154	283.9090909	219.25	241.6363636
HCFC1R1	200.1875	172	174.0833333	99.2	167.3636364	127.5	98	404.0909091	337.875	349.2727273
HCFC2	140.75	200.6666667	465.0833333	44.8	139.7272727	62.75	289.8076923	141.5454545	211.875	151.3636364
hCG_1643808	29.3125	23.83333333	18.25	23.4	21.95454545	36.75	28.15384615	23.09090909	17.375	21.27272727
hCG_1645220	14.875	14	13.25	14.6	14.31818182	15.25	15.69230769	17.54545455	23.625	12.81818182
hCG_1646157	10.8125	9.333333333	9.666666667	11.2	12.81818182	13	12.07692308	15.09090909	12.75	11.45454545
hCG_1647286	20.1875	18.5	19.41666667	25.6	17.04545455	23.25	19.65384615	18.18181818	17.5	17.81818182
hCG_1651160	48.6875	50	38.5	51	40.63636364	44.5	43.69230769	35.18181818	28.875	39.72727273
hCG_1654703	15.125	15.83333333	11.75	17.2	13.27272727	17.75	14.84615385	14	12.25	15
hCG_17324	36.8125	34.66666667	24.75	51.4	32.81818182	42	37.76923077	30.18181818	25.25	31
hCG_1732469	58.3125	52.5	38.5	60	37.18181818	72.25	53.92307692	33.45454545	34.125	32.36363636
hCG_1749898	18.5	16	12.25	13.6	15.59090909	30	23	11.90909091	240.5	12.54545455
hCG_1776007	113.8125	86.83333333	50.66666667	83	66.45454545	167.5	103.1538462	55.36363636	45.125	66.54545455
hCG_1776018	52.375	45	36.16666667	41.8	42.54545455	62.5	54.30769231	37.27272727	31.625	35.81818182
hCG_1776047	59.25	48.33333333	41.33333333	70.6	49.86363636	145.5	70.53846154	43.81818182	34.625	41.18181818
hCG_1791940	33.3125	24.66666667	21.16666667	34.6	26.40909091	42.5	37	22.90909091	24.375	20.09090909
hCG_1795283	16.875	19.5	16.58333333	15.4	14.22727273	20.25	17.34615385	13.72727273	9.75	14.63636364
hCG_1806964	107.25	115.1666667	144.6666667	81.8	88.68181818	70.5	121.6923077	195.3636364	328.5	118.7272727
hCG_1811732	93.4375	75.5	36.16666667	43.4	45.90909091	53.25	60.61538462	78.09090909	50.25	101.1818182
hCG_1814936	16.75	17	13.5	15.4	13.68181818	15.25	13.65384615	12	13.875	12.63636364
hCG_1817306	23.375	23.5	20	17.6	21.31818182	21.25	19.61538462	20.45454545	18.5	21.45454545
hCG_1820661	61.125	57	53.91666667	55.8	61.86363636	80.75	66	52.18181818	45	48.81818182
hCG_1820679	76.5	77.5	78	64	64.77272727	61.25	70.19230769	61.90909091	49.75	58.81818182
hCG_1820801	35.25	36.16666667	18.33333333	35.8	33.18181818	31.75	34.23076923	27.54545455	21.625	27.54545455
hCG_1983896	18.9375	19.83333333	12.66666667	16	18.54545455	21.5	18.96153846	13.18181818	12.75	15
hCG_1986447	24.9375	27.16666667	19.41666667	23.6	25.68181818	27.25	26.76923077	17.54545455	14.875	19.27272727
hCG_1990547	17.625	18.16666667	19.16666667	20.4	19.18181818	16.25	16.84615385	15.36363636	15.875	19.63636364
hCG_1993592	63.9375	69.16666667	42.41666667	67	40.27272727	62.25	53.96153846	53	46.5	54.36363636
hCG_1994695	80.375	84	37.75	55.2	58.36363636	104	65.61538462	55.09090909	43.75	54.27272727
hCG_1994895	13.9375	12.83333333	9.583333333	12.6	11.04545455	15	14.46153846	10.18181818	9.875	10
hCG_1999814	34.625	37.16666667	31.75	33.8	31.95454545	32	29.88461538	30.90909091	28.25	31.54545455
hCG_2003663	35.0625	31	26.5	40.4	38.04545455	39.5	34.11538462	35.36363636	54.875	28.54545455
hCG_2007354	23.75	23.33333333	20.91666667	23.4	21.59090909	28.5	21.92307692	23.09090909	21.625	19.72727273
hCG_2008140	74.1875	78.66666667	47.5	59.8	40.27272727	42.5	44.34615385	50.63636364	49	48.09090909
hCG_2009921	18.375	16.16666667	15.75	18	14.95454545	23.25	16.46153846	18.72727273	13.75	18.54545455
hCG_2011852	11.625	10.16666667	9.666666667	11.4	10.72727273	19.75	14.5	8.909090909	8.375	9.818181818
hCG_2014417	53.4375	55	42.75	54.4	44.90909091	47.25	52.69230769	225.0909091	253.875	42.90909091
hCG_2015435	18.0625	17.5	14.41666667	18.8	15.59090909	20.5	17.76923077	16.54545455	15.25	15.18181818
hCG_2018279	69.75	68.66666667	57.5	62.2	57.27272727	65.5	65.38461538	63	55.375	56.09090909
hCG_2019139	14	12.5	15	12.6	13	14	13.80769231	13.63636364	11.75	11.36363636
hCG_2020170	33.3125	36.33333333	29.41666667	32.8	38.31818182	35.5	50.65384615	28.72727273	25.5	31
hCG_2022304	260.125	304.5	315.4166667	232.4	270.1363636	258.75	280.5769231	158.1818182	172.375	175.8181818
hCG_2024094	45	45.66666667	32.91666667	43.4	53.77272727	60.25	46.65384615	28.90909091	42	49.63636364
hCG_2025798	9.625	9.333333333	9	13	8.590909091	10.75	8.846153846	8.818181818	8	8.363636364
hCG_2036596	14.9375	15.5	14.16666667	14.2	13.95454545	16.75	14.19230769	12.45454545	12.625	12
hCG_2038428	21.6875	21.5	16.91666667	24.6	21.18181818	32.25	22.92307692	18.63636364	13.25	21.54545455
hCG_2038586	32.25	25	20.41666667	43.6	27.72727273	35.5	46.88461538	22.36363636	24.5	22.27272727
hCG_2038692	26.9375	25.16666667	28.75	26.6	21.86363636	27.75	23.07692308	22.09090909	22.375	24.81818182
hCG_2039027	12.3125	14.83333333	22.16666667	10.8	11.77272727	10.5	9.807692308	15	25	12
hCG_2039148	23.75	19.66666667	39.75	17.2	37.45454545	20.25	27.11538462	16.90909091	16.75	17.09090909
hCG_2042068	42.4375	42.83333333	35.25	61	42	70.5	55.11538462	34.09090909	30.25	43.27272727
hCG_20426	166.875	140.6666667	121	199.6	103.5	268.5	147.1153846	131.9090909	118.625	154.0909091
hCG_2044152	29.6875	28.5	28.66666667	30.4	23	31.75	27.84615385	22.90909091	23.375	23.54545455
hCG_2045089	17.1875	14.33333333	20.75	20.4	15.45454545	18.25	16.73076923	18.72727273	17.25	17.36363636
hCG_2045206	23.3125	22	19	21	23.13636364	29.5	24.03846154	19.27272727	18.375	18.90909091
HCG11	27.375	21.66666667	16.08333333	12.4	20.40909091	13.5	15.11538462	30.54545455	82.75	26.45454545
HCG18	106.375	76.83333333	145.75	252.6	251.6363636	333.75	241.6923077	73.09090909	78.5	106.9090909
HCG22	89.625	92.83333333	41.16666667	76.2	71.13636364	96	81.07692308	56.09090909	46.625	63.63636364
HCG26	151.0625	130.3333333	175.9166667	387.6	302.9545455	181.75	182.5	78.81818182	74.375	120.7272727
HCG27	43.5625	41.16666667	24.16666667	695	62.5	54.75	48.26923077	24.81818182	19.625	33.90909091
HCG2P7	16.375	16.16666667	13.16666667	16.4	13.81818182	16	14.30769231	14.63636364	14.125	16.18181818
HCG4	13.9375	14.66666667	13.91666667	13.4	19.54545455	14	15	13.54545455	17	13.09090909
HCG4P6	20.5	20.5	18.91666667	23.4	21.27272727	24.25	23.38461538	17.63636364	17.5	21.18181818
HCG9	35.5625	34.5	41.25	45	32.59090909	42.75	37.57692308	34	30.375	32.90909091
HCK	3939.75	7105.833333	41.91666667	7040.6	93.68181818	182	63.03846154	34.90909091	25.75	2365.636364
HCLS1	4129.0625	5456.333333	1685.833333	8622.6	3372.681818	2259.25	1597.730769	844.3636364	77.75	2488.818182
HCN1	7.75	7.5	8.75	8.4	7.363636364	7.75	7.461538462	7.909090909	12.875	7.272727273
HCN2	91.5	101	112.5833333	115.8	69.68181818	111.75	78.15384615	90.90909091	79.375	102.5454545
HCN4	44.125	42	33.08333333	61	43	51	49.57692308	34.45454545	31.75	39.90909091
HCP5	329.75	149.5	147.6666667	696.6	499.8636364	518.5	358.4615385	24.09090909	19.375	249.3636364
HCP5P10	54.6875	57.5	44.16666667	73.6	52.18181818	73.75	61.34615385	31.45454545	37.875	36.72727273
HCRP1	108.6875	85	106.8333333	955.2	287.1818182	91	153.0384615	64.45454545	55.375	134
HCRT	32.3125	38.33333333	29.33333333	30	26.81818182	27	30.30769231	23.81818182	20.75	27.45454545
HCRTR1	16.5	14.5	11.83333333	13.2	13.04545455	17	15.34615385	11.63636364	10.75	11.18181818
HCRTR2	34.25	31	19.75	40.2	27	37.75	30.11538462	24.90909091	24	25.54545455
HCST	2767.0625	1473.5	4021.75	383.2	1991.5	534.25	2907.769231	110.7272727	114	2991.727273
HDAC1	926.8125	1293.833333	1167	896.2	1829.181818	1058.25	971.6153846	1306.363636	789.5	654.3636364
HDAC10	137.125	169.3333333	75.25	122	110	109.75	94.34615385	83.54545455	86.75	87.18181818
HDAC11	117.375	108.6666667	106.25	106.6	94.27272727	126.25	111.5769231	106.4545455	89.75	109.1818182
HDAC2	38.6875	41	33.41666667	38	35.13636364	35.5	36.19230769	50.36363636	40	39.36363636
HDAC3	407.1875	423.5	532.6666667	353	442.9545455	301.25	302.7307692	444.0909091	442.25	481
HDAC4	178	138.8333333	236.9166667	222.8	157.0909091	13.5	57.84615385	87.18181818	141	101.5454545
HDAC5	141.8125	143	134.4166667	114.2	119.8181818	170.25	150.5	87.18181818	89.125	90.81818182
HDAC6	227.4375	467.6666667	229.4166667	187	402.6818182	173.5	215.6153846	250.2727273	153.75	302.5454545
HDAC7	225.6875	187.1666667	163.1666667	406.4	221.9090909	235.75	192.0384615	235.8181818	184.125	139.2727273
HDAC8	92.1875	66	57.58333333	51.2	61.04545455	93.25	57.26923077	172.5454545	178.125	132.5454545
HDAC9	452.4375	218.5	91	96.6	37.63636364	636	53.61538462	53.18181818	229.125	167.0909091
HDC	52	50.5	38.16666667	84.8	61.09090909	72.75	55.42307692	36.90909091	37.125	44.72727273
HDDC2	524.6875	384.8333333	1272.833333	58.4	747.0909091	508.5	610.6538462	216.9090909	1331.125	565.5454545
HDDC3	172.8125	172.8333333	107.75	62.8	219.3181818	167.25	105.3076923	284.7272727	152.625	237.2727273
HDGF	1063.125	1186.5	1051.75	540.2	836.1818182	230.5	620.5384615	1483.454545	1198	1124.363636
HDGF2	145.5	166.5	125.0833333	195.8	147.7727273	124.5	96.38461538	284.8181818	223.25	228.7272727
HDGFL1	182.4375	175.8333333	112.9166667	142.4	145.0454545	179.75	186.9230769	117.5454545	106.875	131.5454545
HDGFRP3	25.375	24.33333333	322.3333333	23.2	30.36363636	27.25	41.53846154	644.3636364	292.625	47
HDHD1A	719.8125	434.5	83.66666667	132.6	254.9545455	308	197.1538462	857.2727273	465.5	594.0909091
HDHD2	490.125	334	213.8333333	62	578.7272727	393.75	216.0384615	392.0909091	713.75	632.0909091
HDHD3	83.9375	55.16666667	76.25	83.8	162.3636364	79.75	75.92307692	86.72727273	104.75	119
HDLBP	208.9375	338.5	216.4166667	130.8	345.0454545	68	172.0384615	618.7272727	888.5	203
HDX	17.5	18	12.41666667	10.4	10.09090909	13.5	13.23076923	32.27272727	36.125	15.45454545
HEATR1	371.9375	199	428.6666667	85.6	437.6363636	338	475.2692308	899.5454545	573.375	463.1818182
HEATR2	28.9375	36.33333333	24.66666667	22.4	41.68181818	27.25	23.88461538	104.5454545	83.25	53.63636364
HEATR3	78.5	73.5	60.25	26.2	48.95454545	20	40.30769231	60.09090909	50.625	137.7272727
HEATR4	29.6875	26.5	19	22.8	26.31818182	28.25	25.69230769	25.81818182	21.75	27.54545455
HEATR5A	108.25	95	57.16666667	217.4	65.86363636	41.75	38.11538462	331.5454545	905.625	471.7272727
HEATR5B	19.25	18.83333333	16.08333333	21	35.54545455	16.5	21.92307692	11.18181818	13.125	12.54545455
HEATR6	75	90.33333333	116.5833333	37.2	77.45454545	86.75	68.34615385	87.90909091	117.125	106.6363636
HEATR7A	221.9375	210.3333333	331.6666667	123.4	261.6818182	133.25	126.3846154	284.9090909	293.125	347.3636364
HEATR7B1	11.0625	10.33333333	8.333333333	10.8	10.36363636	10.75	11.34615385	11.18181818	8.375	11.90909091
HEATR7B2	43.625	41.5	27.08333333	42	29.09090909	34.25	34.11538462	23.72727273	24.5	26.72727273
HEBP1	852.4375	795.5	135	251.2	203.1363636	67.25	59.26923077	1056.090909	2087.875	1312.909091
HEBP2	1294.375	778.5	1099.916667	1254.6	669.7272727	120	252.2692308	1833.818182	2212.75	550.5454545
HECA	938.875	1365.666667	2174.25	2945	2921.5	719	2021	387.0909091	581.25	745
HECTD1	600.75	560.6666667	1630.25	599.2	850.6363636	712	944.1538462	1236.545455	1469.875	1348
HECTD2	15.5	16.33333333	14.83333333	22.6	22.5	22.5	24.57692308	86.81818182	193.25	37.09090909
HECTD3	202	233	97.83333333	118.6	276.9545455	174.5	205.4615385	398.0909091	194.25	355.1818182
HECW1	31.5	29.16666667	21.33333333	28.2	22.5	39.25	30.42307692	18.90909091	18.5	19.72727273
HECW2	46.75	88	33.75	486.4	30.86363636	38.25	34.30769231	1083.090909	198	30.36363636
HEG1	108.25	869.3333333	533.5	40.8	222.0909091	65	215.5769231	1151.545455	3685.875	263.2727273
HELB	73.375	58.33333333	97.41666667	83	166.5909091	86.75	117.3461538	46.09090909	38.5	56.72727273
HELLS	20.0625	19.83333333	34.66666667	17.4	26.59090909	28.25	33.96153846	157.0909091	56.25	48.09090909
HELQ	109.8125	94.83333333	188.25	146.2	124.9090909	117.25	173.4615385	108.1818182	110.25	92.27272727
HELZ	352.3125	333.3333333	772.9166667	323.4	518.8636364	140.25	371.6923077	252.1818182	207.5	358.0909091
HEMGN	20.9375	18.5	13.58333333	30.4	44.31818182	22	27.23076923	14.72727273	12.125	16.27272727
HEMK1	157.0625	148.5	199.6666667	67	258.8181818	105.75	115.3461538	255.1818182	255.5	201.7272727
HEPACAM2	9.0625	8.333333333	7.333333333	7.8	7.909090909	10	8.807692308	7.454545455	6.625	8.181818182
HEPH	12.8125	10.83333333	10.08333333	12.2	10.54545455	12	11.57692308	53.27272727	288.625	11
HERC1	18.5	18.83333333	20.25	27.8	37.40909091	38.75	90.61538462	12.72727273	11.375	14.27272727
HERC2	28.375	26.66666667	27	31.8	25.63636364	26.75	25.42307692	27.72727273	23	28.45454545
HERC2P3	15.4375	14.66666667	13.83333333	13.4	14.5	21	18.42307692	19	24.875	13.72727273
HERC2P7	24.0625	24.33333333	21.91666667	26	21.36363636	28.25	24.11538462	22.45454545	19.75	21.45454545
HERC3	23.75	41.66666667	119.0833333	41.8	22.45454545	17.75	46.19230769	16.27272727	15.75	15.54545455
HERC4	226	204.6666667	162	452.8	508.6363636	195.75	185.5769231	507.1818182	685.75	433.5454545
HERC5	229.9375	434.3333333	541.1666667	881.4	163.0454545	91.75	550.0769231	33.72727273	27.375	214.1818182
HERC6	87.6875	137.6666667	90.33333333	84.8	182.3181818	65.25	98.30769231	53.09090909	48.875	94.63636364
HERPUD1	2564.75	2287.5	2601	2768.4	1069.227273	1987	1037.730769	1486.181818	3383.625	2093.454545
HERPUD2	555.3125	1100.166667	1522.25	1231.2	1462.636364	197.25	934.1538462	509	547.375	605.1818182
HERV-FRD	25.0625	21.33333333	11.66666667	23.6	21.90909091	34.75	26.80769231	17.09090909	15.25	15.45454545
HERV-V1	16.5625	16.83333333	10.91666667	13.6	14.36363636	16.75	16.19230769	13.45454545	12.125	14
HES1	51.9375	356.8333333	36.16666667	81.4	29.40909091	28.5	29.38461538	509.6363636	287	48.45454545
HES2	105.75	118.6666667	101.9166667	104.4	95.95454545	109.5	90.65384615	220.8181818	101.625	355.3636364
HES4	78.5	804.6666667	149	233.8	51.81818182	64.5	46.26923077	205.4545455	70	58.36363636
HES5	36.5625	34.83333333	37	42.2	29.27272727	32.5	37.30769231	38.90909091	34.25	37.54545455
HES6	85.0625	96.16666667	339.25	80.8	54.18181818	67.5	74.53846154	73.90909091	54.875	157.0909091
HES7	78.3125	74.33333333	53.25	74.2	54.22727273	63	58.96153846	71.18181818	62	77.27272727
HESRG	14.375	13.5	11.25	14.4	14.63636364	19	14.46153846	11.90909091	12.5	11.72727273
HESX1	34.1875	36	28.58333333	30.8	25.77272727	38.25	28.61538462	28.27272727	26	30.27272727
HEXA	21.4375	20.83333333	14.33333333	20.2	18.68181818	20	22.42307692	16.81818182	16.5	18.18181818
HEXB	2558.125	1056.166667	644.1666667	1247.8	548.4090909	255.5	313.0769231	2726.272727	2533.125	7956.454545
HEXDC	20.75	23	17.33333333	22.2	17.68181818	22.5	20.15384615	18.54545455	17.5	19
