Symbol	B_cells	T_cells_(CD4+)	T_cells_(CD8+)	Endothelial_cells	Fibroblasts	Macrophage
LOC641298	405.75	892.5454545	1070.038462	142.3636364	248.625	213.4545455
LOC641364	30	27.45454545	28.96153846	19.09090909	17.875	19.54545455
LOC641365	15	11.59090909	12.5	11.27272727	10.625	11.63636364
LOC641467	13.5	17.36363636	14.61538462	14.09090909	29.25	13
LOC641515	17.75	10.77272727	13.42307692	8.454545455	7.75	9.909090909
LOC641518	18	104.6363636	73.30769231	12.54545455	12.125	14.45454545
LOC642031	64	91.95454545	49.76923077	82	60.875	56.27272727
LOC642236	819.5	566.0909091	883.2307692	454.4545455	422.25	583.2727273
LOC642313	56.5	28.81818182	56.65384615	20.54545455	18.5	24
LOC642426	8.5	7.090909091	7.461538462	7.090909091	6.625	6.727272727
LOC642533	110.25	129	115.6538462	95.81818182	60.75	78.18181818
LOC642587	23.75	17.59090909	21.65384615	13.54545455	14	15.18181818
LOC642597	12.25	11.63636364	12.11538462	12.54545455	11.125	11.72727273
LOC642776	24.25	20.45454545	23.88461538	18.27272727	18.5	17.72727273
LOC642808	68.5	38.22727273	50.84615385	27.63636364	26.375	27.72727273
LOC642826	147.5	83.22727273	96.11538462	68.36363636	46.875	85.54545455
LOC642852	51.25	148	67.65384615	315	348.75	80.72727273
LOC642864	12.25	10.27272727	12.03846154	10.45454545	9.625	9.909090909
LOC642891	111.25	74.40909091	90.53846154	69.81818182	64.875	73.81818182
LOC642924	48.25	32	37.69230769	28	24.625	27.09090909
LOC643008	61.25	42.54545455	48.23076923	43.36363636	35.375	40.81818182
LOC643037	20.75	19.72727273	18.38461538	21.36363636	18.5	20.54545455
LOC643072	26.75	25.54545455	29.96153846	50.72727273	38.375	111
LOC643085	8.25	7.590909091	8.038461538	7.818181818	9.5	7.818181818
LOC643201	25.5	13.72727273	14.96153846	10	8.625	12.81818182
LOC643395	69.75	50.27272727	47.76923077	41.54545455	30.375	48
LOC643401	6.75	7	6.884615385	8	8	7.272727273
LOC643406	52.5	41.59090909	42.61538462	33.36363636	30.5	43.72727273
LOC643623	18.75	19.13636364	20.76923077	17.18181818	14.625	18.45454545
LOC643650	31.75	18.5	23.57692308	15.72727273	29.25	15.54545455
LOC643714	22.25	17.86363636	22.57692308	20.27272727	19	18.81818182
LOC643733	122	119.3181818	193.9230769	267	14	15.54545455
LOC643749	40.5	39.36363636	42.46153846	45.18181818	47	27.90909091
LOC643763	7.5	6.227272727	6.538461538	7	6.875	6.454545455
LOC643783	8.25	9.318181818	8.653846154	14.63636364	12.5	14.90909091
LOC643837	142.25	259.7727273	171.1923077	152.1818182	154.25	176.1818182
LOC643923	69	53.09090909	62.30769231	49.09090909	41	49.18181818
LOC643988	83.25	107.0454545	89.76923077	102	204.375	222.6363636
LOC644090	39.75	35.63636364	41.15384615	30.36363636	28.625	55.72727273
LOC644135	23	26.68181818	19.26923077	10.63636364	11.625	11.63636364
LOC644192	35.75	23.27272727	32.15384615	46.18181818	32.25	21.27272727
LOC644213	9.25	8.090909091	8.153846154	8.636363636	8.125	8.363636364
LOC644215	89.75	64.27272727	60.5	38.54545455	35.5	31.72727273
LOC644242	11.25	10.18181818	11.69230769	81.72727273	45.75	70.27272727
LOC644246	173.5	440.2727273	199.9615385	128.9090909	131.5	294.5454545
LOC644450	49.75	36.18181818	35.96153846	34.36363636	29	33.27272727
LOC644538	23.5	19.04545455	19.11538462	24.27272727	33.75	26.27272727
LOC644613	26	39.63636364	46.69230769	26.63636364	25.5	23.18181818
LOC644620	27.25	22.09090909	23.42307692	20	15.875	19.09090909
LOC644656	28.25	55.45454545	49.23076923	47	38.125	45.36363636
LOC644714	115.75	73.72727273	93.53846154	67.81818182	58.375	70.72727273
LOC644794	25	38	37.26923077	23.18181818	26.25	22.72727273
LOC644852	14.75	13.13636364	14.03846154	11.81818182	12	12
LOC645030	55.25	52.68181818	60.42307692	42.81818182	31.625	37.18181818
LOC645158	7.75	10.09090909	9	8	8.125	7.727272727
LOC645188	16.25	12.18181818	13.73076923	11.45454545	9.875	12.09090909
LOC645212	47	120.0909091	61.80769231	53.36363636	80	53.45454545
LOC645249	18	15.86363636	16.26923077	15.09090909	12.25	14.72727273
LOC645261	26.5	12.04545455	15.07692308	11	10.5	11.27272727
LOC645321	65.25	24.40909091	38.61538462	25.18181818	22.375	30
LOC645323	63.25	31.18181818	50.73076923	43.81818182	48.125	39.90909091
LOC645355	25	16.36363636	25.19230769	14.90909091	12.5	15.81818182
LOC645431	192.25	86.5	120.3461538	58.36363636	55.75	63.36363636
LOC645485	8	7.5	8.076923077	7.636363636	8.375	7.727272727
LOC645513	47.75	55.95454545	37.88461538	28	26	30.63636364
LOC645591	12	9.909090909	10.34615385	9.363636364	8.125	10.18181818
LOC645638	368	64.59090909	69.42307692	64.63636364	367.75	188.2727273
LOC645676	86	151.7272727	449.5	55.81818182	76.875	68.09090909
LOC645685	9.5	8.272727273	8.461538462	9	7.875	8.454545455
LOC645722	31.75	22.22727273	26.03846154	23.81818182	30.5	25.72727273
LOC645744	18	233.5	70.26923077	21.36363636	18.875	27.45454545
LOC645961	23	13.95454545	15.03846154	12.63636364	12.375	13.27272727
LOC645984	16	14.72727273	16.80769231	57.09090909	23.125	88.81818182
LOC646014	110.25	94.81818182	97.42307692	98.18181818	92.5	122.5454545
LOC646168	23.75	18.09090909	18.84615385	15.36363636	13	16.90909091
LOC646214	77	174.7272727	89.53846154	117.7272727	121.875	125.1818182
LOC646241	22.25	13.86363636	20.73076923	10.63636364	11	11.72727273
LOC646324	36.25	20.5	24.61538462	257.7272727	35.375	25.09090909
LOC646470	11.75	11	12.76923077	13.63636364	11.125	10.81818182
LOC646482	57.75	39.77272727	57.88461538	33.45454545	26.75	37.45454545
LOC646484	22.25	18.13636364	22.5	14	14	14.18181818
LOC646509	74.75	64.40909091	104.2692308	56.90909091	57	71.36363636
LOC646522	18.25	15.27272727	17.61538462	16	13.625	14.54545455
LOC646548	35.25	24.09090909	29.76923077	23.72727273	19.875	22.63636364
LOC646576	94.25	51.5	63.69230769	1099.181818	68.375	46.45454545
LOC646588	63.5	31.81818182	45.65384615	29.36363636	29.25	29.72727273
LOC646627	60	52.31818182	55.76923077	41.18181818	33.75	43.54545455
LOC646736	16.5	13.36363636	15.38461538	12.45454545	12.875	12.45454545
LOC646762	72.5	39.18181818	44.42307692	40.90909091	55.875	38.54545455
LOC646778	18.5	15.81818182	22.69230769	18	13.25	15.36363636
LOC646808	117	209.9090909	134.3461538	188.7272727	185.625	190.0909091
LOC646870	32.5	70.5	52.07692308	27.72727273	41	32.54545455
LOC646903	11.25	9.545454545	10.23076923	14.36363636	19.375	8.909090909
LOC646934	47.75	27.86363636	34.34615385	28	29	30.45454545
LOC646982	16.25	18.09090909	15.46153846	18.27272727	20	15.81818182
LOC647070	328	160.0454545	228.5384615	92.45454545	82	104.5454545
LOC647107	46.75	30.09090909	35.30769231	22.09090909	21.125	26
LOC647309	61.5	34.45454545	54.61538462	30.54545455	26.75	28.45454545
LOC647310	68.75	55.09090909	55.80769231	39.27272727	42.875	39.90909091
LOC647323	23.25	13.22727273	18.80769231	13.18181818	10.5	14.45454545
LOC647946	8.75	7.136363636	7.807692308	9.909090909	8.625	9.727272727
LOC647979	679.75	2332.272727	1538.384615	2568.727273	3153.5	2111.545455
LOC648556	20.25	16.63636364	18.84615385	12.90909091	12.125	13.18181818
LOC648691	19.25	17.31818182	18.19230769	15.36363636	15.125	13.90909091
LOC648987	125.75	87.5	101.6153846	93.72727273	66.125	120.0909091
LOC649305	299.25	96.40909091	168.4230769	21.45454545	24.5	45.54545455
LOC650392	49.75	494.6363636	100.5	53.45454545	32.75	47.81818182
LOC650794	190	80.36363636	106.8846154	61.90909091	54.5	63.81818182
LOC651250	45.75	117.4090909	74.15384615	212.5454545	229.75	174.1818182
LOC651721	10.25	10.09090909	10.26923077	11.09090909	12.125	11.36363636
LOC651900	41.25	22.5	26.07692308	17.90909091	16.625	22.18181818
LOC652147	38.5	32.45454545	39.30769231	27.90909091	24.625	32.54545455
LOC652993	18.5	15.63636364	17.15384615	13.90909091	14.125	13.81818182
LOC653110	106.25	63.63636364	86.07692308	47.54545455	44.75	54.81818182
LOC653479	8.5	7.636363636	7.307692308	7.181818182	6.75	7.181818182
LOC653602	8.25	7.636363636	7.923076923	7.545454545	23.75	7.545454545
LOC653739	12.75	19.13636364	14.84615385	11.54545455	11.875	16.27272727
LOC654433	284.5	322.5454545	241.5769231	98.45454545	296.25	337.2727273
LOC654780	374.5	132.6818182	201.3846154	73.54545455	66.375	74.72727273
LOC654841	23.5	16.27272727	16.76923077	14.90909091	14.625	13.81818182
LOC692247	86.5	124.4545455	102.3461538	102.6363636	71.75	110.1818182
LOC723809	125.5	86.36363636	104.5384615	73	60.125	73.54545455
LOC727818	27.5	16.36363636	22.11538462	14.09090909	13.25	14.81818182
LOC727820	17.75	35.86363636	30.5	15.27272727	16	18.18181818
LOC727869	82.75	40.77272727	52.84615385	40.09090909	40.125	40.72727273
LOC727916	8.75	9.227272727	9.538461538	13.90909091	38.75	12.09090909
LOC727924	20.25	14.59090909	15.38461538	12.90909091	11.875	12.09090909
LOC727930	41.5	25.22727273	30.76923077	64.09090909	24.125	27.90909091
LOC727944	26.75	23.68181818	24.03846154	22.09090909	25.875	22.63636364
LOC728052	10.75	11	11.11538462	10.27272727	10.125	10.27272727
LOC728073	87	32.27272727	41.46153846	22.90909091	22.75	27.90909091
LOC728084	19.25	17.59090909	18.07692308	15.81818182	16.25	16.81818182
LOC728095	30.75	27.77272727	29.46153846	33.63636364	27	33.90909091
LOC728099	32.5	23.72727273	28.46153846	17.54545455	16.25	20.09090909
LOC728114	21	14.81818182	15.96153846	16.72727273	12.375	16.18181818
LOC728142	56.25	27.54545455	37.80769231	50.45454545	48	67.18181818
LOC728153	29.75	26.45454545	42.07692308	20.45454545	21.625	25
LOC728190	22	22.36363636	18.38461538	37.45454545	75.875	25
LOC728192	35.75	34.81818182	35.5	32.36363636	22.625	30.27272727
LOC728196	15.75	14.72727273	15.69230769	14.72727273	14.375	15
LOC728264	32.5	29.36363636	38.42307692	28.63636364	86.375	29.27272727
LOC728288	18	12.5	15.42307692	14.18181818	14.5	14.45454545
LOC728342	18.75	14.90909091	16.53846154	14.72727273	15.25	14.36363636
LOC728353	81	29.68181818	58.42307692	26.09090909	21.375	26.27272727
LOC728361	43.75	37.40909091	42.19230769	42.45454545	37	46.81818182
LOC728411	22.25	16.63636364	18.15384615	12.54545455	13.375	15.81818182
LOC728431	50.5	56.90909091	43.03846154	33	47.125	73.27272727
LOC728445	68.25	42.95454545	52.19230769	39.36363636	30.5	38.72727273
LOC728448	126	94.40909091	108.6923077	90.90909091	87.25	84.81818182
LOC728449	18.25	12.36363636	12.34615385	12	13.375	12.90909091
LOC728460	18	17.54545455	18.46153846	16.18181818	13.375	16.72727273
LOC728475	77	58.77272727	59.38461538	55.54545455	45	48.54545455
LOC728485	87.5	59.22727273	63.53846154	57.81818182	39.625	74
LOC728537	39.25	45.81818182	37.76923077	32	30	90.63636364
LOC728543	16	15.5	18	12.45454545	12.5	13.45454545
LOC728544	21.5	14.09090909	17.11538462	12.09090909	12.625	11.72727273
LOC728564	77	60.72727273	63.88461538	45.81818182	41.875	50.81818182
LOC728606	17.25	14.59090909	17.19230769	13.45454545	12.125	12.63636364
LOC728613	123.5	363.5454545	204.5384615	63.90909091	577	363.6363636
LOC728701	431.75	129.7727273	193.8846154	100	85.25	118
LOC728705	10.25	17.90909091	11.07692308	12.18181818	28.375	9.181818182
LOC728723	49.25	33.04545455	37.5	42.36363636	36.375	47.45454545
LOC728730	24.5	21.81818182	23.53846154	23.09090909	43.25	42.63636364
LOC728769	244.75	279.3181818	205.0769231	86.45454545	110.125	146.4545455
LOC728789	84.75	59.95454545	76.53846154	52.72727273	46.625	54.72727273
LOC728804	11	11.72727273	12	9.818181818	9.125	11.45454545
LOC728805	51.75	38.31818182	39.15384615	26.09090909	27.375	25.27272727
LOC728853	19.5	17.22727273	20.92307692	14.54545455	14.5	14.09090909
LOC728855	27	73.59090909	69.38461538	14.90909091	15.375	20.27272727
LOC728868	27.5	28.13636364	31.03846154	24.45454545	19.125	25.09090909
LOC729013	684.75	277.7272727	160.3846154	159.0909091	138.375	529.4545455
LOC729059	10.25	9.636363636	10.15384615	9.454545455	7.875	10.45454545
LOC729082	882.75	1636.727273	706.2307692	581.3636364	1062.125	1356.727273
LOC729083	9.5	9.772727273	10.11538462	10.36363636	9.25	14
LOC729088	10.25	13.95454545	10.73076923	15.81818182	11.375	10.27272727
LOC729121	14.5	10.09090909	11.5	8.545454545	8.875	9.818181818
LOC729173	60	48.27272727	60.23076923	34	36.375	31.45454545
LOC729177	78.75	35.22727273	50.30769231	46.36363636	48.75	49.81818182
LOC729178	9.25	9.227272727	9.346153846	10.81818182	10.625	10.36363636
LOC729234	44	65.90909091	52.46153846	53.36363636	47.75	88.81818182
LOC729291	17	14.45454545	16.88461538	12	13.125	12.90909091
LOC729307	13.25	10.90909091	12.69230769	10.09090909	9.625	10.45454545
LOC729314	49.75	38.63636364	38.53846154	28.36363636	32	33.90909091
LOC729350	57.25	47	45.23076923	15.36363636	14	19.63636364
LOC729570	218.75	262.8636364	252.0769231	198.2727273	262	179
LOC729652	9.25	7.090909091	7.846153846	7.545454545	8.25	7.090909091
LOC729658	15.5	12.63636364	15.42307692	14	12.25	13.09090909
LOC729678	576.5	691.8181818	440.8076923	285.6363636	295	581.8181818
LOC729680	11.25	12.31818182	12.69230769	340.5454545	61.875	18.63636364
LOC729683	126.5	211.4090909	124.9615385	105.3636364	82.125	113.1818182
LOC729723	27.75	23.95454545	25.96153846	22.90909091	22	26.81818182
LOC729799	46.25	46.77272727	84.46153846	27.27272727	26.375	24.54545455
LOC729806	52	28.13636364	128.4230769	16.18181818	20.875	24.18181818
LOC729810	151.5	80.13636364	111.5769231	144.1818182	120	139.4545455
LOC729839	45	77.90909091	64.73076923	129.9090909	138.375	115.3636364
LOC729870	45.25	43.95454545	48.34615385	32.72727273	32.375	35.09090909
LOC729887	22.25	24.18181818	21.92307692	49	47.5	43.18181818
LOC729970	10.25	9.181818182	9.884615385	13.09090909	19.125	8.909090909
LOC729986	50.25	41.45454545	39.84615385	39.90909091	37.75	43
LOC729991	131.5	81.68181818	82.57692308	114.1818182	104.875	87.36363636
LOC729994	96.75	73.31818182	123.5384615	65	49	91.36363636
LOC730091	101.25	78.63636364	82.26923077	58.90909091	81.75	65.27272727
LOC730098	60.25	43.13636364	59.30769231	57.36363636	77.5	53.54545455
LOC730101	31.5	23.72727273	26.5	103.5454545	78.5	29
LOC730102	14	12.59090909	15.57692308	13.90909091	16	14.45454545
LOC730139	85.25	53.04545455	71.88461538	53.63636364	35.25	57.27272727
LOC730184	55.75	36.45454545	44.61538462	38.90909091	31	50
LOC730202	33.5	19.63636364	25.80769231	20.81818182	20.75	20.36363636
LOC730227	61.75	48.81818182	58.46153846	45.90909091	38.75	44.81818182
LOC730236	32.25	22.86363636	30.5	28.09090909	20.375	23.81818182
LOC730441	42.75	37.90909091	38.30769231	27.90909091	23.5	27.72727273
LOC730495	13.5	10.45454545	11.76923077	11.27272727	10.375	10.72727273
LOC730631	23.5	30.86363636	23.38461538	28.90909091	21.625	21.36363636
LOC730961	38	34.59090909	37.38461538	35.81818182	26.375	36.36363636
LOC731139	50.25	53.77272727	58.07692308	46.90909091	40.125	41.72727273
LOC731157	39.5	27.63636364	34.61538462	25.54545455	21.375	29.90909091
LOC731223	14.75	15.40909091	13.53846154	14.09090909	11.875	15.90909091
LOC731275	32.5	51	42.23076923	28.09090909	21	43.54545455
LOC731424	62.25	52.31818182	56	44.54545455	35	67.45454545
LOC731656	141.25	87	104.5769231	96.81818182	88.125	96.63636364
LOC731779	22.75	16.13636364	20.92307692	15.18181818	12.75	13.81818182
LOC731789	76.75	105.2727273	68.65384615	65	57.25	78.81818182
LOC731852	12.25	9.681818182	10.42307692	10.36363636	9.375	10.45454545
LOC732096	13.25	9.818181818	12	9.909090909	9.375	9.363636364
LOC732275	25.25	17.59090909	19.92307692	19.81818182	18.625	20.54545455
LOC780529	19.75	18.54545455	21.76923077	22.72727273	16.75	22
LOC79999	84.5	45.45454545	61.38461538	54.90909091	51.625	47.36363636
LOC80054	196.25	110.2727273	154.6153846	117.3636364	97.125	140.9090909
LOC81691	32	31.54545455	32.34615385	80.72727273	53.625	50.72727273
LOC84740	17.75	13.86363636	17.26923077	15.27272727	12	15.81818182
LOC84856	54.75	38.63636364	46.26923077	66.72727273	81.25	32.72727273
LOC84931	54.75	44.04545455	45.84615385	46.18181818	40.75	46.27272727
LOC84989	28.5	23.22727273	29.19230769	38.27272727	32.25	23.81818182
LOC90110	138	402.2272727	327.2692308	222.5454545	343.875	278.2727273
LOC90246	25	16.81818182	23.53846154	11.90909091	11	11.81818182
LOC90499	50	36.36363636	40.38461538	26.45454545	26.25	30.72727273
LOC90586	127.25	73.09090909	96.61538462	70.90909091	67.5	68.54545455
LOC90784	64.75	83.13636364	80.69230769	162.4545455	170.25	136.1818182
LOC90834	69.75	45.54545455	52.30769231	35.81818182	28	35.81818182
LOC90925	149.75	10.09090909	11.30769231	9.545454545	9.125	9.636363636
LOC91149	26.5	15.59090909	20.61538462	10.81818182	12.625	11.63636364
LOC91316	187.25	114.6363636	168.5384615	162.1818182	154.5	146.9090909
LOC91450	81	59.04545455	65.07692308	58.09090909	52.875	64
LOC91548	798	272.5909091	380.8076923	169.4545455	162.5	179.1818182
LOC91948	35.75	14.72727273	20.19230769	14.18181818	14	13.81818182
LOC92249	59	101.7727273	77.61538462	74.63636364	124.875	60.90909091
LOC92659	128.75	69.90909091	82.80769231	86.09090909	79.25	65.90909091
LOC92973	30	27.40909091	31.23076923	24.36363636	24.375	23.27272727
LOC93432	21	14.86363636	17.15384615	13.36363636	11.625	12.63636364
LOC93444	33.75	21.63636364	28.26923077	23.90909091	20.125	26
LOC93463	10.75	8.727272727	8.884615385	7.636363636	7.625	8.090909091
LOC93622	59.25	517.2727273	227.8461538	178	247.25	100.6363636
LOC96610	41.75	27.09090909	30.57692308	33.36363636	57.875	35.36363636
LOH12CR1	66.5	102.9545455	78.65384615	136.0909091	128.25	222.6363636
LOH12CR2	24.25	18.36363636	19.57692308	19.36363636	37	21.54545455
LOH3CR2A	83.25	33.54545455	53.73076923	47.54545455	232	24.63636364
LONP1	99.75	318.8636364	120.8461538	584.5454545	775.125	916.6363636
LONP2	94.5	428.9545455	201.9615385	297.9090909	418	349.5454545
LONRF1	192	83.5	153.1153846	128.1818182	178.875	282.8181818
LONRF2	30.25	19.04545455	25.88461538	14.09090909	16.875	16.18181818
LONRF3	38.75	235.2727273	221.5769231	300.0909091	61.25	866
LOR	42	35.68181818	44.57692308	31.45454545	29	30.45454545
LOX	13.5	9.5	9.846153846	949.6363636	7689.625	9.454545455
LOXHD1	29.25	25.54545455	25.38461538	26.90909091	23	29.45454545
LOXL1	27.5	59.40909091	27.96153846	677.6363636	4014.75	23.27272727
LOXL2	61.75	39	44.5	251.4545455	477.25	52
LOXL3	48.25	48.5	62.34615385	82.90909091	326	307.2727273
LOXL4	99.25	69.31818182	80.61538462	74.90909091	696.125	71
LPA	9	8.545454545	8.538461538	9	8.5	8.818181818
LPAL2	21.75	23.40909091	23.34615385	21.18181818	14.5	20.36363636
LPAR1	81.5	40.77272727	52.57692308	100.6363636	1210.75	114.3636364
LPAR2	74	228.0909091	90.46153846	51.09090909	51.375	74.45454545
LPAR3	57	53.22727273	54.03846154	40.54545455	38.875	46.36363636
LPAR4	10.75	9.863636364	10.26923077	11.36363636	10.125	9.636363636
LPAR5	169.25	48.90909091	70.5	18.72727273	18.625	36.72727273
LPAR6	108.5	2257.045455	938.1923077	421.4545455	167.75	1738.818182
LPCAT1	139	320.1363636	297.8461538	546.4545455	427.25	422.9090909
LPCAT2	14	14.04545455	18	147.4545455	45.875	295.3636364
LPCAT3	88	85.59090909	86.23076923	91.54545455	116.125	202.4545455
LPCAT4	30.75	63.36363636	28.23076923	30	25.5	24.63636364
LPGAT1	59.75	97.72727273	60.23076923	130.7272727	195.75	216.7272727
LPHN1	52.25	234.6363636	98.84615385	96.63636364	115.125	40.54545455
LPHN2	11.25	10.04545455	10.38461538	278.7272727	316.5	10
LPHN3	27.5	13.72727273	16.76923077	17.36363636	12.125	13.36363636
LPIN1	104.75	637	490.5769231	346.1818182	458.75	337.6363636
LPIN2	94.25	726.9545455	284.5384615	235.7272727	362.375	328.1818182
LPIN3	70.5	46.22727273	62.03846154	53.90909091	57	53.63636364
LPL	41.75	31.13636364	35.19230769	25.90909091	58.5	7025
LPO	30.75	32.81818182	31	31.54545455	25.125	36.27272727
LPP	62	52.63636364	45.61538462	84.36363636	73.5	117.4545455
LPPR2	138.5	72.54545455	92.38461538	129	152.875	111.8181818
LPPR3	111.5	63.45454545	63.42307692	78.45454545	60.5	86.63636364
LPPR4	11	10.5	10.88461538	10.09090909	141.125	9.727272727
LPPR5	17.25	15.27272727	16.26923077	12.81818182	12	12.90909091
LPXN	1539.25	1977	1537.346154	235.6363636	475.875	2932.181818
LQK1	137	83.22727273	95.57692308	90.81818182	73.625	105.1818182
LRAT	14.5	10.77272727	13.15384615	10.90909091	10.625	11.09090909
LRBA	142.25	216.0909091	116.6538462	142.0909091	140.375	84.18181818
LRCH1	101.25	121.5454545	115.8076923	134.3636364	156.25	525
LRCH2	9.75	9	8.807692308	78.45454545	114.625	8.454545455
LRCH3	102.25	236.3636364	120.0769231	223.3636364	379.625	140.9090909
LRCH4	350.75	213.3181818	289.7692308	232.5454545	155.25	246.2727273
LRDD	138	184.3636364	135.7692308	166.8181818	147.125	114.6363636
LRFN1	55.75	51.40909091	51.5	37.36363636	30.75	42
LRFN2	18	16.45454545	17.96153846	17.36363636	17.125	18.90909091
LRFN3	13.75	77.36363636	20.69230769	115.1818182	127.125	23.36363636
LRFN4	89	80.90909091	69.26923077	183.8181818	151.75	180.1818182
LRFN5	21.5	17.13636364	19.80769231	19.09090909	23.5	18
LRG1	125.5	63.90909091	90.53846154	63.72727273	58.125	85.36363636
LRGUK	22.25	19.31818182	22.19230769	16.45454545	15.75	30.90909091
LRIG1	40.5	43.95454545	55.46153846	44.09090909	30.5	32.72727273
LRIG2	83.75	287.9545455	92.42307692	147.2727273	202.75	76.18181818
LRIG3	8	7.954545455	8	121.1818182	72.875	7.727272727
LRIT1	16	16.68181818	17.19230769	17	12.875	16.18181818
LRMP	1363.75	509	821.6153846	55.36363636	50	379.0909091
LRP1	164.25	107.5	147.6538462	166	549.125	658.6363636
LRP10	263.5	1125	360.0769231	1536.272727	2662.125	1484.818182
LRP11	15.25	33.22727273	16.11538462	512.1818182	692	151.4545455
LRP12	14.25	13.90909091	15.80769231	42.54545455	143.5	81.72727273
LRP1B	8.25	7.227272727	7.961538462	8.090909091	8.25	7.272727273
LRP2	24.5	15.13636364	21.80769231	12.81818182	12.25	16.09090909
LRP2BP	19	16	20.19230769	23	24.375	14.36363636
LRP3	71	65.5	76.69230769	209.0909091	338.375	164.8181818
LRP4	27.75	17.13636364	21.73076923	37.36363636	52.375	18.09090909
LRP5	25.25	24.5	24.15384615	179.0909091	88.375	27.18181818
LRP5L	51.5	65.59090909	58.03846154	46.81818182	41.25	54.81818182
LRP6	14.75	43.90909091	18.61538462	263.9090909	618.875	11.54545455
LRP8	109.25	104.1818182	139.5769231	237.2727273	104.375	206.1818182
LRPAP1	182	319.1818182	322.0769231	674.8181818	903.625	1169.545455
LRPPRC	527.5	889.5454545	706.1923077	1204.272727	876.375	920.3636364
LRRC1	30	29.40909091	24.11538462	95.72727273	61.5	18.09090909
LRRC10B	89.25	64.63636364	58.34615385	41.18181818	31.875	73.27272727
LRRC14	63	133.9090909	71.65384615	99	104.5	93.72727273
LRRC15	47.75	37.59090909	43.11538462	35.18181818	194.125	36.18181818
LRRC16A	66.25	47.45454545	57.88461538	30.72727273	26.75	36.09090909
LRRC16B	185.25	86.13636364	89.42307692	86.63636364	64.75	121
LRRC17	24.75	19.18181818	20.53846154	826.5454545	160.625	16.63636364
LRRC18	52.5	31.59090909	38.76923077	23.90909091	23.25	24.45454545
LRRC19	8.25	8	8.346153846	8.363636364	8.25	8.454545455
LRRC2	9	8.818181818	9.076923077	9.181818182	122.75	8
LRRC20	88.5	79.31818182	79.19230769	121.2727273	72	72.63636364
LRRC23	57	49.13636364	41.38461538	61.81818182	84.375	78.27272727
LRRC25	150	93.18181818	187.3846154	55.72727273	26.875	262.6363636
LRRC27	39.25	42.31818182	35.57692308	63.36363636	80.25	57.36363636
LRRC28	340.25	198.1363636	212.1923077	271.8181818	244.875	196.8181818
LRRC29	63	42.18181818	51.88461538	48.54545455	44.375	54.54545455
LRRC3	21.75	17.5	20.65384615	24.72727273	21.125	22.81818182
LRRC31	13	12.22727273	14.76923077	10.54545455	11.25	10.09090909
LRRC32	51.75	36.31818182	48.03846154	408.2727273	483.125	50.72727273
LRRC34	10	8.090909091	8.038461538	10.90909091	16.375	11
LRRC36	78.75	61.81818182	74.07692308	63.54545455	52.625	60.45454545
LRRC37A2	79.75	168.3181818	87.34615385	172	185.375	60.36363636
LRRC37A3	153.25	128	170.8461538	78.90909091	78.625	96.45454545
LRRC37A4	67.5	26.13636364	36.11538462	11.09090909	8.125	13.27272727
LRRC37B2	26.5	18.40909091	23.03846154	15.54545455	18	18.09090909
LRRC38	12.75	10.18181818	12.53846154	9.272727273	9.625	9.272727273
LRRC39	17.5	20.45454545	22.92307692	14.54545455	12.625	17.72727273
LRRC3B	10.75	10.27272727	11.34615385	10.63636364	9.875	10
LRRC4	103.75	77.04545455	92.46153846	94.45454545	73.125	94.63636364
LRRC40	207.25	462.1363636	487.8461538	869.5454545	499.625	467.0909091
LRRC41	93.75	187.3636364	100.7692308	390.3636364	417.625	197.6363636
LRRC42	77	73.27272727	62.92307692	305.7272727	561.75	179.8181818
LRRC43	308.75	269.7727273	279.7307692	197.9090909	178	211.3636364
LRRC45	45.75	65.31818182	43.15384615	76	41	61
LRRC46	101.75	69.45454545	78.53846154	67.27272727	82.25	73.72727273
LRRC47	243.5	961.9090909	708.2307692	1114	1042.25	725
LRRC48	39.75	32.40909091	40.23076923	33.27272727	32.75	33.54545455
LRRC49	23.5	20.95454545	23.84615385	131.3636364	124.75	17.54545455
LRRC4B	15.5	13.54545455	14.15384615	14.63636364	13.625	18.09090909
LRRC4C	45.5	27.68181818	32.76923077	26.72727273	25.125	25.54545455
LRRC50	83.25	59.72727273	70.65384615	58.81818182	47	74
LRRC52	113.25	94.5	118.7307692	78.18181818	60.75	73.54545455
LRRC55	30.5	26.09090909	28.5	24.09090909	20.375	25.36363636
LRRC56	104.25	50.81818182	65.88461538	48.09090909	48.5	55
LRRC57	34.25	99.27272727	92.30769231	260.4545455	219.875	201.5454545
LRRC58	162.25	362.0454545	255.3076923	316.4545455	456.375	473
LRRC59	20.5	14.22727273	17.76923077	11.45454545	10.875	12
LRRC6	38	53.27272727	41.03846154	54.36363636	62.375	65.63636364
LRRC61	135.75	116.7727273	100.3461538	72.90909091	59.5	107.8181818
LRRC63	7	7.363636364	7.807692308	7.272727273	7.625	7.636363636
LRRC66	21.5	16.77272727	16.26923077	15.63636364	16.625	14.36363636
LRRC68	42	43.63636364	34.30769231	58.81818182	56.625	64.36363636
LRRC69	37	65.36363636	56.34615385	27.54545455	26.125	39.72727273
LRRC7	8.5	8.227272727	8.423076923	8.545454545	8.125	7
LRRC8A	43.5	131.4090909	72.07692308	331.9090909	134.5	189
LRRC8B	10	23.13636364	12.57692308	26.18181818	9.875	13.45454545
LRRC8C	49.75	865.2272727	402.8461538	837.0909091	97.5	229.9090909
