Symbol	B_cells	T_cells_(CD4+)	T_cells_(CD8+)	Endothelial_cells	Fibroblasts	Macrophage
DUS3L	31.5	104.6363636	50.76923077	130.6363636	103.625	130.0909091
DUS4L	55	104.9545455	64.23076923	138.8181818	93.625	99.81818182
DUSP1	57.25	142.4545455	75.88461538	207.2727273	320.75	101.1818182
DUSP10	59	108.2727273	919.9230769	48.63636364	198.75	555.8181818
DUSP11	706.5	425.6818182	666.7307692	467.3636364	464.75	381.0909091
DUSP12	421	484.5	716.8076923	447	454.625	366
DUSP13	60.75	47.13636364	53.61538462	43.90909091	36.625	269.8181818
DUSP14	49.25	79.68181818	74.30769231	534.7272727	1386	264.9090909
DUSP15	89	42.45454545	47.46153846	47.81818182	38	54.45454545
DUSP16	71.75	644.1818182	243.4615385	159.9090909	111.875	162.6363636
DUSP18	70	64.68181818	60.76923077	86.81818182	56.75	86.63636364
DUSP19	9.5	9.363636364	9.384615385	10.90909091	12.75	12.54545455
DUSP2	73.25	418.2727273	728.1923077	55.18181818	195.875	796.2727273
DUSP21	33.25	21.04545455	26.15384615	21.45454545	18.625	21.63636364
DUSP22	359.5	317.1818182	178.1153846	263.0909091	218	381
DUSP23	109.25	179.4090909	131.2692308	632.7272727	233.5	523.7272727
DUSP26	101.75	56.77272727	72.5	59.45454545	63	63.63636364
DUSP27	16.5	16.31818182	16.19230769	14.63636364	14	17.09090909
DUSP28	98.75	254	144.5	95	141.875	243.5454545
DUSP3	151	155.7727273	108.9615385	565.2727273	351.25	1071.454545
DUSP4	65	74.18181818	224.3461538	432.0909091	112.625	88.45454545
DUSP5	57	149.0454545	92.5	218.4545455	209.375	391.3636364
DUSP5P	9.25	8.954545455	8.653846154	10.27272727	13	9.272727273
DUSP6	103.75	167.8181818	112.2307692	1803.363636	340.875	1003
DUSP7	28.5	342.3636364	101.4230769	267.0909091	243.875	300.8181818
DUSP8	30.75	77.90909091	142	76.27272727	42.125	59.63636364
DUSP9	46.5	23.81818182	28.80769231	30.63636364	27.125	30.18181818
DUT	307.5	1427.363636	402.7307692	1685.909091	1228.375	973.5454545
DUX1	148.75	75.31818182	105.2692308	92.72727273	77.875	91.72727273
DUXAP10	170	70.54545455	98.57692308	41	277.875	42.54545455
DVL1	81.25	216.0909091	93.23076923	274.6363636	319.125	132.3636364
DVL2	99.75	198.9545455	137.2692308	186.7272727	248.75	156.0909091
DVL3	151.75	227.8636364	234.3461538	291.4545455	524.25	265.3636364
DVWA	548	263.5	264.8846154	27.09090909	41.75	44.54545455
DYDC1	9	8.5	8.269230769	9.454545455	8.625	8.363636364
DYDC2	17.75	17.59090909	17.53846154	17.54545455	17	18.27272727
DYM	26	59.22727273	50.5	13.90909091	16.5	17.81818182
DYNC1H1	476	744.4545455	958.3461538	1442.272727	1258.75	609.2727273
DYNC1I1	14.25	10.86363636	12.61538462	12.45454545	13.125	11.36363636
DYNC1I2	564.25	711.0909091	321.3846154	3096.272727	2526	2276.363636
DYNC1LI1	197.75	258.1363636	302.5	665.6363636	502.125	467.6363636
DYNC1LI2	87.75	303.1363636	270.5	869.7272727	714.625	480.3636364
DYNC2H1	8.25	8.545454545	8.846153846	10.18181818	9.75	8.636363636
DYNC2LI1	25.5	26.72727273	16.96153846	89.72727273	166	66.27272727
DYNLL1	1517.5	1162.409091	731.9615385	5437.272727	3761.625	3781.181818
DYNLL2	44	154	191.3076923	135.0909091	156.5	108.2727273
DYNLRB1	1144.5	1244.272727	1242.807692	2057.818182	1858.25	1975.272727
DYNLRB2	12.75	11.59090909	13.07692308	12.18181818	21.25	10.81818182
DYNLT1	1158.25	1359.954545	1846	3973.181818	4140.125	2544.272727
DYNLT3	745.25	1154.318182	1142.576923	1196	1531	1169.727273
DYRK1A	91.75	95.63636364	87.69230769	54.09090909	44.625	49.45454545
DYRK1B	70.75	50.27272727	52.88461538	60.90909091	50.75	54.90909091
DYRK2	101.75	629.5454545	463.1538462	82.81818182	388.75	280.4545455
DYRK3	39.5	29.31818182	32.30769231	24.81818182	23.125	23.81818182
DYRK4	260.5	170.1818182	206.6923077	405	338.25	297
DYSF	123.5	93.77272727	147.8846154	808.3636364	119.875	454.2727273
DYSFIP1	124	111.8181818	100.1538462	78.45454545	67.75	75.36363636
DYX1C1	15.75	13.90909091	15.5	29.54545455	28.625	27
DZIP1	7.75	7.136363636	7.769230769	99.45454545	206.625	7.636363636
DZIP1L	66.25	39.90909091	51.80769231	58.54545455	76	61.72727273
DZIP3	76.75	175.8636364	76.23076923	78.72727273	152.625	79.72727273
E2F1	125.75	69.36363636	108.3846154	125.9090909	84.875	112
E2F2	31.25	30.77272727	30.19230769	33.90909091	25.625	34.54545455
E2F3	74.25	418.4090909	304.7692308	384.9090909	507.75	520.1818182
E2F4	124.75	153.3181818	134.5769231	156.3636364	102.75	103.4545455
E2F5	340.25	39.22727273	35.15384615	76.09090909	77.75	25.90909091
E2F6	115.25	95.54545455	94.84615385	242.2727273	247.5	221.1818182
E2F7	83	48	69.07692308	53.09090909	39.5	47.90909091
E2F8	19	14.59090909	15.19230769	194.4545455	33.875	53.09090909
E4F1	73.25	143.3636364	83.11538462	136.5454545	110.375	110.1818182
EAF1	59.75	215.8636364	190.3461538	198	303.25	400.7272727
EAF2	8.75	6.954545455	7.115384615	7.818181818	7.75	7.818181818
EAPP	960.5	784.8181818	1488.730769	491.2727273	675.5	532.0909091
EARS2	52.75	61.95454545	49.30769231	75.09090909	70.375	113.0909091
EBAG9	507.5	877.1363636	527.5384615	530	562.875	737
EBF1	915.25	16.86363636	23.88461538	19.63636364	1135.375	15.09090909
EBF2	26.75	22.13636364	25.46153846	22.54545455	33	22.45454545
EBF3	30.75	26.04545455	25.11538462	36.09090909	128.875	23.45454545
EBF4	114	65	66.38461538	57.63636364	47.375	64.18181818
EBI3	109.5	33.31818182	48.07692308	38.90909091	35	43.81818182
EBNA1BP2	55.25	119	103	830.8181818	556	245.6363636
EBP	50.75	58.68181818	67.23076923	58.09090909	51.625	62.90909091
EBPL	79	560.5454545	148.1923077	1545.545455	901.375	225.5454545
ECD	210.75	142.9090909	237.6153846	515.6363636	281.875	270.6363636
ECE1	92	78.54545455	82.07692308	245.3636364	141.625	129.2727273
ECE2	73.5	65.59090909	62.84615385	120.7272727	117.875	119.7272727
ECEL1	68	62.27272727	64.57692308	60.36363636	53.875	59.27272727
ECH1	888.25	670	505.7307692	555.2727273	517.75	704.3636364
ECHDC1	1044.5	849.6818182	498.8846154	958	1293	1757.545455
ECHDC2	85.5	258.0454545	150.2692308	71.81818182	115.875	89.54545455
ECHDC3	77.25	46.95454545	45.23076923	108.6363636	91.75	153.1818182
ECHS1	678.25	631.7272727	315.5769231	2314.363636	1831.875	1967.181818
ECM1	101	92.40909091	101.6538462	162.8181818	809.625	961
ECM2	57.5	38.54545455	44	34.45454545	86.125	33.27272727
ECSCR	64.5	42.45454545	49.34615385	3155	30.875	64.45454545
ECSIT	114.75	152.0909091	99.88461538	175.0909091	159	138.6363636
ECT2	19.5	14.90909091	17.61538462	15.36363636	12.625	13.27272727
EDA	91.75	51.36363636	69.73076923	34.90909091	30.75	42.63636364
EDA2R	79.25	62.81818182	70.80769231	57.45454545	62.25	62.18181818
EDAR	100.5	212	94.30769231	55.45454545	51.875	57.54545455
EDARADD	34.5	34.86363636	40.53846154	22.72727273	21	24
EDC3	221.25	294.0454545	201.7692308	311.2727273	215.875	196.9090909
EDC4	60.5	265.5454545	189.6153846	224	134.875	162.4545455
EDDM3A	12.25	10.63636364	11.15384615	11.63636364	11.25	11.45454545
EDDM3B	9.25	8.227272727	9.846153846	7.818181818	7.5	8.363636364
EDEM1	490	731.5	323.1538462	417.7272727	438.125	510
EDEM2	193.5	178	127.8461538	306.9090909	209.875	445.8181818
EDEM3	40.5	547.5	244	391.4545455	319.875	450.7272727
EDF1	1118.25	1573.727273	1181.692308	2023.636364	1632.875	1456.181818
EDIL3	14.5	10.36363636	13.61538462	1463.272727	2241.25	11.81818182
EDN1	31	28.90909091	32.07692308	93.36363636	27.25	24.54545455
EDN2	63	49.72727273	54.80769231	48.36363636	47.75	49.54545455
EDN3	27	20.68181818	22.03846154	21.27272727	23.75	19.18181818
EDNRA	8.75	8.227272727	8.615384615	10.63636364	14.75	8.181818182
EDNRB	16	14.86363636	17.57692308	49.63636364	42.25	29.09090909
EEA1	77	364.0909091	117.0769231	733.3636364	1130.875	710
EED	912.75	541.2727273	641.8076923	586.8181818	515.25	508.2727273
EEF1A1	14758.5	15585.72727	15076.65385	15600.18182	15099.625	12577.09091
EEF1A2	73	56	46.57692308	171.9090909	63.375	44.63636364
EEF1B2	10909	10735.54545	11298.11538	8270.545455	7819.375	4337.818182
EEF1D	5710.75	6726.772727	8860.230769	3699.727273	3665.125	1699.181818
EEF1DP3	32.5	26.27272727	30.03846154	23.27272727	23.375	22.63636364
EEF1E1	765	339.4090909	681.9615385	927.2727273	500.125	399.2727273
EEF1G	11106.25	12353.09091	9819.769231	10067.81818	10125.75	5714.090909
EEF2	655.5	6462.045455	2504	7047.727273	7415.125	3253.545455
EEF2K	101.5	153.1818182	121.1923077	465.6363636	382.5	548.3636364
EEFSEC	87.5	135.2272727	95.53846154	141.4545455	118.375	172.9090909
EEPD1	28.25	43.36363636	29.80769231	26.27272727	24.125	105.7272727
EFCAB1	27.5	22.81818182	26.76923077	21	22.625	21.27272727
EFCAB10	20.75	16.36363636	20.69230769	16.90909091	17.75	13.54545455
EFCAB2	18.5	21.72727273	18.42307692	76.72727273	71.875	72
EFCAB3	10.25	8.818181818	10.34615385	8.636363636	9.5	9.272727273
EFCAB4A	68.75	41.72727273	47	67.81818182	34.125	61.27272727
EFCAB4B	34.5	31.13636364	30.42307692	28.90909091	31.75	25
EFCAB5	19	12.86363636	20.11538462	11.09090909	8.75	12.63636364
EFCAB6	9	7.863636364	8	8.727272727	9.75	8.818181818
EFCAB7	30.75	74	55.57692308	108.8181818	146.625	33.36363636
EFEMP1	11.5	10.59090909	11.46153846	13075.72727	5820.25	10.36363636
EFEMP2	77.25	62.77272727	81.57692308	790.6363636	2959.25	57.63636364
EFHA1	422.5	935.4090909	623.0384615	876.6363636	938.875	987.5454545
EFHA2	12.75	44.13636364	17.15384615	35.90909091	147.625	7.727272727
EFHB	8.75	7.909090909	7.884615385	9.272727273	9.75	8.818181818
EFHC1	60.75	45.54545455	55.61538462	47.81818182	53.25	38
EFHC2	10	8.681818182	11.42307692	8.363636364	8.125	8.545454545
EFHD1	58.5	62.90909091	63.19230769	33.18181818	344	37.63636364
EFHD2	144.5	100.1363636	165.8461538	294.2727273	131.375	603.4545455
EFNA1	33.25	51.5	50.23076923	802.1818182	30.25	33.54545455
EFNA2	19.25	17.36363636	16.76923077	19.54545455	17.25	17.72727273
EFNA3	89.5	66.04545455	75.19230769	90.45454545	72	68.45454545
EFNA4	70.25	68.09090909	35.46153846	224.2727273	82.125	57.45454545
EFNA5	38.5	21.22727273	29.92307692	143.8181818	29.375	20.54545455
EFNB1	97.5	61.81818182	74.07692308	87.81818182	71.75	71.36363636
EFNB2	21.25	21.09090909	27.53846154	1739.545455	287.875	17.45454545
EFNB3	89.75	46.18181818	64.5	50	63.625	29.63636364
EFR3A	274.25	678.3181818	535.8461538	479.7272727	946.75	1176.363636
EFR3B	100.5	70.40909091	93.19230769	94.27272727	87.625	121.6363636
EFS	86.75	48.59090909	65.38461538	46.81818182	107.25	48.90909091
EFTUD1	229.75	217.5454545	147	423.7272727	322.375	323.2727273
EFTUD2	69	64.59090909	64.34615385	60.90909091	56	65.90909091
EGF	14.25	11.54545455	12.69230769	10.54545455	16.375	10.90909091
EGFL6	25.5	18.40909091	24.69230769	17.63636364	82.75	16.45454545
EGFL7	88.5	53.27272727	81.07692308	566.5454545	98.25	94
EGFLAM	34.5	27.59090909	30.11538462	36.63636364	103.75	29.54545455
EGFR	204.5	203.9545455	485.5769231	63.09090909	27	106.5454545
EGLN1	45.5	176.5909091	118.5384615	235.5454545	192.75	145.0909091
EGLN2	444.25	609.1818182	278.8076923	390	223.875	321.0909091
EGLN3	60.75	62.72727273	58.92307692	46.63636364	49.25	88.45454545
EGOT	27	15.27272727	20.73076923	14.90909091	18.125	16
EGR1	89.75	89.22727273	267	408.0909091	1745.75	348.0909091
EGR2	56.5	44.77272727	88.11538462	45.09090909	103	3314.545455
EGR3	35.25	27.68181818	29.65384615	49.18181818	79.375	260.9090909
EGR4	38	31.18181818	42.46153846	40.72727273	32.5	43.45454545
EHBP1	82	310.1363636	102.1538462	463.7272727	1937.625	111.5454545
EHBP1L1	44.25	221.5909091	50.73076923	79.90909091	157	187
EHD1	87.5	315	72.69230769	154.7272727	115.125	54.45454545
EHD2	120.5	102.4545455	131.8461538	1804.909091	2372	117.4545455
EHD3	309.5	142.4545455	114.7692308	140	256.625	124.0909091
EHD4	32	26.04545455	28.03846154	23.72727273	14	22.90909091
EHF	10.75	10.27272727	10.03846154	11.18181818	13	15.72727273
EHHADH	14.5	14.22727273	15.19230769	27.27272727	49.125	37.45454545
EHMT1	34.5	396.3636364	90.42307692	278.3636364	206.25	149.9090909
EHMT2	80	225.0909091	114.9230769	228.0909091	205.125	165.7272727
EI24	78.25	255	162	979.4545455	905.75	332.9090909
EID1	182	360.8636364	311.8846154	625.5454545	758.25	332.9090909
EID2	44.75	306.4090909	140.6923077	391	303	156.2727273
EID2B	17	45.27272727	33.11538462	37.90909091	44.5	22.63636364
EID3	17.75	82.86363636	69.23076923	18.90909091	43.125	11.45454545
EIF1	7408	9892.636364	10005.84615	9973.636364	11040.125	10118.54545
EIF1AD	157	450.8181818	464.6153846	348.9090909	357.125	254.0909091
EIF1AX	298.25	646.8636364	552.8076923	623.6363636	680.25	285.0909091
EIF1AY	887	262.1818182	200.0384615	143.0909091	53.25	233.8181818
EIF1B	2260.25	1563.272727	3001.615385	1579.090909	1969.25	1793
EIF2A	919.75	2043.136364	1491.076923	1925.090909	1549.625	1443.363636
EIF2AK1	46.25	121.5454545	76.76923077	108.0909091	183.75	130
EIF2AK2	140.25	231.1818182	193.5	284	234	254.0909091
EIF2AK3	568.25	375.0909091	456.6923077	353.1818182	487	347.0909091
EIF2AK4	13	12.95454545	13.38461538	24.63636364	19.875	14.36363636
EIF2B1	403	633.7727273	385.3076923	801.9090909	689.75	723.2727273
EIF2B2	188.75	258	210.2692308	1358.454545	495.75	360.1818182
EIF2B3	222.75	189.2727273	154.8076923	535.4545455	423.875	277.9090909
EIF2B4	226.5	418.9090909	349.5384615	630.0909091	462.875	373.7272727
EIF2B5	212.75	384.3181818	269.4230769	347.9090909	271.25	301.9090909
EIF2C1	204.75	247.7272727	220.3846154	332.5454545	346.625	494.3636364
EIF2C2	110.5	574.8181818	657.7692308	419.4545455	355	208.7272727
EIF2C3	39.5	132.2272727	104.2307692	152.8181818	147.625	301.9090909
EIF2C4	96.75	345.1363636	217.8461538	130.6363636	190.25	421.4545455
EIF2S1	1055.25	682.6818182	790.9615385	1819.181818	1161.5	1312.090909
EIF2S2	94	98.09090909	78.11538462	154.7272727	181.125	80.90909091
EIF2S3	1269.75	1704.272727	970.3461538	1176.545455	1447.625	876.4545455
EIF3A	678.25	1016.272727	924.2692308	1326.363636	846.875	1143
EIF3B	185.75	290.8636364	166.5	663.1818182	519.375	352.0909091
EIF3C	17	39.18181818	32.96153846	25.45454545	18.375	24.54545455
EIF3D	1991	2441.681818	2163.5	2220.909091	1381.5	1514.545455
EIF3E	5681.75	6811.681818	5719.615385	5583.272727	4931.625	2759.181818
EIF3F	3415	5611.909091	3431.423077	5744.090909	5622.5	2276.090909
EIF3G	677.5	2353.090909	1362.153846	1940.090909	1643	1125.636364
EIF3H	4127.75	4402	4986.538462	3429.909091	3078.125	2369.636364
EIF3I	1582.5	1221.318182	1494	2081.090909	1909.125	1164
EIF3J	49.25	152.9090909	162	291.7272727	239.625	194.1818182
EIF3K	3700.25	3383.181818	4223.846154	2444	1637.125	2585.909091
EIF3L	7170.75	7770.863636	7479.923077	7304.909091	6104.25	4927.727273
EIF3M	1385.75	1682.863636	1862.384615	1768.727273	1435.625	1183.909091
EIF4A1	1928	3890.545455	3214.769231	8153	7414.625	8099.181818
EIF4A2	6127	6907.318182	6280.769231	4904.181818	4878.375	2641.272727
EIF4A3	352	609.0454545	430.9615385	1409.909091	1136.5	1170.818182
EIF4B	2492.5	3890.727273	2869.884615	2164.363636	1882.375	1335.636364
EIF4E	50.25	87.31818182	57.42307692	287.6363636	198.5	198.1818182
EIF4E2	327.25	355.7272727	492.6923077	1370.818182	1055.875	817.1818182
EIF4E3	69.25	504	266	118.3636364	164	296.1818182
EIF4EBP1	122.75	83.40909091	123.5384615	1025.181818	966.25	804.9090909
EIF4EBP2	381.25	546.5454545	397.0769231	610.4545455	718.75	560.7272727
EIF4ENIF1	11.25	10.45454545	11.42307692	10.18181818	8.75	8.909090909
EIF4G1	105.5	436.3636364	129.7307692	1333.636364	986.875	992.3636364
EIF4G2	107.5	99.54545455	110.0769231	78.63636364	80.875	83.54545455
EIF4G3	89	76.36363636	59.57692308	235.8181818	425.625	268.7272727
EIF4H	478.25	2070.409091	1363.961538	2897.909091	2333.625	1863.909091
EIF5	3041.75	2415.772727	2133.730769	3056.818182	2579.75	3164.181818
EIF5A	285.75	383.5454545	543.6153846	840.2727273	1015.5	619
EIF5A2	25.5	31.68181818	88.76923077	31.18181818	83.875	20.45454545
EIF5B	316.75	1089.909091	935.1538462	1829.636364	1268.625	934.4545455
EIF6	1541	579.0454545	1226.153846	1608.818182	1272.5	858.4545455
ELAC1	35.5	52.81818182	35.96153846	95.63636364	103.25	77.63636364
ELAC2	48.75	31.72727273	38	33.63636364	27.5	35.27272727
ELANE	29.5	33.09090909	75.96153846	25.63636364	27.125	27.27272727
ELAVL1	322	981.9090909	316.9615385	1909.636364	1719.375	1263.181818
ELAVL2	13.25	12.36363636	13.34615385	20.27272727	20.375	11.18181818
ELAVL3	230.25	69.31818182	122.9230769	87.63636364	82.125	96.90909091
ELAVL4	13.75	12.31818182	14.03846154	12.54545455	12.75	15.72727273
ELF1	1589.75	1357.227273	1677.923077	522.2727273	597.25	1025.636364
ELF2	238.75	523.6818182	532.4230769	193.5454545	147.125	229.1818182
ELF3	65.25	33.81818182	46.88461538	28.63636364	26.875	29.81818182
ELF4	155.5	263.3636364	251.3076923	253.6363636	197.5	271.8181818
ELF5	38	20.81818182	35.42307692	19.81818182	16.625	20.81818182
ELFN1	99.25	50.68181818	67.30769231	72.18181818	90.375	69.90909091
ELFN2	11.5	10.45454545	10.42307692	11.90909091	15.375	9.909090909
ELK1	381.75	386.2272727	304.7692308	287.0909091	359.75	337.7272727
ELK3	62	75.04545455	74.53846154	341.8181818	55.125	53.18181818
ELK4	25	23.59090909	32.80769231	23.90909091	20.875	20.45454545
ELL	47.75	46.59090909	65.34615385	69.72727273	68.625	63.36363636
ELL2	22.75	16.54545455	19.38461538	19.54545455	24.5	17.81818182
ELMO1	210.25	313.3636364	142.2692308	160.7272727	15	293.0909091
ELMO2	58.75	48	48.53846154	36.54545455	36.625	39.90909091
ELMO3	54	65.95454545	42.07692308	55.81818182	41.5	43.90909091
ELMOD1	11	9.818181818	10.73076923	88.27272727	11.75	10.27272727
ELMOD2	195.5	205.4090909	186.7307692	221.9090909	357.5	256.9090909
ELMOD3	88.5	127.4090909	92.38461538	106	100.75	113.1818182
ELN	47.75	45.40909091	50	200	1546.75	55.90909091
ELOF1	347.25	412.6818182	407.8076923	371.4545455	494.375	329.3636364
ELOVL1	306.5	345.7272727	282.4230769	960.9090909	862.375	737.8181818
ELOVL2	12.5	8.045454545	9.730769231	9.090909091	16.625	9.545454545
ELOVL3	18	15.18181818	17	15.90909091	24.375	17.45454545
ELOVL4	11.5	21.18181818	18.92307692	49.27272727	117.5	11.54545455
ELOVL5	377.25	81.54545455	209.9230769	93.63636364	75.375	97.63636364
ELOVL6	12.25	18.68181818	22.92307692	162.9090909	255.25	44.45454545
ELOVL7	15.5	13.36363636	16.92307692	11.63636364	14.625	127.6363636
ELP1P	58.75	31.18181818	38.73076923	19.72727273	16.75	21.18181818
ELP2	261.5	219.3181818	383	113.8181818	103.625	125.9090909
ELP2P	43.75	32.40909091	32.07692308	33.18181818	36.5	34.63636364
ELP3	305.75	405.5454545	202.1923077	278.4545455	297.125	295.8181818
ELP4	172	118.3181818	80.92307692	206	228.125	221
ELSPBP1	46.5	36.04545455	45.26923077	32.18181818	27.25	33.90909091
ELTD1	10	8.636363636	9.807692308	1914.636364	108.375	9.818181818
EMB	952.25	2711.227273	1977.461538	29.90909091	110.25	535.4545455
EMCN	25.75	18.86363636	23.73076923	2770.909091	38.5	16.81818182
EMD	89.25	178.3181818	119.9615385	264.4545455	301.25	150
EME1	158.75	91.68181818	120.5769231	129.8181818	95.25	125.9090909
EME2	37.5	113.5909091	62.46153846	78.54545455	78	85.18181818
EMG1	1164.5	496.4545455	866.3846154	1008.181818	699.375	640.7272727
EMID1	46.75	35.72727273	41.11538462	28.36363636	26.375	26.63636364
EMID2	150.5	72.45454545	102.8076923	94.18181818	84.875	111.7272727
EMILIN1	38.25	23.13636364	26.26923077	79.81818182	312.125	139.2727273
EMILIN2	54	120.0909091	59.38461538	99.90909091	739.375	2116.909091
EMILIN3	71	50.72727273	56.34615385	49.36363636	73.875	59.72727273
EML1	14.75	12.72727273	15.57692308	334.9090909	283.5	13.09090909
EML2	178.25	76.54545455	123.8461538	100.0909091	69.75	103.1818182
EML3	105.25	382.5	117.9615385	225.5454545	165.5	165.8181818
EML4	170.25	388.9545455	371.1538462	144.4545455	169.75	591.5454545
EML5	16	38.54545455	22.5	14.27272727	12.125	13.72727273
EML6	115.75	32.18181818	31.38461538	39.45454545	30.5	39.18181818
EMP1	15.25	13.09090909	18.07692308	2769.636364	3311.625	3346.454545
EMP2	48.5	32.95454545	40.61538462	204.4545455	256.5	48.90909091
EMP3	824.5	2779.818182	1307.576923	1576.909091	2344.375	1998.636364
EMR1	69.75	167.3636364	84.38461538	32.09090909	27.5	84.54545455
EMR2	40	33.68181818	25.03846154	17.45454545	18.875	436.8181818
EMR3	44.5	39.5	43.11538462	25.18181818	22.375	58.27272727
EMX1	24.25	18.59090909	21.53846154	20.63636364	15.25	23.45454545
EMX2	13.5	10.95454545	12.61538462	10.18181818	144.5	10.18181818
EMX2OS	86	54	56.61538462	41	70	51.54545455
EN1	11.25	9.227272727	10.84615385	10.45454545	89.75	10.72727273
EN2	20.5	17.81818182	18.46153846	15.45454545	16.625	15.72727273
ENAH	40	23	29.38461538	749.4545455	2031.625	23.18181818
ENAM	45.75	31.36363636	36.38461538	25.27272727	19.625	26.45454545
ENC1	33	27.54545455	114.3076923	261.3636364	161.875	132.6363636
ENDOD1	118.75	162.1818182	105.3846154	251.4545455	298.875	106.0909091
ENDOG	31.25	105.3181818	51.34615385	233.3636364	203.875	160.0909091
ENDOU	20.5	18.22727273	21.15384615	16.27272727	16.375	16.45454545
ENG	76.5	61.18181818	57.76923077	338	168.125	172.8181818
ENGASE	94	527.8636364	160.9615385	117.8181818	107.375	120.6363636
ENHO	89.25	60.86363636	65.5	68.36363636	59.375	84
ENKUR	21.25	15.18181818	19.46153846	14.09090909	12.125	13.63636364
ENO1	1898.25	2775.454545	1593.576923	6574.818182	5540.625	5361.636364
ENO2	92	497.5909091	247.2692308	159	148.375	155.2727273
ENO3	37.5	71.81818182	42.61538462	44	32.125	48.36363636
ENOPH1	28	19.22727273	23.23076923	21.45454545	18.5	20.18181818
ENOSF1	39.25	384.6363636	179.5769231	342.9090909	191.125	626.9090909
