ID,Chondrocyte.articular,B.cell.naive,B.cell.memory,Monocyte.CD14,NK.cell.CD56,Endothelial.large.blood.vessel,Endothelial.microvascular.mammary.or.endometrial,Endothelial.microvascular.non.reproductive,Epithelial.cell.mammary,Epithelial.renal.cortical,Epithelial.respiratory,Fibroblast.cardiac.ventricle,Fibroblast.of.arm,Fibroblast.of.lung,Fibroblast.of.the.aortic.adventitia,Fibroblast.or.papilla.dermal.cell,Hair.follicular.keratinocyte,Macrophage,Mature.neutrophil,Melanocyte.of.skin,Myometrial.cell,Osteoblast,MSC.like.pluripotent.cell,Myocyte.regular.cardiac,Smooth.muscle.cell.aortic,Smooth.muscle.cell.bronchial,Smooth.muscle.cell.of.bladder,Smooth.muscle.cell.coronary.artery,Smooth.muscle.cell.pulmonary.artery,Smooth.muscle.cell.of.trachea,Smooth.muscle.cell.uterine,T.Cell.CD4,T.cell.CD4.memory,T.cell.CD8.memory
S19268,6.572262,6.519392,6.414634,6.447862,6.723838,5.831024,6.37749,6.363398,6.255654,6.635694,6.056254,6.254814,6.658484,6.050838,6.758148,6.178836,6.414452,6.386474,7.145508,6.704702,6.320096,6.134466,6.256384,6.17728,6.567858,6.43687,6.071244,6.514288,6.239048,6.311888,5.955954,6.762678,6.841082,6.752264
S19272,6.451434,6.5125,6.484284,6.609388,6.763564,5.808456,6.462842,6.329112,6.21802,6.483306,5.982272,6.28048,6.759826,5.948896,6.614762,6.235162,6.471466,6.476806,7.136394,6.744116,6.315024,6.09857,6.252458,6.060524,6.615922,6.482868,6.008624,6.560972,6.220634,6.342276,5.834802,6.506188,6.71402,6.59045
S19278,6.120016,6.245248,6.548626,6.626972,6.738392,5.638914,6.519222,6.29126,6.234128,6.158672,5.947368,6.50969,6.608134,5.702816,6.18098,6.277138,6.599914,6.434064,7.130796,6.667668,6.521886,6.033022,6.198362,5.84298,6.45632,6.432228,5.782916,6.51976,6.37214,6.414704,5.585998,6.278982,6.645176,6.60137
S19279,6.79053,6.69407,6.575178,6.48708,6.869176,5.878366,6.571612,6.395904,6.378986,6.641648,6.095534,6.314034,7.031504,6.064632,6.833914,6.313478,6.521754,6.60895,7.217126,6.894396,6.467164,6.108206,6.40905,6.266336,6.712884,6.545486,6.137204,6.722958,6.315786,6.417714,5.938176,6.76144,6.931222,6.896512
S1928,6.564336,6.536866,6.422606,6.605016,6.699132,5.883742,6.487938,6.321496,6.352056,6.551332,6.015414,6.21431,6.94203,6.053214,6.704756,6.284358,6.461498,6.508566,7.242398,6.86086,6.364246,6.159902,6.346202,6.12856,6.67533,6.51985,6.095946,6.658906,6.287148,6.339934,5.93777,6.690256,6.933198,6.728456
S19280,6.3277,6.448046,6.435258,6.611678,6.72837,5.803178,6.473066,6.288176,6.238982,6.48541,6.037144,6.330742,6.88879,5.901616,6.516022,6.215648,6.502694,6.541486,7.209762,6.760378,6.448656,6.110388,6.223198,6.015902,6.654984,6.521578,5.985804,6.519838,6.282152,6.35957,5.868212,6.419494,6.796888,6.677654
S19283,6.492494,6.570744,6.404102,6.50767,6.63161,5.795244,6.33641,6.30256,6.251454,6.525822,5.927168,6.197082,6.67279,5.916998,6.567372,6.22416,6.394208,6.44395,7.083146,6.684038,6.226238,6.07392,6.20273,6.093016,6.589964,6.377656,5.966166,6.600792,6.255074,6.295336,5.807312,6.560248,6.688154,6.59537
S19285,6.396112,6.390202,6.427334,6.354798,6.623384,5.801284,6.356258,6.253758,6.194804,6.475194,6.057248,6.23644,6.77922,5.870622,6.527238,6.157458,6.412622,6.399434,6.971286,6.633382,6.379842,6.139114,6.173246,6.129066,6.553504,6.458202,5.892092,6.40964,6.269352,6.317724,5.822052,6.53391,6.796288,6.746286
S19295,6.75485,6.791434,6.600474,6.79418,6.846838,5.983014,6.626466,6.439416,6.430108,6.78773,6.101596,6.309554,7.013278,6.217544,6.906126,6.302208,6.525654,6.689326,7.38364,6.97534,6.454984,6.166668,6.388012,6.279666,6.902254,6.5796,6.169578,6.812316,6.288528,6.437912,5.984408,6.73158,6.933376,6.78384
S19302,6.569236,6.535918,6.491144,6.61109,6.760364,5.8802,6.455728,6.41721,6.32332,6.576462,6.018536,6.273226,6.827716,5.965154,6.69224,6.285196,6.445822,6.56772,7.371908,6.775904,6.378704,6.060288,6.252256,6.113136,6.644686,6.443178,6.079866,6.665494,6.310836,6.326274,5.871928,6.56508,6.800724,6.641862
S19305,6.296378,6.283002,6.352784,6.457792,6.61103,5.701468,6.282958,6.295706,6.227544,6.28247,5.868218,6.331332,6.590862,5.83981,6.334382,6.163204,6.360698,6.264508,7.080836,6.551938,6.246198,6.011964,6.081768,5.912832,6.354338,6.258356,5.879816,6.388826,6.293136,6.279122,5.670936,6.298156,6.614448,6.38491
S19308,6.476984,6.38535,6.530028,6.636938,6.586926,5.755692,6.358146,6.325182,6.171904,6.42093,5.96968,6.293734,6.71658,5.900782,6.4968,6.19414,6.455872,6.465362,7.196814,6.727942,6.23841,6.07338,6.154688,5.96674,6.545764,6.416484,5.90084,6.469518,6.30722,6.308058,5.734408,6.346296,6.680958,6.455484
S19315,6.483922,6.535346,6.39529,6.462522,6.765926,5.816956,6.443708,6.338628,6.298328,6.501314,5.977488,6.251072,6.696288,5.98895,6.69066,6.2367,6.409334,6.483324,7.223502,6.676502,6.2479,6.089086,6.173626,6.103598,6.542472,6.432304,5.963258,6.619166,6.239214,6.301522,5.852394,6.65209,6.752404,6.694298
S19318,6.559206,6.455952,6.493326,6.665318,6.708066,5.858608,6.503722,6.35779,6.252368,6.61952,6.107244,6.283088,6.843652,5.990872,6.825408,6.246778,6.505118,6.538682,7.196664,6.77093,6.410986,6.168326,6.242058,6.253326,6.685458,6.57189,6.062764,6.595562,6.231442,6.328964,5.975816,6.707676,6.816006,6.631772
S19321,6.519626,6.50706,6.442542,6.58099,6.74997,5.860232,6.454486,6.376722,6.378366,6.630228,5.98067,6.2154,6.787688,5.991112,6.731158,6.289946,6.453918,6.488232,7.098054,6.754594,6.319466,6.111502,6.308302,6.191368,6.658676,6.449734,6.05728,6.690812,6.317326,6.309856,5.894806,6.703284,6.877868,6.738122
S19325,6.56108,6.562418,6.445398,6.762236,6.811832,5.884156,6.497484,6.35567,6.299588,6.636542,6.035736,6.24226,6.92367,5.998094,6.668644,6.222706,6.469764,6.539844,7.31882,6.885988,6.324048,6.105086,6.284202,6.121642,6.713038,6.562154,6.061132,6.65815,6.21475,6.37876,5.859332,6.578668,6.837158,6.736206
S19329,6.51596,6.626976,6.516994,6.557174,6.83372,5.891146,6.536644,6.38759,6.38206,6.614204,6.115798,6.278372,6.944262,6.103568,6.778888,6.342322,6.591082,6.539318,7.044434,6.85411,6.449612,6.11845,6.387036,6.216602,6.701344,6.571202,6.103184,6.733066,6.373202,6.415298,5.931524,6.750968,7.036926,6.841572
S19339,6.618862,6.56415,6.482384,6.591846,6.78132,5.85989,6.420656,6.384128,6.296652,6.576112,5.995086,6.324388,6.809138,6.035846,6.663156,6.274768,6.491548,6.498796,7.211242,6.742638,6.328434,6.132654,6.261398,6.077128,6.628728,6.456214,6.038856,6.628454,6.33963,6.38519,5.898576,6.67885,6.867992,6.753698
S1935,6.529556,6.503724,6.49853,6.578698,6.699974,5.89545,6.42527,6.435252,6.3128,6.574444,6.085152,6.294498,6.668086,6.013504,6.732578,6.301698,6.504502,6.468986,7.20545,6.796362,6.374074,6.161998,6.329774,6.158584,6.653024,6.5028,6.100598,6.65682,6.298938,6.362,5.841616,6.686888,6.92167,6.689068
S19351,6.65189,6.56485,6.368078,6.683002,6.643692,5.963484,6.444904,6.257316,6.24667,6.664342,6.105118,6.137214,6.874024,6.077902,6.752212,6.14624,6.393212,6.529436,7.31639,6.783768,6.219018,6.11924,6.236502,6.221698,6.704322,6.418256,6.02975,6.519458,6.19151,6.318702,5.93979,6.593796,6.759876,6.590854
S19358,6.188462,6.225768,6.43773,6.81212,6.571166,5.710596,6.398924,6.263144,6.150498,6.339614,6.01845,6.385976,6.796952,5.73482,6.29337,6.149284,6.499986,6.41061,7.244122,6.659334,6.38208,6.0176,6.073122,5.89739,6.528342,6.376336,5.882748,6.257896,6.188286,6.3162,5.67088,6.340408,6.522694,6.537078
S19359,6.39219,6.524878,6.555644,6.64586,6.729884,5.83601,6.490682,6.370308,6.31539,6.51352,6.042416,6.302034,6.880976,5.931928,6.549244,6.310216,6.550084,6.566348,7.151038,6.80171,6.41137,6.13345,6.29708,6.116622,6.618572,6.51787,5.98161,6.696192,6.300954,6.327424,5.775638,6.557238,6.874672,6.671088
S19360,5.900962,6.081628,6.43354,6.421538,6.65706,5.590234,6.38184,6.260904,6.095918,6.003138,5.852308,6.494026,6.544132,5.603986,6.010118,6.222886,6.5309,6.272434,6.826792,6.46654,6.460054,5.92667,6.083578,5.734136,6.28694,6.334952,5.738104,6.389252,6.298938,6.266406,5.52138,6.046968,6.544912,6.502102
S1937,6.551428,6.520936,6.352688,6.650344,6.674482,5.872998,6.39198,6.415992,6.291388,6.632262,6.00898,6.178348,6.657354,5.982392,6.678702,6.239576,6.386394,6.543564,7.30551,6.770958,6.20294,6.108534,6.180286,6.18161,6.675994,6.408714,6.058584,6.624564,6.282422,6.302418,5.875912,6.610044,6.712362,6.53646
S19370,6.60897,6.419898,6.398406,6.508544,6.550092,5.88835,6.278468,6.284936,6.224538,6.666308,6.027952,6.144934,6.869822,6.187764,6.80054,6.102592,6.362916,6.44138,6.839384,6.643198,6.248904,6.131226,6.21993,6.256584,6.602832,6.430896,5.937538,6.375434,6.201966,6.234374,5.983758,6.69594,6.92071,6.750616
S19372,6.689464,6.626354,6.45455,6.576366,6.684332,5.89055,6.448776,6.374924,6.348964,6.664866,6.061056,6.280702,6.852772,6.105174,6.821826,6.250074,6.403406,6.541226,7.295312,6.813284,6.32563,6.128804,6.339138,6.211462,6.71188,6.47969,6.11457,6.643888,6.259634,6.319728,5.871648,6.719922,6.893468,6.733382
S19374,6.591304,6.66547,6.438376,6.509178,6.81092,5.91577,6.431972,6.369912,6.340544,6.64113,6.04858,6.179424,6.89305,6.098428,6.834966,6.216022,6.439804,6.454422,7.202184,6.794536,6.35855,6.079606,6.28726,6.262898,6.729406,6.542344,6.145508,6.670254,6.250106,6.365104,5.991024,6.77232,6.96051,6.767802
S19376,6.265696,6.267816,6.310052,6.529814,6.620688,5.706722,6.331198,6.30053,6.154052,6.261622,5.87268,6.321504,6.531616,5.717262,6.347846,6.131714,6.413148,6.438626,7.242508,6.66755,6.258242,5.991606,6.077442,5.855326,6.48173,6.33618,5.83737,6.49784,6.232158,6.237128,5.678042,6.209822,6.532624,6.472708
S19378,6.06137,6.24452,6.439402,6.649304,6.753304,5.733352,6.462284,6.28067,6.190028,6.240662,5.869842,6.400874,6.64495,5.726088,6.21364,6.255868,6.482974,6.459704,7.169534,6.692886,6.428602,5.986992,6.158646,5.837892,6.472252,6.383326,5.852818,6.556054,6.287794,6.38625,5.65889,6.117062,6.6433,6.534526
S1938,6.191834,6.12724,6.330124,6.514372,6.479838,5.705364,6.266886,6.251274,6.09827,6.25066,5.940974,6.300374,6.489712,5.721752,6.291442,6.112138,6.353666,6.26682,7.229382,6.55565,6.212386,6.025282,6.002014,5.883938,6.377842,6.310454,5.837506,6.316224,6.20162,6.235078,5.674458,6.24318,6.448206,6.427736
S19385,6.776364,6.604636,6.533694,6.708604,6.73375,5.960004,6.552382,6.38847,6.408692,6.80116,6.281726,6.255092,7.109488,6.205564,7.005766,6.24053,6.486704,6.633888,7.220864,6.90204,6.494812,6.191906,6.410944,6.425546,6.736764,6.608148,6.162046,6.691804,6.244238,6.422686,6.114792,6.86777,7.05932,6.91475
S19387,6.236348,6.269418,6.384346,6.56606,6.795644,5.690388,6.44205,6.337094,6.252192,6.28163,5.926166,6.39639,6.69772,5.703244,6.407568,6.300918,6.51239,6.433362,7.176094,6.727432,6.405572,5.976656,6.166766,5.889294,6.511534,6.398034,5.896322,6.564116,6.296376,6.306766,5.675934,6.27288,6.663758,6.548928
S19391,6.632774,6.601824,6.532106,6.518396,6.723846,5.904422,6.480536,6.392836,6.345226,6.628402,6.056886,6.26009,6.844352,6.0813,6.76268,6.21034,6.427068,6.515428,7.366826,6.797504,6.323346,6.115886,6.26137,6.15564,6.6897,6.508746,6.109336,6.634224,6.23361,6.361264,5.97503,6.751874,6.885716,6.729756
S19392,6.445364,6.433734,6.343138,6.465832,6.649502,5.81784,6.367626,6.31369,6.193964,6.44296,5.922822,6.194846,6.63373,5.869122,6.46276,6.202438,6.361784,6.38263,7.152832,6.640216,6.199576,6.065442,6.105036,6.020226,6.523592,6.328116,5.908432,6.461848,6.20186,6.218876,5.77942,6.543726,6.735384,6.671194
S19393,6.302166,6.433852,6.441572,6.535972,6.892764,5.77425,6.451958,6.374352,6.289416,6.481844,5.95669,6.294204,6.757414,5.84762,6.422582,6.2786,6.507374,6.46708,7.128036,6.724336,6.3305,6.061558,6.207378,6.038642,6.521254,6.482898,5.94058,6.63753,6.301838,6.363412,5.734754,6.575258,6.836668,6.785156
S19403,6.585606,6.562856,6.353754,6.491806,6.762252,5.799372,6.46172,6.327878,6.325558,6.57542,5.97536,6.26105,6.693244,5.96984,6.789814,6.194046,6.3265,6.496862,7.259274,6.787316,6.31628,6.06376,6.253268,6.082986,6.63826,6.458404,6.082312,6.58358,6.16433,6.324036,5.896128,6.65213,6.84785,6.694156
S19407,6.21666,6.271984,6.427366,6.687542,6.559522,5.735958,6.405982,6.250936,6.218278,6.270026,5.97815,6.355852,6.75825,5.760756,6.33121,6.223124,6.440594,6.451986,7.4257,6.76027,6.354234,6.037936,6.193556,5.868852,6.547304,6.477986,5.937072,6.512662,6.220028,6.319686,5.679006,6.212958,6.563942,6.360952
S19415,6.551616,6.53448,6.506482,6.667744,6.846948,5.898956,6.547454,6.383352,6.391016,6.572378,6.078266,6.351686,6.880472,5.988594,6.656116,6.29695,6.521624,6.557484,7.335532,6.786762,6.420418,6.086458,6.27574,6.153314,6.730242,6.494204,6.062086,6.665608,6.315734,6.381038,5.84752,6.566464,6.909078,6.779948
S19431,6.432432,6.407504,6.373774,6.396784,6.605684,5.766256,6.262836,6.323766,6.176728,6.443432,5.941346,6.258182,6.6414,6.006882,6.623072,6.206892,6.358992,6.384904,6.959538,6.667652,6.240736,6.050522,6.13193,6.078696,6.50753,6.401294,5.99927,6.503596,6.234266,6.253192,5.820622,6.58739,6.788738,6.562006
S19435,6.12323,6.267414,6.515124,6.513488,6.728262,5.670762,6.4884,6.270282,6.170416,6.245804,5.985568,6.466768,6.655128,5.716938,6.249086,6.241928,6.558884,6.424228,7.214414,6.774726,6.442092,6.10151,6.166848,5.875768,6.457206,6.34243,5.834248,6.464578,6.307672,6.335506,5.669472,6.259834,6.611688,6.601294
S19443,6.231196,6.426246,6.468362,6.550622,6.798264,5.750766,6.470546,6.248646,6.2638,6.287118,5.961564,6.328122,6.92822,5.906696,6.418124,6.282912,6.606044,6.437568,7.126092,6.67014,6.464786,6.03084,6.25881,5.892904,6.580828,6.396478,5.906988,6.537004,6.313192,6.309626,5.778368,6.39503,6.855638,6.692264
S19446,6.331664,6.431498,6.530338,6.601082,6.727394,5.72572,6.444322,6.26886,6.171894,6.426454,6.002956,6.334408,6.713502,5.860976,6.480736,6.212302,6.496194,6.462188,7.362288,6.708794,6.457788,6.019302,6.116446,5.9502,6.553514,6.482296,5.9217,6.535074,6.279214,6.353244,5.737944,6.401958,6.595358,6.540692
S19452,6.343158,6.515964,6.452984,6.412568,6.606922,5.779238,6.274186,6.320062,6.248076,6.47939,5.916946,6.197872,6.603278,5.913938,6.471534,6.202618,6.367198,6.347216,6.962978,6.654396,6.234894,6.069744,6.151966,6.067716,6.524666,6.37712,5.94962,6.511848,6.24735,6.273888,5.784638,6.497012,6.738472,6.618124
S19453,6.816204,6.633612,6.513468,6.542716,6.724972,5.94166,6.500244,6.37614,6.413538,6.676034,6.113312,6.29322,6.873098,6.129286,6.922042,6.259196,6.481168,6.526242,7.260128,6.842596,6.377326,6.188558,6.381882,6.184142,6.755988,6.540968,6.137328,6.697764,6.261956,6.37972,6.096066,6.814772,6.940302,6.727406
S19455,6.272426,6.406846,6.48518,6.777498,6.8119,5.790066,6.41374,6.316424,6.226058,6.418462,5.9726,6.344974,6.748734,5.815834,6.40927,6.25292,6.53264,6.52923,7.414188,6.767654,6.387566,6.026492,6.202428,6.01099,6.558088,6.419044,5.91713,6.645268,6.29157,6.387206,5.678312,6.267952,6.677152,6.559584
S1946,6.46905,6.558712,6.544076,6.696478,6.844652,5.851224,6.476002,6.391466,6.363416,6.494494,6.106588,6.41417,6.997254,5.970198,6.584546,6.299898,6.527268,6.606874,7.53979,6.868748,6.478096,6.11014,6.267908,6.09241,6.691732,6.525372,6.018864,6.689456,6.37729,6.416516,5.836878,6.50943,6.76876,6.657536
S19476,6.145242,6.045356,6.37099,6.576088,6.566878,5.66443,6.242934,6.24834,6.118886,6.149352,5.878326,6.375868,6.529326,5.639996,6.176134,6.215716,6.494696,6.356442,6.91504,6.533704,6.189956,6.053426,6.07966,5.786856,6.324854,6.28881,5.791974,6.383818,6.275996,6.313462,5.598684,6.048392,6.42232,6.425916
S19477,6.411854,6.576446,6.58757,6.637648,6.783734,5.900664,6.576646,6.386536,6.364762,6.564846,6.127334,6.38138,6.873112,5.94801,6.695732,6.332916,6.632474,6.53574,7.181272,6.802136,6.520998,6.199466,6.369342,6.212138,6.70407,6.587236,6.109806,6.65893,6.427828,6.430152,5.892212,6.71346,6.95268,6.792472
S19481,6.329776,6.28173,6.467442,6.572716,6.70359,5.780398,6.359986,6.303724,6.26266,6.359692,5.97285,6.393576,6.784418,5.868088,6.426718,6.225334,6.555272,6.389524,7.157418,6.703988,6.345516,6.113078,6.162882,5.93161,6.543796,6.434138,5.961238,6.54074,6.324152,6.342404,5.71207,6.438578,6.682318,6.503318
S19485,6.266418,6.348406,6.450508,6.584634,6.667122,5.775386,6.36412,6.310222,6.192328,6.31307,5.955374,6.403686,6.621392,5.783542,6.303838,6.251248,6.493932,6.404146,7.271678,6.684726,6.42835,6.083564,6.198716,5.9267,6.466236,6.38285,5.902764,6.587678,6.290126,6.29359,5.667444,6.33682,6.652262,6.51623
S19486,6.118506,6.2209,6.468948,6.60095,6.686084,5.666012,6.358734,6.331266,6.147752,6.287608,5.94904,6.361346,6.682236,5.74156,6.239244,6.220796,6.419104,6.329312,7.049268,6.594508,6.318304,6.03423,6.101276,5.877334,6.482204,6.34708,5.813198,6.400198,6.25365,6.294434,5.664042,6.229006,6.58804,6.398544
S19487,6.499154,6.504462,6.51919,6.677062,6.691826,5.838428,6.40805,6.352678,6.255788,6.513262,6.056242,6.30458,6.849578,5.978418,6.655044,6.257776,6.495906,6.496914,7.170494,6.742868,6.349998,6.123354,6.244748,6.108644,6.66714,6.489086,6.028044,6.578076,6.326808,6.357358,5.917198,6.608092,6.793958,6.70482
S19495,6.297206,6.33575,6.470788,6.469372,6.68554,5.740086,6.413544,6.27529,6.188234,6.335162,6.012508,6.330418,6.811008,5.799716,6.504206,6.194114,6.507322,6.371248,6.815366,6.649508,6.36297,6.09759,6.21555,5.987174,6.44653,6.465758,5.831178,6.43892,6.29344,6.250872,5.750622,6.459806,6.781288,6.655572
S19510,6.655788,6.534488,6.405492,6.49183,6.561082,5.864132,6.372588,6.37298,6.24012,6.64116,6.042996,6.19734,6.85755,6.02567,6.80751,6.19675,6.419946,6.519322,7.22018,6.73681,6.267132,6.133082,6.224338,6.247198,6.67881,6.436576,6.069962,6.545232,6.239776,6.303544,5.975662,6.774556,6.81956,6.660862
S19512,6.644398,6.578792,6.468222,6.6213,6.762264,5.901016,6.484758,6.393668,6.295816,6.629134,6.112372,6.244566,6.97324,6.01612,6.786296,6.293062,6.448868,6.588232,7.321386,6.805066,6.376996,6.17649,6.313284,6.204306,6.67646,6.499564,6.069052,6.713982,6.28125,6.368916,5.975218,6.703626,6.817752,6.711086
S19514,6.500948,6.505236,6.400642,6.521304,6.689162,5.831812,6.415778,6.410924,6.262872,6.588034,5.99973,6.2504,6.753616,5.977138,6.663338,6.26181,6.412758,6.433392,7.36364,6.758238,6.283402,6.123964,6.224172,6.133662,6.616824,6.444618,6.020856,6.666354,6.281018,6.310068,5.839202,6.604964,6.809326,6.666208
S19516,6.769654,6.789072,6.621094,6.695284,6.822274,6.026756,6.629316,6.429686,6.384864,6.885414,6.221354,6.179712,7.127672,6.313572,7.074,6.302576,6.569712,6.686674,7.275772,6.9222,6.433048,6.208278,6.4799,6.424928,6.819612,6.660778,6.279524,6.841814,6.248284,6.467518,6.069004,6.982272,7.164764,7.020254
S19517,6.756154,6.735972,6.5493,6.754552,6.887816,6.086328,6.651156,6.453356,6.481928,6.794742,6.1623,6.334802,7.11163,6.255374,6.977184,6.392114,6.611072,6.663758,7.431296,6.990814,6.501498,6.151982,6.456134,6.347076,6.855186,6.66273,6.21002,6.88145,6.340676,6.462044,6.06019,6.759528,7.017226,6.833012
S1953,6.295716,6.30307,6.437348,6.470524,6.761082,5.734554,6.431116,6.342068,6.273716,6.291642,5.998198,6.456836,6.821926,5.738596,6.344672,6.2423,6.49418,6.372874,7.090014,6.690262,6.445308,6.038638,6.17418,5.939376,6.556206,6.419744,5.884114,6.467366,6.379834,6.286736,5.653754,6.368422,6.663652,6.613288
S19535,6.432592,6.498836,6.515374,6.633882,6.845658,5.82742,6.588828,6.377612,6.339654,6.504728,6.04942,6.433838,6.88961,5.934584,6.603884,6.352174,6.562658,6.57555,7.26159,6.843704,6.450374,6.132744,6.329458,6.09191,6.611304,6.50801,6.041026,6.687732,6.385884,6.368878,5.83967,6.547888,6.850466,6.806924
S19538,6.326798,6.323808,6.38765,6.5012,6.630644,5.765888,6.304468,6.299984,6.232796,6.374236,5.971788,6.320606,6.646268,5.833026,6.490474,6.208282,6.410112,6.371656,7.110376,6.666966,6.292872,6.04915,6.13509,5.973782,6.53892,6.374426,5.905682,6.482334,6.296598,6.277692,5.7504,6.43722,6.672446,6.55578
S1954,6.41146,6.406268,6.473688,6.650482,6.739458,5.830258,6.425856,6.3435,6.274258,6.505356,6.049022,6.32721,6.818826,5.993522,6.591922,6.234,6.486626,6.500024,7.352672,6.792778,6.334016,6.119462,6.195722,6.062002,6.67117,6.475472,6.008358,6.58871,6.308756,6.334104,5.85849,6.52251,6.784938,6.62302
S19545,6.769168,6.639402,6.539396,6.582388,6.865624,5.931504,6.542038,6.424948,6.403962,6.695898,6.084994,6.338378,6.982826,6.077936,6.910616,6.295808,6.547582,6.54696,7.062622,6.848246,6.425536,6.175316,6.394056,6.242244,6.72215,6.54755,6.115772,6.650306,6.329712,6.39016,6.029588,6.797362,7.00471,6.831578
S19549,6.185412,6.455024,6.528672,6.455426,6.756852,5.764544,6.443552,6.32772,6.240832,6.385956,5.936906,6.342856,6.713394,5.895674,6.43218,6.322122,6.559526,6.354098,6.987868,6.641898,6.377768,6.108576,6.248526,5.985132,6.474898,6.454006,5.878048,6.614994,6.337382,6.347808,5.747086,6.471688,6.900844,6.779192
S19553,6.513062,6.548932,6.46499,6.49877,6.671326,5.910298,6.483098,6.222812,6.290334,6.608952,6.10159,6.163706,6.879042,6.119722,6.808376,6.165354,6.510684,6.483922,6.888794,6.785132,6.28434,6.170288,6.33643,6.231386,6.591798,6.453682,6.094802,6.601226,6.186574,6.308598,5.898052,6.748678,7.01206,6.787462
S19558,6.540224,6.550286,6.502946,6.73779,6.7448,5.854976,6.398606,6.332218,6.272304,6.544332,5.984556,6.247568,6.874142,6.020274,6.648638,6.221306,6.487686,6.530524,7.16663,6.783604,6.302474,6.133978,6.255214,6.062772,6.682442,6.479616,5.977514,6.617458,6.186076,6.323522,5.83717,6.564408,6.799266,6.573004
S1956,6.600868,6.48122,6.39782,6.529194,6.560516,5.864094,6.373718,6.284338,6.179804,6.550546,6.037786,6.170422,6.838998,6.146268,6.753762,6.200284,6.504892,6.433634,7.031588,6.750444,6.23127,6.123984,6.19889,6.140928,6.591122,6.49608,5.981544,6.538844,6.232894,6.323504,5.91189,6.643366,6.751258,6.653984
S19567,6.480476,6.451894,6.439866,6.43436,6.477132,5.848706,6.31918,6.244486,6.188544,6.500648,6.038678,6.225888,6.813468,6.022168,6.625606,6.072654,6.446544,6.381306,6.907082,6.689214,6.272002,6.13899,6.169998,6.119258,6.437622,6.454856,5.93829,6.407998,6.26605,6.302976,5.858086,6.622068,6.7291,6.642284
S19569,6.419452,6.435602,6.39992,6.463556,6.514712,5.76239,6.34775,6.239192,6.126658,6.435954,6.008162,6.149742,6.778444,5.97719,6.675768,6.13785,6.411762,6.414926,6.999116,6.635244,6.266318,6.12952,6.127124,6.134534,6.553158,6.447958,5.92008,6.377808,6.145592,6.15454,5.820536,6.589752,6.814226,6.646656
S19577,6.314116,6.263152,6.429006,6.42964,6.64486,5.703416,6.36018,6.309118,6.247802,6.301818,5.888612,6.426166,6.595732,5.68674,6.341492,6.287522,6.47281,6.356384,6.958516,6.62025,6.29886,6.054142,6.17233,5.942144,6.402576,6.37201,5.931142,6.401286,6.30564,6.250244,5.628252,6.360878,6.661414,6.520782
S19586,6.307454,6.436208,6.374308,6.540556,6.67777,5.76717,6.3476,6.332184,6.25393,6.456268,5.909322,6.314178,6.584178,5.85123,6.501356,6.202086,6.440728,6.387058,7.068474,6.664446,6.247476,6.126226,6.155718,6.01824,6.540184,6.366808,5.970556,6.50651,6.243622,6.32522,5.747164,6.521542,6.76963,6.57387
S19587,6.694478,6.52713,6.376442,6.505182,6.572924,5.854064,6.357586,6.339326,6.234412,6.681012,6.181342,6.13421,6.935634,6.08167,6.886426,6.144258,6.41976,6.477018,7.053378,6.740532,6.27575,6.122214,6.213784,6.200922,6.630048,6.503006,6.066298,6.538504,6.220894,6.252434,5.992236,6.833882,6.811562,6.71631
S19592,6.567698,6.464912,6.3729,6.53479,6.692276,5.878234,6.377578,6.348608,6.244844,6.493486,5.98093,6.260488,6.72464,5.921352,6.610108,6.244404,6.385958,6.413326,7.184934,6.731504,6.250668,6.107308,6.15404,6.082316,6.573818,6.389888,6.009202,6.527354,6.23842,6.31818,5.871658,6.553018,6.731558,6.58553
S19593,6.480964,6.517344,6.443312,6.558606,6.657676,5.900088,6.35062,6.345842,6.28451,6.588792,6.041846,6.250846,6.77137,5.985578,6.655834,6.27436,6.4268,6.473874,7.20829,6.725488,6.310488,6.124096,6.249018,6.182478,6.655556,6.405668,6.044754,6.675172,6.214476,6.339828,5.85915,6.636146,6.837598,6.625004
S19596,6.617782,6.697078,6.678048,6.668902,6.811066,5.93748,6.574616,6.388348,6.420488,6.756034,6.284194,6.289348,7.15772,6.16861,6.891906,6.25604,6.605456,6.578262,7.144406,6.870996,6.522782,6.211362,6.440236,6.428734,6.77715,6.676032,6.186012,6.676422,6.360926,6.430916,6.022572,6.898528,7.168548,6.92224
S19600,6.955174,6.46454,6.36221,6.755418,6.50239,6.104608,6.502038,6.44103,6.399294,6.838228,6.275918,6.189374,7.116088,6.276048,7.090878,6.204054,6.445258,6.654544,7.479282,6.947246,6.383454,6.159818,6.42072,6.349394,6.911208,6.595568,6.113276,6.68868,6.155072,6.35069,6.2231,6.860992,6.891842,6.636342
S19610,6.271148,6.368732,6.471168,6.765628,6.718846,5.932584,6.479582,6.319826,6.22431,6.524468,5.981482,6.291024,6.68659,5.895732,6.49266,6.175096,6.402854,6.510292,7.477776,6.732924,6.277384,6.025514,6.06132,5.93287,6.659912,6.431796,6.035454,6.568218,6.25567,6.349026,5.745162,6.33765,6.631904,6.548708
