CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell
S21937	0.0275	0.1103	0.1562	0.1012	0.2501	0.165	0.1209	0.0689
S21942	0.047	0.0918	0.194	0.0726	0.2209	0.158	0.1554	0.0603
S21948	0.0251	0.1581	0.1301	0.0978	0.1468	0.1856	0.1526	0.1038
S21957	0.0346	0.1417	0.123	0.1312	0.2021	0.1454	0.1265	0.0954
S21959	0.0764	0.1473	0.1083	0.1462	0.1418	0.1888	0.0851	0.1061
S21960	0.0367	0.1387	0.1187	0.1135	0.2433	0.1569	0.1153	0.0769
S21961	0.0414	0.1096	0.1229	0.1058	0.2059	0.1769	0.1538	0.0836
S21976	0.0354	0.1037	0.1173	0.1106	0.1767	0.2005	0.1156	0.1402
S21979	0.0474	0.112	0.1457	0.1427	0.1926	0.1883	0.1165	0.0548
S21980	0.0427	0.1258	0.0996	0.0947	0.1248	0.1824	0.2616	0.0685
S21984	0.037	0.1234	0.1507	0.1031	0.2307	0.1775	0.094	0.0837
S2199	0.0305	0.1303	0.1311	0.1145	0.2253	0.1471	0.1202	0.101
S21994	0.0237	0.1114	0.1449	0.1008	0.2316	0.1577	0.1091	0.1209
S21999	0.0338	0.1017	0.1788	0.1126	0.197	0.1691	0.1414	0.0655
S22002	0.0398	0.0539	0.2269	0.0875	0.1437	0.1853	0.153	0.1097
S22011	0.039	0.1043	0.1397	0.1049	0.2159	0.1766	0.1581	0.0616
S22023	0.0535	0.1369	0.128	0.1021	0.2733	0.1582	0.0699	0.0781
S22025	0.044	0.1072	0.1176	0.1077	0.1963	0.1693	0.1913	0.0666
S22026	0.0306	0.1023	0.1767	0.0932	0.2129	0.1784	0.1361	0.0698
S22032	0.0263	0.1283	0.1578	0.11	0.2499	0.1406	0.0992	0.088
S22034	0.0336	0.1152	0.148	0.108	0.2622	0.1554	0.0895	0.088
S22038	0.0338	0.127	0.1317	0.1165	0.219	0.1625	0.1384	0.071
S22041	0.0304	0.0868	0.1555	0.1141	0.329	0.1371	0.0758	0.0713
S22046	0.0321	0.1073	0.1667	0.1352	0.2058	0.1412	0.1126	0.0992
S22048	0.0322	0.1033	0.1657	0.1159	0.2118	0.1857	0.1304	0.055
S2207	0.037	0.1128	0.1757	0.0904	0.2493	0.1473	0.1021	0.0854
S22070	0.0465	0.1033	0.1529	0.1203	0.2495	0.1725	0.1184	0.0366
S22075	0.038	0.0843	0.1401	0.1709	0.1542	0.1396	0.1708	0.102
S22077	0.0299	0.097	0.1698	0.1302	0.1999	0.1481	0.147	0.0781
S22078	0.0292	0.1136	0.1492	0.0989	0.227	0.174	0.1501	0.058
S2210	0.0334	0.1284	0.1531	0.0957	0.1867	0.1703	0.1589	0.0735
S22100	0.0569	0.0979	0.1822	0.1109	0.2736	0.1237	0.0904	0.0644
S22106	0.0452	0.114	0.145	0.1073	0.1829	0.1782	0.1544	0.073
S22109	0.0409	0.0997	0.1498	0.1287	0.2538	0.1421	0.1143	0.0707
S22110	0.0322	0.096	0.1918	0.1035	0.1718	0.1486	0.1585	0.0977
S22113	0.0487	0.1274	0.1292	0.1256	0.1857	0.1859	0.1391	0.0585
S22114	0.0318	0.1447	0.1353	0.1102	0.1778	0.1624	0.1391	0.0987
S22117	0.0389	0.1005	0.1752	0.139	0.192	0.1472	0.0916	0.1157
S2212	0.0353	0.1164	0.1464	0.093	0.2324	0.1672	0.1397	0.0696
S22126	0.0276	0.0964	0.1854	0.106	0.1978	0.1538	0.1748	0.0582
S22129	0.0428	0.1067	0.1621	0.1047	0.2077	0.1473	0.1376	0.0912
S22131	0.0612	0.084	0.1891	0.0757	0.1818	0.1922	0.1733	0.0427
S22144	0.0303	0.1065	0.1442	0.1566	0.1843	0.15	0.1347	0.0933
S22147	0.0273	0.1075	0.167	0.088	0.2728	0.1506	0.1115	0.0752
S22148	0.0318	0.112	0.1635	0.1251	0.2512	0.1642	0.0922	0.06
S22150	0.0367	0.099	0.1741	0.2315	0.1346	0.1288	0.1084	0.0868
S22151	0.0318	0.1106	0.1421	0.124	0.2507	0.1641	0.1267	0.05
S22160	0.0349	0.0818	0.158	0.0763	0.3464	0.1397	0.1005	0.0623
S22166	0.0548	0.1045	0.1853	0.1229	0.1728	0.1453	0.1494	0.0651
S22173	0.0356	0.0886	0.1686	0.0965	0.2848	0.1321	0.1307	0.0631
S22174	0.0331	0.102	0.191	0.1338	0.2297	0.1618	0.0857	0.0628
S22177	0.0279	0.1066	0.1535	0.117	0.2096	0.1852	0.1161	0.0841
S22178	0.0331	0.125	0.1868	0.1071	0.2009	0.1673	0.1166	0.0632
S22181	0.0452	0.0922	0.131	0.1122	0.1945	0.1937	0.1408	0.0906
S22185	0.0565	0.0888	0.1928	0.1058	0.2577	0.1533	0.0983	0.0467
S22189	0.031	0.1011	0.1609	0.1122	0.2512	0.1631	0.1256	0.0549
S22191	0.0434	0.1264	0.149	0.1023	0.1668	0.1916	0.1312	0.0892
S222	0.0374	0.1046	0.1655	0.1078	0.2106	0.1581	0.1698	0.0462
S2220	0.0466	0.1274	0.1339	0.1037	0.2058	0.1734	0.1266	0.0826
S22226	0.0366	0.0997	0.1581	0.1452	0.209	0.167	0.0963	0.088
S22227	0.0339	0.112	0.1642	0.0949	0.1706	0.157	0.1739	0.0935
S22231	0.0368	0.1029	0.1612	0.1194	0.2162	0.1679	0.0957	0.0999
S22238	0.0434	0.1052	0.1867	0.0987	0.1741	0.1768	0.1473	0.0678
S2224	0.0584	0.097	0.1579	0.1083	0.2246	0.2212	0.0827	0.05
S22249	0.0299	0.0919	0.1865	0.1268	0.2578	0.1521	0.0952	0.0597
S22257	0.0415	0.1009	0.1297	0.0773	0.2101	0.1593	0.1852	0.0959
S22259	0.0363	0.118	0.151	0.1148	0.2241	0.1744	0.115	0.0663
S2226	0.0239	0.1085	0.1625	0.1019	0.1785	0.1619	0.1679	0.0949
S22260	0.0313	0.11	0.1893	0.0964	0.2077	0.1644	0.1298	0.0712
S22262	0.0542	0.1547	0.1468	0.1204	0.163	0.1923	0.0957	0.0729
S22268	0.0311	0.141	0.1382	0.1035	0.2121	0.1602	0.123	0.0908
S22275	0.028	0.1205	0.1446	0.1137	0.211	0.1638	0.1364	0.0819
S22289	0.0437	0.1102	0.1439	0.1022	0.1877	0.1507	0.1589	0.1028
S2229	0.0502	0.1027	0.1637	0.1103	0.2131	0.1574	0.1415	0.0611
S22295	0.0372	0.1365	0.1504	0.1239	0.2342	0.1536	0.1024	0.0617
S22296	0.0326	0.1136	0.1451	0.1051	0.2155	0.1742	0.1408	0.0731
S22301	0.0355	0.114	0.1648	0.1061	0.1956	0.1596	0.1592	0.0652
S22320	0.0385	0.1129	0.0954	0.1141	0.1913	0.1623	0.202	0.0836
S22323	0.0387	0.1002	0.1937	0.1008	0.2496	0.1775	0.0846	0.0549
S22326	0.0412	0.1148	0.1352	0.1063	0.2407	0.1604	0.1116	0.0897
S22327	0.0255	0.099	0.1487	0.0975	0.2738	0.1546	0.158	0.043
S22333	0.0632	0.1006	0.1282	0.1063	0.1164	0.2067	0.1968	0.082
S22335	0.0479	0.1038	0.2119	0.1222	0.1727	0.169	0.1187	0.0537
S22336	0.0288	0.1399	0.1575	0.1033	0.1856	0.1654	0.1407	0.0786
S22343	0.0795	0.1178	0.1503	0.1113	0.1845	0.1589	0.1059	0.0918
S22352	0.0408	0.0951	0.1062	0.088	0.2079	0.1815	0.1827	0.0977
S22371	0.0438	0.0973	0.1255	0.096	0.1986	0.1665	0.1777	0.0946
S22372	0.0353	0.1394	0.1169	0.0944	0.2091	0.1664	0.1453	0.0933
S22375	0.0303	0.0897	0.1658	0.0979	0.2866	0.149	0.1171	0.0636
S22376	0.0372	0.1356	0.1256	0.1204	0.1936	0.1481	0.1626	0.0769
S22377	0.0257	0.1306	0.1251	0.1076	0.2396	0.178	0.1317	0.0617
S22388	0.0394	0.1066	0.142	0.0846	0.2572	0.17	0.1339	0.0664
S22392	0.0314	0.1364	0.1366	0.103	0.2271	0.1836	0.1194	0.0625
S22395	0.0259	0.0978	0.2108	0.0996	0.2412	0.1676	0.1135	0.0435
S22396	0.0291	0.1004	0.1019	0.1403	0.2477	0.1339	0.1131	0.1335
S22406	0.0322	0.114	0.1771	0.1249	0.1882	0.1667	0.0955	0.1014
S22407	0.0348	0.1142	0.1186	0.1189	0.2156	0.1486	0.1646	0.0847
S22408	0.0356	0.1459	0.1536	0.129	0.1556	0.2088	0.1077	0.0637
S22412	0.0436	0.1075	0.1301	0.0931	0.2286	0.146	0.1624	0.0888
S22416	0.029	0.0894	0.1837	0.0982	0.2252	0.1636	0.127	0.0838
S22418	0.061	0.1283	0.0899	0.09	0.1964	0.155	0.1681	0.1113
S22421	0.0324	0.1009	0.1622	0.0859	0.1761	0.1578	0.22	0.0647
S22423	0.0632	0.0968	0.1385	0.0885	0.2152	0.2017	0.1385	0.0575
S22424	0.0396	0.1222	0.1669	0.1262	0.167	0.1805	0.1214	0.0761
S22425	0.0381	0.08	0.2029	0.13	0.1774	0.152	0.1792	0.0403
S22427	0.0602	0.111	0.1267	0.1376	0.1931	0.184	0.1196	0.0679
S2243	0.0313	0.1127	0.1764	0.1175	0.2219	0.1639	0.0991	0.0773
S22434	0.0358	0.121	0.2266	0.114	0.1121	0.1767	0.1282	0.0856
S22441	0.0519	0.0837	0.1645	0.0836	0.2484	0.1574	0.1438	0.0668
S22447	0.0283	0.1197	0.1742	0.1029	0.2485	0.156	0.109	0.0614
S22455	0.0328	0.1114	0.1431	0.1183	0.2589	0.1556	0.1118	0.0682
S22459	0.031	0.0795	0.1893	0.118	0.1806	0.1591	0.2021	0.0404
S22466	0.022	0.1068	0.1897	0.115	0.2046	0.1325	0.1448	0.0846
S22467	0.0427	0.1087	0.2059	0.0921	0.1947	0.1731	0.1144	0.0683
S22468	0.0587	0.0854	0.1125	0.0711	0.1982	0.1953	0.2201	0.0588
S22470	0.0307	0.1041	0.1527	0.1512	0.1714	0.1686	0.0992	0.122
S22475	0.028	0.1237	0.1851	0.1171	0.1814	0.1609	0.1102	0.0936
S22481	0.0265	0.1064	0.2012	0.1097	0.2081	0.1506	0.1318	0.0657
S22482	0.0326	0.0964	0.2074	0.1014	0.2298	0.1371	0.1033	0.092
S22485	0.0647	0.0962	0.2116	0.142	0.1866	0.1548	0.1044	0.0397
S22486	0.0379	0.0979	0.204	0.1063	0.2226	0.1454	0.1207	0.0653
S22493	0.0358	0.0958	0.2096	0.1383	0.1513	0.1296	0.1209	0.1187
S22498	0.0526	0.1116	0.1618	0.1258	0.213	0.156	0.0698	0.1093
S225	0.035	0.1099	0.1639	0.0889	0.26	0.1542	0.1179	0.0703
S22507	0.0277	0.1093	0.1498	0.1222	0.2469	0.1866	0.0969	0.0607
S22514	0.0343	0.121	0.1311	0.1187	0.2482	0.1511	0.1307	0.0649
S22515	0.0466	0.094	0.1548	0.1095	0.2651	0.1205	0.1305	0.079
S22516	0.0389	0.1259	0.1164	0.0964	0.2224	0.1738	0.152	0.0743
S22517	0.0363	0.0829	0.136	0.0951	0.1835	0.1644	0.2349	0.0669
S22519	0.0367	0.0938	0.1642	0.104	0.2025	0.1749	0.1456	0.0782
S22521	0.0494	0.0929	0.1861	0.1362	0.1736	0.1565	0.1347	0.0706
S22523	0.0319	0.0951	0.1788	0.0796	0.1361	0.1645	0.2588	0.0552
S2253	0.0345	0.0925	0.1872	0.1094	0.2277	0.1635	0.1193	0.066
S22537	0.0249	0.1085	0.1499	0.0982	0.2044	0.1848	0.1746	0.0548
S22542	0.0252	0.1291	0.1487	0.15	0.0984	0.1727	0.1478	0.1281
S22543	0.0282	0.1136	0.2026	0.1026	0.2296	0.131	0.1328	0.0597
S22549	0.0312	0.1126	0.1691	0.1345	0.2211	0.1629	0.0907	0.0779
S2255	0.0376	0.1194	0.1658	0.1081	0.1673	0.1642	0.158	0.0796
S22551	0.0365	0.101	0.1622	0.1132	0.2061	0.1666	0.1225	0.0919
S2256	0.0377	0.0974	0.2246	0.1263	0.1487	0.1384	0.1629	0.0641
S22561	0.0488	0.099	0.1422	0.1209	0.1792	0.1402	0.1403	0.1295
S2257	0.0205	0.1133	0.1575	0.1513	0.214	0.1664	0.1069	0.0702
S22572	0.0547	0.1292	0.1336	0.1359	0.1852	0.1304	0.1368	0.0941
S22578	0.038	0.1162	0.1612	0.1113	0.2079	0.1608	0.1191	0.0856
S22584	0.0405	0.099	0.1675	0.1007	0.2179	0.1457	0.1578	0.0709
S22592	0.0417	0.1208	0.124	0.0961	0.18	0.1558	0.1771	0.1045
S22593	0.0282	0.1145	0.1673	0.114	0.1782	0.1518	0.1548	0.0912
S22603	0.0389	0.1018	0.1691	0.1316	0.2086	0.1839	0.1094	0.0566
S22606	0.0618	0.1161	0.142	0.1042	0.1913	0.1717	0.093	0.1198
S22608	0.0309	0.0962	0.181	0.1263	0.1702	0.179	0.1315	0.0849
S22609	0.0461	0.0949	0.1413	0.0868	0.1748	0.1958	0.1676	0.0926
S22614	0.0311	0.1054	0.1868	0.1552	0.1754	0.1847	0.1281	0.0333
S22617	0.0328	0.0892	0.1735	0.124	0.3066	0.143	0.0703	0.0604
S22628	0.0462	0.1133	0.1417	0.1191	0.1579	0.2033	0.112	0.1065
S22639	0.0337	0.1378	0.1416	0.1288	0.2016	0.1498	0.0938	0.1129
S22643	0.0287	0.0977	0.1496	0.0879	0.2653	0.1628	0.1171	0.0909
S22649	0.0537	0.0828	0.1459	0.079	0.2599	0.1401	0.1435	0.0952
S22654	0.0309	0.1053	0.1667	0.1161	0.2339	0.1766	0.1286	0.0421
S22655	0.0402	0.0996	0.1547	0.0948	0.2156	0.176	0.1494	0.0696
S22660	0.0342	0.1271	0.1081	0.1051	0.2759	0.1618	0.1032	0.0845
S22664	0.0424	0.1224	0.1819	0.0988	0.1755	0.1755	0.1347	0.0688
S22666	0.0411	0.1111	0.152	0.0964	0.202	0.162	0.1546	0.0807
S22669	0.046	0.1095	0.1783	0.1008	0.2114	0.1625	0.1185	0.073
S22677	0.0379	0.1216	0.177	0.1013	0.1903	0.1845	0.1115	0.0759
S22690	0.0353	0.1231	0.1762	0.106	0.1454	0.1485	0.1652	0.1005
S22695	0.0493	0.1075	0.1968	0.0908	0.2015	0.1534	0.1287	0.072
S22714	0.0411	0.0939	0.1229	0.1164	0.1622	0.1516	0.2395	0.0722
S22716	0.041	0.1187	0.1106	0.0958	0.1785	0.1578	0.1945	0.1031
S22717	0.0397	0.0974	0.1892	0.1004	0.2026	0.1679	0.1013	0.1015
S22724	0.0407	0.1294	0.1363	0.0909	0.2054	0.1651	0.1838	0.0483
S22725	0.0431	0.091	0.1535	0.1298	0.2272	0.1498	0.1365	0.0691
S22729	0.0505	0.078	0.1726	0.0885	0.2442	0.1344	0.1619	0.0697
S22736	0.0502	0.1188	0.1478	0.0991	0.159	0.1702	0.1698	0.0852
S22739	0.0475	0.1149	0.1169	0.1345	0.219	0.1758	0.1115	0.0799
S22743	0.0456	0.113	0.1584	0.0961	0.2555	0.1728	0.1058	0.0528
S22748	0.0216	0.1093	0.1911	0.1034	0.2004	0.153	0.1527	0.0684
S22757	0.0445	0.0965	0.1693	0.1092	0.2152	0.167	0.1243	0.0739
S22767	0.0434	0.1338	0.139	0.1118	0.2214	0.1639	0.0962	0.0906
S22769	0.0407	0.1302	0.1453	0.1324	0.1847	0.1524	0.0955	0.1189
S22771	0.0344	0.1284	0.1632	0.0902	0.186	0.1603	0.1644	0.0731
S22772	0.0423	0.105	0.1474	0.0823	0.265	0.1616	0.1427	0.0536
S22773	0.0477	0.113	0.137	0.0884	0.2062	0.1769	0.1526	0.0781
S22784	0.0358	0.1077	0.1865	0.093	0.226	0.1468	0.1289	0.0753
S22787	0.0432	0.0892	0.1666	0.1293	0.2882	0.1348	0.0921	0.0567
S22791	0.0295	0.1142	0.1679	0.1018	0.2485	0.1592	0.0931	0.0857
S22795	0.05	0.119	0.1035	0.086	0.2264	0.1577	0.0992	0.1582
S22805	0.0302	0.0914	0.1846	0.0839	0.2968	0.1278	0.141	0.0444
S22807	0.0423	0.1303	0.1045	0.0949	0.2424	0.1935	0.123	0.069
S22808	0.0363	0.1059	0.1664	0.1337	0.2235	0.1495	0.1099	0.0748
S22809	0.0568	0.0869	0.1491	0.0944	0.3018	0.1609	0.0919	0.0581
S2281	0.0474	0.1052	0.1786	0.103	0.196	0.1518	0.1581	0.0599
S22811	0.0426	0.1124	0.1696	0.0993	0.1852	0.152	0.1549	0.0839
S22822	0.0506	0.1041	0.1572	0.1238	0.1786	0.157	0.1536	0.0751
S22825	0.0388	0.1381	0.151	0.0952	0.2226	0.1367	0.1378	0.0797
S22828	0.0401	0.0987	0.1792	0.1238	0.1323	0.1829	0.1638	0.0791
S22830	0.054	0.0884	0.1967	0.1037	0.2143	0.1427	0.1174	0.0829
S22834	0.0412	0.1193	0.1619	0.1331	0.1944	0.1484	0.1413	0.0604
S22838	0.0292	0.122	0.1445	0.117	0.2075	0.1715	0.1069	0.1013
S2284	0.0594	0.102	0.1414	0.0977	0.1561	0.1619	0.2048	0.0766
S22847	0.0416	0.1094	0.1285	0.1102	0.194	0.1658	0.193	0.0575
S2285	0.0398	0.1067	0.1514	0.1423	0.1449	0.1934	0.164	0.0576
S22851	0.0493	0.0951	0.1375	0.1001	0.2087	0.1662	0.1667	0.0764
S22852	0.045	0.1024	0.1546	0.1128	0.2055	0.1665	0.1619	0.0513
S22854	0.0343	0.108	0.1241	0.1078	0.1522	0.1867	0.2023	0.0845
S22855	0.0268	0.099	0.1912	0.1252	0.2032	0.1625	0.0876	0.1044
S22859	0.037	0.1022	0.1303	0.0966	0.2202	0.162	0.1676	0.0842
S22860	0.0452	0.1017	0.2028	0.092	0.2291	0.1283	0.1484	0.0525
S22865	0.031	0.1118	0.2308	0.088	0.2235	0.138	0.1172	0.0596
S22873	0.0423	0.1172	0.183	0.1489	0.1786	0.1656	0.0981	0.0662
S22896	0.0578	0.0748	0.2432	0.1158	0.167	0.1561	0.1232	0.0619
S229	0.0463	0.1234	0.1242	0.1182	0.2254	0.1856	0.0757	0.1012
S22904	0.0277	0.1045	0.1672	0.1056	0.2417	0.1665	0.0846	0.1022
S22907	0.0446	0.1211	0.1431	0.1134	0.2128	0.1711	0.131	0.0629
S22911	0.0571	0.1069	0.1448	0.1523	0.2018	0.1652	0.0923	0.0797
S22915	0.0321	0.1128	0.1443	0.1039	0.2014	0.1908	0.1457	0.0691
S22923	0.0495	0.1047	0.1508	0.1587	0.1711	0.1559	0.1322	0.0772
S22929	0.0391	0.1191	0.1977	0.1084	0.1982	0.1604	0.1151	0.062
S22931	0.0176	0.0944	0.1885	0.1107	0.1648	0.1336	0.2369	0.0535
S22932	0.0291	0.0816	0.1729	0.1116	0.2104	0.1372	0.188	0.0692
S22937	0.0258	0.0952	0.1491	0.1026	0.2625	0.1406	0.1322	0.0921
S22939	0.0528	0.1131	0.142	0.1294	0.189	0.1552	0.1351	0.0833
S22942	0.0391	0.1338	0.1	0.101	0.2433	0.1672	0.1133	0.1023
S22945	0.0389	0.0847	0.1417	0.0838	0.2501	0.1401	0.2023	0.0584
S22947	0.0356	0.1404	0.1493	0.0998	0.2102	0.1771	0.1045	0.0831
S22948	0.0336	0.11	0.2414	0.1228	0.1424	0.147	0.1057	0.0972
S22952	0.0312	0.1337	0.113	0.1268	0.165	0.16	0.1562	0.1143
S22953	0.034	0.097	0.1954	0.1841	0.1833	0.1441	0.0861	0.076
S22955	0.0316	0.1105	0.1896	0.0935	0.2085	0.1532	0.1272	0.086
S22957	0.0359	0.0833	0.1772	0.0963	0.2299	0.1947	0.1082	0.0744
S22958	0.0593	0.0997	0.1548	0.1338	0.198	0.1516	0.1055	0.0974
S22963	0.0394	0.0944	0.1352	0.1372	0.1792	0.1489	0.1613	0.1044
S22966	0.0357	0.0948	0.1319	0.1262	0.2458	0.1455	0.1224	0.0977
S22969	0.028	0.1139	0.1364	0.127	0.2178	0.1617	0.1359	0.0794
S22970	0.0415	0.1278	0.1545	0.1022	0.1872	0.1922	0.1316	0.063
S22977	0.0432	0.0926	0.1648	0.1088	0.2166	0.1617	0.14	0.0722
S22980	0.0698	0.1076	0.1312	0.0908	0.2249	0.1863	0.1351	0.0543
S22988	0.0401	0.109	0.1265	0.1189	0.218	0.177	0.1545	0.056
S22989	0.0327	0.0852	0.1553	0.08	0.1431	0.1487	0.2857	0.0694
S2299	0.0347	0.111	0.1447	0.0991	0.1683	0.1661	0.1739	0.1022
S22994	0.072	0.1054	0.1333	0.0966	0.1467	0.1716	0.1838	0.0906
S22998	0.0286	0.1398	0.1267	0.1031	0.2427	0.1692	0.0967	0.0931
S230	0.0329	0.1174	0.1348	0.1201	0.2399	0.1477	0.1232	0.0839
S23007	0.041	0.1011	0.1551	0.1345	0.2252	0.1441	0.116	0.083
S23008	0.0588	0.0987	0.1553	0.1059	0.151	0.1873	0.1659	0.0771
S23009	0.069	0.1343	0.1548	0.1056	0.1886	0.1378	0.1319	0.078
S23012	0.033	0.0751	0.1684	0.1245	0.2467	0.141	0.1612	0.05
S23014	0.0367	0.0965	0.1341	0.1017	0.1946	0.1994	0.1691	0.0679
S23015	0.0398	0.0982	0.1437	0.1204	0.2353	0.1238	0.1652	0.0736
S23017	0.0367	0.1115	0.1377	0.1173	0.2302	0.1898	0.1179	0.0589
S23023	0.0384	0.0952	0.1648	0.0957	0.2064	0.171	0.1747	0.0538
S23030	0.0452	0.1173	0.1532	0.1063	0.1989	0.1553	0.1545	0.0693
S23042	0.0302	0.1352	0.1565	0.1311	0.166	0.1727	0.1641	0.0441
S23048	0.0433	0.1024	0.1489	0.0884	0.1844	0.2152	0.1491	0.0683
S23058	0.0364	0.1263	0.1651	0.1519	0.175	0.1642	0.0986	0.0825
S23065	0.0263	0.1462	0.1181	0.1294	0.1755	0.1885	0.1276	0.0884
S23067	0.0378	0.12	0.1374	0.1361	0.1914	0.1496	0.1293	0.0985
S23086	0.0377	0.155	0.1142	0.1254	0.1927	0.1615	0.1569	0.0566
S23087	0.031	0.0873	0.2012	0.1298	0.1989	0.1451	0.1521	0.0545
S23089	0.035	0.1183	0.163	0.1444	0.1516	0.1731	0.1186	0.096
S2309	0.0321	0.1144	0.1669	0.1174	0.1867	0.1545	0.1754	0.0527
S23093	0.0367	0.1223	0.1486	0.1247	0.1871	0.1763	0.1231	0.0812
S23112	0.0405	0.0984	0.1667	0.0946	0.2554	0.166	0.1364	0.042
S23124	0.0311	0.1382	0.1428	0.1121	0.2097	0.1767	0.1075	0.0821
S23126	0.0246	0.0941	0.1579	0.1429	0.1746	0.1338	0.2036	0.0686
S23130	0.0303	0.0921	0.1489	0.0886	0.2413	0.2141	0.1316	0.0532
S23136	0.0249	0.0994	0.1861	0.0861	0.2822	0.1507	0.1066	0.064
S23141	0.0258	0.1282	0.1602	0.1486	0.1757	0.1898	0.1104	0.0613
S23144	0.0414	0.1416	0.1302	0.0891	0.1717	0.1884	0.1419	0.0957
S23159	0.0462	0.1361	0.1127	0.1197	0.1429	0.2085	0.147	0.0869
S23162	0.0329	0.1012	0.1622	0.129	0.1415	0.1571	0.1758	0.1003
S23163	0.0464	0.117	0.1212	0.1011	0.2375	0.1554	0.1428	0.0785
S23166	0.0296	0.0856	0.201	0.1114	0.1911	0.1458	0.1674	0.068
S23170	0.0281	0.1057	0.1488	0.079	0.2744	0.1416	0.1628	0.0596
S2318	0.0543	0.111	0.1469	0.1021	0.2117	0.1785	0.1145	0.0809
S23184	0.0442	0.0731	0.1994	0.1196	0.2686	0.1714	0.0887	0.0349
S23185	0.0438	0.0731	0.1516	0.1323	0.2333	0.1495	0.1626	0.0538
S23187	0.04	0.1028	0.1538	0.112	0.1707	0.1719	0.1825	0.0662
S2319	0.0327	0.1026	0.1652	0.1161	0.1914	0.1713	0.1607	0.06
S23192	0.0501	0.1102	0.1564	0.1118	0.1167	0.1919	0.1579	0.1049
S23193	0.0471	0.1143	0.1866	0.1139	0.2037	0.1545	0.122	0.0579
S23207	0.046	0.1227	0.1451	0.1271	0.1824	0.163	0.1112	0.1024
S23208	0.0444	0.0963	0.1362	0.1383	0.1977	0.1532	0.1729	0.061
S23214	0.0288	0.1065	0.1819	0.0978	0.1989	0.1609	0.1554	0.0697
S23216	0.038	0.1332	0.1559	0.1026	0.1922	0.1538	0.1335	0.0907
S23221	0.0574	0.0982	0.168	0.1184	0.1898	0.2007	0.1029	0.0645
S23223	0.0327	0.1017	0.1657	0.1182	0.184	0.1638	0.1826	0.0513
S23227	0.0402	0.1	0.177	0.1176	0.205	0.1489	0.1213	0.09
S23233	0.0593	0.0975	0.1638	0.1032	0.1939	0.1408	0.1726	0.0689
S23237	0.0379	0.1164	0.2096	0.1028	0.2195	0.1426	0.1121	0.059
S23250	0.0258	0.1151	0.1621	0.0935	0.209	0.188	0.1497	0.0568
S23273	0.036	0.1142	0.168	0.1201	0.2138	0.1775	0.112	0.0584
S23274	0.0449	0.1096	0.1379	0.1036	0.1897	0.1527	0.1555	0.1061
S23277	0.0396	0.1075	0.1965	0.1044	0.2377	0.1504	0.1242	0.0396
S23279	0.0488	0.0807	0.1871	0.1027	0.2173	0.1434	0.1287	0.0913
S23292	0.048	0.1068	0.1446	0.1163	0.1952	0.1452	0.1651	0.0788
S23309	0.0546	0.0903	0.1508	0.1469	0.2111	0.1458	0.0988	0.1015
S23316	0.0358	0.1161	0.1423	0.1098	0.1881	0.1725	0.157	0.0785
S23321	0.0451	0.1085	0.1641	0.0975	0.2233	0.1708	0.1168	0.074
S23323	0.0524	0.1112	0.1334	0.1129	0.2592	0.1579	0.1117	0.0611
S23326	0.0411	0.1245	0.1478	0.1216	0.1553	0.2175	0.1175	0.0748
S23328	0.0377	0.1026	0.1709	0.1532	0.1977	0.1597	0.1198	0.0585
S23330	0.049	0.1085	0.1533	0.1101	0.2264	0.1558	0.1229	0.074
S23337	0.055	0.1114	0.1718	0.1066	0.2305	0.159	0.1121	0.0536
S23338	0.0325	0.1092	0.1253	0.1218	0.2108	0.1881	0.1403	0.072
S23343	0.0358	0.0949	0.2279	0.125	0.1938	0.1392	0.1282	0.0551
S23351	0.0302	0.1146	0.1671	0.102	0.1837	0.168	0.1495	0.0848
S23363	0.0457	0.1032	0.1908	0.0965	0.2189	0.1416	0.1423	0.061
S23364	0.0381	0.1045	0.1795	0.1113	0.2349	0.1856	0.0984	0.0478
S2337	0.0339	0.1001	0.1592	0.1351	0.2191	0.1596	0.1313	0.0618
S23371	0.0508	0.08	0.1756	0.1004	0.1522	0.2286	0.1513	0.061
S23374	0.0335	0.0945	0.1793	0.1338	0.2185	0.1435	0.1015	0.0955
S23382	0.0412	0.1028	0.1584	0.0922	0.2012	0.1684	0.1416	0.0943
S23385	0.0283	0.0909	0.1674	0.1473	0.2234	0.1546	0.1106	0.0775
S23388	0.0298	0.1351	0.144	0.1039	0.2096	0.1629	0.1109	0.1038
S23390	0.0472	0.0929	0.2356	0.1197	0.2032	0.1303	0.1101	0.0611
S23398	0.0351	0.1202	0.1468	0.1077	0.1591	0.184	0.1617	0.0853
S2340	0.0456	0.1138	0.1644	0.0956	0.223	0.165	0.1505	0.0423
S23406	0.0301	0.1519	0.1428	0.118	0.1475	0.1842	0.1502	0.0753
S23412	0.0368	0.1259	0.1466	0.1324	0.1826	0.1726	0.1152	0.0879
S23417	0.0455	0.126	0.1189	0.1205	0.1946	0.1621	0.1493	0.083
S23423	0.0401	0.1074	0.1256	0.1028	0.2404	0.1966	0.1239	0.0634
