ID,Monocytes_CD14+CD16-,Monocytes_CD16+CD14-,NK_cells,Neutrophils,T_cells_(CD4+),B_cells,T_cells_(CD8+)
S21994,6.189048,6.068698,6.379972,6.737416,6.468578,5.039208,5.558376
S21999,6.256864,6.004178,6.32908,6.791264,6.49456,4.931806,5.508488
S22002,6.136078,5.79347,6.490228,6.61639,6.608476,4.82463,5.712436
S22011,6.175608,5.979306,6.303154,6.648486,6.424522,5.019558,5.632444
S22023,6.201056,6.05323,6.17893,6.784702,6.185692,5.11149,5.488034
S22025,6.213224,5.950264,6.398234,6.61188,6.570354,5.023096,5.700372
S22026,6.207122,6.041638,6.478702,6.813078,6.585556,4.938962,5.652152
S22032,6.265872,6.141532,6.156846,6.76751,6.186374,5.05882,5.309054
S22034,6.25591,6.17165,6.355124,6.840646,6.428912,5.010212,5.41734
S22038,6.235526,5.971566,6.34454,6.749218,6.39053,5.02009,5.472108
S22041,6.22979,6.102476,6.465564,6.837214,6.428788,4.882368,5.580806
S22046,6.154824,6.02358,6.430922,6.696876,6.501038,4.995562,5.569658
S22048,6.31846,6.07129,6.351586,6.754288,6.505084,4.961878,5.417532
S2207,6.389234,6.174,6.424804,6.798318,6.46817,5.039298,5.559256
S22070,6.165932,6.02611,6.357504,6.76449,6.418066,4.955952,5.531272
S22075,6.074454,5.931722,6.493818,6.608824,6.621932,4.894814,5.568456
S22077,6.213478,6.107296,6.334876,6.678512,6.508406,4.95162,5.400148
S22078,6.188988,6.146576,6.300798,6.76043,6.363562,5.040474,5.417682
S2210,6.257494,6.132284,6.31189,6.675772,6.46642,5.004238,5.34383
S22100,6.267134,6.065696,6.250864,6.8324,6.221114,5.028794,5.483848
S22106,6.188766,5.978442,6.307062,6.626612,6.430438,5.017762,5.627806
S22109,6.242786,6.01705,6.231752,6.765244,6.277958,5.063398,5.46025
S22110,6.193622,5.978172,6.398184,6.678844,6.645008,4.939532,5.61679
S22113,6.160224,5.938696,6.37556,6.56316,6.419992,5.027472,5.760732
S22114,6.250186,6.181938,6.332858,6.669916,6.506816,5.094886,5.416474
S22117,6.267838,6.111426,6.463412,6.757574,6.473532,4.992882,5.527474
S2212,6.209664,6.092278,6.326486,6.794902,6.452502,4.947584,5.421016
S22126,6.285858,5.974376,6.442856,6.761566,6.639766,4.990488,5.610686
S22129,6.21246,6.04777,6.34487,6.72496,6.373646,5.020444,5.470174
S22131,6.182794,5.958572,6.385532,6.756158,6.63177,4.925632,5.695366
S22144,6.3216,6.289526,6.483534,6.756706,6.486576,5.06468,5.434804
S22147,6.156334,6.045344,6.331636,6.80403,6.42187,4.954276,5.481398
S22148,6.271988,6.063682,6.306498,6.848266,6.386182,5.04907,5.456794
S22150,6.156754,6.107158,6.360976,6.649376,6.419212,4.981498,5.416516
S22151,6.283214,6.031568,6.283694,6.71483,6.384302,5.06164,5.57129
S22160,6.148008,5.957528,6.228546,6.878626,6.349592,4.93716,5.467772
S22166,6.156026,5.949622,6.428882,6.705192,6.532918,4.905454,5.62257
S22173,6.292428,6.039882,6.40811,6.882954,6.504628,4.947228,5.592512
S22174,6.186178,6.045294,6.38653,6.734746,6.313202,4.93448,5.462534
S22177,6.240698,6.119032,6.454548,6.780978,6.547356,5.013322,5.524736
S22178,6.28731,6.059112,6.400308,6.779548,6.436628,5.017468,5.611292
S22181,6.13119,5.970004,6.48068,6.732512,6.558194,4.910674,5.558116
S22185,6.30717,6.044006,6.375586,6.93101,6.460716,4.952398,5.428258
S22189,6.266766,6.113682,6.307066,6.768768,6.41633,5.014068,5.445452
S22191,6.302326,6.068812,6.427226,6.635282,6.53373,5.10226,5.739564
S222,6.247332,5.933806,6.378836,6.753724,6.549344,4.96538,5.536252
S2220,6.189962,6.087742,6.361342,6.702476,6.418084,5.031674,5.504884
S22226,6.166688,6.081912,6.30145,6.710422,6.288784,5.003934,5.371856
S22227,6.145742,6.038664,6.372884,6.69108,6.546296,4.942662,5.523028
S22231,6.154266,5.95524,6.265104,6.632864,6.217954,5.06447,5.664652
S22238,6.267146,6.008806,6.260976,6.659114,6.403484,4.997698,5.424368
S2224,6.209314,6.011866,6.414696,6.746086,6.411738,5.001578,5.58323
S22249,6.330368,6.072278,6.402248,6.822764,6.463086,4.97861,5.583252
S22257,6.09358,6.035752,6.358382,6.648558,6.575952,4.972556,5.529302
S22259,6.293512,6.1488,6.319538,6.749216,6.396468,5.042036,5.321056
S2226,6.194198,5.961446,6.4089,6.691216,6.531676,4.975078,5.706536
S22260,6.19969,5.903666,6.400882,6.755108,6.431392,4.960086,5.679828
S22262,6.209164,5.996786,6.190628,6.528538,6.192046,5.12901,5.495344
S22268,6.20959,6.205612,6.233528,6.608672,6.27376,5.143744,5.30989
S22275,6.232462,6.127416,6.302672,6.765242,6.33238,5.01157,5.31976
S22289,6.168768,6.072508,6.363694,6.683298,6.48087,5.015454,5.586032
S2229,6.118494,6.035178,6.336344,6.702768,6.408538,4.992738,5.46862
S22295,6.149032,6.033886,6.269302,6.733448,6.438388,5.007774,5.487186
S22296,6.161546,6.022166,6.235354,6.661024,6.344506,5.062422,5.495354
S22301,6.141882,5.988696,6.33784,6.71109,6.483202,4.96274,5.419368
S22320,6.073652,5.944012,6.392944,6.70026,6.584238,4.991258,5.435536
S22323,6.327378,6.152624,6.244526,6.842086,6.335982,5.00834,5.35905
S22326,6.228404,6.066546,6.406142,6.770676,6.51468,4.988442,5.554646
S22327,6.301852,5.996904,6.48512,6.834946,6.668096,4.926808,5.70037
S22333,6.10974,6.01469,6.439862,6.593138,6.71351,4.946046,5.528798
S22335,6.1444,5.93421,6.484278,6.674388,6.473648,5.002794,5.770218
S22336,6.22825,6.160788,6.228588,6.629846,6.31462,5.131544,5.33699
S22343,6.204316,6.067728,6.22829,6.5961,6.197774,5.106002,5.58637
S22352,6.152306,6.002032,6.352346,6.738592,6.638354,5.009942,5.400562
S22371,6.12479,5.934754,6.315968,6.64168,6.490218,5.000552,5.48321
S22372,6.186158,6.140782,6.22506,6.645432,6.271238,5.132768,5.342812
S22375,6.099696,6.009156,6.250934,6.799698,6.319482,4.914614,5.498486
S22376,6.164408,6.089912,6.40252,6.693684,6.524338,5.034898,5.546886
S22377,6.200548,6.05005,6.189244,6.648788,6.379874,5.104972,5.310244
S22388,6.250894,6.169658,6.354774,6.855902,6.507722,5.05249,5.520644
S22392,6.219322,6.098952,6.264852,6.744826,6.328024,5.13382,5.49512
S22395,6.352692,5.96802,6.40972,6.861614,6.514298,4.97346,5.632534
S22396,6.160326,6.131858,6.530442,6.807434,6.580364,4.936852,5.564182
S22406,6.214178,6.17881,6.378018,6.701508,6.33968,5.013446,5.403644
S22407,6.097472,5.844374,6.317286,6.672206,6.521454,4.963404,5.621496
S22408,6.219336,5.972544,6.439316,6.56957,6.364528,5.070366,5.732322
S22412,6.142952,6.01104,6.253972,6.745222,6.427288,4.977136,5.448402
S22416,6.147336,5.867594,6.488108,6.710594,6.613252,4.871708,5.685886
S22418,6.171528,6.011712,6.335908,6.629404,6.46706,5.058068,5.658776
S22421,6.21898,6.068706,6.284094,6.662278,6.510782,5.037172,5.48012
S22423,6.18493,5.929212,6.459702,6.710166,6.659122,4.941782,5.639742
S22424,6.207956,5.946488,6.39577,6.551196,6.467726,5.093342,5.72642
S22425,6.132302,5.878748,6.381096,6.568218,6.568308,4.898382,5.628142
S22427,6.280996,6.054936,6.422528,6.563606,6.261082,5.1383,5.727108
S2243,6.255976,6.113826,6.313702,6.75278,6.336702,5.03194,5.424406
S22434,6.214908,6.041122,6.321546,6.59746,6.461882,5.054616,5.54318
S22441,6.23121,5.997906,6.394244,6.819472,6.538084,4.895628,5.549022
S22447,6.343812,6.15239,6.343796,6.808012,6.420144,5.061732,5.531332
S22455,6.24449,6.175506,6.255846,6.710606,6.326106,5.029542,5.339486
S22459,6.21392,5.977344,6.557102,6.716232,6.677692,4.8868,5.6628
S22466,6.31142,6.02475,6.490054,6.635874,6.489734,4.969196,5.720054
S22467,6.268002,6.116536,6.247842,6.739486,6.36375,5.04987,5.439864
S22468,6.082948,5.844758,6.290274,6.64236,6.477336,4.951266,5.581616
S22470,6.12057,6.015266,6.4018,6.700474,6.428484,4.982296,5.518462
S22475,6.130638,6.009864,6.236146,6.618008,6.290138,5.048346,5.386712
S22481,6.345458,6.157282,6.45576,6.858304,6.552656,4.960016,5.44892
S22482,6.231382,6.040768,6.40301,6.812022,6.394086,4.892388,5.611358
S22485,6.161914,6.03515,6.400998,6.76756,6.465838,4.997942,5.565976
S22486,6.311212,6.14217,6.554746,6.85966,6.585892,4.979114,5.69548
S22493,6.157732,5.995362,6.500832,6.642818,6.559734,4.957988,5.640936
S22498,6.200732,5.933224,6.291194,6.72345,6.265516,5.10539,5.53195
S225,6.286186,6.06696,6.293114,6.792172,6.372594,4.980206,5.547462
S22507,6.232222,6.063694,6.290968,6.738334,6.41464,5.059352,5.505574
S22514,6.156996,5.958888,6.30933,6.662282,6.265966,5.056654,5.631822
S22515,6.266206,6.103538,6.429536,6.821408,6.436568,4.936846,5.51257
S22516,6.207038,6.105508,6.208068,6.718996,6.431006,5.148298,5.39054
S22517,6.049576,5.9195,6.487804,6.702624,6.680658,4.87671,5.652396
S22519,6.27823,6.093866,6.489412,6.795694,6.585572,4.97328,5.517762
S22521,6.242308,6.077856,6.382752,6.669936,6.489938,4.992752,5.574512
S22523,6.179788,5.919118,6.445266,6.67094,6.64507,4.940384,5.677178
S2253,6.202142,5.998452,6.351168,6.732198,6.408986,4.932126,5.533762
S22537,6.299262,6.116122,6.453116,6.708112,6.5782,5.068052,5.722336
S22542,6.293062,6.106428,6.419186,6.528064,6.65231,5.004156,5.569822
S22543,6.350084,6.003788,6.485098,6.720086,6.434022,5.048672,5.77299
S22549,6.310326,6.090212,6.344202,6.739856,6.39999,5.013572,5.453432
S2255,6.165084,5.916934,6.266242,6.532474,6.30019,5.128868,5.803584
S22551,6.179562,5.947936,6.293544,6.668258,6.423348,4.989464,5.542134
S2256,6.229604,5.998248,6.423306,6.68962,6.593462,4.92483,5.650932
S22561,6.277948,6.025896,6.453154,6.71385,6.623284,4.95392,5.643412
S2257,6.244804,6.066962,6.401686,6.77542,6.408856,4.992152,5.59093
S22572,6.307026,6.322596,6.34018,6.711292,6.290658,5.14227,5.365606
S22578,6.263332,6.24213,6.337546,6.792202,6.40786,5.083594,5.391632
S22584,6.141872,6.036344,6.25478,6.67507,6.466412,4.976474,5.421284
S22592,6.213522,6.274756,6.43258,6.680764,6.59008,5.055914,5.448328
S22593,6.213428,5.992048,6.44043,6.70862,6.55023,4.945974,5.547354
S22603,6.138836,5.88694,6.267464,6.669472,6.335534,4.96257,5.5175
S22606,6.207758,6.18455,6.13379,6.647398,6.140956,5.165074,5.325902
S22608,6.33516,6.14218,6.426546,6.75174,6.530162,4.969098,5.604978
S22609,6.128578,5.94731,6.459794,6.715904,6.654626,4.85818,5.594932
S22614,6.125476,5.875374,6.4416,6.65965,6.574188,4.806386,5.619984
S22617,6.35284,6.048252,6.334108,6.934174,6.330974,4.9864,5.482578
S22628,6.328718,6.092816,6.366844,6.604254,6.375174,5.13746,5.629984
S22639,6.242566,6.110014,6.248516,6.632264,6.364028,5.078842,5.37153
S22643,6.175028,5.777432,6.346546,6.641708,6.241812,5.02808,5.733684
S22649,6.180296,6.057866,6.410058,6.796,6.504826,4.911292,5.54121
S22654,6.277568,6.000998,6.34177,6.833336,6.414754,5.001418,5.492182
S22655,6.192778,6.019964,6.439244,6.766062,6.59283,5.006776,5.638248
S22660,6.243248,6.24217,6.330838,6.867594,6.343938,5.053898,5.402866
S22664,6.267908,6.123578,6.427548,6.741044,6.501056,4.99701,5.571928
S22666,6.137076,6.038468,6.350532,6.710688,6.475042,4.950442,5.440256
S22669,6.209894,5.913434,6.504788,6.72512,6.534998,4.95466,5.690156
S22677,6.235264,6.028266,6.285292,6.657844,6.448892,4.964488,5.473864
S22690,6.224098,6.022386,6.164,6.525082,6.422686,5.090682,5.437666
S22695,6.200824,6.009806,6.341218,6.69545,6.348668,4.986032,5.658462
S22714,6.13531,6.070982,6.501598,6.65513,6.653358,4.979816,5.686796
S22716,6.11496,5.948034,6.397366,6.536526,6.50256,5.035586,5.622742
S22717,6.351566,6.08731,6.41183,6.79019,6.51407,4.992718,5.48596
S22724,6.0552,6.047974,6.406732,6.688904,6.613882,4.968506,5.637676
S22725,6.130874,6.003738,6.430806,6.771202,6.552484,4.952254,5.566044
S22729,6.17648,5.909564,6.49943,6.674714,6.628568,4.947904,5.773366
S22736,6.22256,5.989896,6.27739,6.616414,6.427918,5.084652,5.50644
S22739,6.2254,5.954954,6.25404,6.693932,6.31711,5.12472,5.524712
S22743,6.267792,6.183698,6.35205,6.877904,6.44256,5.01183,5.427766
S22748,6.252732,5.952548,6.443126,6.734978,6.56223,4.93115,5.653248
S22757,6.172872,6.029868,6.341442,6.707736,6.487728,4.95498,5.565764
S22767,6.282028,6.12281,6.28656,6.736124,6.33167,5.078484,5.402684
S22769,6.296344,6.137292,6.304648,6.698428,6.34434,5.085072,5.379772
S22771,6.162856,5.966742,6.396032,6.676572,6.496174,5.023934,5.749196
S22772,6.399356,6.266016,6.395918,6.785988,6.471746,5.091182,5.426796
S22773,6.21718,5.98506,6.461704,6.7352,6.60721,4.991718,5.565342
S22784,6.259318,6.041408,6.190534,6.663178,6.370112,5.01732,5.453828
S22787,6.21111,5.999162,6.309626,6.760458,6.317624,4.943594,5.552346
S22791,6.186334,6.035158,6.238952,6.788876,6.391212,4.983516,5.48998
S22795,6.328172,6.22359,6.366774,6.69658,6.435626,5.184058,5.510108
S22805,6.354908,6.150008,6.250612,6.853228,6.510582,5.014236,5.51705
S22807,6.1629,6.053888,6.275446,6.800054,6.380718,5.041258,5.440518
S22808,6.243572,6.045998,6.395992,6.76653,6.490296,4.985926,5.581886
S22809,6.129376,5.946168,6.351236,6.818838,6.3832,4.95118,5.570938
S2281,6.305196,5.994418,6.31782,6.692618,6.36255,5.05127,5.666636
S22811,6.196438,6.057334,6.396924,6.711806,6.511504,4.956242,5.502176
S22822,6.167524,6.004972,6.32876,6.577584,6.36309,4.960232,5.569194
S22825,6.21378,5.975162,6.365438,6.682004,6.412874,5.059172,5.61066
S22828,6.224866,6.081076,6.4903,6.66606,6.64318,4.979846,5.591574
S22830,6.16197,5.89959,6.25367,6.775144,6.235924,4.99322,5.46394
S22834,6.209816,6.06534,6.5683,6.750554,6.578714,4.961412,5.663166
S22838,6.20001,5.910742,6.3218,6.65391,6.43526,4.989248,5.523088
S2284,6.12175,6.04467,6.364864,6.662496,6.568376,4.990912,5.478622
S22847,6.202746,6.067334,6.360278,6.693366,6.514784,5.024752,5.589774
S2285,6.191836,6.111192,6.436488,6.686304,6.606774,4.99146,5.445912
S22851,6.097656,6.040226,6.490554,6.711292,6.609222,4.957542,5.662402
S22852,6.20439,6.022828,6.387646,6.77231,6.506918,4.945472,5.598064
S22854,6.198286,5.966284,6.43492,6.590086,6.597888,5.09873,5.683516
S22855,6.328502,6.2029,6.309144,6.75996,6.37981,5.032458,5.426534
S22859,6.06212,5.892104,6.410182,6.717598,6.49529,4.896324,5.540042
S22860,6.226006,6.092764,6.4605,6.80392,6.56769,4.899786,5.512804
S22865,6.262462,6.054846,6.37457,6.814544,6.423388,4.945354,5.544522
S22873,6.33907,6.150084,6.367398,6.692734,6.39826,5.06557,5.444296
S22896,6.170602,5.95209,6.426492,6.703732,6.50205,4.879024,5.577922
S229,6.206162,5.925082,6.305342,6.673092,6.312426,5.059454,5.55545
S22904,6.179582,6.027264,6.23044,6.748646,6.271888,4.999478,5.3636
S22907,6.101688,5.984606,6.199082,6.606862,6.316274,5.055242,5.536536
S22911,6.36651,6.08236,6.409176,6.720502,6.54107,5.066764,5.712512
S22915,6.123346,5.945044,6.388102,6.668482,6.542642,5.004224,5.595046
S22923,6.136132,6.033458,6.394964,6.678288,6.48225,4.965416,5.488084
S22929,6.310396,6.181156,6.384284,6.805256,6.473012,5.028634,5.450356
S22931,6.2262,5.983334,6.448426,6.650658,6.661918,4.953084,5.75927
S22932,6.238898,5.977344,6.49016,6.739134,6.677126,4.864648,5.646656
S22937,6.108458,5.840892,6.381818,6.697106,6.529686,4.911474,5.686854
S22939,6.3038,6.191074,6.430024,6.739436,6.509776,5.046854,5.552998
S22942,6.137672,6.19044,6.271874,6.639792,6.343206,5.09403,5.385942
S22945,6.217866,6.036906,6.490634,6.844786,6.745134,4.938396,5.586758
S22947,6.20378,6.154412,6.139124,6.639692,6.228684,5.112604,5.264534
S22948,6.232074,6.036902,6.447876,6.683336,6.567318,4.957186,5.572432
S22952,6.100434,6.213348,6.219384,6.565944,6.324412,5.21083,5.32896
S22953,6.22489,5.887342,6.318958,6.74498,6.391536,4.97437,5.505064
S22955,6.118802,6.016618,6.290612,6.706208,6.3817,4.993842,5.641034
S22957,6.243448,6.058384,6.408548,6.817092,6.484658,4.871384,5.53387
S22958,6.22673,6.09344,6.394966,6.761528,6.518972,4.935042,5.456532
S22963,6.251044,6.025124,6.492596,6.69696,6.577862,5.047598,5.710772
S22966,6.12266,5.941702,6.433312,6.747062,6.456276,4.973942,5.643194
S22969,6.209336,6.033112,6.210026,6.695348,6.254176,5.070318,5.34881
S22970,6.255212,5.967002,6.17106,6.613238,6.230052,5.10159,5.726542
S22977,6.16824,5.99171,6.412586,6.733518,6.532008,4.959392,5.593346
S22980,6.238232,6.049146,6.32757,6.720558,6.568756,5.085648,5.478654
S22988,6.316396,6.284734,6.470376,6.796854,6.629062,5.059152,5.477556
S22989,6.13267,5.882128,6.469012,6.594224,6.703814,4.910358,5.687066
S2299,6.085724,5.921508,6.300024,6.693828,6.4676,4.900512,5.466702
S22994,6.099212,5.890402,6.295124,6.569822,6.39803,5.07928,5.680436
S22998,6.14211,6.025336,6.149194,6.713194,6.220384,5.093726,5.29647
S230,6.180152,5.970218,6.220464,6.620862,6.25059,5.072498,5.571282
S23007,6.16726,6.034906,6.416414,6.757614,6.471412,4.921478,5.472112
S23008,6.064356,5.974932,6.329924,6.599616,6.551598,4.97287,5.513366
S23009,6.130018,5.969974,6.358896,6.69836,6.547944,4.998934,5.52528
S23012,6.17446,5.88789,6.42483,6.796154,6.581118,4.900316,5.641026
S23014,6.130372,5.875628,6.53281,6.663378,6.688242,4.890502,5.737732
S23015,6.152808,6.070024,6.392004,6.717654,6.540808,4.978808,5.50447
S23017,6.16033,6.102092,6.329784,6.717996,6.421306,5.018126,5.451058
S23023,6.184494,6.071026,6.382418,6.733946,6.560036,4.923554,5.493082
S23030,6.171874,5.92319,6.379372,6.580398,6.381052,5.023816,5.658946
S23042,6.218206,5.936386,6.26044,6.556244,6.251964,5.07201,5.741044
S23048,6.229044,6.18098,6.4063,6.739902,6.552548,4.993564,5.485794
S23058,6.27137,6.129238,6.408056,6.65005,6.44674,5.06225,5.393258
S23065,6.162354,6.151574,6.335262,6.503284,6.294144,5.170696,5.470414
S23067,6.287846,6.220348,6.299174,6.672422,6.327824,5.09856,5.521662
S23086,6.26515,6.03849,6.366498,6.590704,6.374202,5.140576,5.625442
S23087,6.16658,5.92705,6.440966,6.677624,6.490826,4.863006,5.656572
S23089,6.226056,6.02844,6.39614,6.597482,6.439616,5.017316,5.633934
S2309,6.39337,6.194402,6.49848,6.769044,6.660096,5.04637,5.790216
S23093,6.104692,6.037908,6.16285,6.639958,6.300884,5.082866,5.405624
S23112,6.2262,5.988394,6.160438,6.804336,6.359234,4.967028,5.46569
S23124,6.11064,6.08833,6.269712,6.713436,6.356556,5.090874,5.400248
S23126,6.14596,5.983846,6.448848,6.703804,6.573036,4.895484,5.55352
S23130,6.25328,6.165772,6.418338,6.882942,6.579746,5.037762,5.51018
S23136,6.32098,6.05258,6.401646,6.890714,6.50094,4.919644,5.553324
S23141,6.222468,6.207986,6.250176,6.593356,6.22729,5.163814,5.427752
S23144,6.310536,6.339508,6.442348,6.650486,6.502618,5.094106,5.339642
S23159,6.197582,6.18863,6.27845,6.546452,6.45514,5.158504,5.448058
S23162,6.17325,5.97274,6.328212,6.5867,6.548208,4.93893,5.612878
S23163,6.253844,6.251918,6.411878,6.86006,6.47432,5.073392,5.433594
S23166,6.260798,6.09839,6.418726,6.816318,6.60128,4.953056,5.54722
S23170,6.18776,6.086744,6.371488,6.836022,6.463938,4.94861,5.526708
S2318,6.114268,5.860906,6.272752,6.569318,6.348202,4.998404,5.801388
S23184,6.258822,6.0163,6.462242,6.803006,6.498596,4.870364,5.556012
S23185,6.166902,5.890014,6.462854,6.752422,6.68806,4.84593,5.539176
S23187,6.048944,5.970808,6.258202,6.616978,6.457408,4.919978,5.515538
S2319,6.245668,6.041388,6.371718,6.692244,6.471168,4.981962,5.524192
S23192,6.211322,6.06835,6.476986,6.59698,6.65875,4.998664,5.59954
S23193,6.278004,5.99668,6.33232,6.645194,6.44584,5.037932,5.659794
S23207,6.190102,6.106054,6.311954,6.59595,6.337318,5.141516,5.43219
S23208,6.127826,5.994388,6.393444,6.715868,6.473232,4.9927,5.49363
S23214,6.213064,6.075128,6.475568,6.84245,6.59708,5.00184,5.629394
S23216,6.156364,6.066082,6.090332,6.680352,6.185566,5.117516,5.425226
S23221,6.283994,5.96631,6.493334,6.624114,6.556236,5.030724,5.818838
S23223,6.117238,6.059048,6.354404,6.708972,6.5081,4.974106,5.459428
S23227,6.15283,6.019506,6.416916,6.74196,6.500116,4.905572,5.546816
S23233,6.179902,5.894312,6.304074,6.531016,6.37842,5.049894,5.7904
S23237,6.276056,6.021086,6.322194,6.82336,6.36936,5.043486,5.508596
S23250,6.22096,5.974576,6.431532,6.770218,6.619874,4.987978,5.536024
S23273,6.291392,6.145372,6.396104,6.731594,6.451562,5.01785,5.446652
S23274,6.146052,5.883494,6.3376,6.63833,6.37056,5.019076,5.674442
S23277,6.229902,5.99596,6.349974,6.769186,6.424738,5.015286,5.659736
S23279,6.218518,5.935484,6.405906,6.702198,6.44805,4.937474,5.735368
S23292,6.179744,6.031556,6.336776,6.638212,6.56317,5.061038,5.545524
S23309,6.291272,6.2174,6.469012,6.797218,6.455906,4.982322,5.42617
S23316,6.198354,6.148706,6.250498,6.68762,6.382494,5.074566,5.289968
S23321,6.306412,6.218066,6.282778,6.735186,6.360304,5.091962,5.52157
S23323,6.139924,5.953252,6.245412,6.69281,6.33944,5.066472,5.543916
S23326,6.189034,6.087304,6.336014,6.610214,6.447842,5.063944,5.486184
S23328,6.206102,5.964444,6.38999,6.716342,6.437432,4.961016,5.579378
S23330,6.235402,6.055152,6.338596,6.733364,6.517394,5.048614,5.604594
S23337,6.244628,6.020354,6.193868,6.80545,6.295286,4.945982,5.497492
S23338,6.082732,5.887728,6.422764,6.740338,6.496672,4.971976,5.614462
S23343,6.192602,5.997198,6.387594,6.69357,6.511228,4.899934,5.685524
S23351,6.278452,6.084054,6.48963,6.735202,6.59147,5.03661,5.727704
S23363,6.22107,6.00061,6.325738,6.728588,6.502008,4.964168,5.617478
S23364,6.231946,5.999242,6.432088,6.708614,6.372758,4.986652,5.59201
S2337,6.231448,6.097296,6.40926,6.853352,6.506528,5.01796,5.56471
S23371,6.08983,5.877102,6.423948,6.6219,6.59576,4.892478,5.672336
S23374,6.235612,5.99449,6.334454,6.7456,6.399186,5.03703,5.65565
S23382,6.185054,6.064392,6.441892,6.735988,6.545568,4.984594,5.518198
S23385,6.219934,6.136202,6.389944,6.78992,6.407926,5.025752,5.452878
S23388,6.377946,6.402244,6.355326,6.695752,6.396542,5.125898,5.26928
