ID,CD38.negative.naive.B.cell,memory.B.cell,CD14.positive..CD16.negative.classical.monocyte,cytotoxic.CD56.dim.natural.killer.cell,mature.neutrophil,memory.CD4.positive.alpha.beta.T.cell,CD4.positive..alpha.beta.T.cell,memory.CD8.positive.alpha.beta.T.cell
S21695,8.36387,7.876388,8.383742,8.206094,9.845374,8.160432,8.660606,8.11908
S21696,8.397846,8.097984,8.563964,8.39755,10.03513,8.220164,8.838138,8.295558
S21697,8.034048,7.82671,8.199844,8.062806,9.794536,7.843988,8.507754,7.870636
S21710,8.014604,7.88425,8.3856,8.154172,9.820424,7.94425,8.496742,7.95218
S21715,8.163538,7.868514,8.357198,8.191964,9.964284,8.009052,8.739112,8.096376
S21726,8.00308,7.839848,8.213176,8.054028,9.960462,7.992276,8.822288,7.948988
S21740,8.403448,7.91577,8.440398,8.262824,9.943386,8.252544,8.882626,8.13501
S21750,8.03006,7.70098,8.239254,7.963828,9.80157,7.832484,8.632002,7.89747
S21753,8.369086,8.059444,8.44644,8.494812,10.139878,8.301104,8.855352,8.238888
S21754,8.098244,7.961186,8.33859,8.098958,10.15027,8.007402,8.688642,8.039212
S21761,8.27752,7.947964,8.380776,8.223348,9.858724,8.209092,8.891652,8.155014
S21773,8.331688,7.974198,8.39776,8.31453,9.956364,8.199302,8.6895,8.144518
S2178,8.468864,7.926918,8.697706,8.373544,10.294122,8.17219,8.647952,8.157058
S21780,8.128682,7.838292,8.239686,8.27251,9.887968,7.917898,8.44217,7.983084
S21781,8.48441,7.90657,8.45845,8.279942,9.850154,8.305222,8.879252,8.24606
S21783,8.273458,7.89571,8.508694,8.283092,9.983872,8.00927,8.47703,7.992674
S21791,8.267424,7.81745,8.431554,8.319288,9.95164,7.941524,8.462128,7.99831
S21797,8.033146,7.79207,8.326448,8.044636,9.9988,7.960188,8.657154,7.936706
S2180,8.2615,7.99709,8.358962,8.32341,9.914574,8.090042,8.63878,8.148018
S21805,8.332102,7.760604,8.16558,8.042948,9.945928,7.948872,8.604402,7.983738
S21811,8.177608,7.9118,8.379192,8.519082,9.785696,8.119862,8.412216,8.233584
S21822,8.336108,7.976946,8.419362,8.225168,9.873738,8.167006,8.797798,8.106044
S21828,8.260756,8.04797,8.39024,8.27378,9.75557,8.156744,8.939146,8.0779
S21829,8.198268,8.102562,8.720626,8.359296,10.300686,8.234248,8.804256,8.214508
S21832,8.03156,7.68866,8.268642,8.00975,9.802442,7.830374,8.413378,7.960718
S21834,8.22634,8.044512,8.510524,8.315722,10.096026,8.119062,8.767306,8.072892
S21836,7.841208,7.654584,7.984398,7.978826,9.44905,7.67832,8.48681,7.825888
S21838,8.059308,7.817338,8.397506,8.240482,9.98066,8.011016,8.692886,8.048778
S21839,8.02832,7.66436,8.08603,7.977984,9.86555,7.81623,8.494578,7.93075
S21845,8.373798,7.918122,8.450304,8.196274,9.953408,8.163646,8.72859,8.043432
S21857,8.548154,8.16319,8.74467,8.519694,10.019884,8.441688,8.884976,8.411658
S21859,7.909218,8.186072,8.463654,8.432058,9.87905,8.327636,9.173094,8.260864
S21863,8.329414,7.968598,8.551276,8.28944,9.859982,8.209608,8.768834,8.20284
S21867,8.284022,7.95062,8.597046,8.25164,9.952292,8.047698,8.605028,8.179476
S2187,8.048842,7.909982,8.241058,8.129134,9.995128,7.992572,8.836644,8.030094
S21895,8.24408,7.836376,8.309168,8.148852,9.977636,7.98236,8.510264,7.94649
S21900,8.253714,7.852812,8.320326,8.233206,9.961052,8.18936,8.907958,8.099582
S21906,8.019372,7.860152,8.250002,8.002042,9.800764,7.974206,8.830336,7.987326
S21913,8.340974,7.99325,8.387776,8.261004,9.849218,8.059724,8.708748,8.108438
S21917,8.071152,7.798924,8.280978,8.011442,9.757942,7.8903,8.64392,7.96767
S21919,8.02399,7.990666,8.380532,8.158958,10.049564,7.991952,8.863602,8.133184
S2192,8.503234,8.388036,8.890764,8.788098,10.14633,8.708508,9.278708,8.48264
S21936,8.221794,8.052092,8.525946,8.380854,9.951604,8.14983,8.667594,8.181462
S21937,8.073082,7.788704,8.308216,8.131586,9.895788,7.88801,8.592388,7.997108
S21942,8.352036,8.121232,8.740638,8.439556,10.126458,8.313798,8.877168,8.212016
S21948,7.686846,7.531562,8.033938,7.69607,9.482824,7.46213,8.287828,7.739074
S21957,8.556176,8.206976,8.52417,8.524978,9.997928,8.358652,8.790892,8.385946
S21959,7.779388,7.89972,8.04335,8.20814,9.641384,7.982192,8.717162,7.986968
S21960,7.741548,7.518918,7.85043,7.70229,9.691746,7.45355,8.167542,7.61569
S21961,8.07392,8.20212,8.34107,8.318976,9.961966,8.343336,9.319616,8.200344
S21976,8.29531,8.116526,8.524216,8.50526,9.831228,8.345506,8.824328,8.24229
S21979,8.315376,7.917496,8.28323,8.159972,9.807064,8.272962,8.844818,8.192036
S21980,8.034048,7.81728,7.883184,7.941216,9.541078,7.958186,8.781602,8.026356
S21984,7.783672,7.921912,8.397912,8.039596,9.90287,7.85986,8.516984,8.016344
S2199,8.144032,7.986298,8.28201,8.143738,9.847646,8.095482,8.816858,8.075782
S21994,8.136472,7.802316,8.329756,8.172016,9.921332,7.9882,8.591076,8.09069
S21999,8.26228,7.94562,8.471942,8.200728,9.906494,8.163556,8.674212,8.141738
S22002,8.476286,7.950464,8.56106,8.340158,9.89557,8.394284,8.839678,8.438204
S22011,8.059422,7.649282,8.09295,7.978624,9.739462,7.834752,8.499518,7.89495
S22023,7.885518,7.568076,8.074038,7.764776,9.775922,7.469566,8.339718,7.64131
S22025,8.165132,8.210404,8.32449,8.370172,9.866594,8.400226,9.251406,8.196402
S22026,8.500004,8.034896,8.566118,8.405316,10.082492,8.272968,8.671334,8.27435
S22032,7.773056,7.726926,8.34947,7.996776,9.907454,7.651456,8.28932,7.870812
S22034,8.156162,8.048582,8.482696,8.37944,10.04751,8.082726,8.673276,8.105082
S22038,8.096752,7.950406,8.268892,8.255434,10.028646,8.105136,8.678982,8.049648
S22041,8.314048,8.00124,8.599908,8.442088,10.308526,8.159304,8.770558,8.224686
S22046,8.29505,7.935804,8.468208,8.330996,9.926082,8.140236,8.76311,8.23902
S22048,8.20824,8.165394,8.729652,8.456292,9.95133,8.376868,8.96449,8.182602
S2207,8.299682,8.28825,8.777338,8.536162,10.09462,8.406148,9.053484,8.275092
S22070,8.250816,7.862886,8.331048,8.239408,10.03308,8.017848,8.494896,8.02039
S22075,8.354086,7.942068,8.319546,8.354124,9.72627,8.147888,8.657462,8.147698
S22077,8.231692,7.973404,8.517182,8.317452,9.84807,8.058856,8.600544,8.063868
S22078,8.022048,7.852074,8.34322,8.214114,9.993778,7.930522,8.533408,8.007256
S2210,8.106902,8.054832,8.516494,8.321124,9.851994,8.167778,8.827402,8.065802
S22100,8.217906,7.767122,8.54679,8.092882,10.026226,7.857362,8.458938,7.880146
S22106,8.132008,7.894344,8.221564,8.034926,9.804056,8.08186,8.867446,8.026898
S22109,8.115006,7.73201,8.38316,8.077746,10.000328,7.802184,8.497668,8.024134
S22110,8.395844,7.982034,8.62411,8.277492,9.781462,8.236914,8.480882,8.371984
S22113,8.155856,8.064444,8.261828,8.150182,9.845882,8.27287,9.11295,8.080444
S22114,8.072062,8.01083,8.456612,8.396334,9.89413,8.036136,8.66839,8.069152
S22117,8.139138,7.88254,8.539864,8.350168,9.9271,8.02414,8.627246,8.124344
S2212,8.13426,7.83725,8.288438,8.042576,9.875782,7.919902,8.48114,7.91737
S22126,8.36425,8.091434,8.573636,8.320044,10.040236,8.352544,8.965104,8.29734
S22129,8.124582,7.746638,8.274234,8.080948,9.881224,7.81839,8.458364,7.885872
S22131,8.468316,8.088694,8.63163,8.222038,9.9076,8.271404,8.579694,8.315224
S22144,8.07131,8.246862,8.602054,8.662566,9.947334,8.294786,8.883258,8.25888
S22147,8.160892,7.68076,8.214144,7.935672,9.968424,7.813136,8.334326,7.876314
S22148,8.239604,7.955344,8.55124,8.286876,10.072978,8.12236,8.76719,8.102972
S22150,8.046118,7.92462,8.429174,8.378738,9.665436,7.976122,8.617168,8.038126
S22151,8.039688,7.889302,8.29756,8.188952,9.925772,8.040936,8.866852,8.047048
S22160,8.247324,7.698834,8.31537,8.087286,10.087076,7.935378,8.46673,8.001808
S22166,8.408252,7.866564,8.363038,8.231506,9.860622,8.108998,8.746628,8.061216
S22173,8.37619,8.082672,8.506432,8.32303,10.058148,8.216554,8.707756,8.125626
S22174,8.173622,7.863306,8.461006,8.210428,9.909656,7.969554,8.529502,8.054878
S22177,8.32132,8.091282,8.605664,8.501766,10.12285,8.303006,8.726276,8.31154
S22178,8.2797,7.916002,8.502328,8.123356,9.90576,8.055048,8.713846,8.110426
S22181,8.3618,8.048084,8.456824,8.360178,9.884288,8.301676,8.898602,8.168402
S22185,8.469012,8.08829,8.844192,8.540648,10.120868,8.206218,8.736056,8.158396
S22189,8.17433,8.058778,8.597636,8.357992,10.122398,8.187446,8.786306,8.152218
S22191,8.054714,8.208746,8.525038,8.433682,10.01173,8.327688,9.030074,8.2181
S222,8.339656,7.96939,8.393826,8.299964,9.927584,8.19795,8.824072,8.114234
S2220,8.226624,7.84581,8.257744,8.119628,9.910654,7.904418,8.702114,8.000636
S22226,8.056598,7.737372,8.26795,8.20769,9.731368,7.779364,8.34917,8.010654
S22227,8.224364,7.991764,8.417524,8.280372,9.701762,8.176416,8.839116,8.124184
S22231,7.820102,7.696502,8.301008,8.108444,9.948944,8.102756,8.57026,8.039532
S22238,8.095122,7.902298,8.347942,8.09425,9.807372,8.027386,8.802146,8.046326
S2224,8.344932,8.035542,8.39645,8.289576,10.063736,8.193852,8.764632,8.099256
S22249,8.270568,8.016646,8.631414,8.403384,10.20142,8.277964,8.831294,8.235372
S22257,8.180776,7.902228,8.192362,8.176468,9.81115,8.00331,8.743086,8.068842
S22259,8.046648,8.062942,8.58966,8.406302,9.948148,8.068356,8.803972,8.063672
S2226,8.256372,7.864512,8.267774,8.127094,9.869898,8.14115,8.861428,8.13555
S22260,8.244264,7.885732,8.388462,8.152396,10.009242,8.188702,8.820088,8.10845
S22262,7.738106,7.680026,8.02081,7.73557,9.663976,7.597212,8.412064,7.8164
S22268,7.717604,7.821392,8.28486,8.010968,9.74652,7.69872,8.454968,7.812864
S22275,7.912236,7.82409,8.260264,8.090338,9.842278,7.828622,8.507496,7.923906
S22289,8.25815,7.868074,8.359036,8.155094,9.913618,7.94246,8.676772,8.050832
S2229,8.254214,7.883812,8.358782,8.201132,9.958218,8.033868,8.688118,8.014298
S22295,8.336448,7.907258,8.287554,8.178688,9.890206,8.065806,8.683518,8.065858
S22296,7.989984,7.61315,8.070332,7.825332,9.83817,7.753398,8.500332,7.82718
S22301,8.20597,7.939638,8.32065,8.205562,9.745264,8.081532,8.806732,7.977752
S22320,8.194664,7.911104,8.0967,8.233984,9.562276,8.02776,8.693394,8.053276
S22323,8.099222,7.945978,8.588834,8.307388,10.121796,8.027396,8.719526,8.004404
S22326,8.361378,7.95658,8.40278,8.275916,10.02702,8.032384,8.704996,8.102292
S22327,8.364472,8.329362,8.714536,8.557686,10.193282,8.540232,9.186662,8.333482
S22333,8.432808,8.094138,8.39626,8.447472,9.65346,8.397156,8.88832,8.209976
S22335,8.30466,7.977618,8.503052,8.188558,9.83003,8.226124,8.910108,8.164252
S22336,7.86877,7.694032,8.256096,7.988694,9.77649,7.71359,8.321506,7.805324
S22343,7.585876,7.673796,8.12706,8.004492,9.68831,7.839622,8.78581,7.830384
S22352,8.367374,7.812836,8.313956,8.229366,9.836118,7.963796,8.0365,8.182942
S22371,8.16919,7.857064,8.178886,8.04246,9.726188,7.982484,8.88878,7.983466
S22372,7.707752,7.706518,8.153962,7.927496,9.736432,7.616296,8.414876,7.73283
S22375,8.136322,7.685818,8.330684,7.995406,10.01124,7.877416,8.484282,7.900828
S22376,8.234368,8.08125,8.470872,8.37052,9.851672,8.146172,8.702036,8.149462
S22377,7.876368,7.713088,8.264718,7.846864,9.85463,7.67091,8.057552,7.837412
S22388,8.229166,8.010166,8.572322,8.233886,10.167168,8.148854,8.720632,8.086098
S22392,7.96247,7.829498,8.208752,7.961934,9.87901,7.795232,8.599986,7.962668
S22395,8.361896,8.000384,8.582134,8.318716,9.98843,8.238912,8.752082,8.205878
S22396,8.34311,8.137958,8.547072,8.655564,10.16886,8.343454,8.814738,8.423698
S22406,8.1561,7.947572,8.48277,8.287086,9.906932,7.9646,8.583602,8.017858
S22407,8.178826,7.751686,8.071828,8.065854,9.70686,7.978802,8.684296,8.002962
S22408,7.920078,7.928046,8.175568,8.0471,9.691846,8.038534,8.94203,8.0365
S22412,8.202112,7.876262,8.225642,8.109006,9.991786,7.936816,8.751994,7.92419
S22416,8.51395,7.885398,8.421376,8.300356,9.958202,8.268944,8.882626,8.204666
S22418,8.11795,8.057826,8.151506,8.085696,9.887756,8.155802,9.097262,8.114654
S22421,8.123502,7.85144,8.38035,8.121558,9.773112,7.982876,8.670426,8.065958
S22423,8.526948,8.050712,8.372894,8.272126,9.967498,8.317012,8.919498,8.226156
S22424,8.10736,7.964274,8.360136,8.257694,9.878728,8.238606,8.944996,8.139004
S22425,8.368836,7.912472,8.385088,8.160846,9.851848,8.204388,8.88993,8.108126
S22427,7.686604,8.029678,8.18111,8.229714,9.839312,8.080666,8.965834,8.017
S2243,8.063828,7.839188,8.377996,8.160442,9.97242,7.82997,8.53005,7.9921
S22434,8.172422,7.733634,8.25933,8.007516,9.40922,7.993814,8.563504,7.982674
S22441,8.445896,8.033352,8.5885,8.423144,10.180526,8.24868,8.790654,8.22207
S22447,8.2704,7.963016,8.605158,8.275676,10.075,8.093586,8.652514,8.150778
S22455,8.00794,7.97652,8.411234,8.246052,9.950962,7.97264,8.830738,7.960032
S22459,8.459244,8.006818,8.493346,8.3139,9.930868,8.29829,8.898074,8.212298
S22466,8.211894,8.117126,8.465446,8.291754,9.944404,8.326868,9.076632,8.234724
S22467,8.081396,7.753382,8.444552,8.10568,9.958848,7.938258,8.641254,7.982188
S22468,8.348116,7.700698,8.073888,7.948708,9.867644,7.942266,8.745118,7.919818
S22470,8.152574,7.836134,8.266176,8.274722,9.813344,8.043334,8.560988,8.146444
S22475,7.88163,7.58235,8.144626,7.916492,9.659588,7.648818,8.33627,7.869616
S22481,8.307598,8.224312,8.76295,8.54943,10.1027,8.413462,8.959178,8.320496
S22482,8.319098,7.906752,8.550108,8.31516,10.100214,8.09385,8.693546,8.210288
S22485,8.419588,7.92259,8.53511,8.407576,9.917324,8.133144,8.646046,8.135324
S22486,8.499728,8.123492,8.678396,8.424092,10.14422,8.30428,8.82706,8.331514
S22493,8.378478,7.905678,8.58831,8.338748,9.79469,8.205042,8.69343,8.269032
S22498,8.042076,7.737444,8.264486,8.091464,9.823606,7.781396,8.479286,7.993402
S225,8.128396,7.846716,8.498318,8.10074,10.056376,8.020266,8.602548,7.972242
S22507,8.022522,7.854078,8.29387,8.183058,10.123398,7.97674,8.655986,8.00736
S22514,7.833354,7.697098,8.04296,7.948974,9.844626,7.83263,8.641838,7.910506
S22515,8.287826,8.093272,8.559544,8.483048,10.197894,8.133488,8.758896,8.088478
S22516,7.876008,7.688246,8.304866,7.964044,9.833184,7.687548,8.115528,7.96117
S22517,8.384418,7.906448,8.236976,8.259592,9.889798,8.176514,8.79632,8.207326
S22519,8.311512,8.141736,8.606842,8.394286,9.985952,8.393822,8.878456,8.224872
S22521,8.325024,8.007638,8.564312,8.310616,9.982598,8.167406,8.741382,8.166794
S22523,8.429092,7.922978,8.330222,8.196776,9.805494,8.249112,8.802802,8.206676
S2253,8.225924,7.8549,8.372388,8.070682,9.943486,8.07131,8.755018,8.002024
S22537,8.22124,8.188236,8.568808,8.409248,10.107722,8.381264,9.055988,8.403666
S22542,8.31113,8.252794,8.491362,8.521262,9.516128,8.413016,9.047004,8.382114
S22543,8.159798,8.205892,8.516808,8.417734,10.136244,8.386202,9.132254,8.19675
S22549,8.18286,7.999212,8.538268,8.277074,10.00877,8.063292,8.692048,8.11038
S2255,7.65105,7.735028,8.070812,7.866216,9.739836,8.045796,8.77851,7.838194
S22551,8.120978,7.681,8.268776,7.958606,9.80041,7.895688,8.621882,7.95829
S2256,8.417186,8.081018,8.588438,8.407848,9.930936,8.365534,8.942742,8.227612
S22561,8.47743,8.182636,8.650868,8.565064,10.029694,8.492518,9.128226,8.46935
S2257,8.081888,7.934988,8.457378,8.35424,10.035764,8.095382,8.690286,8.141246
S22572,7.872948,8.024756,8.499236,8.467956,9.964572,8.04432,8.73335,7.966102
S22578,8.176714,7.99609,8.566946,8.394382,10.042252,7.98249,8.448638,8.111196
S22584,8.161786,7.77313,8.222522,8.079504,9.761384,7.86612,8.532016,7.910666
S22592,8.089034,8.25285,8.537334,8.567632,9.877652,8.286546,8.912292,8.149118
S22593,8.40449,8.052988,8.512388,8.362668,9.991402,8.272342,8.870462,8.156446
S22603,8.23176,7.661574,8.179714,8.057778,9.77777,7.90258,8.408214,7.915662
S22606,7.706172,7.69754,8.151602,8.051112,9.89748,7.644608,8.295858,7.777096
S22608,8.21765,8.244358,8.582108,8.460346,9.908334,8.2949,8.830468,8.28046
S22609,8.488012,7.933958,8.36823,8.382578,9.852972,8.275748,8.786974,8.166954
S22614,8.465196,7.839778,8.398432,8.298306,9.915516,8.22931,8.783492,8.085338
S22617,8.152298,7.798122,8.529258,8.309218,10.237548,8.008706,8.517592,8.07766
S22628,7.954042,8.149212,8.44424,8.298088,9.876828,8.120524,9.084698,8.094448
S22639,7.792372,7.815616,8.170232,8.038322,9.61771,7.76141,8.52177,7.899452
S22643,7.845894,7.713632,8.022224,7.882314,9.747558,8.13571,8.751146,7.94853
S22649,8.4109,7.885084,8.551332,8.346266,10.147954,8.13707,8.640604,8.12452
S22654,8.297122,8.012388,8.588102,8.338644,10.162662,8.170598,8.652778,8.161318
S22655,8.379594,8.013732,8.504722,8.321396,10.127224,8.219268,8.88163,8.19816
S22660,8.04844,7.963572,8.48409,8.385768,10.181334,7.986542,8.512224,8.036282
S22664,8.243922,8.073206,8.473806,8.248744,9.873668,8.164472,8.764976,8.04047
S22666,8.30337,7.97768,8.369676,8.166714,9.772144,8.065224,8.76012,8.002464
S22669,8.369494,7.99363,8.34534,8.185096,9.962296,8.160534,8.834888,8.175198
S22677,8.260778,7.95735,8.41873,8.165038,9.845442,8.075932,8.77517,8.046452
S22690,7.955654,7.82275,8.233158,7.810934,9.490804,7.875238,8.638,7.817536
S22695,8.17655,7.802866,8.313026,7.97922,9.891468,8.072566,8.766834,8.020364
S22714,8.216204,8.146594,8.288536,8.361636,9.933964,8.308084,9.046526,8.289864
S22716,8.130062,7.84485,8.10034,8.013006,9.610862,7.999662,8.980886,8.034242
S22717,8.289418,8.130914,8.757078,8.461188,10.023858,8.376582,9.022074,8.248224
S22724,8.33243,7.945348,8.217254,8.157166,9.870434,8.178728,8.740076,8.101104
S22725,8.340252,7.995152,8.387536,8.324712,10.01345,8.143528,8.735188,8.146234
S22729,8.457662,8.04087,8.423108,8.289618,10.085452,8.332746,9.018562,8.217872
S22736,8.103832,7.785268,8.228108,7.995332,9.729394,7.922494,8.737826,7.981574
S22739,7.878516,7.776982,8.17883,8.033086,9.761386,7.920902,8.686588,7.844932
S22743,8.258122,7.972474,8.671648,8.43174,10.191266,8.044746,8.471762,8.097064
S22748,8.266466,8.088394,8.529086,8.287884,10.029322,8.376498,9.03164,8.196708
S22757,8.295146,7.949952,8.378034,8.261536,9.953812,8.178874,8.787398,8.136768
S22767,8.015902,7.86865,8.301984,8.166008,9.829704,7.845116,8.52816,7.998136
S22769,7.979438,7.885642,8.38818,8.194434,9.792706,7.876734,8.559856,8.024294
S22771,8.259596,7.957844,8.33105,8.094578,9.792648,8.23222,8.848154,8.122142
S22772,8.238568,8.268616,8.895722,8.603448,10.174868,8.262488,8.77418,8.297028
S22773,8.465572,8.081976,8.485176,8.391994,9.979646,8.285488,8.834934,8.191714
S22784,8.081574,7.807576,8.304734,8.035222,10.003368,7.964566,8.698516,7.939538
S22787,8.15932,7.777098,8.283658,8.230018,10.021312,7.838864,8.47413,7.971418
S22791,8.13054,7.794624,8.337756,8.046342,9.838548,8.005122,8.578576,8.058348
S22795,7.976404,8.062518,8.4512,8.429274,10.125788,8.035872,8.784492,8.202686
S22805,8.330978,8.074088,8.799128,8.333992,10.27884,8.100814,8.678604,8.163566
S22807,8.078078,7.880822,8.23554,8.120876,9.912852,7.914446,8.569066,7.906786
S22808,8.329828,8.107308,8.487914,8.408954,9.975146,8.212824,8.81079,8.247302
S22809,8.332936,7.800638,8.321366,8.060274,10.14231,8.018548,8.591016,7.903072
S2281,8.076686,7.903122,8.463366,8.226234,9.897006,8.083222,8.869278,8.061104
S22811,8.227204,8.009092,8.4367,8.169762,9.88187,8.18434,8.786582,8.091762
S22822,8.185022,7.8314,8.280928,8.15289,9.671,7.881382,8.628568,7.99274
S22825,8.146572,7.9923,8.336108,8.127398,9.82788,8.14291,8.74283,8.048604
S22828,8.34307,8.027892,8.61145,8.435602,9.809574,8.249664,8.776608,8.179042
S22830,8.178018,7.669554,8.33128,7.854132,9.797494,7.729864,8.477128,7.92226
S22834,8.437574,8.112228,8.68583,8.407576,10.095394,8.313362,8.905028,8.222992
S22838,8.070932,8.04873,8.27805,8.290574,9.840748,8.163988,8.895068,8.157498
S2284,8.248588,7.910052,8.14074,8.030246,9.601264,7.911346,8.600902,7.969268
S22847,8.126468,7.983186,8.301728,8.20524,9.851114,8.109016,8.85845,8.043826
S2285,8.328258,8.146038,8.477826,8.546752,9.796036,8.34597,8.915446,8.276192
S22851,8.333794,7.920762,8.263856,8.255092,9.856728,8.190378,8.730824,8.16536
S22852,8.30986,7.863474,8.433632,8.228126,9.982862,8.077578,8.662082,8.093932
S22854,8.114466,7.996942,8.244632,8.1568,9.56815,8.173438,8.916698,8.254492
S22855,8.042464,8.118586,8.683388,8.542388,10.057156,8.235904,8.680322,8.250154
S22859,8.27168,7.84159,8.190992,8.097052,9.920836,8.027392,8.682936,7.990362
S22860,8.521256,8.023252,8.69143,8.465168,10.09307,8.251642,8.741602,8.147402
S22865,8.382652,7.969146,8.537764,8.1505,10.020602,8.107614,8.764652,8.13615
S22873,8.22564,8.14329,8.629932,8.486004,9.97778,8.152758,8.822636,8.206534
S22896,8.452806,7.834394,8.667592,8.316722,9.902498,8.160554,8.607034,8.155244
S229,7.952454,7.962544,8.280698,8.212246,9.919144,8.053592,8.84038,8.097558
S22904,7.989116,7.704132,8.282338,8.006318,9.893274,7.733226,8.340274,7.943644
S22907,7.931712,7.542328,8.041474,7.825938,9.80679,7.76536,8.42025,7.799726
S22911,8.421474,8.211332,8.75891,8.565404,10.197194,8.471402,9.139204,8.273302
S22915,8.309572,7.843944,8.189272,8.022018,9.726532,8.133186,8.745952,8.075656
S22923,8.292692,7.908506,8.428494,8.410024,9.844206,8.155992,8.665526,8.02314
S22929,8.311902,8.064064,8.602564,8.378812,9.933964,8.155408,8.471714,8.21507
S22931,8.266398,7.973662,8.368914,8.243066,9.893108,8.265656,8.913436,8.22108
S22932,8.448348,8.077096,8.649772,8.443778,10.142524,8.390576,8.944544,8.345924
S22937,8.312356,7.816848,8.280254,8.217416,9.87661,8.1629,8.690064,8.152484
S22939,8.196154,8.148354,8.565882,8.462958,10.032876,8.314586,8.838448,8.262942
S22942,7.926222,7.868186,8.25778,8.30002,9.858524,7.829786,8.493936,8.018816
S22945,8.54465,8.119624,8.576488,8.424624,10.14593,8.397398,8.881104,8.321996
S22947,7.772088,7.64228,8.224816,7.88683,9.697952,7.639972,8.442522,7.67174
