ID,CD38.negative.naive.B.cell,memory.B.cell,CD14.positive..CD16.negative.classical.monocyte,cytotoxic.CD56.dim.natural.killer.cell,mature.neutrophil,memory.CD4.positive.alpha.beta.T.cell,CD4.positive..alpha.beta.T.cell,memory.CD8.positive.alpha.beta.T.cell
S20270,7.899768,7.635508,7.90566,7.790692,9.536626,7.655932,8.460762,7.746542
S20277,8.389574,8.168794,8.549772,8.384204,10.224616,8.434308,9.119072,8.30821
S20294,8.113438,8.273498,8.638942,8.649634,10.114966,8.248534,8.7178,8.281918
S20296,8.167404,8.054024,8.242216,8.10024,9.81064,8.21133,9.067618,8.159872
S20300,8.142536,8.060148,8.32405,8.202626,10.002398,8.10092,9.00652,8.120666
S20306,8.096998,7.825226,8.40098,8.020602,9.527328,7.811856,8.635252,7.908446
S20307,8.059734,7.684528,8.145004,8.13422,9.829032,7.905418,8.504798,7.941112
S20309,7.919088,7.80975,8.15905,8.06055,9.603282,7.793172,8.558958,7.921478
S20311,7.91814,7.8148,8.14177,8.011998,9.667236,7.977558,8.706624,8.012204
S20319,8.140334,8.185456,8.703312,8.477432,10.195268,8.221134,8.721272,8.207516
S20321,7.951938,7.591688,7.959308,7.828666,9.596122,7.588392,8.289254,7.768708
S20322,7.829336,7.68123,8.179246,7.826668,9.670946,7.590086,8.436624,7.782936
S20327,8.001824,7.783904,8.123794,8.133154,9.8248,7.768036,8.537024,7.970234
S20329,8.197096,8.029094,8.422704,8.281372,9.868268,8.155164,8.816114,8.18711
S20340,7.997928,7.943738,8.315816,8.12248,9.787412,7.96323,8.767296,8.02114
S20341,8.363334,8.086664,8.462368,8.32668,9.906608,8.304266,8.98248,8.17257
S20349,8.058072,8.11088,8.345202,8.194778,9.795334,8.333278,8.907986,8.161196
S20363,8.452942,8.341252,8.518224,8.978126,9.617476,8.757658,9.131436,8.883692
S20368,8.165666,7.95992,8.269508,8.323214,9.925974,8.09185,8.81178,8.08439
S20369,8.08416,7.946024,8.597872,8.33545,10.013874,7.906652,8.463158,8.003164
S20374,8.37448,8.074452,8.410736,8.270706,9.932444,8.225834,8.955692,8.21194
S2038,8.5101,8.092772,8.53497,8.492526,9.912156,8.33749,8.835432,8.271282
S20380,8.203358,7.863846,8.274968,8.245624,9.863396,7.945562,8.631208,8.024324
S20384,7.87992,7.853394,8.438414,8.18014,9.901192,7.904094,8.529904,7.923536
S20389,8.392594,7.901386,8.53895,8.198306,10.07855,8.047558,8.575904,8.06155
S20393,8.003468,7.875904,8.269426,8.236902,9.89608,7.995744,8.753016,8.042032
S2040,8.411208,8.03577,8.724338,8.32703,9.87545,8.297688,8.829968,8.34879
S20406,7.996704,7.722516,8.333686,7.962786,9.795248,7.752596,8.451898,7.932852
S20411,8.19152,8.163062,8.493942,8.405204,9.995342,8.404756,9.05063,8.322778
S20413,8.21617,7.814158,8.367908,8.004904,10.028118,7.869566,8.637264,7.99189
S20414,8.05485,7.9106,8.494468,8.289706,10.05963,7.987788,8.631992,8.06022
S20420,8.215282,7.877298,8.426722,8.098748,9.982962,8.077426,8.629566,8.056018
S20427,8.24745,8.277634,8.504236,8.585384,10.046672,8.541578,9.217474,8.334618
S20430,8.547146,8.101396,8.426056,8.361228,10.029104,8.325164,9.055548,8.180208
S20432,8.204568,7.873954,8.371978,8.275042,9.907588,8.076374,8.51633,8.152976
S20434,8.030542,7.89884,8.281724,8.15797,9.758894,7.974152,8.606436,8.050918
S20438,8.098554,8.012396,8.37376,8.320738,9.7417,8.072052,8.739814,8.19126
S20441,8.08058,7.593314,8.145706,7.98835,9.84529,7.732384,8.22251,7.821592
S20442,8.378648,8.150126,8.394378,8.508066,10.041702,8.378944,8.96435,8.330816
S20446,8.445234,8.06773,8.701086,8.55293,10.084682,8.322062,8.834466,8.30163
S20451,8.142672,8.275188,8.901284,8.706102,9.93551,8.220682,8.802182,8.299594
S20457,8.021808,7.941162,8.171548,8.151276,9.798502,8.037038,8.800052,7.999836
S20464,8.250986,7.968972,8.565728,8.369204,9.788634,8.083692,8.647006,8.114438
S20469,8.165042,7.950348,8.292986,8.29246,9.978478,8.055392,8.63078,8.104844
S20472,8.081082,7.960786,8.404298,8.328458,9.852078,8.117892,8.729996,8.129052
S20473,7.890374,7.846146,8.35589,8.201138,9.88182,7.82043,8.55109,7.890348
S20475,8.247872,8.030704,8.550466,8.387526,9.968556,8.228812,8.73083,8.162266
S20480,8.065018,7.84,8.207372,8.068466,9.555932,7.984896,8.714498,7.976652
S20481,8.31979,8.234044,8.46609,8.581014,9.894868,8.569518,9.273964,8.434402
S20484,8.054322,7.82965,8.348558,8.122274,9.828744,7.929746,8.672988,8.021882
S20486,8.353648,8.168816,8.721192,8.5186,10.106832,8.32044,8.74148,8.285728
S20491,8.11588,8.065946,8.389706,8.315162,9.813162,8.271688,8.83994,8.18473
S20492,8.16839,8.021822,8.29743,8.168046,9.84974,8.055748,8.741018,8.07991
S20495,8.38996,8.04501,8.386632,8.384088,9.93346,8.402016,9.10236,8.268006
S20499,8.212872,7.93625,8.489996,8.15983,9.843602,8.053606,8.634618,8.045832
S205,8.069738,8.08208,8.450396,8.299766,9.98672,8.178782,8.674014,8.175708
S20500,8.161334,8.036896,8.767176,8.546458,10.317282,8.11623,8.460124,8.109672
S20501,8.146442,8.06683,8.342082,8.364066,9.86968,8.174976,8.746818,8.123648
S20505,8.046544,7.910992,8.406828,8.371208,9.984064,7.920844,8.53338,8.089792
S20508,8.464176,8.045672,8.642024,8.367044,9.93069,8.303724,8.918488,8.19265
S20517,8.523096,8.185832,8.553412,8.436718,10.00817,8.429354,8.98839,8.392616
S2052,8.09258,7.956334,8.220806,8.157602,9.855368,8.03385,8.710042,8.031494
S20527,7.959258,7.70154,8.219238,8.029408,9.811732,7.65743,8.4801,7.846776
S20530,8.260036,7.872264,8.461814,8.104798,9.870498,8.065028,8.62341,8.125688
S20540,8.21967,7.941354,8.569026,8.632924,9.616406,8.148862,8.582246,8.21448
S20542,8.269216,7.93423,8.592372,8.281104,10.041122,8.100278,8.730316,8.08598
S20543,8.097278,7.69447,8.135324,7.901586,9.697634,7.722482,8.553836,7.76642
S20555,8.292332,8.277468,8.596446,8.585328,9.98373,8.313122,8.953902,8.272678
S20556,8.351306,8.00874,8.418534,8.41177,9.905752,8.321514,9.036416,8.304262
S2056,8.465624,7.877372,8.541726,8.38507,9.946578,8.124804,8.762848,8.116894
S20563,8.099474,7.783258,8.363888,8.18328,9.987982,8.096822,8.67629,8.111078
S2057,7.852352,7.916362,8.377052,8.097524,9.929674,7.73235,8.37844,7.897386
S20576,7.561984,7.74516,8.123292,7.929416,9.510474,7.635558,8.493844,7.721656
S20581,8.055908,8.071796,8.433664,8.262118,10.005778,8.215496,8.855916,8.223146
S20598,8.437784,8.081032,8.502894,8.291126,9.768906,8.29493,9.00094,8.141618
S2060,8.237064,7.87022,8.317234,8.338096,9.74674,7.976324,8.669628,8.114814
S20601,8.273246,8.14181,8.658286,8.478332,10.118996,8.25886,8.878466,8.194706
S20602,7.85599,7.657096,8.332922,7.972374,9.71211,7.664838,8.382052,7.833254
S20603,8.3425,8.06161,8.693652,8.456874,9.978956,8.307122,8.863436,8.2523
S20607,8.097824,7.840104,8.192392,8.106186,9.81096,7.93472,8.646,7.98596
S20608,8.227256,7.725128,8.39717,8.13672,9.940468,7.948148,8.441654,7.914164
S20609,8.153112,7.878344,8.342176,8.159332,10.012246,7.908624,8.500182,8.067988
S20610,8.36116,8.041322,8.606756,8.367284,10.10879,8.316142,8.95005,8.205858
S20617,7.56997,7.678518,8.22192,8.062654,9.94226,7.62776,8.381196,7.833726
S20621,8.334522,8.035278,8.478796,8.369178,9.952908,8.319684,8.927852,8.284196
S20624,8.008256,7.814926,8.34326,8.090864,9.731678,7.818464,8.518822,7.93465
S20629,7.82472,7.738332,8.046894,7.85931,9.213788,7.8146,8.622784,7.885162
S20630,7.97458,7.89864,8.30792,8.17731,10.15767,8.059144,8.508506,7.929284
S20644,8.2646,7.837358,8.36481,8.189344,9.908286,8.018028,8.577564,8.076186
S20664,8.185332,7.95368,8.329382,8.232184,9.97659,8.015932,8.70867,8.08102
S20676,7.508998,7.682642,8.137586,7.88764,9.569158,7.542538,8.270318,7.585844
S20678,8.353318,7.969664,8.430218,8.28049,9.796938,8.18933,8.829032,8.206526
S20687,8.298938,7.902262,8.336236,8.24682,10.07395,8.177908,8.805226,8.101906
S20688,8.330056,8.3583,8.70463,8.655606,10.198708,8.496002,9.047054,8.37895
S20696,8.259272,7.928792,8.461726,8.355632,10.11896,8.111634,8.783852,8.050226
S20702,8.241736,8.059314,8.608678,8.207532,10.07175,8.14547,8.706048,8.190596
S20706,8.206486,7.899908,8.302242,8.2778,9.871834,7.933644,8.64768,8.017818
S20714,8.100958,7.737694,8.055632,7.939182,9.803246,7.763858,8.469828,7.828992
S20719,7.895928,8.005716,8.440348,8.306594,9.93378,7.913696,8.643138,8.06882
S20730,8.11984,7.750232,8.154154,7.981892,9.735826,7.88517,8.656322,7.896682
S20739,8.47234,8.180064,8.606546,8.477006,9.735822,8.37455,8.992754,8.24492
S20742,7.895922,7.881128,8.425134,8.067632,9.745928,7.757174,8.491172,7.930632
S20748,8.45762,7.874926,8.485674,8.242978,9.937212,8.159758,8.771468,8.104204
S20752,8.281802,7.796764,8.24156,8.142592,9.712164,8.029016,8.659172,7.947626
S20759,8.658186,8.173628,8.600208,8.56923,10.006164,8.53961,9.124136,8.399574
S20764,7.96363,7.73002,8.230902,7.98915,9.734312,7.758458,8.538078,7.872604
S20769,7.861664,7.783458,8.17817,8.000924,9.895466,7.7697,8.52938,7.832288
S20774,8.402286,8.01177,8.457004,8.558484,9.731658,8.299688,8.754782,8.354772
S20782,8.066532,7.843942,8.562034,8.159418,10.130576,7.943152,8.507186,8.037368
S20783,8.145246,7.911838,8.447912,8.16586,10.144744,8.316744,8.986,8.121022
S20786,8.172198,7.843696,8.466418,8.18047,9.878584,7.980848,8.581274,7.92158
S20796,8.234912,7.821682,8.162006,8.062298,9.839816,8.071254,8.902306,8.047928
S208,8.13048,7.853782,8.108222,7.94795,9.926068,7.948448,8.830718,7.951308
S20809,8.222034,7.859072,8.427106,8.171102,9.827538,7.914842,8.603404,8.010408
S2081,8.164384,7.962826,8.303436,8.127504,9.851446,8.07251,8.769756,8.034362
S20816,7.85158,7.992822,8.210532,8.061724,10.071418,8.077398,8.838068,7.99393
S20820,8.431698,8.121682,8.853684,8.460134,10.122764,8.37614,8.581452,8.45095
S20827,7.846078,7.73828,7.956246,7.788366,9.723734,7.881706,8.536118,7.859026
S2083,8.24841,8.279096,8.58506,8.42529,9.46387,8.42496,9.11372,8.191834
S20835,8.161492,8.102726,8.666386,8.453676,10.033492,8.207354,8.787368,8.10127
S20838,8.297264,8.033604,8.598784,8.171448,9.721644,8.249018,8.677508,8.287138
S20853,8.35293,8.041608,8.544092,8.229122,9.93521,8.250374,8.787756,8.234526
S20855,7.910794,7.753594,8.1789,8.180294,9.921844,7.889252,8.417606,7.986148
S20856,7.659504,7.945314,8.098588,8.204946,9.539824,7.885756,8.573404,7.80882
S20858,8.030566,7.867814,8.210604,8.073518,9.615198,7.901668,8.70683,8.024536
S20866,8.11564,7.887056,8.263912,8.029086,10.063832,7.979084,8.67271,8.101298
S20870,8.517438,8.25862,8.522658,8.506766,9.903304,8.544014,9.057938,8.374322
S20873,8.037,7.859412,8.147238,8.123972,9.840198,8.080418,8.893678,7.958114
S20875,8.244826,8.028318,8.6113,8.450568,10.097098,8.182432,8.662626,8.145018
S20887,8.091632,8.079212,8.561196,8.50048,10.010174,8.231512,8.824974,8.187236
S20889,8.190316,7.83661,8.422596,8.153842,9.9519,7.928946,8.554652,7.965762
S20899,8.159174,8.132328,8.226324,8.253204,9.88405,8.245084,8.986396,8.112302
S20909,8.076116,8.356322,8.518682,8.61769,10.147078,8.447654,9.162084,8.336254
S20913,8.19309,7.797428,8.356818,8.02612,9.757322,8.021048,8.733102,8.017878
S20917,8.324228,8.048046,8.161536,8.230362,9.326268,7.994398,8.602916,8.064464
S20925,8.060024,7.864406,8.389798,8.107676,9.955712,7.854686,8.446884,7.900884
S20931,8.288566,7.934374,8.373038,8.17542,9.91289,8.147146,8.94504,8.13136
S20936,7.944982,7.961628,8.526064,8.206494,10.017624,7.827584,8.494194,7.985518
S20940,8.033284,7.896962,8.414792,8.257136,9.99638,7.989268,8.451886,7.985318
S20943,8.22718,7.718216,8.411848,8.062694,9.83569,7.954126,8.517722,8.034594
S20954,8.166384,7.953928,8.602254,8.473954,10.114348,8.046688,8.549892,8.140558
S20956,8.203542,7.776584,8.357,8.205792,9.96412,7.925494,8.553506,7.953686
S2096,8.204096,7.92196,8.44987,8.18581,10.055288,8.171942,8.676408,8.164614
S20972,8.131114,7.860324,8.5131,8.242782,10.120224,8.07545,8.604376,8.084348
S20979,8.243992,7.867786,8.281104,8.088728,9.973968,8.04859,8.683016,8.042242
S2098,8.263794,8.036514,8.468916,8.444282,10.02588,8.188066,8.84266,8.202192
S20980,8.328016,7.962144,8.275126,8.294674,9.810258,8.181754,8.822976,8.11794
S20986,8.061192,8.302446,8.545208,8.527768,10.029556,8.423746,9.183774,8.287028
S20989,8.208888,7.671524,8.364964,8.008372,9.959476,7.887,8.47221,7.996956
S20997,8.239354,8.13921,8.694302,8.615958,9.928838,8.365134,8.904906,8.271326
S21000,8.394336,8.234978,8.664104,8.54478,10.086184,8.398504,9.053138,8.27341
S21005,7.806304,7.63161,8.029954,7.636896,9.709456,7.576798,8.422778,7.683102
S21007,8.176708,7.978258,8.650588,8.250564,9.848722,8.049224,8.716142,8.088152
S21009,7.971392,7.667264,8.086614,8.01165,9.933386,7.862956,8.677576,7.963574
S21015,8.090438,7.890834,8.195162,8.090872,9.617166,8.007814,8.83659,8.04247
S21034,8.098922,7.969712,8.450924,8.356562,9.98369,8.032138,8.560752,8.012036
S21037,8.332634,8.137854,8.559526,8.479096,9.969582,8.282394,8.828752,8.243998
S21048,8.025,7.690998,8.152886,7.924762,9.85554,7.806266,8.569016,7.781122
S21058,8.465466,8.339932,8.760604,8.53683,10.069066,8.53704,9.09163,8.373854
S21060,8.22777,7.797418,8.459768,8.16708,9.913212,7.849552,8.48296,7.98449
S21064,8.373742,8.106462,8.971662,8.53264,10.356826,8.344174,8.737892,8.327692
S21068,7.991586,7.766358,8.1909,7.9883,9.673708,7.984222,8.678342,7.87972
S21071,8.31716,7.815206,8.369532,8.155958,9.960834,8.053538,8.563812,8.071292
S21076,8.128992,7.834724,8.252894,8.054744,9.768414,8.070034,8.660978,8.073164
S21079,8.377758,8.170342,8.584296,8.427072,10.193294,8.360722,8.89347,8.328262
S21084,8.362338,8.23995,8.56026,8.468198,10.025558,8.478266,9.102156,8.346162
S21089,8.380208,7.874024,8.270236,8.169684,9.91132,8.075946,8.63724,8.083206
S21090,8.042338,7.984978,8.490656,8.40091,9.817854,8.018536,8.54505,8.138566
S21094,8.212942,7.854894,8.552754,8.243982,10.11197,7.993776,8.333872,8.024798
S21101,8.192718,7.848892,8.512492,8.342404,10.02681,8.074718,8.584108,8.15569
S21107,8.475954,8.074186,8.109554,8.041872,9.547204,7.917036,8.784012,7.8785
S21110,8.258024,8.410964,8.780434,8.6272,10.007792,8.460238,9.250278,8.386626
S21111,8.141356,8.074766,8.39727,8.226026,9.84644,8.301168,9.04257,8.246242
S21123,8.381246,7.945336,8.498344,8.263462,9.856058,8.060844,8.638896,8.056008
S21128,8.1453,7.859586,8.415522,8.07014,10.063484,8.058206,8.630922,7.996472
S21129,7.897854,7.52992,8.038202,7.82158,9.793202,7.602356,8.494848,7.80603
S21130,8.42777,8.236296,8.529232,8.603952,10.122144,8.496832,9.132856,8.40793
S21132,8.33757,8.161832,8.778182,8.509166,9.942988,8.318362,8.798732,8.23528
S21134,8.38135,7.87447,8.413064,8.1971,9.778862,8.01301,8.620152,8.007474
S21139,8.518058,8.227162,8.832124,8.510364,10.248388,8.423082,8.86091,8.40911
S21141,8.178932,8.02266,8.459056,8.321878,9.874732,8.175136,8.82518,8.15453
S21151,8.362634,7.960606,8.49896,8.271106,9.933954,8.163588,8.699596,8.19299
S21156,8.010082,7.558852,8.155442,7.918066,9.60384,7.70409,8.364982,7.81203
S2116,8.18363,7.78577,8.315298,8.104328,9.777278,7.950968,8.620314,7.910104
S21160,8.359558,8.000092,8.341364,8.293486,9.733466,8.194992,8.923246,8.236056
S21165,8.092084,7.860506,8.374974,8.197864,9.932838,7.965818,8.595244,8.004144
S21166,8.339906,8.076326,8.339988,8.260556,9.976018,8.274326,9.094866,8.190134
S21177,8.30158,7.74097,8.371992,8.108174,9.876636,7.996448,8.54712,8.008136
S21179,8.306366,8.011262,8.43031,8.295692,9.990184,8.26123,8.922682,8.13213
S21188,8.413646,8.018438,8.64077,8.478934,9.949204,8.436784,8.909938,8.277378
S21191,8.266672,8.200158,8.860602,8.580884,10.096416,8.27812,8.85617,8.182108
S21195,8.330768,8.111768,8.703152,8.708008,10.131138,8.368086,8.817574,8.284946
S21198,8.215164,8.014572,8.414794,8.275774,9.784408,8.040382,8.761996,8.120242
S21199,8.482278,8.020978,8.772632,8.447614,10.11549,8.214794,8.373852,8.324142
S21202,8.229642,8.052024,8.504842,8.31538,10.040902,8.192674,8.815904,8.11267
S21207,8.367674,7.880882,8.208204,8.186668,9.704194,8.094364,8.772934,8.068288
S21208,8.52965,7.915918,8.520204,8.234448,9.919108,8.115752,8.78254,8.043938
S21213,8.31871,8.210718,8.612406,8.608978,10.127486,8.411616,9.065414,8.34136
S21216,8.52791,7.993364,8.519714,8.311262,9.997174,8.294446,8.843696,8.224674
S21218,7.882406,7.842918,8.16903,8.03726,9.834284,7.888788,8.813204,7.941204
S21221,8.091996,8.15571,8.462346,8.460668,9.80439,8.272552,9.025868,8.283346
S21222,8.23543,8.507318,8.656144,8.80836,9.977918,8.704398,9.19988,8.473496
S21224,8.190556,8.040132,8.302188,8.306532,9.916664,8.353472,8.977892,8.217188
S21234,8.072112,7.673542,8.047038,8.00464,9.824176,7.853406,8.405732,7.940878
S21242,8.166918,7.99769,8.459552,8.347672,10.097278,8.048854,8.64618,8.13016
S21247,8.24692,7.877906,8.369426,8.147466,9.801556,8.107528,8.784666,8.165576
S2125,8.254966,7.908334,8.309756,8.238222,9.990334,8.116556,8.70957,8.121888
S21252,8.278054,8.02097,8.442288,8.280864,10.203506,8.206638,8.790278,8.122368
S21253,8.328744,7.887222,8.236288,8.205144,9.795448,8.079674,8.70148,8.141702
S21254,7.92342,7.806986,8.255354,8.103626,9.73522,7.834984,8.502768,7.953858
S21265,8.27744,8.159438,8.629528,8.428328,10.102496,8.281014,8.979074,8.230448
S21273,8.17488,7.868514,8.23278,8.18496,9.745602,8.056446,8.762276,8.049886
S21275,8.11566,7.689372,8.224158,7.932874,9.827756,7.871496,8.607118,7.90686
S21276,8.304816,8.059862,8.56486,8.457514,10.160322,8.300026,8.783442,8.273266
S21280,8.33554,8.017372,8.427698,8.143092,9.939694,8.112838,8.814478,8.13831
S21281,8.2669,8.01696,8.556988,8.536778,10.058252,8.273522,8.85453,8.192012
S21292,8.194196,8.162822,8.51396,8.30096,10.25363,8.068326,8.741904,8.179498
S21296,8.375598,7.907,8.55355,8.33727,10.111656,8.145058,8.634498,8.097014
S21300,8.12295,7.747444,8.40866,8.127728,9.943086,7.927988,8.572124,8.02247
S21301,8.248182,8.024096,8.680936,8.35545,10.139556,8.226174,8.766454,8.242002
S21306,8.324978,7.746258,8.3621,8.18112,9.978834,7.961038,8.639588,8.032138
S21316,8.40291,7.897398,8.36028,8.291172,9.930328,8.146124,8.771256,8.113862
S21317,7.80573,7.6367,7.995752,7.87546,9.575284,7.713656,8.597386,7.821296
S21328,7.591588,7.410144,8.026422,7.69584,9.800424,7.411702,8.111306,7.584728
S21332,7.807418,7.7224,8.01235,7.773948,9.799616,7.659246,8.579454,7.74831
S21333,7.599042,7.82177,8.197938,8.192346,9.87682,7.591824,8.192186,7.726516
S21335,8.107046,7.94087,8.395442,8.093882,9.730842,8.123504,8.84401,8.111166
S21338,8.283442,7.825958,8.409932,8.247674,9.957308,8.090496,8.673274,8.083568
S21340,7.933146,7.846114,8.331546,8.214828,9.884816,7.959294,8.778126,7.929362
S21343,8.418786,8.113206,8.54526,8.419946,10.082912,8.367132,9.042238,8.310032
S21351,8.18713,7.822756,8.427866,8.293792,9.92012,8.01539,8.498354,8.008416
S21353,7.937978,7.80184,8.2068,7.932474,9.557852,7.820334,8.500354,7.831116
S21361,7.865782,7.816548,8.294212,8.146618,9.66494,7.897314,8.503072,8.017872
S21363,8.380538,8.099414,8.425608,8.401356,10.055658,8.278984,8.77173,8.2835
S21368,8.26909,7.988628,8.501912,8.247604,9.989624,8.061258,8.628474,8.129104
S21372,7.695016,7.618662,7.929556,7.811682,9.662134,7.69983,8.336074,7.840186
S21378,7.732586,7.86766,8.175304,8.3128,9.778976,7.793826,8.572502,8.015204
S21391,8.301176,7.917858,8.593624,8.371926,9.946246,8.196778,8.31689,8.279898
S21396,8.477044,7.95323,8.759646,8.365514,10.125844,8.142542,8.341684,8.304042
S21400,8.43114,7.959268,8.366882,8.15604,9.907052,8.195222,8.732598,8.123706
S21402,8.08231,7.950104,8.202972,8.107658,9.76012,8.140552,8.959108,8.075672
S21407,8.199564,7.764562,8.352648,8.136612,9.689168,7.9457,8.45959,7.98687
S21410,8.376496,8.080752,8.613362,8.456344,10.140228,8.300276,8.834286,8.347146
S21414,8.169142,7.942768,8.55,8.112286,9.806288,7.997632,8.645114,8.155554
S21418,8.023538,7.719528,8.31215,7.977818,9.887196,7.772484,8.471242,7.872668
S21420,8.237726,8.188022,8.486504,8.413952,10.039514,8.300204,9.081446,8.24419
S21426,8.26831,8.262796,8.553456,8.456524,10.108982,8.489592,9.088924,8.400302
S21427,8.151852,8.00388,8.30387,8.296332,9.858938,8.15,8.98341,8.162468
S21428,8.361036,7.824314,8.28921,7.963936,9.76633,8.06136,8.769958,8.035982
S21431,8.194886,7.902052,8.45763,8.223866,9.986074,8.116512,8.690298,8.119976
S21437,8.280716,8.033322,8.610386,8.372872,10.000548,8.232404,8.836648,8.28753
S21438,7.887746,7.69787,8.02191,7.902312,9.690842,7.796014,8.49072,7.870646
S21441,8.072086,7.969342,8.296478,8.263028,9.679806,8.129602,8.76983,8.074254
S21442,8.216954,8.134568,8.451324,8.3441,9.967806,8.233524,8.9365,8.150382
S21444,7.972302,7.514858,8.175882,7.761108,9.818814,7.630314,8.333694,7.77308
S21446,8.246686,7.856214,8.532352,8.226314,10.057412,8.174766,8.614034,8.127728
S21450,8.189356,8.412458,8.638738,8.484084,10.176802,8.4729,9.212192,8.332406
S21453,8.30653,8.16803,8.404298,8.30579,10.016568,8.424838,9.235236,8.323884
S21456,7.87283,7.873694,8.259516,8.256638,9.789504,7.820792,8.519772,7.942176
S21461,8.14211,7.822086,8.409404,8.169802,9.805716,7.806774,8.450918,7.962474
S21475,8.064082,7.647914,8.020628,7.85251,9.776574,7.671336,8.518434,7.796348
S21478,8.168214,8.239956,8.672626,8.569806,10.044462,8.34272,8.909056,8.193426
S21480,8.216434,7.852694,8.50995,8.114296,9.846708,8.0914,8.63951,8.057886
S21486,8.466292,8.100034,8.459622,8.458694,9.96312,8.350316,8.876036,8.31183
S21490,8.231228,8.027986,8.218448,8.334238,9.86738,8.304356,8.981112,8.213846
S21491,8.428402,8.146158,8.722148,8.40305,9.959162,8.368472,8.87548,8.337192
S21498,8.17228,7.972432,8.471032,8.34184,9.81714,8.060618,8.586214,8.20085
S2150,7.94065,7.877064,8.344644,8.055158,9.788104,8.025498,8.83114,8.00262
S21502,8.277998,7.893442,8.39373,8.270998,10.062402,8.058086,8.636656,8.13001
S21505,7.954276,7.85736,8.378666,8.08866,9.661542,7.824272,8.602904,7.914474
S21512,7.812084,7.51351,7.94104,7.7444,9.629962,7.621342,8.395462,7.781068
S21518,8.28954,7.90998,8.378336,8.196234,9.86322,8.24575,8.956706,8.201384
S21520,8.121858,8.03987,8.556206,8.392444,9.928514,8.069116,8.578946,8.092878
S21528,8.13054,7.868644,8.373958,8.207742,9.798932,8.003382,8.656026,7.981212
S21533,8.362944,7.947938,8.41209,8.167852,9.947038,8.182514,8.709682,8.115308
S21536,8.322376,8.164124,8.653852,8.443022,10.21684,8.38371,8.893994,8.342446
S21537,8.366582,7.933216,8.506686,8.29024,10.017992,8.207612,8.755576,8.114686
S2154,8.342608,8.045302,8.655098,8.396106,10.251462,8.170622,8.644546,8.227378
S21540,8.260152,7.771164,8.30513,8.163726,9.798406,7.932614,8.457688,8.004968
S21543,7.829222,7.897232,8.465552,8.278716,9.82919,8.042108,8.707074,7.971926
S2155,8.412104,7.994432,8.460688,8.442552,9.999602,8.290346,8.872994,8.306274
S21550,8.364204,7.82144,8.288118,8.160788,9.786588,7.933978,8.65286,7.984912
S21557,8.309648,7.902006,8.4857,8.194312,10.075612,8.024226,8.67651,8.052058
S2156,8.325322,7.889752,8.44738,8.26443,10.05719,7.971476,8.43612,8.096416
S21562,7.797678,7.593262,7.969332,7.794938,9.403402,7.74594,8.402076,7.814802
S21563,8.444122,8.079524,8.36854,8.393956,9.8108,8.443488,8.878706,8.397584
S21567,8.284676,8.258894,8.630518,8.47538,10.075628,8.472162,9.085652,8.323452
S21570,8.277192,7.85704,8.543906,8.127238,9.906802,7.992906,8.589502,8.025632
S21577,8.128032,7.796494,8.360744,8.184908,9.896284,7.840894,8.569004,7.971106
S21578,7.793378,7.890396,8.075464,7.863302,9.61562,7.933814,8.903654,7.942284
S21589,8.33019,7.728258,8.295232,8.083568,9.934806,7.94248,8.480936,7.979612
S21597,8.360412,8.084124,8.48986,8.366686,9.839002,8.220506,8.828296,8.1943
S21602,8.313302,7.961424,8.698694,8.369502,10.14336,8.14903,8.623398,8.158142
S21618,8.353846,7.923636,8.415254,8.196932,9.973992,8.146668,8.829544,8.147216
S21619,8.243038,7.86066,8.441518,8.138288,9.867424,8.068316,8.643958,8.042292
S21626,8.482142,8.153834,8.536828,8.546714,10.057476,8.468742,9.089208,8.334268
S21628,8.128064,7.954072,8.218484,8.134632,9.86264,8.073034,8.87422,8.053896
S21629,8.016146,7.798794,8.34296,8.01185,9.838058,7.81232,8.620126,7.908534
S21630,8.469958,8.041186,8.587506,8.425382,10.088938,8.340308,8.93376,8.248796
S21631,8.443522,8.005166,8.447126,8.286684,9.917856,8.225258,8.73663,8.244714
S21637,8.246812,7.792996,8.33089,8.112442,9.93236,7.99444,8.508608,8.016488
S21641,8.1245,7.97672,8.38695,8.22149,9.865826,8.131286,8.734586,8.131384
S21642,8.368508,7.73051,8.209276,8.071506,9.67155,8.11653,8.631136,8.079202
S21646,8.06778,7.857332,8.255274,8.100312,9.693786,7.90132,8.578042,7.943372
S21647,8.25574,8.019416,8.559946,8.452928,10.055242,8.06865,8.555404,8.12988
S21651,8.326548,7.872562,8.09035,7.966174,9.605464,7.744292,8.564892,7.82723
S21652,8.29031,8.301924,8.813672,8.668192,10.257196,8.439752,8.93604,8.39235
S21656,7.976534,7.983042,8.395448,8.35732,9.92059,7.910574,8.448454,7.99095
S21657,8.143694,7.867676,8.509676,8.35038,9.955054,7.868134,8.553364,7.983704
S2166,8.123962,8.043614,8.390252,8.227882,9.839494,8.256346,8.824148,8.316534
S21660,7.900326,7.897102,8.442246,8.131044,10.036648,7.754092,8.56891,7.888426
S21672,8.248592,8.342714,8.49751,8.587628,9.957204,8.687928,9.45726,8.530444
S21674,8.002716,7.786846,8.411472,8.230126,10.011474,7.826858,8.322708,7.91822
S21683,8.315468,8.024594,8.240408,8.177838,10.041052,8.23856,8.96374,8.200352
S21693,8.041012,7.827842,8.57483,8.170956,9.897038,7.84395,8.3982,7.9398
