ID,CD14,CD19B,CD4HelperT,CD4MemoryT,CD4NaiveT,CD4RegulatoryT,CD56NK,CD8CytotoxicT,CD8NaiveT
S23443,6.364976,6.06152,6.89523,5.99088,5.699444,5.601538,6.485798,5.803728,5.765204
S23446,6.351018,6.10085,7.001704,5.972932,5.715106,5.578862,6.555286,5.825686,5.780914
S23447,6.326852,6.059914,6.859982,5.936352,5.715636,5.519432,6.510346,5.809024,5.766038
S23448,6.261292,6.108684,6.810458,5.883346,5.720958,5.584654,6.561746,5.841858,5.780276
S23449,6.34693,6.063824,6.746996,5.95005,5.684974,5.543564,6.382542,5.741722,5.748866
S2345,6.40946,6.0829,6.883552,5.959908,5.672778,5.533516,6.4283,5.779674,5.766678
S23450,6.29324,6.246796,6.9588,5.976024,5.792464,5.583614,6.648058,5.961922,5.781092
S23466,6.468408,6.096534,7.021336,6.038358,5.67866,5.58456,6.461644,5.650234,5.828784
S23469,6.306742,6.005308,6.736114,5.915154,5.688142,5.539908,6.357052,5.767598,5.706654
S23471,6.248362,6.15375,6.95974,5.915322,5.731166,5.483562,6.567886,5.831206,5.673194
S23472,6.291742,6.027814,6.715902,5.879578,5.627572,5.467636,6.448414,5.689472,5.610588
S23474,6.373184,5.9251,6.840564,5.997468,5.63052,5.60696,6.333984,5.68875,5.777612
S23476,6.37573,6.01601,6.71197,6.015506,5.66364,5.579958,6.27564,5.585784,5.730406
S23478,6.145224,6.136442,6.885158,5.888788,5.730938,5.466068,6.589868,6.02837,5.711264
S2348,6.281752,5.97011,6.632998,5.9149,5.591868,5.566144,6.230158,5.647062,5.695898
S23486,6.233976,6.206526,6.89702,5.827656,5.691376,5.537352,6.607854,5.97836,5.683918
S23487,6.346554,6.077634,6.933568,6.018698,5.71861,5.496524,6.468634,5.797514,5.74999
S23495,6.154252,6.042074,7.097074,6.011334,5.853444,5.569252,6.542734,6.035222,5.745102
S23497,6.299624,6.120486,6.763478,5.874666,5.631794,5.480796,6.368152,5.678518,5.636766
S23498,6.264594,6.154806,7.021278,5.95786,5.83278,5.461262,6.623906,5.978428,5.82487
S235,6.247048,6.068724,6.744746,5.866302,5.566764,5.50394,6.4305,5.760206,5.688168
S23502,6.199706,6.281424,6.99951,5.945398,5.711814,5.493612,6.651044,5.984378,5.716362
S23503,6.390886,6.021602,6.905214,5.958316,5.642548,5.522664,6.440674,5.706254,5.716944
S23523,6.423226,6.153938,6.899666,5.949144,5.664642,5.520002,6.547176,5.856142,5.720262
S23537,6.303366,6.155078,6.891616,5.951732,5.646282,5.511746,6.54957,5.868302,5.708592
S23538,6.340042,6.072694,6.79155,5.998446,5.747964,5.51598,6.404536,5.776938,5.685798
S23545,6.17303,6.244008,7.156772,5.906442,5.88898,5.49533,6.805794,6.186896,5.827534
S23546,6.314454,6.131762,6.994646,5.965162,5.69951,5.6318,6.481368,5.796748,5.70826
S23548,6.205244,5.99773,6.773082,5.88613,5.697996,5.479062,6.495872,5.888628,5.761988
S23553,6.388696,6.03952,6.889156,5.972142,5.766054,5.534648,6.531236,5.802244,5.711976
S2356,6.314216,6.027808,6.781418,5.917666,5.666656,5.52463,6.431984,5.830972,5.691998
S23561,6.325854,6.040228,6.805358,5.905818,5.601576,5.512504,6.436088,5.68858,5.619914
S23562,6.25508,6.244272,6.95476,5.841086,5.68394,5.532406,6.558124,5.848906,5.669624
S23564,6.354628,6.102028,6.925896,5.968954,5.803638,5.632362,6.45407,5.845574,5.802508
S23574,6.2682,6.049504,6.700056,5.853272,5.630018,5.44736,6.3512,5.697862,5.610286
S23576,6.292202,6.107566,6.81741,5.958066,5.706646,5.47749,6.469262,5.82209,5.766726
S23578,6.320358,6.131386,6.96287,6.0067,5.726758,5.546472,6.548914,5.889954,5.776376
S23579,6.38863,6.083186,7.007914,5.97999,5.636504,5.50192,6.547526,5.79106,5.695806
S23582,6.235314,6.113462,6.942934,5.95927,5.76416,5.595462,6.583896,5.925788,5.810324
S23590,6.368356,5.968364,6.889138,6.067798,5.721422,5.581482,6.357452,5.6926,5.757854
S2360,6.431184,6.152688,7.020918,5.98116,5.695732,5.57562,6.51392,5.785506,5.7966
S23600,6.34942,5.970864,6.72016,5.997152,5.813058,5.57572,6.329158,5.594504,5.715838
S23606,6.289608,6.095738,6.846074,5.844284,5.697096,5.485562,6.5256,5.9129,5.717342
S23609,6.236342,6.0515,6.841416,5.934158,5.74114,5.469378,6.57835,5.8578,5.694392
S2361,6.25368,5.954122,6.63101,5.916916,5.604994,5.52989,6.295474,5.645258,5.694082
S23612,6.338712,6.172492,7.215014,6.17186,5.776076,5.560016,6.66639,5.986852,5.834018
S23615,6.242632,6.084674,6.814776,5.911634,5.709006,5.538306,6.543244,5.843148,5.780276
S23616,6.224694,6.13931,6.816862,5.89022,5.663322,5.427898,6.523678,5.799792,5.652422
S23620,6.274728,6.140206,6.90578,5.958358,5.699902,5.486228,6.465896,5.840982,5.673438
S23624,6.336646,6.255768,7.048318,5.93213,5.724294,5.489532,6.680754,5.96984,5.801146
S23632,6.398644,6.00423,7.042126,5.977912,5.784884,5.547992,6.558426,5.797074,5.79565
S23640,6.477508,6.028232,6.89604,5.992832,5.589874,5.635274,6.421864,5.675652,5.767688
S23653,6.325134,6.043068,6.768164,5.931448,5.73877,5.539706,6.324784,5.701046,5.761966
S23655,6.343196,6.00088,6.848314,5.98673,5.701036,5.551186,6.443742,5.774168,5.733994
S2366,6.215516,6.02883,6.735256,5.89528,5.615634,5.452048,6.501158,5.855626,5.705416
S23662,6.29587,6.089984,6.839764,5.960998,5.669682,5.51041,6.481788,5.710844,5.689066
S23667,6.29711,6.014892,6.687786,5.921806,5.68575,5.511126,6.351452,5.723776,5.756846
S23668,6.485594,6.211042,7.07901,5.977366,5.677808,5.634,6.623732,5.788268,5.762544
S23669,6.328608,6.128002,6.95057,5.95811,5.726348,5.543678,6.573276,5.821708,5.711582
S2367,6.252548,6.264598,7.045272,5.960598,5.731658,5.503268,6.704856,6.045102,5.739904
S23670,6.288866,6.08326,6.864758,5.969114,5.690692,5.599416,6.420458,5.758952,5.690302
S23671,6.275512,5.998998,6.715634,5.888608,5.654122,5.487998,6.345312,5.696688,5.60512
S23673,6.354432,6.154954,7.077422,5.99304,5.771696,5.533122,6.658286,5.960276,5.893426
S23691,6.422706,5.986842,6.674488,5.978934,5.564612,5.558904,6.28953,5.523724,5.682284
S23692,6.281782,6.077244,6.929984,5.93355,5.736862,5.528504,6.58375,5.840414,5.733014
S2370,6.366644,6.116478,6.850054,5.914042,5.636018,5.562576,6.41449,5.660564,5.68311
S23700,6.389652,6.118018,6.9363,5.97053,5.76824,5.584518,6.5463,5.847126,5.787376
S23704,6.219542,6.04311,6.869618,5.900552,5.724548,5.527574,6.515708,5.85353,5.730552
S23707,6.338768,6.051304,6.77688,5.919176,5.665698,5.551604,6.369788,5.742016,5.710996
S23709,6.37752,6.136432,6.865626,5.99125,5.743114,5.5925,6.472226,5.799094,5.735792
S2371,6.255512,6.032674,6.988606,6.009424,5.729056,5.560598,6.549132,5.964892,5.79818
S23713,6.354066,6.050442,6.970088,5.943112,5.669258,5.532866,6.448414,5.710954,5.666538
S23714,6.409166,6.046624,6.88992,5.965596,5.694532,5.609942,6.456266,5.72147,5.691212
S23721,6.26298,6.1994,6.946824,5.976736,5.661512,5.524074,6.58642,5.910536,5.705114
S23727,6.192266,6.078696,6.770776,5.932412,5.707664,5.525754,6.383928,5.82905,5.724418
S23729,6.356034,5.90855,6.741494,5.95359,5.627522,5.560338,6.206636,5.519744,5.67708
S23733,6.383912,6.163576,6.939274,5.973224,5.685236,5.50313,6.600128,5.839622,5.724082
S23736,6.358118,5.930882,6.605026,5.960878,5.659304,5.611916,6.175566,5.65508,5.76558
S23745,6.293034,6.129818,6.843764,5.920898,5.70454,5.547688,6.497794,5.867044,5.740472
S23750,6.295362,6.037878,6.732804,5.904836,5.571634,5.496802,6.363672,5.67697,5.640946
S23751,6.373954,6.163494,6.922674,5.929632,5.71608,5.533766,6.525046,5.818686,5.6936
S23752,6.233208,6.013726,6.679806,5.868944,5.649362,5.45437,6.344778,5.76412,5.712134
S23760,6.404604,6.064922,6.814798,5.979524,5.676222,5.56125,6.393344,5.672616,5.671264
S23768,6.509894,6.21864,7.092888,6.067696,5.732624,5.611942,6.493968,5.780048,5.796794
S23771,6.35108,6.18263,7.09728,6.037812,5.824696,5.605422,6.642688,5.976576,5.852294
S23784,6.368054,6.118896,6.8788,5.957646,5.677428,5.53871,6.502494,5.766816,5.723484
S23790,6.22674,5.913016,6.693976,5.943512,5.703268,5.473954,6.256546,5.653132,5.623694
S23795,6.193704,6.02488,6.819604,5.887176,5.743402,5.604956,6.524784,5.90353,5.78696
S238,6.391546,5.950778,6.777866,5.955974,5.622026,5.616358,6.277026,5.640242,5.686292
S23800,6.115646,6.11411,6.761166,5.831246,5.717384,5.46642,6.59853,5.879066,5.677384
S23801,6.38614,5.960826,6.678806,5.917786,5.614564,5.56895,6.299522,5.593432,5.732116
S23803,6.37611,5.957106,6.905302,5.994274,5.661288,5.559102,6.43368,5.661918,5.710344
S23808,6.257796,5.953436,6.7176,5.866816,5.639246,5.45074,6.413282,5.722632,5.59272
S23811,6.310112,6.161676,6.853076,5.957742,5.654098,5.526686,6.436524,5.72344,5.753052
S23821,6.338256,6.087406,6.798436,5.91052,5.639212,5.479474,6.489186,5.73485,5.671814
S23826,6.204816,5.988272,6.937372,5.899158,5.707762,5.489676,6.549656,5.818588,5.75474
S23830,6.383394,6.114438,6.984832,5.97918,5.647202,5.520144,6.479934,5.76388,5.764568
S23839,6.245428,6.142748,6.907622,5.873274,5.750654,5.573762,6.58791,5.962668,5.72454
S2384,6.35971,6.101956,6.862102,5.971014,5.673972,5.50542,6.50247,5.800612,5.711886
S23841,6.39446,6.074804,6.875484,5.920234,5.656148,5.578658,6.501706,5.700368,5.722776
S23846,6.273962,6.231648,7.095982,5.916662,5.80241,5.49226,6.654714,5.93992,5.791408
S23847,6.288084,6.151132,6.904796,5.951068,5.62067,5.593572,6.488074,5.81146,5.73467
S23852,6.336796,5.960198,6.72582,5.938876,5.530724,5.662308,6.345046,5.636864,5.797868
S23858,6.24483,6.058268,6.861074,5.906894,5.669274,5.531622,6.58017,5.929954,5.733856
S23868,6.199908,5.918702,6.859498,5.939084,5.724074,5.6084,6.535504,5.974556,5.745104
S2387,6.333318,6.027386,6.924396,5.9652,5.689336,5.504766,6.502866,5.746928,5.685768
S23877,6.334978,6.059174,6.896914,5.892984,5.669516,5.515584,6.510112,5.836396,5.67561
S23891,6.413986,6.042096,6.831544,5.938014,5.603114,5.561772,6.376676,5.688806,5.610414
S23892,6.258924,6.027234,6.876878,5.92817,5.708246,5.5431,6.424976,5.817272,5.728316
S23893,6.165814,6.1825,7.004012,5.939588,5.674994,5.665908,6.585154,6.015746,5.792492
S23894,6.22472,6.086446,6.814372,5.878718,5.64746,5.448358,6.406112,5.715108,5.624758
S23897,6.259512,6.088692,6.898626,5.86054,5.645116,5.516698,6.50051,5.786922,5.717634
S2391,6.354306,5.971244,6.700004,5.81494,5.565998,5.549634,6.363842,5.667506,5.694936
S23911,6.346054,6.178678,6.992062,5.928946,5.671212,5.533566,6.68111,5.89643,5.67084
S23913,6.314118,6.046418,7.053512,5.921202,5.686688,5.553414,6.587842,5.851374,5.713088
S23920,6.380538,6.351078,6.955702,5.886942,5.649614,5.575694,6.605454,5.83186,5.723682
S23923,6.505504,6.027504,6.871544,6.025448,5.715894,5.622718,6.386518,5.659784,5.784868
S23926,6.35045,6.039708,6.771394,6.006472,5.660174,5.566056,6.3222,5.65108,5.786644
S23936,6.248792,6.063958,6.836922,5.863072,5.753938,5.551188,6.495108,5.815484,5.70916
S23940,6.17571,6.059852,6.75989,5.922696,5.732068,5.427764,6.477348,5.915564,5.739184
S23944,6.192396,6.088166,6.84179,5.822426,5.669596,5.50702,6.543046,5.910518,5.730342
S23949,6.406042,6.069434,7.040092,6.04688,5.687226,5.586238,6.523352,5.737592,5.80688
S23951,6.222,6.100552,6.778442,5.870866,5.62088,5.408052,6.470696,5.785428,5.630354
S23952,6.28982,6.1292,6.991576,5.95442,5.687558,5.489082,6.620904,5.84365,5.725424
S23956,6.26131,6.044724,6.78023,5.911806,5.53756,5.516712,6.322144,5.72619,5.686952
S23967,6.247628,6.070366,6.758018,5.857916,5.676382,5.559648,6.385542,5.763182,5.720172
S23969,6.23659,6.095884,6.798838,5.918358,5.740348,5.497998,6.459406,5.779946,5.646688
S23970,6.349596,6.101782,6.856694,5.863068,5.66505,5.506724,6.466368,5.757166,5.650782
S23971,6.45321,6.058236,6.975614,6.050768,5.710754,5.661334,6.430448,5.673822,5.863836
S23972,6.226392,6.115584,6.858682,5.908448,5.637846,5.464332,6.545328,5.924708,5.745214
S23986,6.257862,6.182122,6.848036,5.91542,5.680464,5.531252,6.48493,5.891996,5.73309
S23988,6.250022,6.076546,7.053448,5.947998,5.844076,5.500798,6.635374,5.989012,5.819758
S23989,6.253314,6.121482,6.900248,5.887926,5.697498,5.59401,6.614748,5.891256,5.750654
S23990,6.344822,6.017738,6.627454,5.981568,5.670602,5.600956,6.244066,5.60565,5.652086
S240,6.2356,6.003888,6.840942,5.916462,5.72911,5.587458,6.455472,5.852164,5.785928
S24001,6.299286,6.05257,6.743296,5.925676,5.621966,5.535228,6.384966,5.726122,5.688536
S24004,6.369202,6.096124,7.080532,6.01369,5.804654,5.587144,6.59508,5.900012,5.961472
S24006,6.331836,6.082748,6.79443,5.94043,5.628,5.585104,6.400332,5.679498,5.68099
S24016,6.21991,6.197146,6.945374,5.93517,5.705298,5.68383,6.584444,5.845146,5.777864
S24018,6.386776,6.028032,6.766234,5.920588,5.692512,5.502216,6.457224,5.720026,5.73881
S24020,6.278006,6.246236,6.880256,5.911712,5.670396,5.522084,6.480108,5.834936,5.745796
S24022,6.323916,6.170144,6.923302,5.908466,5.764634,5.520378,6.50842,5.836734,5.711578
S24028,6.30197,6.107634,6.903268,5.964434,5.74603,5.562964,6.521038,5.770988,5.775628
S24029,6.306682,6.088778,6.926656,5.932532,5.678722,5.518908,6.53343,5.839848,5.724076
S24031,6.380268,6.051936,6.76659,5.960234,5.672414,5.600884,6.388038,5.766036,5.768156
S24041,6.364004,6.01659,7.00289,5.981676,5.724736,5.519776,6.52127,5.776856,5.727134
S24050,6.451402,6.262464,7.02292,5.95574,5.662218,5.638766,6.645098,5.875552,5.776258
S24052,6.329964,6.058296,6.734148,5.940556,5.567058,5.569514,6.398464,5.731494,5.688654
S24054,6.41161,6.118788,6.89823,5.91522,5.67218,5.48628,6.499914,5.751586,5.722324
S24063,6.283308,5.989064,6.894288,5.942786,5.803114,5.516186,6.479976,5.811694,5.750922
S24065,6.337272,6.141828,6.870844,5.967376,5.641166,5.546678,6.48619,5.735712,5.718304
S24071,6.18469,6.109874,6.870204,5.900856,5.797718,5.434798,6.545436,6.011286,5.704186
S24078,6.32711,6.022254,6.733364,5.923696,5.61366,5.56967,6.339564,5.687536,5.660608
S24080,6.326628,6.102184,6.738644,5.885226,5.596482,5.58662,6.413966,5.773418,5.72961
S24083,6.249802,6.19547,6.770686,5.863486,5.711536,5.522038,6.479622,5.878698,5.669862
S24096,6.353784,5.988234,6.879964,5.963518,5.70245,5.573872,6.418878,5.711124,5.761424
S24097,6.168962,6.138538,6.840768,5.909094,5.73005,5.48566,6.498008,5.96495,5.766578
S24098,6.245686,6.072628,6.85867,5.956282,5.781352,5.475628,6.531856,5.90603,5.748346
S24102,6.15649,6.098406,6.75285,5.856822,5.781546,5.50643,6.492822,5.937408,5.728146
S24105,6.28954,6.128006,6.810868,5.859574,5.658628,5.498274,6.479564,5.86098,5.622144
S24108,6.394282,6.095614,6.86149,5.949338,5.637124,5.579142,6.468528,5.731832,5.693384
S24109,6.177628,6.18618,6.939676,5.914558,5.848284,5.520874,6.58557,6.013384,5.811912
S24119,6.394198,6.210908,7.091566,5.987656,5.731314,5.54572,6.714324,5.94453,5.811144
S24129,6.313544,6.12961,6.793032,5.948744,5.629484,5.556078,6.390498,5.783426,5.711746
S2413,6.235718,6.162366,6.916158,5.894308,5.63431,5.490462,6.597298,5.846384,5.716586
S24131,6.270348,6.12122,6.803906,5.900658,5.762488,5.616138,6.486586,5.867474,5.769378
S24133,6.32878,6.136684,6.904154,5.94169,5.646134,5.531404,6.560578,5.868754,5.700142
S24142,6.235174,6.128268,6.905886,5.91538,5.708082,5.495506,6.470436,5.87418,5.69398
S24145,6.265106,6.150742,6.960612,5.95943,5.719332,5.526232,6.611024,5.989836,5.755398
S24146,6.390938,6.046712,6.854664,5.95349,5.683822,5.565868,6.383378,5.701772,5.733724
S24148,6.331636,6.126404,6.829262,5.91106,5.628402,5.501842,6.498044,5.76989,5.637842
S2415,6.321122,6.095704,6.730906,5.932094,5.677108,5.587772,6.360988,5.721014,5.772916
S24151,6.278622,6.114226,6.781774,5.866722,5.715592,5.511234,6.44601,5.760694,5.701856
S24155,6.32166,6.14214,7.039746,6.013986,5.838292,5.566704,6.540722,5.84895,5.748374
S24159,6.249284,6.108736,6.849806,5.863966,5.63038,5.519094,6.563032,5.847332,5.657814
S24163,6.419366,6.178788,6.84161,5.889978,5.579356,5.484698,6.518456,5.654608,5.599856
S24167,6.3619,6.106664,6.78841,5.966568,5.676152,5.554676,6.453328,5.80956,5.743226
S24184,6.214642,6.079976,6.747214,5.873814,5.667366,5.44924,6.46036,5.842232,5.616774
S24190,6.296272,6.164644,6.879536,5.914614,5.630032,5.47305,6.52443,5.881832,5.683362
S24191,6.463242,6.065828,6.843916,5.97172,5.674688,5.573066,6.417342,5.67129,5.760814
S24192,6.385388,6.060296,6.934258,6.009778,5.682866,5.619246,6.408186,5.78602,5.82827
S24202,6.307444,6.005382,6.85819,5.926086,5.62555,5.418488,6.469616,5.829912,5.66267
S24203,6.205276,6.06856,6.948558,5.953996,5.836222,5.469378,6.539452,6.057014,5.882332
S24204,6.446914,6.018644,6.950236,5.977686,5.60854,5.533026,6.532546,5.708048,5.718852
S24209,6.212786,6.115822,6.88068,5.86395,5.824638,5.498522,6.592222,5.927558,5.674606
S24212,6.29478,6.048776,6.98044,5.988486,5.782026,5.526668,6.544496,5.839234,5.7775
S24215,6.404706,6.104718,7.02965,6.033352,5.678226,5.531076,6.489798,5.786662,5.820658
S24221,6.279166,6.117992,6.936014,5.964564,5.7242,5.521392,6.495586,5.817206,5.716278
S24230,6.290584,6.11146,6.8696,5.954928,5.662658,5.497314,6.519186,5.84337,5.71389
S24231,6.407868,6.067084,7.098204,5.992892,5.941524,5.73072,6.565138,5.871862,5.923636
S24232,6.30651,6.24055,6.947788,5.896368,5.725614,5.480776,6.642626,5.932464,5.720224
S24234,6.437868,6.166462,7.127574,6.021476,5.7307,5.577924,6.707366,5.87934,5.7671
S24235,6.303114,6.015328,6.616766,5.890198,5.63431,5.51659,6.293944,5.643366,5.723746
S2424,6.547088,5.966948,6.853452,5.950132,5.677764,5.631138,6.430184,5.569678,5.718812
S24242,6.336734,6.111688,6.937092,5.987576,5.70828,5.629464,6.508958,5.79811,5.783124
S24244,6.287418,6.045166,6.817992,5.921318,5.724026,5.493158,6.364496,5.726448,5.690636
S24253,6.396468,6.07358,6.889014,6.01929,5.763582,5.600574,6.471222,5.77566,5.691932
S24262,6.310086,6.068804,6.868974,5.89736,5.721818,5.48449,6.555254,5.842426,5.733022
S24272,6.312434,6.099514,6.870682,5.96363,5.69648,5.482166,6.46622,5.780196,5.71101
S24275,6.395534,6.072422,6.874114,5.930048,5.689318,5.55551,6.428644,5.724148,5.760502
S24283,6.234194,6.075024,6.936612,5.913006,5.703036,5.475928,6.54159,5.943556,5.767922
S24284,6.33042,6.107906,6.906518,5.907752,5.732188,5.571834,6.495172,5.794808,5.77638
S24286,6.340528,6.15938,6.921484,5.98154,5.69476,5.556688,6.524158,5.847708,5.753788
S24288,6.28161,6.057946,6.663764,5.9436,5.670454,5.467956,6.23822,5.683898,5.719368
S24293,6.438504,6.031826,6.959048,5.90396,5.703626,5.59142,6.574764,5.807816,5.74801
S24294,6.439978,6.080982,6.834142,5.916996,5.65275,5.584724,6.489392,5.668984,5.70085
S24296,6.235436,6.011142,6.84063,5.949874,5.671632,5.48578,6.521536,5.864082,5.738736
S2430,6.223808,6.091798,6.910348,5.891554,5.78684,5.523242,6.573994,5.921046,5.708462
S24300,6.41035,6.09786,6.776406,5.954096,5.656246,5.586114,6.330012,5.651752,5.74378
S24305,6.125958,5.906574,6.728178,5.795996,5.643278,5.48863,6.288688,5.653244,5.572734
S24306,6.27275,6.171626,6.958712,5.969236,5.80929,5.539998,6.631452,6.002758,5.805952
S24308,6.251412,6.067026,6.878014,5.91576,5.807462,5.552438,6.489806,5.866386,5.786394
S2431,6.180466,6.100876,6.845036,5.895046,5.659296,5.495738,6.51074,5.871714,5.69991
S24322,6.261992,6.093688,6.979226,6.011796,5.699158,5.558608,6.551856,5.885666,5.7683
S24324,6.318688,6.031566,6.762662,5.947754,5.667458,5.577312,6.360238,5.684604,5.692334
S24326,6.308206,6.136356,7.01056,5.951038,5.68908,5.448158,6.652096,5.977078,5.713612
S24334,6.406392,5.956726,6.90923,6.051486,5.655862,5.559486,6.439458,5.721352,5.731528
S24336,6.343172,6.015486,6.873076,5.976478,5.629588,5.58552,6.394204,5.670942,5.651318
S24345,6.330384,6.137242,6.804076,5.926108,5.682758,5.558118,6.456126,5.753844,5.611782
S24359,6.33314,6.0914,6.73173,5.875674,5.57482,5.514326,6.371214,5.703396,5.687254
S24367,6.392364,6.067752,7.013976,5.95463,5.66266,5.417332,6.583708,5.877112,5.681872
S24383,6.27126,5.991762,6.788942,5.968574,5.687682,5.55657,6.435506,5.84465,5.75931
S24384,6.323346,6.161906,6.709692,5.876068,5.575264,5.516374,6.363668,5.678468,5.643822
S24385,6.276256,6.11041,6.862806,5.928884,5.688306,5.427496,6.477848,5.918446,5.704352
S24386,6.384358,6.214532,6.949546,5.93229,5.61004,5.553486,6.564706,5.807494,5.71269
S24395,6.342042,6.159936,7.080022,6.021798,5.76115,5.557816,6.62669,5.91106,5.82771
S24399,6.212504,6.114812,6.82344,5.914244,5.698966,5.545768,6.528002,5.801828,5.804666
S24409,6.350018,6.119252,6.963444,5.952392,5.660666,5.527712,6.577356,5.872132,5.686814
S24412,6.28131,6.145376,6.90648,5.935762,5.669682,5.497404,6.544146,5.888344,5.71624
S24417,6.256424,5.93432,6.71296,5.875432,5.630512,5.46615,6.416272,5.71823,5.590134
S24420,6.438788,6.084372,6.93917,6.0132,5.621922,5.656072,6.477678,5.724742,5.805418
S24421,6.275998,6.008896,6.832808,5.943018,5.752578,5.476596,6.474704,5.889716,5.80564
S24422,6.321722,6.037316,6.79347,5.970646,5.674584,5.534986,6.394118,5.699492,5.677452
S24423,6.32669,6.127264,6.906098,5.930152,5.643254,5.488066,6.53184,5.774174,5.662674
S24429,6.192768,6.018624,6.73165,5.84232,5.73044,5.427468,6.447574,5.85727,5.672146
S24432,6.310616,6.070182,6.93066,5.943484,5.68792,5.554644,6.478346,5.735126,5.69672
S24434,6.480076,6.16775,7.023556,6.02205,5.667634,5.547022,6.51425,5.741,5.784944
S24435,6.346888,6.095256,6.899196,5.882852,5.69364,5.649382,6.578906,5.764968,5.674184
S24437,6.318346,6.170724,7.098572,6.028658,5.769234,5.576724,6.689918,5.959112,5.781886
S24440,6.34724,6.086168,6.824176,5.90698,5.627426,5.504666,6.409986,5.69038,5.60227
S24442,6.266938,6.044862,6.979606,5.933358,5.784364,5.525996,6.598268,5.821296,5.71968
S24444,6.34449,6.042254,6.850154,5.953096,5.63577,5.54601,6.440862,5.728244,5.730836
S24446,6.31194,6.051082,6.827242,5.906614,5.577156,5.520426,6.485376,5.805936,5.64887
S24459,6.379248,6.059908,6.873356,5.98359,5.651934,5.539632,6.46025,5.748482,5.735516
S24468,6.339292,5.965374,6.894808,5.964316,5.580748,5.563196,6.383342,5.631148,5.70088
S24469,6.182652,6.17592,7.023356,5.906784,5.738106,5.530328,6.66817,5.917148,5.779486
S24496,6.237,6.07417,6.744942,5.844032,5.595906,5.44991,6.43904,5.825254,5.688102
S2451,6.280096,6.23831,6.939422,5.896016,5.777314,5.546672,6.639258,5.959524,5.748872
S24517,6.214754,6.143882,6.857992,5.882618,5.674168,5.506132,6.580392,5.853566,5.672914
S24523,6.310844,6.114812,6.986286,5.953082,5.762968,5.543816,6.580212,5.85024,5.725798
S2453,6.341462,6.183106,6.967376,5.970018,5.624478,5.562432,6.570286,5.78329,5.700714
S24534,6.380804,6.086734,6.885806,5.93681,5.73051,5.575606,6.514814,5.77626,5.804866
S24547,6.078412,6.05286,6.657898,5.790084,5.651794,5.454274,6.535798,5.88411,5.581174
S24548,6.268486,6.13546,7.022382,6.00392,5.805492,5.52496,6.562692,5.880236,5.841272
S2455,6.276226,5.98052,6.808788,5.928408,5.634944,5.511058,6.419832,5.720914,5.662986
S24553,6.397278,6.025968,6.910738,5.958734,5.61037,5.591102,6.394052,5.694382,5.77774
S24555,6.315208,5.960928,6.63892,5.995086,5.706844,5.549616,6.27946,5.631442,5.72032
S24556,6.357652,6.07958,6.770446,6.010392,5.6019,5.637262,6.367356,5.653438,5.743852
S24559,6.362732,6.0085,6.828586,5.995986,5.646676,5.589812,6.419052,5.733406,5.757272
S24564,6.353676,6.05658,7.049938,5.986338,5.65306,5.669956,6.532988,5.82409,5.904164
S24578,6.30147,6.14256,6.921388,5.92544,5.689068,5.504384,6.540222,5.8426,5.659564
S24579,6.389992,6.077854,7.019384,5.924124,5.603496,5.456596,6.621254,5.89047,5.724684
S24600,6.397434,6.091972,7.003266,6.031574,5.713426,5.537108,6.524386,5.790132,5.752074
S24601,6.304942,6.154626,7.038572,5.979916,5.788122,5.56897,6.648954,5.97989,5.814896
S24607,6.345558,6.069042,6.801596,5.88267,5.616876,5.501234,6.51734,5.817212,5.651122
S24609,6.360848,6.085276,7.016462,5.964574,5.782514,5.639148,6.601006,5.875854,5.798736
S24610,6.348972,6.271472,7.079284,5.964552,5.73823,5.66571,6.716674,5.949758,5.804484
S24616,6.219704,6.041492,6.724076,5.910224,5.718806,5.473866,6.39687,5.772604,5.683018
S24619,6.253572,6.179274,7.017932,5.93322,5.798788,5.564018,6.690676,6.04844,5.828684
S24624,6.24264,6.149712,6.673664,5.801808,5.598516,5.467668,6.507254,5.77647,5.603312
S24627,6.330274,5.983228,6.696726,5.883168,5.5782,5.57157,6.341636,5.649142,5.706804
S2463,6.345794,6.060556,6.77311,5.976694,5.627632,5.58646,6.335944,5.674074,5.70867
S24632,6.317466,6.007054,6.894516,5.948142,5.694712,5.459874,6.521018,5.811684,5.71669
S24640,6.308146,6.16764,7.093258,5.916594,5.755222,5.610854,6.719716,5.985852,5.780474
S24643,6.216698,5.942508,6.660986,5.941422,5.682808,5.469284,6.333802,5.758732,5.636898
S24654,6.317402,6.089042,6.916114,5.94059,5.70753,5.57518,6.463684,5.776742,5.803202
S24655,6.350854,6.173976,6.978264,5.957872,5.729558,5.493344,6.607872,5.92902,5.77107
S24666,6.397782,5.96796,6.792466,5.963108,5.653362,5.530836,6.407592,5.673976,5.70428
S24667,6.388942,6.045496,6.903686,6.001308,5.559676,5.60194,6.410292,5.692602,5.794656
S2467,6.280878,6.121436,6.842738,5.90501,5.77808,5.525964,6.484602,5.823752,5.724168
S24676,6.282876,6.1281,6.855462,5.909334,5.66712,5.548644,6.497574,5.803954,5.653772
S24686,6.161104,6.117592,6.913048,5.88561,5.669292,5.508186,6.555302,5.91328,5.794212
S24688,6.24361,6.00866,6.75849,5.889066,5.582186,5.505816,6.476096,5.76859,5.674014
S24690,6.35223,6.093818,6.852532,5.946014,5.686986,5.667584,6.362078,5.741966,5.809642
