ID,T_cells_(CD4+),B_cells,T_cells_(CD8+),Endothelial_cells,Fibroblasts,Macrophage
S22106,6.430438,5.017762,5.627806,6.098486,5.55618,6.010444
S22109,6.277958,5.063398,5.46025,5.983102,5.56672,5.960042
S22110,6.645008,4.939532,5.61679,6.298178,5.665348,6.15463
S22113,6.419992,5.027472,5.760732,6.170744,5.578958,5.969674
S22114,6.506816,5.094886,5.416474,6.08669,5.640936,6.025376
S22117,6.473532,4.992882,5.527474,6.141382,5.6478,6.16503
S2212,6.452502,4.947584,5.421016,6.1148,5.596718,6.08605
S22126,6.639766,4.990488,5.610686,6.25642,5.710282,6.115256
S22129,6.373646,5.020444,5.470174,6.039552,5.557494,6.025622
S22131,6.63177,4.925632,5.695366,6.316852,5.657762,6.116216
S22144,6.486576,5.06468,5.434804,6.296574,5.740922,6.140894
S22147,6.42187,4.954276,5.481398,6.085774,5.55396,6.025584
S22148,6.386182,5.04907,5.456794,6.152086,5.609496,6.103688
S22150,6.419212,4.981498,5.416516,6.124884,5.613772,6.106252
S22151,6.384302,5.06164,5.57129,6.09625,5.592394,6.027612
S22160,6.349592,4.93716,5.467772,6.047296,5.580444,5.987784
S22166,6.532918,4.905454,5.62257,6.143906,5.618668,6.11315
S22173,6.504628,4.947228,5.592512,6.169042,5.62357,6.127234
S22174,6.313202,4.93448,5.462534,6.084832,5.602344,6.046236
S22177,6.547356,5.013322,5.524736,6.179326,5.620508,6.13493
S22178,6.436628,5.017468,5.611292,6.14403,5.618118,6.09798
S22181,6.558194,4.910674,5.558116,6.207322,5.697092,6.091602
S22185,6.460716,4.952398,5.428258,6.168784,5.64657,6.157296
S22189,6.41633,5.014068,5.445452,6.104404,5.593416,6.047334
S22191,6.53373,5.10226,5.739564,6.228234,5.699592,6.139256
S222,6.549344,4.96538,5.536252,6.203622,5.613452,6.07086
S2220,6.418084,5.031674,5.504884,6.086558,5.565942,6.031628
S22226,6.288784,5.003934,5.371856,6.017862,5.579566,6.007452
S22227,6.546296,4.942662,5.523028,6.146324,5.657984,6.115378
S22231,6.217954,5.06447,5.664652,6.080548,5.539528,5.982732
S22238,6.403484,4.997698,5.424368,6.128728,5.576902,5.973616
S2224,6.411738,5.001578,5.58323,6.14641,5.614548,6.108454
S22249,6.463086,4.97861,5.583252,6.189934,5.656896,6.07838
S22257,6.575952,4.972556,5.529302,6.110614,5.57034,5.995362
S22259,6.396468,5.042036,5.321056,6.146302,5.605416,6.015342
S2226,6.531676,4.975078,5.706536,6.180748,5.636752,6.076366
S22260,6.431392,4.960086,5.679828,6.150086,5.566846,6.092418
S22262,6.192046,5.12901,5.495344,5.998624,5.508152,5.925294
S22268,6.27376,5.143744,5.30989,5.99458,5.564692,5.983316
S22275,6.33238,5.01157,5.31976,6.054254,5.5715,6.009102
S22289,6.48087,5.015454,5.586032,6.095356,5.602918,6.065848
S2229,6.408538,4.992738,5.46862,6.13144,5.580674,6.060492
S22295,6.438388,5.007774,5.487186,6.118072,5.57002,5.992938
S22296,6.344506,5.062422,5.495354,5.993276,5.511138,5.920816
S22301,6.483202,4.96274,5.419368,6.155,5.586932,6.030044
S22320,6.584238,4.991258,5.435536,6.091196,5.61384,6.052404
S22323,6.335982,5.00834,5.35905,6.106066,5.589918,6.069862
S22326,6.51468,4.988442,5.554646,6.107502,5.619642,6.074832
S22327,6.668096,4.926808,5.70037,6.375374,5.794956,6.170666
S22333,6.71351,4.946046,5.528798,6.256102,5.69356,6.108532
S22335,6.473648,5.002794,5.770218,6.22834,5.657112,6.134996
S22336,6.31462,5.131544,5.33699,6.044486,5.57405,5.975552
S22343,6.197774,5.106002,5.58637,6.009256,5.591966,5.94482
S22352,6.638354,5.009942,5.400562,6.152684,5.597638,6.05623
S22371,6.490218,5.000552,5.48321,6.047478,5.590466,5.964148
S22372,6.271238,5.132768,5.342812,5.984938,5.585212,5.952458
S22375,6.319482,4.914614,5.498486,6.043472,5.525936,5.973222
S22376,6.524338,5.034898,5.546886,6.162094,5.637216,6.091872
S22377,6.379874,5.104972,5.310244,5.981578,5.53689,5.904968
S22388,6.507722,5.05249,5.520644,6.14069,5.626042,6.055898
S22392,6.328024,5.13382,5.49512,6.09502,5.567312,5.970006
S22395,6.514298,4.97346,5.632534,6.262436,5.643102,6.169768
S22396,6.580364,4.936852,5.564182,6.233166,5.710354,6.108664
S22406,6.33968,5.013446,5.403644,6.07374,5.62116,6.066618
S22407,6.521454,4.963404,5.621496,6.083156,5.567458,5.99809
S22408,6.364528,5.070366,5.732322,6.096986,5.592814,5.979208
S22412,6.427288,4.977136,5.448402,6.083372,5.574324,5.976614
S22416,6.613252,4.871708,5.685886,6.172546,5.596448,6.075312
S22418,6.46706,5.058068,5.658776,6.142616,5.611988,5.987024
S22421,6.510782,5.037172,5.48012,6.135726,5.60115,6.025652
S22423,6.659122,4.941782,5.639742,6.223704,5.63832,6.083754
S22424,6.467726,5.093342,5.72642,6.15518,5.627264,6.00255
S22425,6.568308,4.898382,5.628142,6.169406,5.551996,6.05457
S22427,6.261082,5.1383,5.727108,6.081302,5.594778,5.992634
S2243,6.336702,5.03194,5.424406,6.058476,5.552216,6.014656
S22434,6.461882,5.054616,5.54318,6.090938,5.569704,6.092962
S22441,6.538084,4.895628,5.549022,6.161886,5.649076,6.056214
S22447,6.420144,5.061732,5.531332,6.136264,5.612818,6.1096
S22455,6.326106,5.029542,5.339486,6.099082,5.574324,5.989254
S22459,6.677692,4.8868,5.6628,6.300848,5.72659,6.219514
S22466,6.489734,4.969196,5.720054,6.257728,5.649812,6.146148
S22467,6.36375,5.04987,5.439864,6.07658,5.607016,6.044404
S22468,6.477336,4.951266,5.581616,5.994318,5.513334,5.901604
S22470,6.428484,4.982296,5.518462,6.123876,5.589854,6.052726
S22475,6.290138,5.048346,5.386712,6.043668,5.51728,5.970172
S22481,6.552656,4.960016,5.44892,6.309316,5.744222,6.217518
S22482,6.394086,4.892388,5.611358,6.134168,5.626688,6.11799
S22485,6.465838,4.997942,5.565976,6.179358,5.68324,6.111634
S22486,6.585892,4.979114,5.69548,6.248188,5.731206,6.205836
S22493,6.559734,4.957988,5.640936,6.182432,5.631608,6.138358
S22498,6.265516,5.10539,5.53195,6.047722,5.548456,6.029228
S225,6.372594,4.980206,5.547462,6.088804,5.587638,6.0294
S22507,6.41464,5.059352,5.505574,5.999208,5.577046,5.952824
S22514,6.265966,5.056654,5.631822,6.039972,5.553284,5.909674
S22515,6.436568,4.936846,5.51257,6.160882,5.620276,6.093206
S22516,6.431006,5.148298,5.39054,6.058952,5.630404,6.009696
S22517,6.680658,4.87671,5.652396,6.222646,5.649374,6.064516
S22519,6.585572,4.97328,5.517762,6.292208,5.686276,6.16538
S22521,6.489938,4.992752,5.574512,6.169784,5.619866,6.09837
S22523,6.64507,4.940384,5.677178,6.191128,5.6427,6.104416
S2253,6.408986,4.932126,5.533762,6.132768,5.584442,6.025286
S22537,6.5782,5.068052,5.722336,6.313028,5.627054,6.105964
S22542,6.65231,5.004156,5.569822,6.221624,5.73324,6.148276
S22543,6.434022,5.048672,5.77299,6.22078,5.643392,6.052906
S22549,6.39999,5.013572,5.453432,6.05949,5.577392,6.072542
S2255,6.30019,5.128868,5.803584,6.159932,5.569278,5.892032
S22551,6.423348,4.989464,5.542134,6.04997,5.56751,5.962698
S2256,6.593462,4.92483,5.650932,6.239548,5.592276,6.158022
S22561,6.623284,4.95392,5.643412,6.309644,5.696448,6.189034
S2257,6.408856,4.992152,5.59093,6.126772,5.612854,6.046122
S22572,6.290658,5.14227,5.365606,6.151032,5.656768,6.069072
S22578,6.40786,5.083594,5.391632,6.135094,5.653136,6.095874
S22584,6.466412,4.976474,5.421284,6.07949,5.573052,5.973316
S22592,6.59008,5.055914,5.448328,6.2007,5.638438,6.12814
S22593,6.55023,4.945974,5.547354,6.171836,5.678992,6.109672
S22603,6.335534,4.96257,5.5175,6.107798,5.555502,5.99986
S22606,6.140956,5.165074,5.325902,5.984034,5.557586,5.88498
S22608,6.530162,4.969098,5.604978,6.258786,5.730706,6.180426
S22609,6.654626,4.85818,5.594932,6.161834,5.660334,6.102456
S22614,6.574188,4.806386,5.619984,6.173732,5.585726,6.0694
S22617,6.330974,4.9864,5.482578,6.097458,5.60772,6.081968
S22628,6.375174,5.13746,5.629984,6.137454,5.61826,5.991302
S22639,6.364028,5.078842,5.37153,6.06333,5.559662,6.007306
S22643,6.241812,5.02808,5.733684,6.076042,5.561862,5.967898
S22649,6.504826,4.911292,5.54121,6.13854,5.616258,6.068278
S22654,6.414754,5.001418,5.492182,6.148702,5.617026,6.100752
S22655,6.59283,5.006776,5.638248,6.196118,5.699274,6.093406
S22660,6.343938,5.053898,5.402866,6.042066,5.597332,5.948666
S22664,6.501056,4.99701,5.571928,6.161296,5.627748,6.154112
S22666,6.475042,4.950442,5.440256,6.117134,5.593052,6.053906
S22669,6.534998,4.95466,5.690156,6.22383,5.60942,6.10523
S22677,6.448892,4.964488,5.473864,6.129398,5.589696,6.036522
S22690,6.422686,5.090682,5.437666,6.08954,5.562234,6.008098
S22695,6.348668,4.986032,5.658462,6.11004,5.555274,6.079404
S22714,6.653358,4.979816,5.686796,6.179908,5.625156,6.034198
S22716,6.50256,5.035586,5.622742,6.096094,5.564628,5.970482
S22717,6.51407,4.992718,5.48596,6.252608,5.703196,6.11751
S22724,6.613882,4.968506,5.637676,6.113584,5.702932,6.069064
S22725,6.552484,4.952254,5.566044,6.16107,5.644624,6.097386
S22729,6.628568,4.947904,5.773366,6.22441,5.664248,6.064528
S22736,6.427918,5.084652,5.50644,6.0551,5.550676,6.01866
S22739,6.31711,5.12472,5.524712,6.041556,5.602706,5.965426
S22743,6.44256,5.01183,5.427766,6.069442,5.669256,6.076266
S22748,6.56223,4.93115,5.653248,6.255752,5.637118,6.11933
S22757,6.487728,4.95498,5.565764,6.163866,5.644324,6.05935
S22767,6.33167,5.078484,5.402684,6.103076,5.615488,5.969204
S22769,6.34434,5.085072,5.379772,6.09594,5.591656,6.063814
S22771,6.496174,5.023934,5.749196,6.144884,5.616494,6.110856
S22772,6.471746,5.091182,5.426796,6.16461,5.728566,6.16121
S22773,6.60721,4.991718,5.565342,6.200006,5.656296,6.133256
S22784,6.370112,5.01732,5.453828,6.05353,5.501062,5.921246
S22787,6.317624,4.943594,5.552346,6.01084,5.55861,5.974908
S22791,6.391212,4.983516,5.48998,6.093524,5.579232,6.040318
S22795,6.435626,5.184058,5.510108,6.124426,5.66639,6.027196
S22805,6.510582,5.014236,5.51705,6.176634,5.58293,6.046638
S22807,6.380718,5.041258,5.440518,5.988402,5.580082,5.965718
S22808,6.490296,4.985926,5.581886,6.173924,5.66568,6.04936
S22809,6.3832,4.95118,5.570938,6.064474,5.53489,5.945656
S2281,6.36255,5.05127,5.666636,6.070486,5.563848,6.029876
S22811,6.511504,4.956242,5.502176,6.11417,5.576838,6.094706
S22822,6.36309,4.960232,5.569194,6.049604,5.58455,5.974556
S22825,6.412874,5.059172,5.61066,6.16272,5.632064,6.063314
S22828,6.64318,4.979846,5.591574,6.214862,5.663786,6.140126
S22830,6.235924,4.99322,5.46394,6.031432,5.542818,6.058852
S22834,6.578714,4.961412,5.663166,6.255596,5.719026,6.18446
S22838,6.43526,4.989248,5.523088,6.092066,5.627914,5.987768
S2284,6.568376,4.990912,5.478622,6.13143,5.624532,6.049402
S22847,6.514784,5.024752,5.589774,6.123134,5.625258,6.06247
S2285,6.606774,4.99146,5.445912,6.186006,5.624736,6.077858
S22851,6.609222,4.957542,5.662402,6.217334,5.685572,6.111422
S22852,6.506918,4.945472,5.598064,6.105092,5.589668,6.062702
S22854,6.597888,5.09873,5.683516,6.147742,5.67322,6.12445
S22855,6.37981,5.032458,5.426534,6.18149,5.651176,6.0986
S22859,6.49529,4.896324,5.540042,6.12049,5.556532,6.032268
S22860,6.56769,4.899786,5.512804,6.217032,5.67394,6.160014
S22865,6.423388,4.945354,5.544522,6.147858,5.630708,6.124
S22873,6.39826,5.06557,5.444296,6.197614,5.660826,6.077026
S22896,6.50205,4.879024,5.577922,6.173876,5.589472,6.16494
S229,6.312426,5.059454,5.55545,6.042296,5.550668,5.944034
S22904,6.271888,4.999478,5.3636,5.9719,5.578638,5.95429
S22907,6.316274,5.055242,5.536536,6.00754,5.522126,5.913732
S22911,6.54107,5.066764,5.712512,6.270606,5.674834,6.090242
S22915,6.542642,5.004224,5.595046,6.18452,5.643548,6.063822
S22923,6.48225,4.965416,5.488084,6.156796,5.616768,6.045212
S22929,6.473012,5.028634,5.450356,6.198354,5.704684,6.145406
S22931,6.661918,4.953084,5.75927,6.185128,5.637088,6.13705
S22932,6.677126,4.864648,5.646656,6.19755,5.662462,6.136094
S22937,6.529686,4.911474,5.686854,6.128992,5.584314,6.042302
S22939,6.509776,5.046854,5.552998,6.25838,5.693776,6.119208
S22942,6.343206,5.09403,5.385942,6.033022,5.60403,5.961794
S22945,6.745134,4.938396,5.586758,6.269282,5.720266,6.154948
S22947,6.228684,5.112604,5.264534,5.97565,5.508648,5.949318
S22948,6.567318,4.957186,5.572432,6.22169,5.674074,6.204458
S22952,6.324412,5.21083,5.32896,5.987758,5.530916,5.893016
S22953,6.391536,4.97437,5.505064,6.125988,5.601114,6.018344
S22955,6.3817,4.993842,5.641034,6.110532,5.597886,5.986876
S22957,6.484658,4.871384,5.53387,6.17131,5.650866,6.10006
S22958,6.518972,4.935042,5.456532,6.132244,5.599974,6.113152
S22963,6.577862,5.047598,5.710772,6.211952,5.684106,6.113838
S22966,6.456276,4.973942,5.643194,6.099438,5.611586,6.023434
S22969,6.254176,5.070318,5.34881,5.974354,5.520906,5.883836
S22970,6.230052,5.10159,5.726542,6.10181,5.581696,6.012622
S22977,6.532008,4.959392,5.593346,6.172592,5.637162,6.100768
S22980,6.568756,5.085648,5.478654,6.150856,5.62059,6.022944
S22988,6.629062,5.059152,5.477556,6.293928,5.737922,6.18121
S22989,6.703814,4.910358,5.687066,6.249792,5.673062,6.104048
S2299,6.4676,4.900512,5.466702,6.106036,5.58505,6.027202
S22994,6.39803,5.07928,5.680436,6.101558,5.566212,5.846152
S22998,6.220384,5.093726,5.29647,5.924598,5.530244,5.883216
S230,6.25059,5.072498,5.571282,6.009722,5.516852,5.918056
S23007,6.471412,4.921478,5.472112,6.111832,5.663628,6.013574
S23008,6.551598,4.97287,5.513366,6.095326,5.601268,6.016426
S23009,6.547944,4.998934,5.52528,6.237876,5.642742,6.09321
S23012,6.581118,4.900316,5.641026,6.171756,5.630732,6.06118
S23014,6.688242,4.890502,5.737732,6.23748,5.62556,6.130356
S23015,6.540808,4.978808,5.50447,6.152948,5.622606,6.050364
S23017,6.421306,5.018126,5.451058,6.073426,5.6024,5.977228
S23023,6.560036,4.923554,5.493082,6.105468,5.579146,6.045036
S23030,6.381052,5.023816,5.658946,6.132606,5.588774,6.000518
S23042,6.251964,5.07201,5.741044,6.08048,5.540642,5.904504
S23048,6.552548,4.993564,5.485794,6.18997,5.663812,6.115978
S23058,6.44674,5.06225,5.393258,6.133336,5.669822,6.006008
S23065,6.294144,5.170696,5.470414,6.034002,5.576078,5.929008
S23067,6.327824,5.09856,5.521662,6.095402,5.64931,6.08411
S23086,6.374202,5.140576,5.625442,6.072172,5.601398,6.036374
S23087,6.490826,4.863006,5.656572,6.140822,5.553538,6.128986
S23089,6.439616,5.017316,5.633934,6.166682,5.612318,6.038554
S2309,6.660096,5.04637,5.790216,6.360688,5.709774,6.19574
S23093,6.300884,5.082866,5.405624,6.015014,5.54077,5.968382
S23112,6.359234,4.967028,5.46569,6.010768,5.503104,5.964894
S23124,6.356556,5.090874,5.400248,5.994062,5.58821,5.952278
S23126,6.573036,4.895484,5.55352,6.142644,5.622432,6.035694
S23130,6.579746,5.037762,5.51018,6.264406,5.71057,6.200348
S23136,6.50094,4.919644,5.553324,6.148218,5.644048,6.109032
S23141,6.22729,5.163814,5.427752,6.051116,5.583016,6.00148
S23144,6.502618,5.094106,5.339642,6.188446,5.630912,6.14957
S23159,6.45514,5.158504,5.448058,6.186424,5.611632,6.039302
S23162,6.548208,4.93893,5.612878,6.089642,5.560024,6.025958
S23163,6.47432,5.073392,5.433594,6.127318,5.669544,6.115066
S23166,6.60128,4.953056,5.54722,6.23235,5.696562,6.176966
S23170,6.463938,4.94861,5.526708,6.149924,5.58879,6.033522
S2318,6.348202,4.998404,5.801388,6.082334,5.539934,5.966096
S23184,6.498596,4.870364,5.556012,6.23271,5.695722,6.104966
S23185,6.68806,4.84593,5.539176,6.188382,5.665946,6.116642
S23187,6.457408,4.919978,5.515538,6.103108,5.572046,5.997468
S2319,6.471168,4.981962,5.524192,6.194602,5.620556,6.03997
S23192,6.65875,4.998664,5.59954,6.232576,5.655618,6.149046
S23193,6.44584,5.037932,5.659794,6.129792,5.587708,6.036254
S23207,6.337318,5.141516,5.43219,6.02936,5.602242,6.005864
S23208,6.473232,4.9927,5.49363,6.104632,5.567268,6.057438
S23214,6.59708,5.00184,5.629394,6.171774,5.643058,6.14641
S23216,6.185566,5.117516,5.425226,5.977206,5.493842,5.92144
S23221,6.556236,5.030724,5.818838,6.270098,5.681106,6.129992
S23223,6.5081,4.974106,5.459428,6.098606,5.608816,5.997524
S23227,6.500116,4.905572,5.546816,6.10842,5.574838,6.066478
S23233,6.37842,5.049894,5.7904,6.10902,5.477892,5.928436
S23237,6.36936,5.043486,5.508596,6.107072,5.567674,6.027366
S23250,6.619874,4.987978,5.536024,6.136804,5.636234,6.088668
S23273,6.451562,5.01785,5.446652,6.19265,5.606758,6.089414
S23274,6.37056,5.019076,5.674442,6.09792,5.579738,6.001004
S23277,6.424738,5.015286,5.659736,6.177614,5.58926,6.065576
S23279,6.44805,4.937474,5.735368,6.178286,5.634422,6.114368
S23292,6.56317,5.061038,5.545524,6.093752,5.612434,6.012274
S23309,6.455906,4.982322,5.42617,6.15395,5.66511,6.13431
S23316,6.382494,5.074566,5.289968,6.09092,5.59958,6.002266
S23321,6.360304,5.091962,5.52157,6.07733,5.605806,5.992486
S23323,6.33944,5.066472,5.543916,6.052256,5.581024,5.986234
S23326,6.447842,5.063944,5.486184,6.071246,5.576694,6.04213
S23328,6.437432,4.961016,5.579378,6.123492,5.575112,6.022922
S23330,6.517394,5.048614,5.604594,6.107348,5.565396,6.090348
S23337,6.295286,4.945982,5.497492,6.024508,5.492594,5.997036
S23338,6.496672,4.971976,5.614462,6.115634,5.67145,6.027038
S23343,6.511228,4.899934,5.685524,6.180104,5.657884,6.116646
S23351,6.59147,5.03661,5.727704,6.25382,5.61297,6.096964
S23363,6.502008,4.964168,5.617478,6.178624,5.580818,6.089808
S23364,6.372758,4.986652,5.59201,6.101156,5.53811,6.054112
S2337,6.506528,5.01796,5.56471,6.151984,5.612128,6.083344
S23371,6.59576,4.892478,5.672336,6.18139,5.615404,6.0488
S23374,6.399186,5.03703,5.65565,6.072762,5.603166,5.996898
S23382,6.545568,4.984594,5.518198,6.199926,5.648366,6.086456
S23385,6.407926,5.025752,5.452878,6.139964,5.643648,6.134534
S23388,6.396542,5.125898,5.26928,6.16384,5.671974,6.12431
S23390,6.392174,4.933838,5.548712,6.176218,5.543504,6.050292
S23398,6.486984,5.026844,5.52445,6.057902,5.593506,6.026556
S2340,6.5918,5.040358,5.834022,6.300072,5.703394,6.139796
S23406,6.374514,5.134942,5.501246,6.02662,5.541648,6.010338
S23412,6.314736,5.047044,5.408686,6.019,5.53275,5.919306
S23417,6.41541,5.065898,5.479364,5.991388,5.537916,6.000832
S23423,6.42108,5.030808,5.465146,6.043076,5.572156,5.972078
S23428,6.589886,5.084708,5.44264,6.147656,5.6384,6.015894
S2343,6.472282,4.961244,5.602332,6.186724,5.634284,6.070722
S23430,6.975904,4.922112,5.654358,6.324122,5.70606,6.218004
S23433,6.417686,5.155392,5.583314,6.167926,5.647674,6.036102
S23437,6.446508,4.948648,5.442452,6.13515,5.620254,6.09326
S23439,6.495214,5.091126,5.558056,6.261048,5.724438,6.260208
S2344,6.460148,4.908408,5.695158,6.199558,5.622858,6.072182
S23443,6.52081,5.005316,5.502802,6.145448,5.688952,6.082236
S23446,6.515564,5.047596,5.560708,6.175518,5.679042,6.100206
S23447,6.464144,5.008084,5.546716,6.117566,5.632808,6.019398
S23448,6.386484,5.077478,5.64204,6.150954,5.589832,6.05306
S23449,6.346386,5.094118,5.422768,6.030752,5.536764,5.982994
S2345,6.447492,5.060968,5.375922,6.10864,5.640178,6.066598
S23450,6.513626,5.026654,5.709852,6.251348,5.610582,6.118914
S23466,6.52552,5.075162,5.416822,6.191326,5.624892,6.133014
S23469,6.36717,5.013126,5.451318,6.067104,5.56244,5.951736
S23471,6.536314,4.89234,5.648834,6.20557,5.61241,6.117204
S23472,6.279372,4.95824,5.444684,6.074354,5.528366,6.007114
S23474,6.39047,5.039746,5.437082,6.129408,5.607204,5.995854
S23476,6.19069,5.16628,5.34153,6.052118,5.504942,5.986496
S23478,6.623254,4.939538,5.760128,6.187586,5.61338,6.01772
S2348,6.226548,5.133568,5.497284,5.95436,5.535348,5.950922
S23486,6.521896,4.902072,5.781692,6.160944,5.624532,6.09747
S23487,6.493204,5.018366,5.482738,6.151846,5.636162,6.09617
S23495,6.852736,5.016456,5.655256,6.258156,5.723324,6.06473
S23497,6.34849,5.013152,5.44286,6.063398,5.543974,5.983814
S23498,6.676946,4.90556,5.587066,6.24783,5.67836,6.1395
S235,6.424376,4.976042,5.593858,6.040646,5.549504,5.997526
S23502,6.713352,4.893754,5.588872,6.261362,5.667414,6.149602
S23503,6.354474,4.997584,5.379766,6.068638,5.618238,6.006636
S23523,6.487644,5.01488,5.569406,6.194598,5.644872,6.166246
S23537,6.543082,4.946862,5.601358,6.166708,5.6805,6.129608
S23538,6.421584,5.09158,5.567006,6.062728,5.60713,6.002764
S23545,6.669066,4.940902,5.902862,6.334026,5.760184,6.17952
S23546,6.42679,5.038434,5.614812,6.164082,5.685926,6.040498
S23548,6.402382,5.008624,5.689958,6.148004,5.560506,5.974232
S23553,6.432686,5.021564,5.40586,6.159206,5.647376,6.078658
S2356,6.415568,5.025082,5.550428,6.084896,5.641594,6.048218
S23561,6.344322,4.917098,5.47526,6.046794,5.54855,6.03126
S23562,6.41292,4.976066,5.61372,6.109202,5.672588,6.118466
S23564,6.453198,5.140128,5.619144,6.150312,5.638878,5.981494
S23574,6.305786,4.988374,5.40387,5.958636,5.514498,5.96295
S23576,6.525902,4.981506,5.51164,6.14151,5.610538,6.051438
S23578,6.620586,4.908198,5.57594,6.203648,5.64725,6.09354
S23579,6.541828,4.904522,5.476468,6.20529,5.628726,6.148812
S23582,6.496296,5.027242,5.728586,6.216884,5.643814,6.097436
S23590,6.468216,5.08102,5.33697,6.141118,5.65086,6.008954
S2360,6.531074,4.995016,5.5158,6.140888,5.640408,6.146884
S23600,6.348142,5.17489,5.370068,6.061992,5.54645,5.897372
S23606,6.489018,4.872206,5.626046,6.117466,5.599192,6.081958
S23609,6.509,4.910204,5.576122,6.161924,5.651176,5.991284
S2361,6.242412,5.156128,5.499378,6.013742,5.513546,5.897288
S23612,6.762162,4.969728,5.653104,6.398074,5.73696,6.248844
S23615,6.488508,4.98895,5.606114,6.128412,5.573956,6.004382
S23616,6.479478,4.936708,5.567798,6.095478,5.560838,6.026112
S23620,6.546992,4.93621,5.503692,6.125096,5.601894,6.057878
S23624,6.657852,4.954106,5.667722,6.242672,5.71357,6.157926
S23632,6.569856,4.988874,5.427006,6.228652,5.662156,6.07524
S23640,6.430332,5.08056,5.3294,6.116712,5.653328,6.04442
S23653,6.362142,5.036062,5.42397,6.085746,5.537956,6.010436
S23655,6.46296,4.98799,5.42081,6.14157,5.555934,6.039596
S2366,6.432994,4.981282,5.700328,6.12671,5.577376,6.038282
S23662,6.431424,4.987176,5.445128,6.106122,5.597198,6.069396
S23667,6.336632,5.107358,5.50904,6.086114,5.553258,5.95975
S23668,6.483188,4.99721,5.564254,6.239772,5.70862,6.193526
S23669,6.499026,4.985046,5.562754,6.125778,5.649252,6.063648
S2367,6.782484,4.90712,5.716832,6.236842,5.729484,6.1745
S23670,6.436754,4.997826,5.545786,6.075368,5.5722,6.001132
S23671,6.281118,4.932352,5.500362,6.022432,5.533308,5.989866
S23673,6.64248,5.021292,5.65922,6.290686,5.701934,6.08048
S23691,6.203522,5.083572,5.304488,6.006248,5.570138,5.957206
S23692,6.503234,4.94872,5.631416,6.14843,5.576132,6.009246
S2370,6.306532,5.044022,5.376972,6.01743,5.54557,6.040652
S23700,6.556052,5.013604,5.47966,6.19797,5.651426,6.105816
S23704,6.326486,5.053022,5.6855,6.126114,5.638796,6.067754
S23707,6.460302,5.040902,5.37618,6.022968,5.581068,5.939314
S23709,6.44648,5.0236,5.461702,6.108448,5.615536,6.069266
S2371,6.652952,4.962408,5.657362,6.221092,5.657148,6.073116
S23713,6.445812,4.926444,5.416686,6.184994,5.640358,6.068392
S23714,6.38735,5.033374,5.369884,6.107134,5.633778,6.016342
S23721,6.612454,4.99479,5.633952,6.134406,5.655514,6.105088
S23727,6.489604,5.036854,5.553012,6.116078,5.560714,6.013414
S23729,6.192386,5.13318,5.280704,5.971576,5.510884,5.900164
S23733,6.536062,4.921484,5.491318,6.177492,5.67886,6.133538
S23736,6.280402,5.18686,5.363526,5.955046,5.5374,5.950196
S23745,6.46647,5.016994,5.688752,6.11996,5.663546,6.065364
S23750,6.251352,5.0224,5.46795,6.011718,5.547704,5.968308
S23751,6.504526,4.947628,5.528044,6.16246,5.606876,6.110534
S23752,6.266276,5.115022,5.455122,6.029486,5.551372,5.953388
S23760,6.403228,5.021836,5.332742,6.07519,5.57846,6.021228
S23768,6.43909,5.051774,5.508954,6.181166,5.691914,6.155608
S23771,6.747728,5.007276,5.641954,6.25163,5.712064,6.151428
S23784,6.474318,5.031472,5.487262,6.121332,5.639484,6.14663
S23790,6.281672,5.044186,5.399692,6.014608,5.54958,5.90341
S23795,6.455674,5.018634,5.68425,6.127734,5.63283,5.97887
S238,6.385046,5.095058,5.403842,5.989336,5.610116,6.000486
S23800,6.505106,4.974322,5.720178,6.184882,5.553624,6.033508
S23801,6.368026,5.051088,5.334836,6.02553,5.609334,5.982416
S23803,6.321154,5.008584,5.377848,6.1427,5.570848,6.014852
S23808,6.36742,4.968896,5.486312,6.017796,5.49558,5.977358
S23811,6.475404,5.0015,5.461524,6.121086,5.619442,6.056664
S23821,6.343626,5.006804,5.487454,6.068688,5.542314,6.071756
S23826,6.420934,5.051382,5.623938,6.123634,5.578272,6.10163
S23830,6.44539,4.98914,5.480618,6.135734,5.659766,6.091146
S23839,6.47888,4.965148,5.80515,6.22171,5.598018,6.172314
S2384,6.422436,5.014048,5.473568,6.095798,5.596082,6.034148
S23841,6.434492,5.05297,5.467694,6.16518,5.593718,6.04391
S23846,6.632232,4.94704,5.659034,6.24562,5.65517,6.126726
S23847,6.503844,4.941254,5.6514,6.162056,5.62597,6.067736
S23852,6.260658,5.045398,5.368574,6.081812,5.631042,5.980836
S23858,6.50971,4.900484,5.729548,6.197314,5.643854,6.094428
S23868,6.53124,5.038052,5.709512,6.133394,5.624268,5.924582
S2387,6.441374,4.97909,5.493438,6.123826,5.608618,6.033272
S23877,6.491516,5.003246,5.582494,6.163946,5.632902,6.134718
S23891,6.340626,5.026598,5.321808,6.101918,5.568404,6.034126
S23892,6.43585,4.940286,5.508322,6.0713,5.549454,6.016414
S23893,6.536004,5.063646,5.721272,6.22233,5.785462,6.105102
S23894,6.362592,4.975812,5.568566,6.000008,5.58461,6.022944
S23897,6.50929,4.97302,5.607078,6.149544,5.550198,6.028242
S2391,6.343134,5.06103,5.464256,5.992334,5.549696,5.994524
S23911,6.494246,4.97781,5.697784,6.270188,5.683444,6.232402
