ID,T_cells_(CD4+),B_cells,T_cells_(CD8+),Endothelial_cells,Fibroblasts,Macrophage
S23913,6.48348,4.948722,5.55434,6.190012,5.617544,6.054856
S23920,6.496804,5.061942,5.641084,6.284052,5.639602,6.087786
S23923,6.38731,5.076044,5.280364,6.102834,5.602818,6.069168
S23926,6.335048,5.10604,5.446042,6.062716,5.57696,6.02316
S23936,6.314246,5.098788,5.714356,6.15952,5.543194,6.06169
S23940,6.524376,4.976072,5.633654,6.0976,5.55408,5.956798
S23944,6.436326,4.946738,5.66532,6.0961,5.691678,5.944342
S23949,6.50651,5.020386,5.487164,6.210276,5.678672,6.142508
S23951,6.438114,4.900518,5.522452,6.083966,5.54865,6.027676
S23952,6.553162,4.92237,5.607648,6.221708,5.69484,6.113624
S23956,6.318536,5.069052,5.452942,5.97653,5.621088,5.933276
S23967,6.421974,5.003462,5.563338,6.008734,5.538774,5.951468
S23969,6.520936,4.942178,5.46273,6.132236,5.583592,5.983342
S23970,6.370398,4.96532,5.526716,6.100538,5.593178,6.131142
S23971,6.392152,5.134894,5.393898,6.16219,5.643218,6.018942
S23972,6.490954,4.968062,5.610528,6.129274,5.610186,6.064646
S23986,6.483002,4.98651,5.478552,6.148336,5.63304,6.055958
S23988,6.598532,5.069116,5.778848,6.286214,5.679036,6.12111
S23989,6.444556,4.910212,5.729004,6.228532,5.63652,6.10026
S23990,6.26491,5.136666,5.332534,5.996294,5.534458,5.934064
S240,6.362642,5.186426,5.711628,6.073362,5.69184,5.995912
S24001,6.357964,5.040822,5.48097,6.009956,5.5827,6.030976
S24004,6.636538,5.04306,5.597222,6.221882,5.71918,6.085364
S24006,6.460054,5.01222,5.397338,6.058958,5.568738,6.002754
S24016,6.490894,5.062562,5.758178,6.148542,5.584678,6.049462
S24018,6.33454,5.072652,5.532296,6.04089,5.582364,6.03019
S24020,6.397258,4.97332,5.580896,6.137638,5.58718,6.073844
S24022,6.536086,5.040766,5.521524,6.141026,5.601086,6.078758
S24028,6.521224,4.97481,5.583368,6.171604,5.631304,6.077288
S24029,6.530788,4.961354,5.576326,6.161824,5.61093,6.074676
S24031,6.340778,5.100404,5.55459,6.090188,5.63721,6.036912
S24041,6.50285,4.988716,5.545382,6.206124,5.596128,6.032652
S24050,6.565694,4.917594,5.666576,6.2469,5.68586,6.157118
S24052,6.338072,5.015924,5.514708,6.1098,5.577182,6.05787
S24054,6.489866,4.932168,5.473062,6.127986,5.56386,6.129132
S24063,6.520908,4.954366,5.489064,6.15491,5.61569,6.00159
S24065,6.453998,4.999926,5.485738,6.104168,5.617668,6.106288
S24071,6.692362,4.851852,5.69018,6.204256,5.6193,6.069012
S24078,6.310626,5.04867,5.428692,6.046486,5.509752,5.933694
S24080,6.28348,5.059888,5.55262,6.076106,5.556706,6.015546
S24083,6.429954,4.97427,5.54594,6.11699,5.577636,6.064332
S24096,6.468364,5.024844,5.392464,6.072392,5.621524,5.999036
S24097,6.506642,4.984232,5.666224,6.187524,5.639862,6.041574
S24098,6.59186,4.932688,5.656456,6.195474,5.654248,6.055586
S24102,6.380302,5.069938,5.749954,6.126786,5.5514,5.994192
S24105,6.466678,4.960248,5.531186,6.101696,5.586252,6.05248
S24108,6.330358,5.020266,5.467846,6.113024,5.586266,6.054686
S24109,6.650828,5.02947,5.831966,6.220494,5.650826,6.136346
S24119,6.71992,4.87381,5.622384,6.316734,5.707158,6.20822
S24129,6.421888,5.072662,5.539424,6.015924,5.611426,6.057502
S2413,6.461598,4.954838,5.704534,6.178106,5.618894,6.051678
S24131,6.45784,5.066228,5.62146,6.114538,5.590092,5.970406
S24133,6.519824,4.954806,5.584346,6.16306,5.635406,6.126804
S24142,6.552784,5.020634,5.489312,6.129492,5.619356,6.034512
S24145,6.536888,5.049378,5.697726,6.227916,5.63536,6.090606
S24146,6.335092,5.107326,5.470632,6.07401,5.612844,6.070928
S24148,6.44526,4.915904,5.494684,6.118064,5.59144,6.074266
S2415,6.38532,5.088784,5.503248,6.050816,5.602726,5.997772
S24151,6.3896,4.965008,5.48961,6.075666,5.551286,6.030504
S24155,6.61075,5.01752,5.566476,6.179808,5.65117,6.091578
S24159,6.508324,4.811496,5.563184,6.131954,5.565974,6.058998
S24163,6.343264,4.902868,5.444796,6.077218,5.607818,6.11456
S24167,6.417434,5.091406,5.600474,6.131628,5.584848,6.087452
S24184,6.39648,4.9146,5.563298,6.046154,5.537716,6.020764
S24190,6.491534,4.95153,5.600096,6.170148,5.637892,6.046368
S24191,6.34549,5.102122,5.350186,6.11456,5.639344,6.00029
S24192,6.514876,5.0812,5.482052,6.116174,5.703546,6.113704
S24202,6.42429,4.963524,5.530946,6.113574,5.641214,6.017558
S24203,6.58418,5.09555,5.836034,6.204016,5.614706,6.061324
S24204,6.393154,5.021098,5.477344,6.143584,5.675636,6.117764
S24209,6.454958,4.976182,5.819152,6.203472,5.59661,6.054276
S24212,6.550762,5.027942,5.523498,6.207262,5.68829,6.0349
S24215,6.50277,5.077512,5.462872,6.201596,5.662958,6.162668
S24221,6.597296,4.949044,5.436756,6.15037,5.606646,6.003508
S24230,6.516916,4.9736,5.523912,6.137038,5.630522,6.065906
S24231,6.580642,5.103314,5.567716,6.23062,5.766152,6.108798
S24232,6.568096,4.95582,5.701364,6.19231,5.673996,6.199812
S24234,6.57107,4.97054,5.596568,6.290594,5.703862,6.216072
S24235,6.26617,5.069364,5.442632,5.971114,5.52398,5.899006
S2424,6.320804,5.074206,5.312824,6.107394,5.678554,6.056906
S24242,6.510758,4.986442,5.55908,6.204868,5.683748,6.15052
S24244,6.459714,5.045028,5.473916,6.001286,5.569608,5.968432
S24253,6.41019,5.065996,5.533794,6.160096,5.623182,6.09129
S24262,6.552978,4.943936,5.474218,6.109958,5.664248,6.038324
S24272,6.466984,5.009444,5.412448,6.111388,5.615658,6.03224
S24275,6.408792,5.0441,5.441282,6.12621,5.64171,6.04864
S24283,6.587472,4.943982,5.66328,6.148828,5.58937,6.056086
S24284,6.374382,5.104152,5.644064,6.108082,5.62468,6.054922
S24286,6.49272,5.033616,5.579612,6.118658,5.596802,6.115904
S24288,6.279186,5.075406,5.450112,6.024508,5.587354,5.986646
S24293,6.47405,4.953664,5.60483,6.195872,5.60587,6.154574
S24294,6.32523,5.023312,5.58767,6.09393,5.575482,6.078466
S24296,6.530028,4.965006,5.588534,6.088956,5.640438,6.041166
S2430,6.482942,5.023198,5.765918,6.199578,5.615112,6.103262
S24300,6.342416,5.13862,5.413064,6.081942,5.549232,5.991372
S24305,6.290256,4.983034,5.407386,5.975548,5.544628,5.841796
S24306,6.585184,5.043562,5.752678,6.261046,5.693716,6.09388
S24308,6.48213,5.07005,5.752366,6.094066,5.64901,6.019688
S2431,6.55269,4.921804,5.581548,6.123308,5.571124,6.034198
S24322,6.552672,4.938452,5.57202,6.217654,5.691394,6.04307
S24324,6.438922,4.988698,5.343538,6.033966,5.571832,5.952498
S24326,6.550646,4.961998,5.64193,6.223392,5.673522,6.112814
S24334,6.487578,5.061606,5.370784,6.142008,5.709628,6.019392
S24336,6.384092,5.122504,5.406408,6.057262,5.559166,6.04891
S24345,6.35214,5.002662,5.499866,6.084308,5.591444,6.05607
S24359,6.316992,5.011468,5.449992,6.019982,5.520934,6.016574
S24367,6.570198,4.857868,5.491042,6.259044,5.6765,6.189046
S24383,6.462954,5.134838,5.569132,6.112434,5.604464,5.983868
S24384,6.257558,5.06071,5.551066,5.972926,5.520106,6.017894
S24385,6.556096,4.949502,5.584458,6.144246,5.588912,6.038354
S24386,6.468234,4.948056,5.619376,6.161436,5.649024,6.17982
S24395,6.577898,5.032776,5.66235,6.243344,5.679286,6.124364
S24399,6.269898,5.160752,5.838982,6.171628,5.706208,6.05298
S24409,6.535784,4.977328,5.55527,6.145826,5.61918,6.099872
S24412,6.46531,4.969376,5.701712,6.177272,5.6328,6.120634
S24417,6.36134,4.985902,5.423274,6.048648,5.56194,5.953638
S24420,6.372778,5.087234,5.450696,6.206306,5.627748,6.101056
S24421,6.6253,4.964676,5.549972,6.080264,5.59312,6.019268
S24422,6.325096,5.002606,5.424034,6.061946,5.574606,5.989578
S24423,6.516824,4.938852,5.505782,6.127354,5.638706,6.109954
S24429,6.4013,5.037074,5.70097,6.104144,5.517852,5.96072
S24432,6.410634,5.045398,5.52319,6.059024,5.62766,6.009564
S24434,6.491614,4.973218,5.399894,6.154784,5.620358,6.161384
S24435,6.517908,4.951406,5.66431,6.212816,5.651066,6.11569
S24437,6.719646,4.9782,5.63153,6.294592,5.695932,6.106934
S24440,6.379898,4.958558,5.3355,6.064136,5.54141,6.011196
S24442,6.500058,4.905248,5.598556,6.238282,5.65918,6.106696
S24444,6.414064,5.00997,5.418272,6.16893,5.598518,6.052216
S24446,6.44877,5.039452,5.555916,6.111432,5.580378,6.100274
S24459,6.43629,5.002796,5.464246,6.117864,5.651962,6.02138
S24468,6.327936,5.102564,5.35072,6.07305,5.601918,6.022258
S24469,6.525004,4.96784,5.786336,6.26954,5.703206,6.123266
S24496,6.362088,4.964386,5.615576,6.07433,5.534756,6.026756
S2451,6.56797,4.943972,5.711864,6.2547,5.612664,6.13866
S24517,6.583904,4.847552,5.66851,6.144244,5.613332,6.047232
S24523,6.576314,5.005136,5.526524,6.177556,5.670978,6.09228
S2453,6.562622,4.93735,5.50497,6.163996,5.62618,6.091388
S24534,6.420296,5.07522,5.533992,6.116316,5.60575,6.0502
S24547,6.34204,5.05857,5.726822,6.049016,5.596566,5.905786
S24548,6.617084,4.9937,5.603846,6.202612,5.637062,6.06399
S2455,6.362102,4.948034,5.439302,6.081776,5.566408,6.006238
S24553,6.42335,5.081684,5.439482,6.174666,5.639368,6.007622
S24555,6.26226,5.165108,5.313566,6.013712,5.559228,5.92204
S24556,6.364332,5.099048,5.350278,6.033432,5.61356,5.928572
S24559,6.374928,5.046948,5.405628,6.095006,5.56981,6.016246
S24564,6.548062,5.063674,5.568266,6.221542,5.713598,6.080964
S24578,6.533314,4.915296,5.532958,6.155158,5.584058,6.06127
S24579,6.601408,4.861956,5.531516,6.234534,5.666646,6.101018
S24600,6.632068,5.000748,5.398526,6.187114,5.662496,6.089538
S24601,6.66685,4.946818,5.63953,6.209896,5.661662,6.070578
S24607,6.407666,4.924034,5.551672,6.12634,5.57876,6.082956
S24609,6.626438,5.056208,5.638652,6.154774,5.687282,6.090216
S24610,6.631846,4.942654,5.691986,6.286502,5.683976,6.178528
S24616,6.431124,4.992362,5.432738,6.060854,5.579508,5.976356
S24619,6.598936,4.999966,5.87838,6.2749,5.681344,6.188318
S24624,6.377968,4.889012,5.607964,6.074802,5.618652,6.005556
S24627,6.26134,5.155234,5.411862,6.049878,5.55535,5.977442
S2463,6.295938,5.08922,5.359006,6.101858,5.607454,6.012058
S24632,6.558036,4.961148,5.42295,6.181948,5.628874,6.068552
S24640,6.569302,4.978924,5.79273,6.29319,5.676112,6.173744
S24643,6.392124,4.950554,5.438418,6.033866,5.528616,5.945556
S24654,6.552112,5.029902,5.504346,6.142252,5.640044,6.05238
S24655,6.638514,4.96302,5.642392,6.214364,5.68397,6.151438
S24666,6.311454,5.015694,5.375362,6.090788,5.597848,6.018168
S24667,6.459064,5.134086,5.335394,6.14811,5.664118,6.079384
S2467,6.503312,4.985652,5.558084,6.176456,5.597518,6.011878
S24676,6.508268,4.943466,5.483426,6.09165,5.583448,6.052158
S24686,6.43845,4.928342,5.617164,6.226022,5.654412,6.039256
S24688,6.361558,4.962696,5.520088,6.07241,5.558188,5.973248
S24690,6.48456,5.134728,5.499326,6.08804,5.635436,5.985726
S24693,6.442608,4.94235,5.483296,6.173534,5.63165,6.141402
S24698,6.416336,5.092,5.603056,6.135492,5.652484,6.089252
S24702,6.684832,4.86942,5.588528,6.303052,5.739854,6.243596
S2471,6.575908,5.03975,5.483336,6.139524,5.6719,6.123732
S2472,6.445592,5.029844,5.4193,6.126394,5.617062,6.024336
S24725,6.557826,4.932064,5.581402,6.157636,5.611718,6.09477
S24729,6.560354,4.908206,5.557006,6.101744,5.59197,6.034708
S24730,6.350808,4.940856,5.478338,6.042906,5.52754,6.0246
S24743,6.609362,4.923288,5.657944,6.242728,5.646452,6.132528
S24764,6.232506,5.130166,5.338122,5.98521,5.541478,5.93968
S24765,6.534846,4.979258,5.689472,6.16502,5.592748,6.084738
S24778,6.592622,4.971114,5.779708,6.206616,5.67505,6.126666
S24784,6.445472,5.02448,5.49821,6.12461,5.646822,6.079428
S24787,6.425546,5.019322,5.508012,6.172924,5.66598,6.193264
S24788,6.53058,5.06497,5.588506,6.13717,5.625456,6.003052
S2479,6.49036,4.935938,5.482878,6.159358,5.623802,6.047412
S24790,6.52221,5.067566,5.55026,6.277292,5.677582,6.15397
S248,6.496712,4.994894,5.655324,6.129244,5.644992,6.04502
S24800,6.416524,4.99563,5.61863,6.143006,5.605396,6.031572
S2481,6.493558,4.94246,5.55657,6.115384,5.59716,6.104538
S24810,6.537378,5.011648,5.498616,6.229712,5.74145,6.203966
S24816,6.535328,5.007188,5.63727,6.25938,5.722638,6.214618
S2482,6.442592,5.155898,5.58559,6.216808,5.645234,6.043842
S24820,6.614176,4.939834,5.560824,6.197434,5.680642,6.154544
S24821,6.53183,4.95868,5.6322,6.173794,5.627812,6.043704
S24826,6.389618,5.028722,5.41031,5.97905,5.591264,5.966276
S24830,6.44585,5.035292,5.600158,6.10905,5.626142,6.07361
S24834,6.154236,5.045256,5.419596,6.009136,5.485622,5.954404
S24838,6.51058,4.907576,5.537036,6.175656,5.590304,6.13156
S24842,6.469498,4.997084,5.524092,6.106514,5.612128,6.049128
S24843,6.518098,5.042636,5.48646,6.381218,5.819806,6.253306
S24844,6.407782,5.026204,5.39228,6.062164,5.564596,6.013348
S24847,6.54744,5.04392,5.464072,6.129484,5.653272,6.111282
S2485,6.456554,4.9889,5.775562,6.225704,5.620226,6.07963
S24850,6.534846,5.01046,5.588428,6.215508,5.67738,6.132212
S24852,6.417274,4.925574,5.583026,6.172918,5.65274,6.114616
S24857,6.35704,5.12155,5.563758,6.08722,5.584542,5.900182
S24860,6.453276,5.005354,5.556232,6.13389,5.611176,5.989634
S24869,6.459472,5.008758,5.689414,6.126936,5.588114,6.057558
S2487,6.258592,5.020154,5.381136,6.077808,5.553,6.023918
S24871,6.459542,4.924942,5.47848,6.073914,5.591774,6.045574
S24879,6.43296,5.019066,5.41761,6.024566,5.576604,6.00876
S24881,6.556772,4.978616,5.547806,6.189062,5.63719,6.077392
S24882,6.316992,4.993942,5.430366,6.020952,5.547362,6.096406
S24889,6.531656,4.99849,5.507988,6.175634,5.62041,6.072016
S24890,6.245238,4.971176,5.312278,6.04375,5.553484,5.949558
S24893,6.389986,5.067918,5.480592,6.13935,5.578698,6.036468
S24895,6.277768,5.060686,5.66728,6.094092,5.548718,6.018432
S24896,6.2362,5.192774,5.418972,6.054692,5.58232,5.977
S24898,6.57591,4.96417,5.607444,6.240768,5.679048,6.117874
S24899,6.365602,5.00197,5.801238,6.167586,5.59979,6.022302
S2490,6.419432,5.022388,5.496038,6.074472,5.562366,5.975438
S24902,6.525428,4.992384,5.526362,6.22264,5.687932,6.093988
S24906,6.231108,5.085956,5.4438,6.022484,5.585554,6.010792
S24907,6.238528,5.118382,5.26413,5.961376,5.550038,5.961692
S2491,6.33601,5.05334,5.398624,6.091054,5.570088,6.068512
S24913,6.34106,5.131902,5.476438,6.00538,5.557882,5.92924
S24915,6.527438,4.933068,5.525112,6.14026,5.638894,6.07373
S24917,6.516536,5.037006,5.607112,6.149088,5.593046,6.083718
S24918,6.79623,4.918036,5.728384,6.351544,5.757608,6.229714
S24926,6.57199,4.956108,5.489898,6.150942,5.655928,6.092968
S24928,6.456238,5.032526,5.433536,6.191406,5.683518,6.136704
S24933,6.53242,4.97606,5.548038,6.239798,5.6638,6.103672
S24935,6.342586,5.002966,5.488602,6.114952,5.609464,6.011158
S24940,6.33738,5.132318,5.46891,6.074148,5.563618,5.954096
S24941,6.377938,4.977264,5.45012,6.044418,5.533646,5.992862
S24950,6.55932,5.027308,5.644638,6.212144,5.585034,6.042914
S2496,6.330374,4.98889,5.465996,6.009726,5.528508,5.998966
S24961,6.346086,5.013024,5.420702,5.961872,5.517816,5.926176
S2497,6.445008,4.99558,5.454992,6.151756,5.63447,6.088742
S24970,6.75657,4.91056,5.643876,6.20347,5.664758,6.106238
S24971,6.439516,5.020498,5.522194,6.053518,5.581314,5.920028
S24975,6.483236,5.008076,5.54926,6.143976,5.659778,6.036452
S2498,6.712538,5.002756,5.52906,6.246452,5.69911,6.121034
S24991,6.52231,4.977542,5.59091,6.265796,5.67307,6.21364
S24993,6.462138,4.940894,5.563024,6.077786,5.587734,6.054718
S24999,6.30818,5.052292,5.517038,6.061416,5.539762,5.934508
S2500,6.497762,5.019992,5.57177,6.135402,5.658916,6.097852
S25002,6.444076,4.925424,5.670258,6.156734,5.566824,6.008796
S25007,6.671182,4.974318,5.634764,6.173688,5.664806,6.095474
S25008,6.52839,4.993786,5.612204,6.149736,5.656156,6.123364
S25012,6.4677,5.057068,5.717548,6.139072,5.574724,5.920216
S25020,6.36204,5.18987,5.47395,6.073742,5.641636,6.032504
S25022,6.351338,5.048626,5.26602,5.949504,5.49634,5.906336
S25024,6.582134,4.923808,5.679216,6.16297,5.613844,6.147014
S25031,6.445696,5.166836,5.575256,6.06697,5.569582,5.946448
S25033,6.539092,4.98304,5.644878,6.199752,5.642546,6.10672
S25057,6.35147,5.12279,5.581626,6.0802,5.56145,5.897102
S25059,6.698694,4.924984,5.453566,6.304684,5.755716,6.170888
S25062,6.312164,5.15445,5.276848,6.171578,5.635406,6.133448
S25066,6.611794,5.00403,5.73713,6.253712,5.666194,6.11894
S25068,6.3489,5.004036,5.55616,6.158672,5.580912,6.125092
S25074,6.766412,4.979452,5.680102,6.255392,5.686316,6.130438
S25077,6.313294,4.998372,5.664584,6.174362,5.560168,6.06012
S25080,6.500364,4.989724,5.531278,6.113166,5.569914,6.051294
S25087,6.411224,5.09168,5.386436,6.090036,5.591902,6.055458
S25088,6.496014,4.918692,5.425514,6.10844,5.556346,5.997296
S25091,6.585542,5.059166,5.480712,6.151848,5.657284,6.081058
S25095,6.484256,4.969586,5.815862,6.2434,5.803302,6.063932
S2510,6.506324,5.022704,5.565142,6.130554,5.611988,6.076456
S25101,6.749738,4.923072,5.505566,6.164288,5.656148,6.141928
S25104,6.309318,5.042758,5.403764,6.02128,5.575284,5.996628
S25111,6.331072,5.025342,5.446102,6.066272,5.587184,6.012122
S25112,6.126132,5.079998,5.329824,5.87257,5.480182,5.86828
S25139,6.621958,4.974112,5.637072,6.300508,5.698872,6.220884
S2514,6.426908,5.008338,5.684444,6.18973,5.654084,6.07324
S25145,6.582942,4.941928,5.496416,6.099314,5.593254,5.997226
S25153,6.476784,5.05934,5.509424,6.24814,5.67527,6.18642
S25162,6.465258,5.008284,5.652888,6.224502,5.638312,6.078478
S25167,6.224456,5.052956,5.442688,5.978472,5.49813,5.91258
S2517,6.54829,4.90123,5.575474,6.067764,5.621456,6.029486
S25175,6.523186,4.99423,5.44743,6.121436,5.586036,6.053274
S25178,6.475128,4.973046,5.560254,6.16004,5.61289,6.146072
S25186,6.646158,4.918962,5.707622,6.249618,5.696806,6.125838
S25192,6.74901,4.961096,5.62162,6.356162,5.733012,6.25228
S2520,6.296458,5.057984,5.379932,6.023094,5.516188,5.95021
S25201,6.606172,4.92678,5.551634,6.139804,5.58859,6.037214
S25203,6.433482,4.968232,5.438224,6.048608,5.57751,5.98012
S25217,6.370546,5.042674,5.589218,6.086976,5.580238,6.06438
S25220,6.510928,4.858396,5.535364,6.102208,5.538462,5.957532
S25223,6.220782,5.036044,5.623756,5.964466,5.52316,5.9215
S25233,6.286798,5.097954,5.352248,5.98246,5.520054,5.903952
S25236,6.500242,4.969946,5.455294,6.12364,5.636222,5.987308
S25238,6.26906,5.016254,5.41847,6.054434,5.611688,6.012838
S25242,6.763322,4.94714,5.633756,6.357234,5.750306,6.233216
S25247,6.6608,5.032482,5.585872,6.244156,5.68063,6.088888
S2525,6.48948,5.003984,5.498886,6.157956,5.6205,6.0863
S25253,6.567154,5.025132,5.562492,6.20094,5.623948,6.0434
S25254,6.523414,4.98371,5.517714,6.17287,5.648554,6.134422
S25256,6.757848,4.89847,5.596286,6.294188,5.68153,6.171218
S25258,6.39624,5.106182,5.543308,6.112114,5.611828,6.00506
S25267,6.5247,5.134742,5.472846,6.22389,5.701998,6.110324
S25271,6.57872,5.044312,5.76294,6.193178,5.648884,6.1118
S25273,6.371132,4.912,5.531028,6.113996,5.57986,6.043504
S25288,6.486806,4.929872,5.607618,6.072514,5.555092,6.016162
S25289,6.469424,5.061076,5.475926,6.055876,5.556146,5.99343
S2529,6.363056,4.992452,5.37078,6.088234,5.604782,6.030758
S2530,6.605056,5.05693,5.67682,6.30447,5.69015,6.182128
S25302,6.56467,4.916146,5.562826,6.195978,5.67945,6.10826
S25306,6.420188,4.998542,5.502928,6.088722,5.60631,6.013026
S25308,6.503564,5.005456,5.50675,6.150474,5.590858,6.062034
S25315,6.444298,5.018468,5.510586,6.048262,5.55943,6.021416
S25320,6.180132,5.04828,5.293006,5.99963,5.5382,6.120314
S25330,6.619272,4.990152,5.70643,6.214468,5.659558,6.103362
S25339,6.60196,4.902542,5.636038,6.183668,5.588536,6.13289
S25346,6.431346,4.954924,5.465918,6.11121,5.614318,6.008142
S25349,6.414278,5.004406,5.416882,6.121492,5.64648,6.0487
S25358,6.507726,4.917086,5.433176,6.213204,5.674852,6.121882
S25359,6.325372,5.081074,5.404202,6.094416,5.59421,6.04654
S2536,6.306856,5.082494,5.465348,6.035392,5.578836,6.04434
S25363,6.501934,4.926014,5.558196,6.079574,5.534392,6.045306
S25371,6.343506,5.014662,5.663616,6.096204,5.57653,6.00392
S2538,6.548156,4.959418,5.66524,6.154146,5.595924,6.063028
S25384,6.424756,5.05527,5.381094,6.11817,5.634496,6.118474
S25397,6.278476,5.175724,5.566674,6.06619,5.522286,6.011134
S25399,6.657954,4.999078,5.762796,6.378518,5.764138,6.135682
S25405,6.59213,5.009892,5.775454,6.220858,5.683692,6.114212
S25413,6.413388,4.897216,5.54803,6.157998,5.552408,6.032768
S25417,6.433928,5.105118,5.668048,6.123354,5.599532,6.046934
S25418,6.403584,5.010308,5.581766,6.103954,5.539072,6.051002
S25419,6.438976,4.98293,5.546532,6.134256,5.55617,6.052352
S25426,6.549068,4.968938,5.465812,6.181024,5.645504,6.064214
S25436,6.32455,5.063608,5.635738,6.079268,5.550188,5.884212
S25443,6.54783,5.054144,5.71083,6.18489,5.603748,6.077446
S25447,6.448428,4.961874,5.703568,6.050216,5.60155,5.967264
S25454,6.373632,4.996712,5.514174,6.013154,5.528566,5.989504
S25461,6.686962,4.910904,5.561898,6.180074,5.678886,6.131124
S25464,6.664124,4.877402,5.595256,6.220444,5.70109,6.157588
S25480,6.640256,4.976368,5.59819,6.238508,5.67336,6.106098
S25491,6.629084,4.949262,5.562824,6.229608,5.62455,5.985576
S25498,6.585182,5.020594,5.691444,6.184114,5.615954,6.113116
S25506,6.629522,5.069078,5.705542,6.33316,5.725496,6.228782
S25512,6.548748,4.998118,5.66357,6.197618,5.629794,6.079208
S25525,6.462108,4.955946,5.614584,6.1895,5.67231,6.078638
S25532,6.32375,5.10414,5.457762,6.003766,5.53352,5.928
S25534,6.388246,4.946144,5.509666,6.126078,5.568784,5.999536
S25539,6.479564,4.92878,5.48787,6.119802,5.61473,6.075456
