Adipocytes	Astrocytes	B-cells	Basophils	CD4+ T-cells	CD4+ Tcm	CD4+ Tem	CD4+ memory T-cells	CD4+ naive T-cells	CD8+ T-cells	CD8+ Tcm	CD8+ Tem	CD8+ naive T-cells	CLP	CMP	Chondrocytes	Class-switched memory B-cells	DC	Endothelial cells	Eosinophils	Epithelial cells	Erythrocytes	Fibroblasts	GMP	HSC	Hepatocytes	Keratinocytes	MEP	MPP	MSC	Macrophages	Macrophages M1	Macrophages M2	Mast cells	Megakaryocytes	Melanocytes	Memory B-cells	Mesangial cells	Monocytes	Myocytes	NK cells	NKT	Neurons	Neutrophils	Osteoblast	Pericytes	Plasma cells	Platelets	Preadipocytes	Sebocytes	Skeletal muscle	Smooth muscle	Tgd cells	Th1 cells	Th2 cells	Tregs	aDC	cDC	iDC	ly Endothelial cells	mv Endothelial cells	naive B-cells	pDC	pro B-cells	ImmuneScore	StromaScore	MicroenvironmentScore
S22238	0.0081	0	0.0437	0	0.3068	0.1223	0.095	0.4256	0.1261	0.0479	0.059	0.0141	0.1867	0.2283	0	0	0.0342	0.0294	0.0561	0.3605	0.1126	0.037	0	0	0.0735	0.0156	0.0555	0	0.238	0.2523	0.0642	0.0234	0.0673	0.0145	0.3631	0.037	0.0239	0.0429	0.1177	0.0058	0.0182	0.4145	0.0108	0.1345	0.1686	0.0446	0.0377	0.1517	0.0791	0.0058	0.0439	0.3328	0.026	0.1529	0.0975	0.0259	0	0.0376	0.0169	0.1325	0.1455	0	0	0.0369	0.7583	0.0321	0.7904
S2224	0	0	0.1684	0	0.2769	0.059	0.0696	0.4835	0.042	0.0253	0.1304	0	0.1026	0.1822	0	0	0.0673	0.0208	0.0181	0.3929	0.101	0.1155	0	0	0.1089	0	0.0215	0	0.1656	0	0.0384	0.0126	0.0068	0.007	0.3048	0.0408	0.0591	0.0318	0.0938	0.0262	0.0402	0.3668	4e-04	0.165	0.1801	0.0498	0.0262	0.1297	0.1673	0.0053	0.0108	0.4092	0.0495	0.1667	0.0478	0.1409	0	0	0	0.0853	0.0519	0.0952	0	0.023	0.8191	0.0091	0.8282
S22249	0.0045	0	0	0	0.2337	0.0388	0.0418	0.3805	0.0565	0.0249	0.0607	0.0331	0.1679	0.1609	0	0	0	0.0214	0.0176	0.4842	0.1432	0.1586	0	0.0362	0.0523	0.0011	0.0197	0	0.015	0.0813	0.0555	0.0171	0.0308	0.0093	0.3238	0.0392	0	0.019	0.1244	0.0044	0.0962	0.5209	7e-04	0.1691	0.2534	0.0528	0	0.0976	0.0764	0.0059	0.0112	0.4105	0.0117	0.2182	0.1077	0.113	0	0	0.0436	0.0758	0.1161	0	0	0	0.8125	0.0111	0.8235
S22257	0	0	0.0642	0	0.374	0.1695	0.0739	0.4963	0.1957	0.1049	0.181	0.0361	0.1005	0.1627	0	0	0.0471	0.0197	0.0474	0.3918	0.1054	0.1638	0	0	0.0621	0.0104	0.0324	0	0.0506	0.1294	0.024	0.0169	0	0.0044	0.3471	0.0315	0	0.047	0.0525	0.0337	0.0496	0.2462	0.0047	0.1643	0.1394	0.0607	0	0.1298	0.0932	0.0048	0.0304	0.3846	0.0429	0.1568	0.0994	0.0214	0	0.0074	0.0022	0.1012	0.1138	0.0439	0	0.0131	0.8329	0.0237	0.8566
S22259	0.007	0	0	0.0622	0.2083	0.1007	0.0767	0.1989	0.1406	0.0539	0.0319	0.0671	0.1713	0.0975	0	0	0.0272	0.0459	0.0544	0.5185	0.1762	0.1193	0	0	0	0.0043	0.0534	0	0.2106	0.4052	0.039	0.0044	0.0794	2e-04	0.2238	0.0338	0	0.066	0.1148	0	0.02	0.5747	0.0071	0.1685	0.2294	0.1	0	0.08	0	0.0062	0.0519	0.1122	0	0.2916	0	0	0	0.0356	0.045	0.1184	0.2261	0	0	0	0.7794	0.0307	0.8101
S2226	0	0	0.1029	0	0.3588	0.1337	0.0674	0.5589	0.0974	0.104	0.1404	0.0588	0.1323	0.2078	0	0	0.0349	0.0049	0.0181	0.2931	0.0923	0.1447	0	0.0327	0.0671	0.0091	0.0295	0	0.13	0.0538	0.0605	0.0223	0.0151	0.0129	0.2325	0.0338	0.0159	0.0093	0.1079	0.0421	0.1148	0.2527	0.0026	0.1445	0.1946	0.0349	0.0282	0.1042	0.1499	0.0055	0.0166	0.4813	0.0293	0.1788	0.1377	0.097	0	0.0247	0	0.0769	0.0648	0.0561	0.0102	0	0.8695	0.0091	0.8786
S22260	0	0	0.0582	0	0.3071	0.041	0	0.5381	0.0284	0.0473	0.1536	0	0.1874	0.2022	0	0	0.0391	0	0	0.4172	0.1197	0.1107	0	0.0736	0.1005	0.0023	0.0297	0	0.1021	0.1276	0.0328	0.0138	0.0235	0	0.3494	0.062	0	0.007	0.0881	0.054	0.0659	0.2162	0.0098	0.1568	0.1085	0.0361	0.029	0.1445	0.1372	0.0033	0.0187	0.4258	0.0603	0.0389	0.1721	0.123	0	0.007	0	0.0963	0.0132	0.0188	0	0.0029	0.7823	0	0.7823
S22262	0.0399	0	0	0	0.2108	0.0748	0	0.3665	0.0412	0	0.0473	0	0.0915	0.1045	0	0	0.0303	0.0496	0.072	0.6965	0.1394	0.2149	0	0	0.1285	7e-04	0.0819	0	0.1731	0.3933	0.0245	0.0144	0.0528	0.0066	0.1841	0.0528	0	0.0989	0.0599	0	0	0.2996	0.0247	0.1649	0	0.0631	0	0.058	0	0.0076	0.0643	0.1406	0	0.1079	0.1056	0.1356	0.0261	0	0.0257	0.1852	0.1759	0	0	0	0.8085	0.056	0.8645
S22268	0.0591	0	0	0.0441	0.2042	0.1142	0.0326	0.1536	0.1186	0.0026	0.0104	0.0562	0.0553	0.0513	0	0	0.0199	0.0661	0.0814	0.6804	0.2284	0.0991	0.0293	0	0.0772	0.0083	0.0917	0	0.2466	0.4479	0.0309	0.023	0.0949	0.0028	0.401	0.043	0	0.1149	0.0533	0.0114	0	0.4999	0.0209	0.1654	0.1254	0.1192	0	0.1194	0.02	0.0087	0.0749	0.0105	0	0.2562	0	0.0439	0.0233	0	0.0813	0.1625	0.232	0	0	0.0041	0.8038	0.0849	0.8887
S22275	0.0218	0	0	0.0031	0.2238	0.0878	0.0931	0.248	0.1435	0	0	0.0013	0.1598	0.1466	0	0	0.0265	0.0486	0.0834	0.4698	0.1663	0.0803	0	0	0	0.0134	0.0733	0	0.1528	0.3113	0	0.0077	0.05	0.0055	0.2828	0.0446	0	0.0784	0.1137	8e-04	0.0779	0.4782	0.0133	0.1819	0.2206	0.0741	0	0.0859	0	0.0067	0.0489	0.1995	0	0.1708	0	0	0.015	0	0.0337	0.1465	0.2165	0	0	0	0.7475	0.0526	0.8001
S22289	0.0158	0	0.0591	0	0.3228	0.112	0.0911	0.4578	0.1289	0.107	0.1551	0.0375	0.1059	0.1538	0	0	0.0694	0.0284	0.0331	0.5744	0.1463	0.1309	0	0.0123	0.0479	0	0.0438	0	0.174	0.0723	0.02	0.019	0.0095	0.0065	0.2723	0.0322	0	0.0636	0.0629	0.0402	0.0517	0.3501	2e-04	0.1482	0.0386	0.0564	0.0032	0.1132	0.1123	0.0064	0.0219	0.3735	0.038	0.1478	0.0516	0.0805	0	0.0064	0.0341	0.113	0.1211	0.018	0	0.016	0.9207	0.0244	0.9451
S2229	0	0	0.1193	0	0.3103	0.129	0.0685	0.4395	0.1236	0.0724	0.0838	0.0418	0.0901	0.1535	0	0	0.0752	0.0255	0.03	0.4408	0.1019	0.0616	0	0	0.0454	0.0095	0.028	0	0.221	0.1427	0.0167	0.0169	0.023	0.0168	0.2426	0.0345	0.0265	0.0399	0.0911	0.0115	0.0982	0.3619	8e-04	0.1702	0.1575	0.0525	0	0.1041	0.1183	0.0042	0.0272	0.3351	0.0284	0.1855	0.0553	0.1032	0	0	0.0231	0.0894	0.1363	0.0832	0	0.0192	0.9075	0.015	0.9225
S22295	0	0	0.1951	0	0.2403	0.0458	0.0216	0.3833	0.0787	0.034	0.0803	0.04	0.1253	0.166	0	0	0.1352	0.0379	0.0437	0.5041	0.1396	0.0842	0	0	0.052	0	0.0191	0	0.1598	0.0691	0.0256	0.0193	0	0.0175	0.2508	0.0496	0.0862	0.0324	0.0905	0.0281	0.1042	0.4085	0.0033	0.1554	0.1395	0.0512	0	0.1139	0.1168	0.005	0.0306	0.3651	0.0216	0.16	0.0643	0.0869	0	0.0289	0.0387	0.1034	0.1232	0.0832	0	0.0497	0.9364	0.0218	0.9582
S22296	0.011	0	0.0847	0	0.2851	0.1013	0.0169	0.4032	0.1125	0.0362	0.0372	0	0.0944	0.1856	0	0	0.0769	0.0193	0.0294	0.3729	0.1527	0.1143	0	0.0204	0.1165	0.0047	0.0609	0	0.149	0.1308	0.0331	0.0172	0.0318	0	0.2381	0.0517	0.0105	0.076	0.062	0.0321	0	0.524	0.0167	0.1819	0	0.0611	0.0186	0.1084	0.0778	0.007	0.0541	0.3141	0	0.1526	0.0554	0.152	0	0.0291	0.0249	0.1064	0.123	0.0133	0	0.0096	0.7168	0.0202	0.737
S22301	0	0	0.1258	0	0.2975	0.1015	0.054	0.4137	0.1748	0.0996	0.0764	0.0384	0.1439	0.1586	0	0	0.0963	0.0368	0.051	0.276	0.1078	0.0485	0	0	0	0.0143	0.0277	0	0.111	0.1701	0.0226	0.0095	0.0575	0.0148	0.1093	0.0348	0.0535	0.0362	0.1348	0	0.0697	0.4141	0.0035	0.1744	0.2639	0.0484	0.0028	0.0416	0.0933	0.0018	0.0243	0.3434	0.0296	0.2232	0.0088	0.0644	0	0.0461	0.0291	0.0929	0.1637	0.0685	0	0	0.8347	0.0255	0.8602
S22320	0	0	0.007	0	0.3806	0.1571	0.0643	0.4619	0.2111	0.0983	0.107	0.0662	0.1502	0.133	0	0	0.0635	0.0299	0.0356	0.7839	0.0977	0.131	0	0	0.0233	0	0.0162	0	0.0827	0.1265	0	0	0.0024	0.0066	0.1681	0.0209	0	0.0365	0	0.0119	0.0748	0.376	0	0.1284	0.2269	0.0568	0	0.0383	0.0975	0.0034	0.0167	0.3138	0.0577	0.2055	0.0305	0.096	0	0	0.0508	0.0885	0.1603	0	0	0	1.0063	0.0178	1.0241
S22323	0	0	0	0	0.1982	0.1111	0.0957	0.2681	0.0791	0	0	0	0.1533	0.1276	0	0	0.0097	0.0392	0.0159	0.7293	0.1625	0.1313	0	0	0.0256	0	0.0306	0	0.1939	0.2888	0.043	0.0083	0.0919	0.0075	0.2013	0.0464	0	0.0669	0.0999	0	0	0.5494	0.0047	0.1783	0.1902	0.0701	0	0.0626	8e-04	0.0052	0.0329	0.2069	0	0.2414	0.0246	0.037	0	0	0.0528	0.1094	0.1793	0	0	0	0.8636	0.008	0.8716
S22326	0	0	0.116	0	0.3238	0.1074	0.0231	0.4394	0.1646	0.0912	0.121	0.0499	0.093	0.1464	0	0	0.0747	0.0213	0.0145	0.5769	0.0817	0.1397	0	0.0274	0.0366	0	0.0092	0	0.1927	0.118	0.0228	0.0086	0.0071	0.0133	0.2265	0.0378	0.0306	0.0449	0.0839	0.0139	0.0535	0.3461	0	0.1672	0.1189	0.0446	0	0.0891	0.1229	0.003	0.0174	0.3338	0.0579	0.1789	0.0111	0.0729	0	0	0.0134	0.1027	0.1051	0.0804	0	0.0338	0.9799	0.0072	0.9872
S22327	0	0	0	0	0.2521	0.0319	0.0027	0.4391	0.1086	0.0771	0.101	0	0.2336	0.2596	0.0204	0	0	0	0.0146	0.4628	0.117	0.1056	0	0.1253	0.0155	0	0.0038	0.0241	0.0713	0	0.0193	0.0092	0	0	0.4353	0.0473	0	0	0.1038	0	0.017	0.4743	0	0.1418	0.238	0.0111	0	0.1541	0.1235	0.0039	0	0.5356	0.0691	0.1838	0.1021	0.0384	0	0	0	0.0463	0.069	0	0	0	0.7159	0.0073	0.7232
S22333	0	0	0.2188	0	0.415	0.1949	0.1043	0.5951	0.1952	0.1063	0.1475	0.0758	0.1177	0.1789	0	0	0.1033	0.0362	0.0234	0.2694	0.0456	0.0986	0	0	0	0.0079	0.0169	0	0.1376	0.1192	0.0389	0.0243	0.0143	0.0246	0.314	0.0142	0.0983	0.021	0.0353	0.0048	0.0969	0.2089	0	0.104	0.2758	0.036	0.0088	0.1174	0.1387	0.006	0.0071	0.4311	0.0526	0.2649	0.0508	0.1048	0	0.0591	0.0239	0.051	0.1103	0.1459	0	0.0313	0.8969	0.0117	0.9086
S22335	0	0	0.109	0	0.283	0.0215	0.0072	0.5293	0.009	0.0128	0.1073	0	0.1149	0.2254	0	0	0.0071	0.0433	0.0253	0.3084	0.096	0.1649	0	0.0443	0.1236	0.002	0.0235	0	0.077	0	0.0355	0.0103	0.0021	0.0106	0.4628	0.0314	0.0113	0	0.1186	0.0352	0.1077	0.2573	0	0.1372	0.142	0.0209	0	0.1975	0.1513	0.0052	0.0033	0.4788	0.0389	0.1091	0.1586	0.1847	0	0.0315	0.0137	0.078	0.0295	0.0846	0.0356	0.0171	0.7774	0.0126	0.79
S22336	0.0504	0	0	0	0.2766	0.1608	0.0464	0.2866	0.1658	0.0149	0.0467	0	0.074	0.067	0.0219	0	0.0499	0.0253	0.0834	0.6597	0.1788	0.0944	0	0	0.0709	0.0058	0.0807	0	0.2371	0.4167	0.0247	0.0213	0.0926	0.0118	0.2951	0.0383	0	0.0943	0.0664	0.0108	0	0.3801	0.0125	0.1772	0.0465	0.1003	0	0.0874	0.0211	0.0069	0.0615	0.0667	0	0.2026	0.0107	0	0	0	0.016	0.1755	0.2162	0	0	0.0043	0.8377	0.0669	0.9046
S22343	0.015	0	0	0	0.237	0	0	0.4415	0	0	0.1436	0.0797	0.1199	0.1637	0.0212	0.0116	0	0.0417	0.008	0.9096	0.1687	0.1633	0.0563	0.0397	0.1582	0	0.0531	0	0.2069	0.2556	0.0608	0.0121	0.0637	0	0.2425	0.0394	0	0.0607	0	0.0299	0.1149	0.3129	0.0299	0.1089	0	0.0842	0	0.068	0.0419	0.0099	0.0571	0.2259	0	0.128	0.1728	0.0596	0	0	0.0295	0.2002	0.1018	0	0	0	0.9819	0.0397	1.0216
S22352	0	0	0.1611	0	0.3915	0.152	0.0795	0.4512	0.1983	0.1103	0.1454	0.1054	0.0174	0.1822	0	0	0.04	0.0094	0.0561	0.3374	0.1089	0.0298	0	0	0	0.0189	0.0312	0	0.1429	0.1479	0.0429	0.0128	0.0333	0.0076	0.2053	0.0462	0.0826	0.0273	0.0644	0.0091	0.0819	0.3522	0	0.1588	0.2594	0.0466	0.0145	0.0839	0.0871	4e-04	0.0196	0.3406	0.0519	0.2239	0.0716	0.0995	0.0057	0	0	0.1069	0.1502	0.0978	0.0146	0.0411	0.9102	0.028	0.9382
S22371	0	0	0.135	0	0.3597	0.1191	0.101	0.5434	0.1191	0.1017	0.185	0.0262	0.1417	0.211	0	0	0.0835	0.0351	0.0389	0.3079	0.0835	0.1135	0	0	0.032	0.0064	0.0411	0	0.1323	0.1726	0.0422	0.0086	0.0349	0	0.1515	0.0347	0.0309	0.0329	0.066	0.0372	0.0759	0.3327	0.0077	0.1666	0.1095	0.0398	0.0226	0.0718	0.1081	0.0038	0.0277	0.4056	0.0486	0.1551	0.0859	0.1386	0	0.0606	0.0195	0.099	0.1029	0.082	0	0.0293	0.8601	0.0194	0.8795
S22372	0.0635	0	0	0.0761	0.1948	0.1007	0.0931	0.1677	0.1213	0.0093	0.0234	0.0017	0.058	0.0519	0	0	0.0306	0.044	0.084	0.5756	0.2021	0.0612	0	0	0.0329	0.012	0.1006	0	0.2689	0.4784	0.009	0.0023	0.0807	0	0.366	0.0355	0	0.117	0.073	0.0162	0	0.5062	0.024	0.1671	0.0707	0.1153	0	0.1299	0	0.0069	0.0698	0.0185	0	0.2622	0	0	4e-04	0	0.0477	0.1707	0.2505	0	0	0.0614	0.7152	0.0738	0.7889
S22375	0	0	0.0839	0	0.2541	0.0782	0.0544	0.4168	0.0616	0.0307	0.0656	0.0037	0.1236	0.1795	0	0	0.0764	0.0022	0.023	0.391	0.1055	0.0839	0	0	0.0057	0.0026	0.025	0	0.1345	0.0388	0.0102	0.011	0.0517	0.0041	0.2631	0.0337	0	0.0409	0.1353	0.0034	0.054	0.5313	0.0056	0.1891	0.2241	0.0383	0	0.0715	0.1109	0.0027	0.0228	0.3564	0	0.123	0.0541	0.1808	0	0.0071	0	0.0916	0.109	0.0276	0	0	0.7697	0.0115	0.7812
S22376	0	0	0.0836	0	0.2887	0.1034	0.0033	0.3552	0.1651	0.0838	0.0567	0.0242	0.1488	0.1574	0	0	0.0792	0.0353	0.0707	0.3689	0.1045	0.2046	0	0.0133	0.0386	0.0092	0.0078	0	0.0742	0.1012	0.0139	0.0053	0.0253	0.0174	0.2532	0.0378	0.0356	0.0495	0.086	0	0.0394	0.4783	8e-04	0.1557	0.2049	0.0726	0	0.0938	0.0592	0.0031	0.007	0.3431	0.0088	0.2903	0.0343	0.0238	0	0	0.0277	0.0805	0.1684	0.0842	0	0	0.7818	0.0354	0.8172
S22377	0	0	0.0115	0	0.2717	0.126	0.0127	0.2261	0.1369	0.0526	0.0126	0.0139	0.1039	0.1521	0	0	0.0339	0.0425	0.0803	0.6498	0.1855	0.0698	0	0.0059	0	0.0209	0.0654	0	0.1971	0.3897	0.0592	0.0257	0.051	0.0103	0.3292	0.0378	0	0.0606	0.0621	0.0078	0.004	0.517	0.0108	0.1546	0.1692	0.0742	0	0.1362	0.0309	0.0047	0.0552	0.1971	0.002	0.2748	0	0.1073	0.0016	0.0041	0.0682	0.1597	0.2196	0	0.013	0.029	0.8789	0.0402	0.919
S22388	0	0	0.0389	0	0.2492	0.1053	0.0914	0.3672	0.1256	0.0654	0.0797	0	0.133	0.1207	0	0	0.0477	0.0719	0.0186	0.6644	0.1417	0.1105	0	0	0.0541	0	0.0252	0	0.1227	0.1995	0.0128	8e-04	0.0237	0	0.3123	0.0326	0	0.04	0.0588	0.014	0	0.5096	0	0.1723	0.1833	0.0715	0	0.0843	0.08	0.0041	0.0248	0.2693	0.0072	0.1694	0.0435	0.0533	0	0	0.0722	0.0902	0.1484	0.0107	0	0	0.8891	0.0093	0.8984
S22392	0.0428	0	0	0	0.2353	0.0929	0.017	0.2734	0.1056	0.0216	0.03	0.0083	0.0891	0.1066	0	0	0.0156	0.0326	0.0882	0.5909	0.169	0.139	0	0	0.0572	0.0095	0.0734	0	0.0934	0.2739	0	0	0.0625	0.0015	0.2971	0.0449	0	0.0567	0.0514	0.0161	0.0322	0.4937	0.0093	0.1784	0	0.0954	0	0.1194	0.0315	0.0061	0.0425	0.2529	0	0.2202	0.0224	0.0501	0	0	0.0158	0.1622	0.1983	0	0	0	0.7626	0.0655	0.8281
S22395	0	0	0.0154	0	0.227	0.0489	0	0.3926	0.0441	0.0152	0.0353	0	0.173	0.2074	0	0	0.0018	0.005	0.0215	0.3517	0.1249	0.1326	0	0.0531	0.0318	0.0051	0.0174	0	0.1567	0.0116	0.0508	0.0104	0.0401	0.0069	0.3922	0.0482	0	0.0081	0.1549	0.0115	0.0404	0.5042	0	0.1464	0.2189	0.0323	0.0255	0.1618	0.1132	0.0033	0.0188	0.4379	0.0298	0.2174	0.0913	0.1065	0	0.0396	0	0.0875	0.0858	0	0	0	0.6758	0.0107	0.6866
S22396	0	0	0.0746	0	0.2619	0.0585	0.0455	0.3948	0.1272	0.1155	0.1101	0.1421	0.1472	0.1498	0	0	0.0846	0	0.0036	0.3467	0.0938	0.1173	0	0	0	0.0075	0.018	0	0.1219	0.1452	0.0028	0.0036	0	0	0.308	0.0369	0.0237	0.0474	0.0839	0.0021	0.1512	0.4085	0	0.1831	0.2551	0.0475	0.0302	0.1059	0.0932	0.0036	0.0135	0.3662	0.0805	0.2014	0.065	0.0799	0	0.0029	0	0.0657	0.1131	0.0079	0	0	0.8131	0.0018	0.8149
S22406	0.0165	0	0.0591	0	0.2202	0.0753	0.0929	0.2896	0.1035	0.054	0.0721	0.1193	0.0621	0.1178	0	0	0.0983	0.0691	0.0437	0.5099	0.1404	0.1062	0	0	0.0085	0.0116	0.0603	0	0.2077	0.2974	0.0139	0.0046	0.0648	0.0163	0.2348	0.0342	0.0217	0.0706	0.1278	0	0.1359	0.3304	0.0049	0.1462	0.1854	0.072	0	0.0851	0.0601	0.0071	0.0388	0.258	0.0079	0.2298	0.0285	0	0	0.0031	0.0722	0.1173	0.1768	0.0054	0	0.0126	0.9016	0.0301	0.9317
S22407	0	0	0.1183	0	0.3585	0.1581	0.0662	0.5307	0.1488	0.1249	0.1616	0.0879	0.1131	0.1697	0	0	0.0999	0.02	0.0426	0.3259	0.1133	0.115	0	0	0.0175	0.008	0.041	0	0.094	0.091	0.0243	0.0134	0.0117	0	0.1304	0.0391	0.0204	0.0455	0.0503	0.029	0.1385	0.3425	0.0066	0.1669	0.1135	0.0436	0.038	0.0549	0.134	0.0054	0.0137	0.4113	0.038	0.1514	0.0848	0.0894	0	0.0437	0	0.1013	0.0858	0.0484	0	0.0074	0.8851	0.0213	0.9064
S22408	0.057	0	0.0717	0	0.2348	0.017	0.0202	0.4818	0	0.0761	0.1808	0.0696	0.0594	0.205	0.0436	0	0.0072	0	0.0308	0.4097	0.1083	0.1553	0	0.0369	0.0405	0	0.0461	0	0.1419	0.2293	0	0.0033	0.0741	0	0.2081	0.035	0.0539	0.0166	0.0974	0.0226	0.1566	0.3059	0.0157	0.1231	0.1814	0.0327	0.0479	0.1014	0.1003	7e-04	0.0344	0.3719	0.0199	0.1882	0.1067	0.0251	0	0.0072	0	0.1248	0.0804	0.0147	0	0.018	0.7796	0.0439	0.8235
S22412	0	0	0.0621	0	0.2875	0.0818	0.0551	0.4232	0.1363	0.0291	0.0658	0	0.1469	0.1768	0	0	0.0754	0.0218	0.0428	0.4826	0.129	0.0798	0	0	0.0271	0	0.0309	0	0.1072	0.0932	0.017	0.0128	0.0054	0.0025	0.3935	0.0419	0	0.0374	0.0689	0.029	0.0231	0.3846	0.006	0.1738	0.1045	0.0597	0	0.1619	0.1209	0.0051	0.0255	0.3957	0.0303	0.1686	0.0139	0.0805	0	0	0.0147	0.1102	0.1207	0.024	0	0	0.7789	0.0214	0.8003
S22416	0	0	0.1478	0	0.3298	0.061	0.0619	0.5463	0.0543	0.0876	0.1762	0	0.135	0.2469	0	0	0.0298	0.0017	0.02	0.1386	0.0822	0.1453	0	0.0564	0.0706	0.0068	2e-04	0	0.0928	0	0.0537	0.0202	0.0132	0	0.2881	0.0251	0.0387	6e-04	0.1239	0.0293	0.0752	0.3824	0.0022	0.1594	0.1454	0	0.0603	0.1443	0.14	0.0028	0	0.466	0.0818	0.0948	0.1452	0.1666	0	0.0457	0	0.076	0.0374	0.099	0.0369	0	0.7451	0.01	0.7551
S22418	0	0	0.1311	0	0.3383	0.0897	0.05	0.5497	0.0977	0.0736	0.2032	0	0.0756	0.2375	0.0299	0	0.0701	0.033	0.0836	0.3472	0.1397	0.1866	0	9e-04	0.1181	0.0099	0.0554	0	0.0238	0.2798	0.0167	0	0.0289	0.008	0.1825	0.0275	0.0458	0.0364	0.0739	0.0205	0.0634	0.2523	0.0213	0.1698	0.0986	0.0408	0	0.0977	0.0993	0.0046	0.0282	0.3328	0.0363	0.1885	0.1174	0.0669	0	0.0129	0.0189	0.1298	0.1481	0.0951	0.036	0.0637	0.8367	0.0418	0.8785
S22421	0.0147	0	0.0426	0	0.4356	0.192	0.1144	0.5118	0.197	0.0714	0.132	0.0167	0.0771	0.1809	0.0206	0	0.0663	0.01	0.0553	0.4506	0.1244	0.1226	0	0.0257	0.0518	0.0251	0.0598	0	0.0808	0.1946	0.0488	0.006	0.0536	0.0278	0.3246	0.0349	0	0.0592	0.0835	0.0276	0	0.2034	0.0032	0.1647	0.1242	0.0673	0.0203	0.1058	0.0808	0.0078	0.045	0.339	0.0292	0.2156	0.0266	0.1026	0	0	0.0169	0.1085	0.1587	0.0131	0	0	0.89	0.035	0.925
S22423	0	0	0.1416	0	0.3766	0.0976	0.0833	0.588	0.0738	0.1075	0.1543	0	0.1823	0.2476	0	0	0.0603	0	0	0.5895	0.0646	0.0973	0	0.0608	0.0251	0	0	0	0.158	0	0.0299	0.0041	0	0.0227	0.2276	0.0446	0.0129	0	0.0424	0.0132	0.0089	0.3014	0	0.1466	0.2797	0.0095	0	0.0785	0.1571	4e-04	0	0.491	0.0781	0.1644	0.0769	0.1456	0	0	0	0.0408	0.0601	0.1064	0	0	0.9771	0	0.9771
S22424	0	0	0.1349	0	0.3161	0.0712	0.0744	0.5532	0.0685	0.0682	0.1683	0.0538	0.1619	0.2465	0	0	0.06	0.0162	0.0328	0.2911	0.1035	0.1299	0	0.0828	0.0795	0.0116	0.0337	0	0.0632	0.223	0.0394	0.0142	0.0193	0.0083	0.3599	0.0191	0.0406	0.0167	0.1414	0.0301	0.1557	0.2082	0.0071	0.1302	0.2408	0.0322	0.0468	0.1563	0.1157	0.0036	0.0121	0.4134	0.0492	0.1908	0.136	0.0629	0.0156	0.0719	0.0094	0.1037	0.0768	0.0548	0.0453	0	0.8677	0.0164	0.8841
S22425	0	0	0.1197	0	0.344	0.0704	0.0587	0.5466	0.1078	0.101	0.1219	0.0192	0.1634	0.2479	0	0	0.0333	0.0076	0.0042	0.2826	0.0749	0.0499	0	0.1165	0.0388	0.0133	0.0057	0	0.0746	0	0.0609	0.0213	0.0352	0	0.1961	0.0375	0.031	0	0.1092	0.0125	0.1296	0.2984	0.0014	0.1231	0.2098	0.009	0.0484	0.0825	0.1696	0.0034	0	0.5021	0.0679	0.1727	0.1368	0.1562	0	0.033	0	0.0362	0.0497	0.044	0.0303	0	0.8518	0.0021	0.8539
S22427	0.0416	0	0	0	0.2712	0.1229	0	0.5202	0	0.0286	0.1536	0.0528	0.0854	0.1276	0.0045	0	0	0.0219	0.0544	0.4797	0.1916	0.2325	0	0.0405	0.1786	0.0041	0.0828	0	0.0145	0.1684	0.0147	0.0053	0.0476	0	0.2761	0.0525	0	0.0747	0.0289	0.059	0.1681	0.2297	0.0201	0.154	0.0446	0.0761	0.045	0.1121	0.1621	0.0061	0.0455	0.3562	0	0.1534	0.1879	0.0685	0	0	0.0204	0.1463	0.1335	0	0	0	0.7781	0.048	0.8261
S2243	0.0151	0	0	0	0.241	0.0835	0.0678	0.2978	0.1312	0.0101	0.0149	0.0601	0.1108	0.1421	0	0	0.0381	0.0153	0.0337	0.6612	0.1653	0.1005	0	0	0.0721	0	0.0564	0	0.124	0.2319	0.0276	0.0103	0.0574	0.0056	0.3417	0.0496	0	0.0835	0.0821	0.0259	0.0665	0.442	0.0041	0.1672	0.0935	0.0747	0	0.12	0.0142	0.0076	0.0553	0.2186	6e-04	0.1558	0.0547	0	0	0	0.0219	0.148	0.1669	0	0	0	0.8511	0.0244	0.8755
S22434	0.0184	0	0.111	0	0.326	0.0874	0.1188	0.4831	0.0977	0.1027	0.1543	0.0909	0.061	0.2035	0	0	0.0977	0.0542	0.0835	0.4642	0.1114	0.1257	0	0	0.0431	0.0132	0.0671	0	0.1469	0.1208	0.046	0.0343	0.0479	0.0238	0.3235	0.0284	0.0066	0.0525	0.0727	0.0376	0.1154	0.1843	0.0065	0.0871	0.1215	0.042	0	0.1479	0.093	0.0068	0.0433	0.395	0.0592	0.1746	0.0543	0.0796	0	0	0.0551	0.1328	0.1679	0.0223	0.0337	0.0453	0.9354	0.051	0.9864
