CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell	otherCells
S6813	2.30042431974333e-05	0.0786585162981938	2.28802115672018e-07	2.71847011481112e-07	2.46582186836297e-09	1.748111535003e-08	1.07429650263165e-06	7.60219888472356e-05	0.921240862577194
S6819	7.77853169090045e-07	0.0767739803714008	1.52930746078247e-05	1.03082941272104e-06	9.38817518438268e-07	6.35670538388788e-06	1.18187656285618e-09	2.27874205736946e-08	0.92320159837921
S6821	8.77101572625114e-06	0.0775462795366136	1.79611807360908e-05	4.96740241211714e-06	0.000282733770554683	1.2589797749719e-07	2.40743673244832e-07	2.53167568165353e-07	0.922138667284738
S6822	2.30531583367215e-07	0.0781495259138627	5.18592905383654e-06	0.000156584543770943	6.81018093011808e-07	2.64283419227764e-07	5.20793453072885e-09	6.4803671887361e-07	0.921686874535564
S6825	3.5765286020854e-07	0.0758607426347287	0.000453830289419359	9.98804193903179e-06	0.00114866513460245	1.23714556660527e-08	1.84520342226032e-10	1.49069885468254e-06	0.92252491299162
S6828	0.000237956553332958	0.0776058255113795	1.98155615624361e-05	1.1766960335494e-07	0.000178320684512764	2.01207463317201e-08	4.80633725746275e-08	2.39602537175511e-09	0.921957893439465
S6831	2.58927120100265e-07	0.0778680762742891	3.30515490730246e-05	7.18631578580001e-07	0.000226735723150784	1.08154026031153e-05	1.89900869552317e-08	1.84868292188963e-06	0.921858475819176
S6832	0.000136076452247717	0.0768576135518532	4.98283398464388e-09	0.000389644747272254	6.90695756472572e-06	2.32999629842239e-08	1.19176678419284e-07	6.04195745340819e-08	0.922609550412012
S6836	7.29669113222578e-07	0.0777032018072055	1.74902067046435e-06	0.000299698159264312	9.72279941389894e-05	3.84619942902295e-08	7.46482899677056e-08	1.4018479406826e-09	0.921897278837475
S684	1.87335644432157e-07	0.077042857895888	4.32419606821115e-05	0.000656080592638302	0.000144845337468319	2.97756480954048e-07	2.07784043090476e-09	1.77341287723144e-08	0.922112469309229
S6841	5.57628716428289e-07	0.0767146845126163	1.11281363819641e-05	0.000560769324776377	5.52294491007035e-05	4.22614854499822e-08	9.15453472262568e-11	9.98435167819743e-06	0.922647604243699
S6843	5.25418157077194e-06	0.076862869568011	4.62412395300767e-05	0.000499106722860245	0.000120970039169589	1.6180271671669e-05	1.24435263277951e-07	1.60544938167832e-05	0.922433199048107
S6844	1.81660520123591e-05	0.0771789292821107	0.000227369252771407	1.38632081086425e-07	0.000303105660002729	1.98940592804058e-08	6.48839046976418e-07	2.00329211138257e-08	0.922271602354994
S6845	1.36232859775697e-06	0.0759407689900897	4.45561045791796e-08	0.000509471542764006	0.000589289228382999	1.22812182711637e-05	2.44752309156757e-06	3.83330217503565e-05	0.922906001590948
S6861	5.83535989054623e-06	0.0778322373737096	5.16093546205656e-06	9.06496738375309e-05	5.41746541795104e-06	2.07731546838693e-08	2.6461896435058e-09	1.72752112581742e-08	0.922060658497127
S6871	8.49908818788826e-06	0.0782248467422757	3.51249198974476e-06	2.79180310865569e-07	2.63707076001075e-05	6.65827364694904e-07	2.15418247532249e-08	1.46099179973267e-07	0.921735658321266
S6886	4.17671889756816e-06	0.076944023094086	4.76964348559651e-05	6.42308798152356e-06	0.000222918378822995	5.57032806974417e-06	1.35526855838224e-07	9.41712910583863e-09	0.922769047013301
S6889	3.98360223186023e-07	0.0767421664315197	4.05566110857189e-05	0.000417075973323387	4.77498935107268e-05	6.92289031568883e-09	6.1066310960131e-10	7.58469612957455e-08	0.922751969349823
S6893	6.09074109371424e-07	0.0769006680543767	4.12698079484695e-08	0.000771910986826408	1.99334378101406e-05	8.20158959267679e-08	2.22283138248033e-07	6.39157282337774e-07	0.922305893720753
S6907	2.45534634510777e-07	0.0770877315027939	5.59738486968511e-05	8.0848259142867e-05	6.08456915806685e-05	5.8335901160183e-08	4.86872810463851e-08	1.54470611228578e-06	0.922712703433857
S6909	1.96252089334735e-06	0.0764446529647004	3.67833587184119e-08	0.00022154367471753	0.00031130542467923	1.51502697445413e-06	3.24195784028101e-07	2.18640519654585e-05	0.922996795356927
S6916	4.67649709175425e-06	0.0780616270110146	4.92778532169076e-08	0.000229657167963947	1.48006078799141e-06	1.74726392415019e-08	5.60352969761312e-09	1.94136040062197e-05	0.921683073305113
S692	6.26449527127322e-06	0.0764414465418719	8.85476414722678e-05	0.000316224385186429	6.27900670834134e-05	1.62324257434523e-05	3.15235878788787e-09	1.46985294981683e-05	0.923053792761514
S6922	0.000363638391815546	0.076804727236986	6.57064875819246e-09	5.09948581319462e-06	0.000316247727838998	1.45185104493826e-09	1.80992314118422e-08	8.85677425335896e-06	0.922501404261562
S6926	1.68505785864778e-05	0.0774258487914271	2.69913886714567e-05	0.00026195134413454	4.10332133502122e-08	6.67904103340309e-06	4.70624184195684e-10	8.57090314567296e-05	0.922175928320853
S6929	6.76066308842444e-07	0.0769386997612245	4.90689419524493e-06	0.000290032489706079	4.97925472877573e-06	6.49405290771277e-09	4.87672009214944e-06	4.92088349868932e-07	0.922755330231342
S6938	1.11550639458417e-06	0.0763784369852748	3.26411324341873e-05	0.000472353595009857	0.000362448810406967	6.52027716861776e-07	2.88448087892758e-08	8.69775075017942e-06	0.922743625347204
S6941	1.21222493044145e-07	0.0769004920610221	0.000114162707518882	9.4132327749133e-05	0.00034458947556713	6.13331876920004e-08	1.26217717919396e-09	1.42554092587382e-06	0.922545014069359
S6943	4.03563204675083e-06	0.0756974985893852	3.33411581547164e-07	0.000863385550653642	1.22691989773899e-05	1.8987900168781e-06	2.39752296991651e-10	1.38188574906306e-08	0.923420564768729
S6950	2.97379026871569e-09	0.0755666272635118	8.31994505383013e-06	0.000895064728159007	0.000288904934438675	2.12106599539623e-06	1.74862114073512e-10	2.62714349825142e-06	0.923236331770691
S6952	5.05566357000542e-07	0.0775162370885652	5.50261969561428e-06	7.54320032268732e-05	1.62410368226538e-05	4.39256589598282e-08	1.2823675399094e-09	8.99013496557092e-06	0.922377046342341
S6960	0.000235109360813227	0.0778663269569053	6.1860968148107e-08	0.000291852697011176	1.36904164940643e-05	4.10534204876455e-08	1.59796333599231e-09	1.72633865547425e-07	0.921592743422559
S6969	5.44342174516853e-06	0.0761756159858753	1.81243208876484e-06	4.58485392735829e-08	0.00112234196256774	1.46612735989987e-07	3.7888194033927e-11	3.69200355316384e-06	0.922690901695006
S6973	0.00180766207035943	0.0754470375315581	6.76643883337488e-05	0.000168340905458374	2.51671838401823e-07	2.8699006650254e-07	2.30855398183206e-08	4.06707610582727e-05	0.922468062595787
S6979	4.10487142058576e-07	0.078251409464204	1.63390238305675e-06	6.01322393995079e-05	3.4510397907735e-06	8.03317495371963e-08	1.56309993232923e-07	2.64145509011589e-08	0.921682699810787
S6983	1.25002341130248e-08	0.0774094559821552	7.38249034010507e-05	1.46831523617808e-07	2.0870933272182e-05	1.1489130462512e-06	2.24341222605148e-07	6.16840136173883e-08	0.922494253911131
S6991	0.000386219438830191	0.0773808840762409	3.68698783856957e-06	6.26904783607013e-07	3.15650622143702e-05	1.06365926115842e-08	3.84942314624889e-08	1.00042467105608e-07	0.922196868356801
S700	5.15393314437382e-07	0.0782809198141882	2.11580843108858e-06	9.72973976686087e-06	1.14355160204828e-05	2.97181235615152e-06	1.50808840448447e-09	4.43290220874209e-08	0.921692266078812
S7001	2.33383676829972e-07	0.0775586018993225	8.65807812145852e-05	0.000484339117552331	1.78290044081917e-05	6.29669253092837e-06	5.33176709080963e-08	3.06478822053405e-08	0.921846035155742
S7009	2.59715486235762e-06	0.0750539239751896	2.25703264197672e-05	6.38562547905179e-06	0.00112704288723266	2.34347035806866e-07	5.57076853174866e-09	1.09038194945391e-05	0.923776336293518
S7018	9.82814794908918e-06	0.0776872677993693	2.81022565708168e-06	0.000306606523820279	1.02816732865282e-05	3.86154067886345e-07	3.01098354357713e-07	3.290061604777e-06	0.921979228315891
S7027	1.92373022665683e-08	0.0771358920270517	1.04649678641958e-05	0.000584045468241059	2.61268667046102e-05	1.39380242092649e-05	8.69609643435699e-07	3.25082101397526e-09	0.922228640548162
S7031	1.86371569817739e-06	0.0757297474059223	0.000946954755167803	5.75800391373684e-07	0.000264418394436966	1.19557874529644e-08	4.67632484104999e-07	5.45633034912718e-07	0.923055414707077
S7048	5.24616460909449e-06	0.0777655029793546	2.69644812354373e-07	0.000229904585724753	9.43253130199845e-05	7.95506700826738e-07	1.3435250871678e-07	9.66429950216848e-07	0.92190285502332
S7050	4.18034492067259e-06	0.0777942241329813	1.70857572742622e-05	0.000239909353500471	1.25378026789309e-05	3.9477423649826e-08	6.24311930645429e-08	1.89908323379988e-08	0.921931941709195
S7059	6.68839375512928e-08	0.0764473557641046	7.68196536919631e-05	4.40975049808937e-07	0.00053179452335204	8.21775811055323e-06	5.05548222487274e-10	4.01632591325931e-08	0.922935263772946
S7061	2.87252034082598e-07	0.0777751677045965	2.7773733221262e-08	0.000146710408363355	2.87208561761603e-05	7.82612596089475e-08	3.53252482144077e-11	6.98329177201236e-08	0.922048937875594
S7066	3.78060956790424e-07	0.0777171359795761	1.14961394435979e-05	0.000206567276045149	8.99858676547875e-06	6.78694748088745e-09	2.60900659486864e-10	6.34909857083051e-06	0.922049067810794
S7067	1.12064221983192e-07	0.0776008905741751	7.93498903528798e-09	0.00013882744706051	2.15993530163626e-10	1.42333652975679e-05	6.08302450448674e-07	4.20334789162638e-08	0.922245278062333
S7071	1.66132638902144e-08	0.0780110062128933	8.62064859995982e-09	5.17285166639794e-06	6.82448748652073e-05	4.05377877005925e-09	2.12638932754101e-07	7.8217334267327e-05	0.921837116799684
S7089	5.71787022025716e-05	0.0779391941021391	0.000230300792382055	5.8556114775326e-06	2.89281998128149e-05	4.84831906867777e-08	8.41899697082572e-09	2.61218081107871e-05	0.921712363881687
S7092	2.22548812946878e-08	0.0780922044648513	0.000595879138804328	1.91839027456623e-06	2.41998292066786e-05	2.04904449463315e-08	2.76602811650242e-10	1.47782866578534e-08	0.921285740376647
S7093	1.060906326829e-08	0.0766953236104716	3.08705139403325e-06	5.63711567443589e-05	0.000246537007369494	2.21086912654281e-05	2.47256141229507e-09	9.76371587855848e-08	0.922976461763972
S7098	2.60440195186784e-08	0.0766506961106149	7.01275612400677e-05	0.000809766370796393	0.000106803687335205	1.14430565446933e-07	1.90674019531953e-09	2.76811938037074e-08	0.922362436207494
S7104	3.17910067486683e-06	0.0753075191770144	0.00152147868359897	1.79259046151874e-05	0.000427825343615701	8.20307875638553e-07	4.32581299541761e-09	7.13056463627413e-07	0.922720534100329
S7115	3.69188820514465e-08	0.0775039387855344	6.88176981364158e-09	0.000860146989882069	3.29790153474415e-07	3.34374455729907e-07	5.31889358440529e-10	9.61057200066179e-06	0.921625595155433
S7120	3.59153920470477e-07	0.077569506696164	3.60105572186274e-07	3.86878024897749e-06	0.000299851550225782	1.81269040839396e-05	3.62110505818087e-08	4.68744004463947e-08	0.922107843724334
S7123	7.86747955904379e-07	0.0775250483217427	6.10273146909558e-06	0.000337509517033168	3.52770274938108e-05	1.37782731735775e-10	7.37612110879180e-11	7.67241211123558e-07	0.92209450820155
S7126	1.61066663478191e-07	0.0777849019838022	1.0696802332024e-05	9.85409203670131e-06	0.000519444048253206	4.37103417316448e-07	1.51619611285676e-07	3.25268571460472e-09	0.921674350031198
S7128	7.43636113516208e-05	0.0775128153031344	5.55907301681913e-06	9.24012908617639e-07	2.92422245531929e-06	3.99636028054689e-08	9.44974820956453e-07	1.8800033514752e-07	0.922402240838374
S7132	4.53297452217344e-08	0.0775799134432124	9.79857618597935e-07	1.27422902109612e-05	0.000586326681404611	2.37639854267394e-08	2.52131713737386e-11	7.69702056556484e-06	0.921812271588044
S7136	5.63712252616451e-07	0.0772035710338029	1.17302404056545e-05	0.000454706318167559	7.57947761918543e-06	4.47360619145942e-08	1.5256407768323e-09	3.06601019456482e-08	0.922321772295947
S7153	8.94405015675602e-08	0.0770630408913999	5.21352528981667e-06	0.000834108946201589	2.73094237505593e-06	3.26397892762185e-07	2.95096982547013e-07	5.34483064911341e-10	0.922094194224874
S7155	5.02694438380605e-09	0.0774375385699578	2.30420603895688e-09	4.23941240217959e-05	0.000539440021905521	1.34264440443497e-06	3.51965570444219e-07	1.16757448440099e-05	0.921967249598146
S7158	4.51623622378043e-07	0.0777414912557891	9.95062388742444e-06	1.74561703323215e-06	2.37956836251665e-05	1.95242120977987e-08	3.04515423633308e-06	5.83021074314955e-05	0.922161198410163
S7167	7.54951250606492e-08	0.0779027186133146	9.18704746012244e-06	6.94238621847928e-06	5.74539486758521e-05	9.48055588762183e-06	4.12847890761043e-08	1.19273362460843e-08	0.922014088741193
S7171	3.46458861787832e-06	0.0767344976406705	2.44571809519292e-06	0.000466699003396666	2.51877177753823e-05	9.55734755144084e-09	1.28506226076722e-10	9.98402356164591e-09	0.922767685661567
S7174	0.000466724675402983	0.075664605757117	0.000953872004592779	5.42285940861348e-06	1.4407183922141e-05	1.22737961810163e-08	9.38351977318738e-09	3.17393406202654e-06	0.922891771928179
S7175	8.1161663174688e-08	0.0768580014890142	4.7962102387758e-09	0.000673877352964622	0.000286588843246555	1.06474346052744e-07	1.64893178933967e-05	1.19840806960844e-06	0.922163652156592
S7178	2.1429973856748e-06	0.0783233564528	1.99616810530456e-05	2.5514325912879e-05	1.6235622648628e-05	3.26130724358817e-09	2.20063011705411e-09	3.14496031802634e-06	0.921609638497944
S7179	2.19649548456559e-08	0.077276013759364	1.80577908412165e-06	0.000401236828299429	0.000291912957269488	6.3768725589176e-06	6.73104074568687e-09	8.21864794027853e-09	0.922022616888781
S7181	8.13439260556475e-08	0.0763858119528357	6.91824545096125e-05	0.000477910949869984	4.10970773723764e-05	6.07547586363693e-09	1.04367038573089e-06	1.57674951449468e-06	0.92302328972611
S7189	1.84955661659023e-06	0.0769645641919675	5.69540396474263e-06	0.000678072310718886	2.1179738271721e-09	4.27734582323612e-09	2.82768176066582e-10	2.41790259423322e-06	0.92234739395605
S7197	1.06952592132196e-05	0.0767458001189833	5.31198253068481e-08	0.000537098911703235	0.000158511484347558	3.00461882840637e-05	8.49771865795324e-07	7.14240339475721e-06	0.922509802742383
S7198	8.69490338528408e-06	0.0772133538776145	2.35585480117744e-08	0.000784653593747162	2.78537616051546e-07	3.87110517058317e-08	1.11403504200724e-10	7.56964859645807e-06	0.921985387058037
S7201	1.17185727105454e-07	0.0771786150361042	1.11787449090259e-05	0.000183790616415853	0.000108825327608953	7.51417898397237e-06	2.65598297967091e-09	6.57749668026251e-08	0.922509890479301
S7204	2.15367604883438e-06	0.0768748664169178	0.000348184907819423	0.000218973381041644	6.10844846984586e-05	2.05359059872108e-09	3.02397485637268e-09	8.46053742689876e-07	0.922493886002166
S7206	0.000275509787703434	0.0777669001325544	1.06996103243876e-05	1.26981060521964e-05	7.72544312511553e-06	4.22901033699215e-08	8.94388689487765e-10	1.39409269683607e-08	0.921926409794821
S7207	2.82245929182832e-05	0.0774975825873785	1.58312084982084e-07	1.58487735108304e-06	0.000140421288481825	2.45026313320079e-06	6.49659190248071e-09	7.44959389516086e-06	0.922322121988165
S7212	6.91938868029232e-07	0.0772128731053143	1.1858964569146e-05	0.000196677387774229	1.24244754448417e-05	7.80360286020396e-09	6.1997470159179e-07	2.3104720150985e-08	0.922564823245005
S7219	1.72713743827325e-06	0.0770051161661416	2.41518930026339e-05	0.000632362568213451	3.54054905931284e-05	6.44034056089619e-06	1.43159784081208e-08	2.6734798676145e-09	0.922294779414592
S7221	1.52831298511084e-05	0.0762739615153877	4.45343361743903e-05	4.1182718023203e-05	0.000798197514233532	6.47758071675382e-06	6.97172148912812e-10	1.04918602200922e-07	0.922820257589839
S7226	1.50572625237374e-07	0.0762107606664393	0.00010405781722739	4.32685509805145e-07	0.00129650248127236	1.12983706108117e-05	8.7103671464611e-11	1.572863092192e-06	0.922375224456119
S7231	1.70706268691522e-05	0.0775672975481754	1.20782309873697e-05	0.000150301889084103	2.2102573001522e-08	1.53257834497927e-05	2.91980134562397e-10	5.91112400810919e-06	0.922231992402873
S7247	4.46872472383373e-07	0.0767585685159093	2.54207171047355e-06	0.0008580564195246	0.000151441598711472	2.36778864797182e-07	7.66653989920184e-08	4.75210455646317e-07	0.922228155866952
S7249	1.39059337261403e-05	0.077984224106742	1.6886566013983e-08	5.61186840453086e-06	0.00055216213225422	1.57201455164394e-05	4.03810101851737e-09	4.61173949530461e-07	0.92142789371474
S7251	3.12049992042925e-08	0.0780009415097052	3.0748330253261e-05	1.46980008985496e-07	3.11716529613652e-05	4.30754738507739e-07	1.52293181875727e-09	4.37253124558608e-10	0.921936527607149
S726	7.27951169966407e-06	0.0768741918022388	2.09137540988328e-09	4.94972811938514e-07	0.000988987379024213	9.58683166485754e-09	1.24693630613673e-06	1.9836337396936e-06	0.922125804085972
S7260	5.4936142630456e-07	0.0756706943595675	1.59014287225293e-07	0.00140960452258151	4.08178756414004e-07	6.23118924788096e-08	1.13859324025411e-06	7.19873869494907e-06	0.922910184919553
S7261	2.46738936352247e-07	0.077146382721787	2.30545713984738e-06	0.000623262459144199	3.53446975245842e-05	4.50123585419044e-09	1.18153931506171e-05	5.1332822872297e-08	0.922180586698259
S7270	1.84683871489079e-06	0.0772009175851887	1.1839809018469e-05	0.000612516914766723	1.87194509559499e-07	2.00894672252525e-06	8.45576182803337e-08	5.77846191330658e-06	0.922164819691548
S7277	7.1973933833847e-08	0.0776416277878552	1.08926210712933e-07	0.000307789047651227	3.79763559536278e-05	1.39544858371392e-08	4.66781195377908e-10	5.66656057244681e-06	0.922006744926556
S7280	5.17222715539918e-07	0.0776013069422885	0.000136071067487806	0.000298188552070335	0.000345318230767978	2.29951976625987e-06	7.02816532841738e-11	4.18890477432113e-08	0.921616256505574
S7284	8.40102356294076e-08	0.0776980522195786	2.04855488343171e-05	1.67676113954057e-07	0.000205046603645263	2.10100747787655e-07	5.49155704982192e-08	8.2922215158151e-09	0.922075890633052
S7288	7.35667653858113e-07	0.0776877286685921	2.77138132264076e-05	1.6091216714836e-06	4.59139491054644e-05	3.09339858880947e-07	3.63937048141578e-10	2.42218635692797e-08	0.922235964854091
S7300	3.37111139385784e-07	0.0776443904102866	8.88346993757828e-06	0.000340273893188552	6.36624222998674e-05	4.38205839586353e-07	1.81207471368873e-10	8.02621433217205e-08	0.921941934043958
S7309	2.1534154673832e-07	0.0771177458809843	7.19098388883755e-06	0.000357674262447614	9.44885738337303e-06	3.21157956558097e-09	6.35014577533116e-10	4.16011999920061e-07	0.922507304815155
S7312	2.18670154428348e-07	0.076347201381526	1.41196110289313e-06	0.000405139067724907	8.60205060284385e-05	3.87973850495085e-06	2.53200414164424e-10	2.81996064862084e-08	0.923156100222151
S7315	4.70665086202509e-07	0.0771406302167061	2.06789048012656e-05	5.40952630214997e-06	0.000533036549148419	1.10109231302304e-05	7.33488576851322e-08	4.41231826438689e-06	0.922284277547704
S7326	9.09089892552499e-06	0.0770225843068846	1.79135243184765e-05	0.000213212392087567	4.98132213048217e-06	8.09895945728061e-06	5.32811425002651e-09	2.17597783810309e-07	0.922723895670298
S7327	5.06950563816813e-05	0.0761042763518065	0.00121411733588216	3.56228127106141e-06	0.00085015552582858	3.03346703073421e-05	2.62776455881566e-08	2.92593443633464e-05	0.921717573156514
S7344	8.34961311232256e-10	0.0782211757223513	6.63315547996886e-05	9.38995477159573e-05	1.44391345886689e-05	1.07262879430151e-08	2.03679513544415e-10	1.11434280960687e-07	0.921604030841335
S7360	9.5205865986654e-08	0.0751127032394466	0.00140046543057776	0.000315991874115964	0.000116799006705587	9.16927038492981e-09	1.3676082982613e-09	7.94714984385685e-06	0.923045987556566
S7376	3.11638219522038e-07	0.0774842877818919	3.56879282705542e-06	8.76200334659023e-05	0.000310239237493294	1.09190502530651e-05	4.18164569104733e-09	1.05234521951471e-09	0.922103048231858
S7378	7.03197303745191e-06	0.0778354365514154	0.000345568692865592	2.29988411325089e-05	4.2540045585931e-05	2.79918431769761e-07	3.61887005470988e-09	1.21182650048905e-07	0.921746019176011
S7379	1.89745333773869e-05	0.0765497246923694	4.86811353660538e-06	0.000255165383193354	0.000160156924804298	3.15426160576495e-08	1.83717385632906e-09	1.63019486329692e-06	0.923009446778066
S7383	1.01984172275385e-07	0.0777715491096559	1.94949855842721e-05	0.000112474089997922	7.23683599923131e-06	1.77835331689794e-07	8.42538738887502e-07	4.52681370099306e-07	0.92208766993915
S7389	3.31780529971034e-07	0.0780531409569492	0.000265001445808384	2.0173753140823e-05	3.18932842511048e-06	5.4946332765665e-08	4.91655060882905e-07	1.96161514381744e-09	0.921657614172138
S7390	7.13343706950197e-08	0.0776363321202509	2.71043705347373e-06	0.000347086811983741	3.0332984373039e-06	1.52320536162733e-09	7.91407636510014e-07	2.10152620123252e-05	0.92198895780505
S7395	9.85005194715881e-08	0.0765164961346908	2.79356338651581e-05	0.000530341032944044	0.000384853068952053	1.33175272986531e-05	1.04835696255029e-09	1.31594344307411e-08	0.922526943893938
S7396	7.90113832335664e-07	0.0768417361931142	6.75409401639709e-09	0.000110568028779425	2.67014960223663e-05	2.1188524111828e-08	4.26276201905918e-09	4.06227257735064e-06	0.923016109690294
S7408	1.76519627598548e-07	0.0774690824660732	0.000114003851936771	2.36621363495809e-08	0.000749798415526382	1.19773419667716e-07	9.52370538384795e-10	2.75701893299799e-05	0.921639224169579
S7433	1.13672831567347e-07	0.0769202848320763	4.8111180406403e-06	0.000737726753123086	6.54253211184514e-06	4.03246421066721e-10	1.67684284420103e-09	4.61145494715935e-08	0.922330472897178
S7439	8.82921511032827e-07	0.0766621067235517	6.77216772708432e-06	0.000265946090506993	8.28005465440082e-05	7.59438811858042e-07	9.53020617970045e-10	6.07390309586348e-08	0.922980670419296
S744	1.78651350946653e-05	0.0782192084124254	0.000254380807010575	2.89141543066255e-07	1.62201397152191e-06	2.28326980508607e-06	5.36273046343852e-09	7.18596754729136e-07	0.921503627260664
S7468	2.6474111194263e-07	0.0769572818051617	7.97875446714212e-06	0.000281720663041263	0.000175621405980633	1.64583175339234e-07	1.87407794669134e-09	1.07340965138254e-08	0.922576955438888
S7469	7.3727584089892e-07	0.0765341874115393	0.000213821793577977	0.000668085325734594	0.000120395151798758	4.10630658305655e-07	2.11061233558697e-10	0.000167647222198332	0.922294714977591
S747	1.220841615513e-06	0.0771082462224237	3.01271961186931e-08	4.8743294718567e-05	0.000386799296238494	3.71773516863926e-08	4.82317086922048e-07	3.75116541774861e-06	0.922450689557951
S7470	2.63884171467429e-06	0.0767338714517193	1.03618125242342e-05	0.000613297451929738	1.99969948429858e-05	1.11688058913166e-06	4.14825426398575e-08	4.15331355931589e-06	0.922614521770578
S7474	1.95716518781504e-08	0.0775733060014289	1.91653680081355e-05	0.000239706414170341	7.4503518599953e-05	3.41958985276907e-08	4.56249270068179e-08	1.2569927964256e-07	0.922093093606036
S7475	1.41051328309915e-06	0.0771715368717197	1.17106999537896e-05	0.000595470859207252	2.14080369256214e-05	1.49053193945148e-06	6.57974186646703e-11	1.10630796270492e-06	0.922195866113211
S75	4.50278689546761e-07	0.0752429857675197	5.87277641348816e-06	1.5897735441377e-05	0.000395207698790975	8.19983462158742e-06	8.4697313062519e-09	0.000231217302131452	0.924100160136661
S7502	0.000208751440753158	0.0768826704591616	4.0504016620156e-07	0.000141769032136825	0.000349559192017228	2.43874525270752e-07	4.66120856302767e-09	1.6589877083323e-05	0.922400006422948
S7505	3.15425896160888e-07	0.0780820295638208	5.2837787286882e-06	5.53362567674642e-06	0.000387392823958008	8.70537151736452e-08	1.13320904152369e-08	3.49445146402353e-06	0.92151585194465
S7509	2.560269284833e-06	0.0765975758902472	3.78432677995046e-05	6.70445952508731e-07	6.56442057935172e-06	1.01547088215657e-09	1.65260248982014e-08	1.28560584407095e-08	0.923354755308582
S7513	4.42333697521726e-08	0.0770064612672765	3.47173255493206e-05	0.000148224988663183	0.000138769811310758	1.70456950037249e-06	1.93989364724229e-10	3.55999136694018e-08	0.922670042010427
S7514	2.38066233763494e-06	0.07785185467515	4.38337966795507e-05	9.3725876218743e-05	1.73554791584624e-05	2.01412721975259e-08	2.49268120853101e-08	3.21084632348608e-08	0.921990772333908
S7520	9.50949565223867e-08	0.0773636379868638	2.53023571475643e-06	4.59363562905745e-07	1.65918664883903e-06	3.05630937138443e-06	4.09513939716171e-10	7.1660707499541e-06	0.922621395342618
S7524	3.3135051517651e-05	0.0780817962093968	8.94235368540546e-06	1.51129689189487e-07	4.98613787144671e-05	2.84221532886982e-09	7.67799560468853e-11	3.6187380681302e-06	0.921822492219933
S7531	2.75459737136214e-08	0.0766481746753459	2.99380309680555e-06	0.000605335476039532	0.000143770453820012	2.24884495087419e-09	8.64654595150379e-09	2.08730338386289e-05	0.922578814116495
S7543	2.97933557625216e-05	0.0775401388383388	6.66438826510967e-05	1.09516170847053e-07	1.10691694987163e-08	6.22139588908023e-08	5.59278247287182e-07	0.000107307861855047	0.922255373983846
S7544	3.7965979342487e-07	0.076538599252385	5.79837700842784e-06	0.000317614100750871	5.11619227219301e-05	5.33632253394353e-08	1.98302713753589e-07	5.26664663673784e-09	0.923086189754755
S7548	7.23046348908146e-07	0.0774231686631157	0.000158005508549098	3.55821138189443e-07	0.000553664180730002	4.50336935467412e-08	1.11506322971935e-10	2.15161089101876e-06	0.921861886024027
S7557	3.51984627376313e-08	0.0770976667438799	0.000995765842460388	3.10153819598018e-05	3.5194505343944e-05	7.68744435488616e-07	8.3653807931821e-10	1.19309632853396e-05	0.921827621783634
S7559	1.78635077400281e-07	0.0784183513827255	3.89055941993312e-05	3.18310060867957e-08	1.99903213391726e-05	6.58411445879281e-08	3.27276627839934e-09	2.72774804501621e-06	0.921519745373697
S7560	2.27910979690481e-06	0.0771675864962611	1.81747821392972e-06	1.80333213437792e-07	0.000574220790173009	4.99403780277618e-07	4.02778592409996e-11	3.10072588327556e-08	0.922253385341025
S7562	5.75887491064218e-07	0.0770346851557097	3.27573181022153e-06	0.000491804705855951	3.43259796643376e-09	8.24504498653968e-06	7.6696840023412e-08	2.13222086769328e-10	0.922461333131486
S7573	4.40398672805368e-08	0.0782303120615489	6.7617475258004e-07	6.54469675327773e-07	2.6628657186093e-05	2.66715064355605e-06	6.18657772328405e-10	2.41175998905157e-05	0.921714899227778
S7576	9.67099135645813e-06	0.0774121623595562	6.44352496718757e-09	4.09127898450302e-07	0.000242970476835301	7.7654356434506e-05	6.5717098733183e-06	5.05281428432261e-06	0.922245501720236
S7581	5.88509650353479e-08	0.0771369415677273	1.05293513922653e-05	0.000163320034407616	1.53472944341549e-05	1.52262336269595e-07	1.99204672002394e-09	1.92823899504427e-05	0.92265436625674
S7584	7.5562488124098e-08	0.0773883465456644	7.85158521260388e-06	3.27096987982653e-08	0.000372017958536874	7.03729017175583e-09	4.52060801735666e-07	3.99502077825612e-07	0.92223081703823
S7585	4.38118996727602e-08	0.0780230237918162	8.50867116220893e-06	0.000218772966300966	3.5299782499127e-05	9.8104283299943e-08	4.83240016301098e-10	4.51647561665445e-08	0.921714207224042
S7595	4.25537699146618e-08	0.077558907973841	5.0807032519178e-07	2.35065387416766e-05	3.50271653930057e-05	2.08890469174678e-08	7.0861075771153e-11	1.35111864526113e-06	0.922380635619376
S7600	3.27232570765469e-08	0.0769687556280606	6.65775062952382e-06	0.000317743151364371	1.55960746844745e-06	1.55633399258658e-08	2.04423358553415e-07	1.88257870161431e-08	0.922705012326735
